"pid","pmid","oid","row.in.file.int","interval","t.start","t.end","t.start.orig","t.end.orig","dt","dt.calc","dt.diff","ct","mt","cta","bta","bg.dl","bg.val","bg.unit","MOL","ustar","rl","air.pres","air.pres.unit","j.NH3","j.rel","e.int","e.cum","e.rel","air.temp","soil.temp","soil.temp.surf","pH.surf","rad","wind","wind.2m","soil.temp.z.int","air.temp.z.int","wind.z.int","wind.loc.int","far.loc.int","rain","rain.rate","rain.cum","rh","notes.int","flag.int"
2223,2227,55353,5,1,2018-04-23 17:00:00,2018-04-23 23:00:00,"23-04-2018 17:00","23-04-2018 17:00",6,6,0,6,3,12,6,NA,NA,NA,NA,NA,NA,NA,NA,1.44,0.00628,8.66,8.66,0.0377,21.8,NA,NA,NA,55.4,1.87,1.87,NA,NA,2,"Nearest station","10000",0,0,0,38.6,".",""
2223,2227,55354,6,2,2018-04-23 23:00:00,2018-04-24 06:00:00,"23-04-2018 23:00","23-04-2018 23:00",7,7,0,13,9.5,19,12,NA,NA,NA,NA,NA,NA,NA,NA,1.64,0.00713,11.5,20.1,0.0876,15.9,NA,NA,NA,0.714,1.45,1.45,NA,NA,2,"Nearest station","10000",0,0,0,70,NA,""
2223,2227,55355,7,3,2018-04-24 06:00:00,2018-04-24 12:00:00,"24-04-2018 06:00","24-04-2018 06:00",6,6,0,19,16,25,19,NA,NA,NA,NA,NA,NA,NA,NA,0.00438,1.91e-05,0.0263,20.2,0.0877,17.2,NA,NA,NA,465,0.967,0.967,NA,NA,2,"Nearest station","10000",0,0,0,65.3,NA,""
2223,2227,55356,8,4,2018-04-24 12:00:00,2018-04-24 23:00:00,"24-04-2018 12:00","24-04-2018 12:00",11,11,0,30,24.5,36,25,NA,NA,NA,NA,NA,NA,NA,NA,0.225,0.000977,2.47,22.6,0.0985,23,NA,NA,NA,334,1.96,1.96,NA,NA,2,"Nearest station","10000",0,0,0,44.2,NA,""
2223,2227,55357,9,5,2018-04-24 23:00:00,2018-04-25 12:00:00,"24-04-2018 23:00","24-04-2018 23:00",13,13,0,43,36.5,49,36,NA,NA,NA,NA,NA,NA,NA,NA,0.283,0.00123,3.67,26.3,0.114,16.2,NA,NA,NA,227,1.43,1.43,NA,NA,2,"Nearest station","10000",0,0,0,65.1,NA,""
2223,2227,55358,10,6,2018-04-25 12:00:00,2018-04-25 18:00:00,"25-04-2018 12:00","25-04-2018 12:00",6,6,0,49,46,55,49,NA,NA,NA,NA,NA,NA,NA,NA,0.61,0.00265,3.66,30,0.13,24.9,NA,NA,NA,617,2.4,2.4,NA,NA,2,"Nearest station","10000",0,0,0,39.2,NA,""
2223,2227,55359,11,7,2018-04-25 18:00:00,2018-04-25 23:00:00,"25-04-2018 18:00","25-04-2018 18:00",5,5,0,54,51.5,60,55,NA,NA,NA,NA,NA,NA,NA,NA,0.139,0.000604,0.695,30.7,0.133,21.8,NA,NA,NA,23.7,1.95,1.95,NA,NA,2,"Nearest station","10000",0,0,0,51.8,NA,""
2223,2227,55360,12,8,2018-04-25 23:00:00,2018-04-26 18:00:00,"25-04-2018 23:00","25-04-2018 23:00",19,19,0,73,63.5,79,60,NA,NA,NA,NA,NA,NA,NA,NA,0.0519,0.000226,0.986,31.7,0.138,19.1,NA,NA,NA,338,1.72,1.72,NA,NA,2,"Nearest station","10000",0,0,0,63.9,NA,""
2223,2227,55361,13,9,2018-04-26 18:00:00,2018-04-26 23:00:00,"26-04-2018 18:00","26-04-2018 18:00",5,5,0,78,75.5,84,79,NA,NA,NA,NA,NA,NA,NA,NA,0.0334,0.000145,0.167,31.8,0.138,22,NA,NA,NA,24.7,1.27,1.27,NA,NA,2,"Nearest station","10000",0,0,0,50.9,NA,""
2224,2228,55362,32,1,2018-04-23 17:00:00,2018-04-23 23:00:00,"23-04-2018 17:00","23-04-2018 17:00",6,6,0,6,3,12,6,NA,NA,NA,NA,NA,NA,NA,NA,0.475,0.00258,2.85,2.85,0.0155,21.8,NA,NA,NA,55.4,1.87,1.87,NA,NA,2,"Nearest station","10000",0,0,0,38.6,NA,""
2224,2228,55363,33,2,2018-04-23 23:00:00,2018-04-24 06:00:00,"23-04-2018 23:00","23-04-2018 23:00",7,7,0,13,9.5,19,12,NA,NA,NA,NA,NA,NA,NA,NA,1.21,0.00657,8.46,11.3,0.0614,15.9,NA,NA,NA,0.714,1.45,1.45,NA,NA,2,"Nearest station","10000",0,0,0,70,NA,""
2224,2228,55364,34,3,2018-04-24 06:00:00,2018-04-24 12:00:00,"24-04-2018 06:00","24-04-2018 06:00",6,6,0,19,16,25,19,NA,NA,NA,NA,NA,NA,NA,NA,0.00623,3.39e-05,0.0374,11.3,0.0616,17.2,NA,NA,NA,465,0.967,0.967,NA,NA,2,"Nearest station","10000",0,0,0,65.3,NA,""
