day	hr	atemp	rh	wind
248	1500	19.56	41.38	2.624
248	1600	19.49	42.38	2.836
248	1700	19.23	43	2.751
248	1800	18.99	43.42	2.035
248	1900	17.51	47.12	2.172
248	2000	15.95	57.67	1.448
248	2100	14.96	63.42	1.393
248	2200	12.54	77.7	0.998
248	2300	11	86.9	0.977
249	0	9.03	96.6	1.192
249	100	8.2	100.4	1.362
249	200	7.47	101.9	1.427
249	300	6.793	102.7	1.321
249	400	6.434	103	1.434
249	500	5.987	103.3	1.365
249	600	6.303	102.8	1.191
249	700	6.521	101.1	1.136
249	800	8.43	99.4	0.874
249	900	11.28	93.5	0.967
249	1000	13.77	82.6	1.535
249	1100	15.33	82.3	1.995
249	1200	16.4	76.3	1.761
249	1300	16.87	71.7	1.304
249	1400	17.73	70.7	0.992
249	1500	19.6	67.57	1.369
249	1600	20.64	62.37	1.725
249	1700	20.58	63.54	1.921
249	1800	20.69	64.57	1.045
249	1900	17.84	80.2	0.573
249	2000	16.42	86.8	0.815
249	2100	16.54	84.7	0.854
249	2200	15.02	93.9	0.826
249	2300	15.31	88.8	0.948
250	0	15.1	88.6	0.915
250	100	16.08	83.4	1.377
250	200	15.42	86	1.293
250	300	14.81	86.8	0.809
250	400	14.23	88.6	0.858
250	500	13.37	93.6	0.883
250	600	12.04	100.8	1.024
250	700	12.73	99.5	0.845
250	800	15.29	86.7	0.957
250	900	16.86	77.2	1.65
250	1000	17.68	77.7	1.837
250	1100	18.89	75.8	1.578
250	1200	20.15	73.5	1.497
250	1300	22.4	69.18	1.631
250	1400	23.66	66.58	1.524
250	1500	25.08	60.66	1.451
250	1600	25.93	57.79	1.544
250	1700	25.64	53.12	1.448
250	1800	24.21	57.88	0.621
250	1900	20.69	73.3	0.71
250	2000	19.21	78.5	1.031
250	2100	18.95	81.1	1.208
250	2200	18.65	81.1	0.968
250	2300	18.33	78.6	1.149
251	0	17.52	82.4	1.228
251	100	17.78	82.7	1.147
251	200	17.49	83.3	1.1
251	300	17.69	82.4	1.039
251	400	17.64	86	0.97
251	500	17.74	85.8	0.838
251	600	16.98	89.7	1.082
251	700	16.74	92.8	0.736
251	800	18.13	89.8	0.763
251	900	21.82	74.9	0.638
251	1000	22.79	73.1	1.048
251	1100	24.65	68.9	1.396
251	1200	25.12	70.1	1.939
251	1300	26.44	69.49	1.662
251	1400	28.04	67.91	1.594
251	1500	28.72	65.09	2.008
251	1600	29.11	65.24	1.656
251	1700	28.79	67.84	1.44
251	1800	28.06	71.3	0.993
251	1900	26.8	75.4	0.677
251	2000	24.93	84.4	0.777
251	2100	24.11	87.9	0.588
251	2200	24.48	85.3	0.676
251	2300	23.79	87.2	0.728
252	0	24.14	83.3	1.226
252	100	23.42	85.5	0.833
252	200	21.83	93.4	0.814
252	300	20.77	98.2	0.871
252	400	20.69	97.4	0.929
252	500	20.22	98.1	1.092
252	600	19.61	99.6	1.066
252	700	19.3	100.8	0.673
252	800	20.47	98	0.906
252	900	23.51	82.1	0.706
252	1000	24.73	77.6	1.228
252	1100	26.05	72.4	1.557
252	1200	27.24	69.3	1.634
252	1300	28.23	65.4	1.873
252	1400	29.31	62.02	1.818
252	1500	29.78	60.65	1.765
252	1600	30.2	61.07	1.504
252	1700	30.38	60.19	1.066
252	1800	29.72	64.04	0.668
252	1900	27.45	70.5	0.603
252	2000	25.37	79.2	0.818
252	2100	24.19	85.9	1.166
252	2200	23.35	90.7	1.062
252	2300	22.14	96	1.068
253	0	21.17	99.1	0.96
253	100	20.44	100.2	0.767
253	200	19.98	100.3	0.985
253	300	19.76	99.1	0.947
253	400	19.14	100.4	0.912
253	500	18.37	101.3	0.857
253	600	18.99	93.6	0.782
253	700	18.32	96.1	0.93
253	800	19.12	93.3	0.959
253	900	22.43	79.3	0.899
253	1000	24.68	73.3	0.962
253	1100	26.32	65.7	1.329
253	1200	28.1	57.43	1.421
253	1300	27.52	59.73	1.619
253	1400	28.06	62.22	1.948
253	1500	28.53	60.13	1.622
253	1600	27.84	61.77	1.606
253	1700	21.45	96.8	2.756
253	1800	21.09	93.9	1.873
253	1900	20.73	89.9	1.743
253	2000	20.23	88.8	1.613
253	2100	19.51	93.3	0.931
253	2200	18.84	97	1.253
253	2300	18.15	97.9	0.962
254	0	17.73	97.7	1.037
254	100	17.81	96.9	1.324
254	200	17.76	97.2	1.281
254	300	17.05	94.2	1.413
254	400	17.08	79.2	2.053
254	500	16.41	78.8	2.145
254	600	15.83	81.6	1.929
254	700	15.35	82.9	1.518
254	800	15.65	81.9	2.041
254	900	16.52	74.6	2.563
254	1000	17.17	68.06	3.002
254	1100	16.65	63.74	3.675
254	1200	17.31	55.53	3.695
254	1300	17.88	50.55	3.316
254	1400	18.5	47.06	3.497
254	1500	18.74	47.86	3.873
254	1600	18.25	49.58	3.216
254	1700	17.97	52.72	2.683
254	1800	17.4	55.29	2.311
254	1900	16.45	60.92	1.443
254	2000	15.62	66.48	1.233
254	2100	13.37	89.7	1.14
254	2200	13.64	88.9	1.143
254	2300	13.15	88.9	0.914
255	0	13.1	90.7	1.613
255	100	12.65	91.5	1.252
255	200	11.89	94.8	0.986
255	300	11.68	95.6	0.997
255	400	10.86	97.3	1.083
255	500	9.8	101	1.114
255	600	9.25	102.2	0.835
255	700	9.13	102.2	0.696
255	800	10.62	95.2	1.234
255	900	14.03	74.4	0.867
255	1000	15.17	59.7	1.216
255	1100	16.12	55.62	1.122
255	1200	17.09	52.68	1.36
255	1300	17.7	52.18	1.601
255	1400	18.34	52.69	1.93
255	1500	18.98	51.11	1.828
255	1600	19.22	48.85	1.826
255	1700	18.55	54.93	1.262
255	1800	16.53	70.7	0.723
255	1900	15.58	78	0.803
255	2000	15.13	79.6	0.781
255	2100	14.96	80.8	0.547
255	2200	15.13	74.8	0.674
255	2300	15.44	72.3	0.737
256	0	15.49	77	0.909
256	100	15.23	80.3	0.964
256	200	14.93	82.4	1.024
256	300	14.61	95.2	0.983
256	400	13.83	102.2	1.1
256	500	13.76	102.4	0.732
256	600	14.3	97.7	0.863
256	700	14.79	99.1	1.108
256	800	15.44	100.3	1.787
256	900	15.55	100.2	1.927
256	1000	16.62	88.8	3.012
256	1100	17.18	72.7	3.165
256	1200	17.26	67.15	3.298
256	1300	16.9	62.58	3.216
256	1400	16.65	59.77	3.309
256	1500	16.02	60.46	3.089
256	1600	16.03	58.4	2.865
256	1700	15.15	56.2	3.195
256	1800	14.19	57.26	3.164
256	1900	13.25	59.86	2.341
256	2000	12.21	67.39	1.62
256	2100	11.37	73.6	1.131
256	2200	9.53	86	1
256	2300	8.87	91.2	0.601
257	0	8.65	93	0.794
257	100	8.64	92.7	0.947
257	200	8.26	92.8	0.973
257	300	8.37	89.5	1.126
257	400	7.84	92.3	0.875
257	500	7.77	89.9	1.164
257	600	7.62	90.2	1.156
257	700	7.73	88.8	1.177
257	800	8.46	86.6	1.33
257	900	10.2	76.9	1.844
257	1000	12.19	68.93	1.826
257	1100	13.57	63.46	1.796
257	1200	14.45	61.68	1.981
257	1300	15.26	52.41	2.382
257	1400	15.41	52.69	2.285
257	1500	14.33	59.81	1.873
257	1600	15.3	59.59	1.936
257	1700	14.69	62.17	2.239
257	1800	13.28	70.8	2.228
257	1900	12.54	72.5	2.1
257	2000	11.76	73.5	2.384
257	2100	11.09	73.7	1.84
257	2200	10.71	73.2	1.845
257	2300	9.55	77.1	1.044
258	0	8.73	80.8	1.002
258	100	8.16	85.8	0.971
258	200	6.93	91.7	1.009
258	300	6.424	93.2	1.084
258	400	6.839	90.9	1.034
258	500	5.355	97.1	1.026
258	600	4.651	98.8	0.693
258	700	5.363	93.6	1.247
258	800	6.865	85.9	1.278
258	900	9.92	75.3	1.532
258	1000	11.06	72	1.852
258	1100	12.71	68.06	1.859
258	1200	14.18	56.24	2.294
258	1300	15.11	54.07	2.244
258	1400	16.3	52.69	2.028
258	1500	16	54.34	2.57
258	1600	16.08	55.01	2.464
258	1700	16.19	53.64	2.168
258	1800	15.41	56.2	1.655
258	1900	14.13	63.72	0.758
258	2000	12.57	73.9	0.789
258	2100	12.23	74.1	0.778
258	2200	12.14	73.3	1.127
258	2300	12.17	73.5	1.04
259	0	12.21	75.4	1.277
259	100	11.76	78.8	1.157
259	200	10.08	87.8	1.104
259	300	10.02	88.3	0.784
259	400	9.76	89.9	0.981
259	500	10.05	88.6	1.078
259	600	10.03	89.7	1.113
259	700	9.79	90.4	1.404
259	800	10.11	90.2	1.596
259	900	11.91	84.9	2.393
259	1000	13.4	81.5	2.783
259	1100	14.91	78.2	2.742
259	1200	16.51	71.1	2.523
259	1300	17.73	68.86	2.476
259	1400	19.33	62.02	2.691
259	1500	19.9	58.08	3.033
259	1600	20.44	53.96	2.74
259	1700	20.28	57.3	2.479
259	1800	19.96	56.34	1.783
259	1900	18.41	61.6	1.076
259	2000	16.67	69.02	0.862
259	2100	15.44	73.7	0.881
259	2200	15.36	73	1.411
259	2300	15.1	73.5	1.21
260	0	13.69	80.7	1.011
260	100	12.46	86.2	0.919
260	200	11.29	92.1	1.328
260	300	10.42	95.5	1.271
260	400	10.4	95.2	1.363
260	500	10.19	94.9	1.299
260	600	9.77	94.7	1.115
260	700	9.37	95.5	1.295
260	800	11.04	89.9	0.795
260	900	14.15	81	1.191
260	1000	15.28	81.7	2.05
260	1100	16.83	78.6	1.915
260	1200	18.31	75.1	1.879
260	1300	19.74	71.8	1.811
260	1400	21.01	69.13	2.107
260	1500	22.39	58.94	2.112
260	1600	22.13	55.96	1.935
260	1700	22.01	55.69	1.735
260	1800	21.01	56.33	1.495
260	1900	19.52	63.63	0.833
260	2000	17.3	72.6	0.705
260	2100	16.15	75.8	0.827
260	2200	16.47	69.57	0.799
260	2300	15.39	76.1	1.087
261	0	14.94	77.2	1.018
261	100	15.09	78.5	0.835
261	200	15.02	83.2	1.015
261	300	14.39	86.7	1.177
261	400	14.4	89.6	0.726
261	500	13.07	95.5	0.878
261	600	12.55	100.6	0.575
261	700	12.05	101.8	1.034
261	800	13.71	98.1	0.915
261	900	15.27	87.9	0.931
261	1000	16.54	82.6	0.907
261	1100	18.63	70.8	1.701
261	1200	18.69	70.6	2.123
261	1300	19.62	62.2	1.954
261	1400	20.14	58.19	1.951
261	1500	20.15	57.54	2.115
261	1600	20.1	54.68	1.824
261	1700	18.92	52.9	1.96
261	1800	17.07	53.8	1.647
261	1900	15.77	56.94	1.235
261	2000	13.21	69.01	0.597
261	2100	12.03	75.9	0.72
261	2200	10.12	89.2	0.851
261	2300	9.37	91.2	0.828
262	0	9.15	91.3	0.981
262	100	8.35	93.6	1.128
262	200	7.71	91.5	1.159
262	300	6.955	96.9	1.152
262	400	7.28	92.5	1.05
262	500	6.543	92.8	0.853
262	600	5.718	93.9	0.91
262	700	6.222	90.7	0.84
262	800	8.4	84.4	1.084
262	900	12.21	75.8	1.667
262	1000	13.79	64.93	2.382
262	1100	15.08	56.9	2.369
262	1200	16.06	54.81	2.296
262	1300	16.91	55.21	2.504
262	1400	17.66	52.75	2.37
262	1500	18.05	52.74	1.998
262	1600	18.11	54.7	1.773
262	1700	18.06	52.98	1.765
262	1800	16.51	59.7	1.718
262	1900	14.52	75.2	1.254
262	2000	13	83.5	0.747
262	2100	12.18	82.8	0.766
262	2200	12.28	81.1	1.077
262	2300	12.8	75.3	1.094
263	0	12.73	75.3	1.166
263	100	12.42	75.5	0.944
263	200	12.54	81.1	0.976
263	300	11.92	83.3	1.078
263	400	12.22	85.3	1.189
263	500	12.58	86.7	0.979
263	600	12.55	88.6	1.121
263	700	12.09	90.5	1.119
263	800	12.32	91.7	1.346
263	900	13.51	88.9	1.314
263	1000	15.18	81.5	1.358
263	1100	15.37	80.7	1.538
263	1200	16.53	80.9	1.686
263	1300	17.19	79.8	1.623
263	1400	16.37	83.6	1.847
263	1500	16.79	84.2	1.749
263	1600	16.12	90.3	1.302
263	1700	15.71	97.8	0.62
263	1800	15.46	97.3	0.817
263	1900	15.04	96.9	0.76
263	2000	14.74	95.6	0.775
263	2100	14.33	99	0.852
263	2200	14.3	100.2	0.954
263	2300	14.35	101.8	1.107
264	0	14.2	101.5	1.234
264	100	13.89	101.6	1.188
264	200	13.74	102	1.179
264	300	13.8	102.1	0.807
264	400	13.84	102.7	0.69
264	500	14.01	103	0.535
264	600	14.17	103.2	0.508
264	700	14.41	102.9	0.427
264	800	14.72	102.1	0.464
264	900	15.17	100.7	0.77
264	1000	15.75	100.7	0.697
264	1100	16.26	99.9	0.7
264	1200	16.26	100.3	1.072
264	1300	16.13	101.3	1.235
264	1400	16.84	100.4	1.241
264	1500	17.18	100.5	1.162
264	1600	17.39	101	0.825
264	1700	18.37	97.9	1.319
264	1800	17.18	100.4	1.546
264	1900	16.43	101.8	1.099
264	2000	16.02	103	0.818
264	2100	15.57	103.5	0.9
264	2200	15.78	103.7	1.215
264	2300	15.41	103.9	0.881
265	0	15.26	104.5	0.863
265	100	15.04	104.7	0.934
265	200	14.85	104.7	0.668
265	300	14.48	104.7	1.21
265	400	14.08	104.8	0.923
265	500	13.61	104.8	0.99
265	600	13.35	104.9	0.696
265	700	14.32	105.1	0.63
265	800	15.49	105.1	0.726
265	900	16.6	104.8	1.035
265	1000	16.76	104.2	0.951
265	1100	17.92	100.8	1.232
265	1200	19.28	94.5	1.493
265	1300	19.15	94.4	1.482
265	1400	16.53	99.8	1.183
265	1500	16.97	98.9	1.235
265	1600	16.38	102.1	1.373
265	1700	17.79	98.3	1.147
265	1800	17.85	99.8	0.387
265	1900	16.87	102.1	0.701
265	2000	16.17	104.2	0.669
265	2100	16.28	104.5	0.619
265	2200	16.71	104.2	0.515
265	2300	16.43	103.5	0.567
266	0	16.31	102	0.856
266	100	16.51	101.9	1.274
266	200	16.51	101.8	1.311
266	300	16.28	101	1.328
266	400	15.69	101.8	0.809
266	500	15.26	102.9	0.654
266	600	15.21	103	0.763
266	700	14.93	102.7	0.898
266	800	15.12	102	0.95
266	900	15.51	101	0.902
266	1000	16	99.4	0.885
266	1100	16.77	96.5	1.149
266	1200	19.36	85.9	1.697
266	1300	20.52	78	1.7
266	1400	21.42	73.3	1.678
266	1500	21.92	67.22	1.816
266	1600	21.94	65.86	1.409
266	1700	21.03	70	1.415
266	1800	19.84	74.9	0.84
266	1900	17.65	89.3	0.959
266	2000	17	91.4	0.985
266	2100	16.51	93.2	1.015
266	2200	15	100.2	1.032
266	2300	13.73	103.2	0.963
267	0	13.09	103.8	1.065
267	100	12.62	104.1	0.92
267	200	11.96	104.3	1.172
267	300	11.54	104.6	1.076
267	400	12.07	104.8	0.943
267	500	12.07	104.7	0.574
267	600	12.26	104.5	0.553
267	700	12.25	104.3	0.541
267	800	13.93	103.4	0.952
267	900	15.4	95.3	1.708
267	1000	17.2	87.7	1.885
267	1100	17.83	83.7	2.117
267	1200	19.06	80	2.265
267	1300	19.42	79.7	2.165
267	1400	19.55	79.4	2.359
267	1500	21	72.8	1.943
267	1600	20.68	74.8	2.062
267	1700	19.26	81.6	1.675
267	1800	17.49	88.6	1.53
267	1900	16.55	92.2	1.328
267	2000	15.74	95.1	1.432
267	2100	15.41	95.2	1.091
267	2200	15.48	93.7	0.949
267	2300	15.43	94.6	1.104
268	0	15.25	96.7	1.275
268	100	14.44	99	1.425
268	200	14.22	100.4	1.376
268	300	14.21	99.8	1.494
268	400	14.22	101.2	1.193
268	500	14.29	101.2	1.244
268	600	14.53	101.9	1.374
268	700	14.94	102.4	1.307
268	800	15.32	101.8	1.57
268	900	15.74	101.2	1.791
268	1000	15.59	100.9	2.104
268	1100	14.94	101.1	2.271
268	1200	14.77	102	2.637
268	1300	14.15	102.9	3.703
268	1400	13.94	103	3.543
268	1500	14.22	103.2	3.131
268	1600	13.46	103.3	3.68
268	1700	12.91	103.6	3.692
268	1800	12.61	104	3.683
268	1900	12.44	104.2	3.23
268	2000	12.61	104.2	3.513
268	2100	12.66	104.2	3.099
268	2200	12.69	104.2	3.124
268	2300	12.83	104	2.795
269	0	12.56	104	3.078
269	100	11.93	103.6	3.378
269	200	11.61	103.5	3.084
269	300	11.44	103.4	3.103
269	400	11.49	103.3	2.444
269	500	11.41	103.3	1.976
269	600	11.56	103.5	1.557
269	700	11.55	103.6	0.899
269	800	11.26	103.7	0.728
269	900	11.48	103.4	0.777
269	1000	12.22	102.2	0.547
269	1100	12.74	100.9	0.943
269	1200	12.64	101.3	1.245
269	1300	12.91	98.7	1.283
269	1400	12.68	98.1	1.442
269	1500	12.69	98.6	1.326
269	1600	12.74	97.8	1.368
269	1700	11.9	100.6	1.513
269	1800	11.59	101.4	1.399
269	1900	11.27	101.4	1.736
269	2000	11.1	101.7	1.627
269	2100	11.03	101.1	1.263
269	2200	10.78	102.2	0.988
269	2300	10.36	103.1	1.113
270	0	9.95	103.1	1.193
270	100	9.9	102.8	1.029
270	200	9.87	102.4	0.947
270	300	10.07	101.9	0.752
270	400	10.14	101.6	0.961
270	500	9.95	102.1	1.008
270	600	10.03	101.6	0.781
270	700	9.99	101.6	0.674
270	800	10.42	101	0.391
270	900	11.35	97.3	0.742
270	1000	12.69	92.9	0.691
270	1100	13.51	89.7	1.033
270	1200	14.82	79.4	1.21
270	1300	12.25	91.5	2.325
270	1400	11.4	90.9	2.261
270	1500	10.83	88	2.563
270	1600	10.12	86.9	2.621
270	1700	9.39	87.3	2.56
270	1800	9.45	88.1	2.013
270	1900	9.68	78.9	3.006
270	2000	9.54	73.2	3.029
270	2100	9.1	77	2.941
270	2200	8.39	85.2	2.812
270	2300	8.14	92.5	3.121
271	0	8.37	95.7	2.609
271	100	8.61	99.6	2.445
271	200	8.65	98.7	2.458
271	300	8.49	98	2.247
271	400	8.43	99.7	1.876
271	500	8.52	99.5	1.61
271	600	8.15	98.3	1.924
271	700	8.09	96.3	1.763
271	800	8.53	93.7	1.645
271	900	9.27	90.5	1.592
271	1000	10.15	84.8	2.43
271	1100	10.48	78.9	2.238
271	1200	12.51	64.76	2.684
271	1300	13.51	56.93	2.495
271	1400	14.91	49.06	1.833
271	1500	15.66	46.22	1.382
271	1600	15.56	48.68	0.99
271	1700	14.6	55.9	0.603
271	1800	12.41	68.35	0.688
271	1900	10.13	79.8	0.892
271	2000	8.47	92.6	1.238
271	2100	7.35	98.4	1.335
271	2200	6.653	100.2	1.461
271	2300	5.636	102.1	1.47
272	0	4.914	103.4	1.601
272	100	4.326	103.6	1.359
272	200	3.83	104.2	1.466
272	300	3.532	104.6	1.511
272	400	3.507	104.4	1.253
272	500	2.9	104.5	0.874
272	600	3.519	101.3	1.008
272	700	5.173	91.2	0.97
272	800	6.212	88.2	1.012
272	900	9.43	80.8	1.367
272	1000	10.61	75.5	2.117
272	1100	11.11	72.9	2.659
272	1200	12.26	68.24	2.609
272	1300	13.16	59.41	2.639
272	1400	13.87	49.03	2.633
272	1500	14.2	52.43	2.384
272	1600	13.95	55.46	2.152
272	1700	12.57	61.13	1.956
272	1800	11.57	66.48	1.293
272	1900	9.62	74.2	0.809
272	2000	7.31	86.5	0.9
272	2100	6.446	90.5	1.048
272	2200	5.191	97.5	1.243
272	2300	4.493	101.4	1.181
273	0	3.725	103.1	1.325
273	100	3.179	104.2	1.395
273	200	2.754	104.7	1.258
273	300	2.121	105	1.329
273	400	1.534	105.1	1.362
273	500	1.273	105.2	1.423
273	600	0.939	105.3	1.551
273	700	0.608	105.5	1.431
273	800	1.905	102.9	1.346
273	900	6.423	89.5	0.877
273	1000	10.31	77.8	0.871
273	1100	11.9	73.4	1.227
273	1200	13.53	66.41	1.574
273	1300	15.14	54.19	1.883
273	1400	16.15	50.55	1.938
273	1500	17.51	51.27	1.605
273	1600	17.82	51.32	1.455
273	1700	16.4	54.58	1.299
273	1800	15.18	57.86	0.8
273	1900	12.29	68.89	0.792
273	2000	10.72	78.8	1.115
273	2100	9.14	90	0.967
273	2200	7.71	94.8	1.244
273	2300	7	95.6	1.506
274	0	6.886	93.5	1.136
274	100	6.423	93.6	1.262
274	200	6.084	91.4	1.387
274	300	5.491	91.6	1.173
274	400	4.497	96.6	1.349
274	500	4.089	96.9	1.364
274	600	4.001	95.7	1.563
274	700	3.987	95	0.949
274	800	4.713	93.9	1.12
274	900	8.89	81.8	0.988
274	1000	10.87	82.1	1.521
274	1100	12.81	78	1.618
274	1200	13.83	74.7	1.843
274	1300	15.29	73.2	1.892
274	1400	18.36	59.47	1.56
274	1500	18.48	64.12	1.906
274	1600	18.5	60.29	1.827
274	1700	17.51	63.74	1.756
274	1800	16.91	67.81	1.447
274	1900	15.7	74.8	0.923
274	2000	14.12	80.9	1.092
274	2100	13.04	88	1.144
274	2200	13.22	84.8	1.08
274	2300	13.15	83.7	1.024
275	0	12.66	86.6	0.66
275	100	12.53	87.5	0.974
275	200	12.42	89.1	1.043
275	300	12.91	87.7	0.873
275	400	12.6	89.8	0.815
275	500	12.09	93.4	0.958
275	600	10.99	98.3	0.682
275	700	10.52	100.6	0.9
275	800	11.34	99.6	1.396
275	900	13.59	93.1	1.135
275	1000	14.84	89.4	1.868
275	1100	16.7	78.6	1.811
275	1200	17.89	68.74	2.01
275	1300	18.71	58.88	2.426
275	1400	19.36	49.54	2.652
275	1500	20	42.69	2.747
275	1600	19.74	41.25	2.717
275	1700	18.71	44.37	2.31
275	1800	18.23	45.06	2.144
275	1900	16.42	53.18	1.524
275	2000	14.2	64.16	0.873
275	2100	11.74	76.2	0.978
275	2200	10.57	83.8	1.114
275	2300	9.07	90.5	1.301
276	0	8.1	94.1	1.334
276	100	7.06	98.9	1.5
276	200	6.715	100.5	1.567
276	300	6.197	100.5	1.213
276	400	6.554	98.2	0.938
276	500	6.526	98.7	1.1
276	600	6.563	100.1	1.267
276	700	7.04	98.5	1.007
276	800	7.54	95.8	1.294
276	900	8.71	91.2	0.945
276	1000	9.15	92.4	0.758
276	1100	9.79	98.2	0.598
276	1200	10.52	97.8	0.777
276	1300	11.17	96.7	1.057
276	1400	11.1	93.8	1.37
276	1500	10.89	92	1.39
276	1600	10.92	90.2	1.874
276	1700	9.96	94.4	1.941
276	1800	9.44	98.9	2.032
276	1900	9.53	99.4	2.048
276	2000	9.74	98.9	1.864
276	2100	9.61	99	1.395
276	2200	9.47	99.7	1.279
276	2300	9.25	100.3	1.215
277	0	9.05	101.2	1.16
277	100	8.79	102	1.407
277	200	8.67	102.4	0.944
277	300	9.08	102.7	1.056
277	400	9.39	102.4	1.218
277	500	9.37	102.8	1.273
277	600	9.39	103.3	1.428
277	700	9.34	104	1.071
277	800	9.76	103.9	0.912
277	900	10.53	101.1	1.011
277	1000	10.87	100.4	1.116
277	1100	11.52	98.7	1.142
277	1200	11.9	97.8	1.37
277	1300	13.87	89.8	1.385
277	1400	15.37	86.2	1.193
277	1500	15.42	86.4	1.29
277	1600	15.85	86.6	1.156
277	1700	15.47	88.2	1.303
277	1800	13.92	94.2	1.096
277	1900	12.85	97.7	1.147
277	2000	12.49	102.1	0.936
277	2100	13.78	95	1.148
277	2200	14.86	79.7	1.553
277	2300	14.3	77.7	1.806
278	0	13.37	81.5	1.486
278	100	12.96	85.1	1.129
278	200	13.08	79.1	1.744
278	300	12.51	82.1	1.02
278	400	11.84	89.6	1.14
278	500	11.55	90.3	0.795
278	600	11.18	89.7	0.825
278	700	10.78	93.5	0.782
278	800	10.39	99.2	0.629
278	900	10.68	100.6	0.883
278	1000	10.95	100.5	0.761
278	1100	11.43	100.2	0.815
278	1200	11.47	99.8	0.858
278	1300	11.88	98	0.815
278	1400	11.47	99	0.775
278	1500	11.63	98.5	0.611
278	1600	11.3	99.9	0.607
278	1700	10.93	100.4	0.512
278	1800	10.59	101.7	0.596
278	1900	10.1	101.5	0.707
278	2000	10	102.6	0.742
278	2100	9.91	103.1	0.486
278	2200	9.8	103	0.617
278	2300	9.63	103.1	0.572
279	0	9.34	103.3	0.651
279	100	9.09	102.8	1.24
279	200	8.7	101.9	1.819
279	300	8.81	102.4	1.806
279	400	9.17	101.9	2.245
279	500	9.44	100.9	2.675
279	600	9.14	101.9	2.807
279	700	9.25	102.8	2.454
279	800	9.47	103	2.01
279	900	9.77	103.2	2.198
279	1000	10.06	103.4	1.763
279	1100	10.35	103.3	1.226
279	1200	10.79	103	1.546
279	1300	8.18	100	3.258
279	1400	7.21	93.1	3.998
279	1500	8.69	83.8	3.62
279	1600	9.35	77.6	3.68
279	1700	9.02	78.9	3.5
279	1800	8.41	79.6	3.154
279	1900	8.13	80.4	3.097
279	2000	7.95	82.3	2.461
279	2100	7.85	83.5	2.477
279	2200	7.52	86.5	2.096
279	2300	7.21	88.6	1.989
280	0	7.02	88	1.73
280	100	6.591	89.2	1.621
280	200	6.015	91.2	0.926
280	300	5.377	92.2	0.979
280	400	3.978	99.2	1.082
280	500	4.24	97.2	1.097
280	600	4.014	97.1	0.573
280	700	4.439	93.3	0.644
280	800	5.272	86.4	1
280	900	6.435	80.5	1.511
280	1000	8.15	72.6	1.892
280	1100	7.96	70	1.896
280	1200	8.19	69.92	1.767
280	1300	9.59	65.78	1.852
280	1400	10.79	63.62	1.731
280	1500	10.27	60.52	1.613
280	1600	9.52	55.51	1.398
280	1700	9.86	52.41	1.7
280	1800	7.6	58.81	1.221
280	1900	5.585	83	1.145
280	2000	4.56	94.4	1.218
280	2100	4.739	80.2	1.209
280	2200	5.112	73.9	1.395
280	2300	4.615	78.4	1.3
281	0	4.541	80.3	1.658
281	100	4.323	79.1	1.639
281	200	4.087	77.5	1.691
281	300	3.632	77.8	1.591
281	400	3.124	77	1.737
281	500	2.794	79.5	1.332
281	600	2.34	85.3	1.692
281	700	2.286	87.1	2.08
281	800	2.801	87.8	2.084
281	900	3.593	87.7	2.111
281	1000	5.046	81.1	2.287
281	1100	6.818	72.9	2.545
281	1200	7.81	64.5	3.262
281	1300	7.63	62.91	3.405
281	1400	7.83	61.12	2.95
281	1500	6.754	70.5	3.228
281	1600	7.58	62.26	2.919
281	1700	7.41	58.98	3.177
281	1800	6.632	60.86	3.407
281	1900	5.385	71.4	2.765
281	2000	5.035	75.3	2.465
281	2100	4.862	73.9	2.024
281	2200	4.549	74.5	1.81
281	2300	4.034	77	1.279
282	0	2.233	88.6	1.146
282	100	1.322	93.4	1.38
282	200	0.375	95.6	1.402
282	300	-0.295	96.7	1.415
282	400	-0.401	96	1.406
282	500	-0.176	97.1	1.375
282	600	-0.521	98.6	1.329
282	700	0.621	96.5	1.161
282	800	0.429	96.8	1.301
282	900	1.802	91.5	1.031
282	1000	4.583	82.1	1.478
282	1100	6.013	77.2	2.036
282	1200	7.99	71.7	2.231
282	1300	9.84	65.83	2.219
282	1400	10.84	59.33	2.565
282	1500	11.41	54.73	2.895
282	1600	11.41	51.92	2.649
282	1700	10.73	54.62	2.116
282	1800	10.16	58.47	1.469
282	1900	9.63	61.77	1.121
282	2000	9.37	64.72	0.944
282	2100	9.49	67.71	1.664
282	2200	8.97	74.4	0.985
282	2300	8.71	75.4	0.947
283	0	8.72	74.3	0.904
283	100	8.76	78.8	0.695
283	200	8.64	80.9	0.732
283	300	7.88	85.5	0.774
283	400	7.69	86.4	0.956
283	500	7.65	88.8	0.741
283	600	7.37	92.5	0.762
283	700	7.41	92.7	0.813
283	800	7.7	92.2	0.823
283	900	8.43	91.2	0.655
283	1000	9.5	84.5	0.629
283	1100	10.92	76.4	0.729
283	1200	11.14	72.8	0.797
283	1300	11.29	75.1	0.861
283	1400	11.59	77.3	1.048
283	1500	10.59	89	1.262
283	1600	11.43	92.5	0.982
283	1700	11.65	89.6	0.524
283	1800	10.3	96.1	0.479
283	1900	8.98	101.3	0.568
283	2000	8.34	102.7	1.074
283	2100	7.56	103.4	1.111
283	2200	6.889	103.8	1.113
283	2300	6.117	104.1	1.182
284	0	5.159	104.2	1.203
284	100	4.807	104.4	1.337
