"pid","pmid","oid","row.in.file.int","interval","t.start","t.end","t.start.orig","t.end.orig","dt","dt.calc","dt.diff","ct","mt","cta","bta","bg.dl","bg.val","bg.unit","MOL","ustar","rl","air.pres","air.pres.unit","j.NH3","j.rel","e.int","e.cum","e.rel","air.temp","soil.temp","soil.temp.surf","pH.surf","rad","wind","wind.2m","soil.temp.z.int","air.temp.z.int","wind.z.int","wind.loc.int","far.loc.int","rain","rain.rate","rain.cum","rh","notes.int","flag.int"
2875,2879,73161,1420,1,2019-03-20 11:36:00,2019-03-20 14:00:00,"1553081760","1553081760",2.4,2.4,0,2.4,1.2,4.92,2.52,NA,NA,NA,NA,NA,NA,NA,"hPa",0.03,NA,0.072,0.072,NA,10.6,5.91,NA,NA,NA,1.13,1.13,1,"0.1",2,"Field",NA,0,0,0,NA,"Bgd emissions are not available, since CPS values are already Bgd corrected (N0 treatment)",""
2875,2879,73162,1420,2,2019-03-20 13:56:00,2019-03-20 16:00:00,"1553090160","1553090160",2.07,2.07,0,4.47,3.43,6.92,4.85,NA,NA,NA,NA,NA,NA,NA,"hPa",0.0172,NA,0.0356,0.108,NA,10.9,6.75,NA,NA,NA,1.47,1.47,1,"0.1",2,"Field",NA,0,0,0,NA,"Bgd emissions are not available, since CPS values are already Bgd corrected (N0 treatment)",""
2875,2879,73163,1420,3,2019-03-20 16:26:00,2019-03-20 20:00:00,"1553099160","1553099160",3.57,3.57,0,8.03,6.25,10.9,7.35,NA,NA,NA,NA,NA,NA,NA,"hPa",0.00654,NA,0.0233,0.131,NA,7.62,6.72,NA,NA,NA,1.08,1.08,1,"0.1",2,"Field",NA,0,0,0,NA,"Bgd emissions are not available, since CPS values are already Bgd corrected (N0 treatment)",""
2875,2879,73164,1420,4,2019-03-21 09:31:00,2019-03-21 12:00:00,"1553160660","1553160660",2.48,2.48,0,10.5,9.28,26.9,24.4,NA,NA,NA,NA,NA,NA,NA,"hPa",0.0698,NA,0.173,0.304,NA,11.4,5.25,NA,NA,NA,2.06,2.06,1,"0.1",2,"Field",NA,0,0,0,NA,"Bgd emissions are not available, since CPS values are already Bgd corrected (N0 treatment)",""
2875,2879,73165,1420,5,2019-03-21 12:20:00,2019-03-21 15:00:00,"1553170800","1553170800",2.67,2.67,0,13.2,11.8,29.9,27.2,NA,NA,NA,NA,NA,NA,NA,"hPa",0.0692,NA,0.185,0.489,NA,14.3,6.68,NA,NA,NA,1.88,1.88,1,"0.1",2,"Field",NA,0,0,0,NA,"Bgd emissions are not available, since CPS values are already Bgd corrected (N0 treatment)",""
2875,2879,73166,1420,6,2019-03-21 15:25:00,2019-03-21 18:00:00,"1553181900","1553181900",2.58,2.58,0,15.8,14.5,32.9,30.3,NA,NA,NA,NA,NA,NA,NA,"hPa",0.132,NA,0.34,0.829,NA,13.7,7.28,NA,NA,NA,1.69,1.69,1,"0.1",2,"Field",NA,0,0,0,NA,"Bgd emissions are not available, since CPS values are already Bgd corrected (N0 treatment)",""
2875,2879,73167,1420,7,2019-03-21 17:48:00,2019-03-21 19:00:00,"1553190480","1553190480",1.2,1.2,0,17,16.4,33.9,32.7,NA,NA,NA,NA,NA,NA,NA,"hPa",0.00284,NA,0.00341,0.832,NA,11.1,7.13,NA,NA,NA,1.12,1.12,1,"0.1",2,"Field",NA,0,0,0,NA,"Bgd emissions are not available, since CPS values are already Bgd corrected (N0 treatment)",""
2875,2879,73168,1420,8,2019-03-22 09:09:00,2019-03-22 12:00:00,"1553245740","1553245740",2.85,2.85,0,19.8,18.4,50.9,48.1,NA,NA,NA,NA,NA,NA,NA,"hPa",0.0447,NA,0.128,0.96,NA,13.6,5.71,NA,NA,NA,0.652,0.652,1,"0.1",2,"Field",NA,0,0,0,NA,"Bgd emissions are not available, since CPS values are already Bgd corrected (N0 treatment)",""
2875,2879,73169,1420,9,2019-03-22 12:12:00,2019-03-22 15:00:00,"1553256720","1553256720",2.8,2.8,0,22.6,21.2,53.9,51.1,NA,NA,NA,NA,NA,NA,NA,"hPa",0.0416,NA,0.117,1.08,NA,17.2,7.22,NA,NA,NA,0.849,0.849,1,"0.1",2,"Field",NA,0,0,0,NA,"Bgd emissions are not available, since CPS values are already Bgd corrected (N0 treatment)",""
2875,2879,73170,1420,10,2019-03-22 14:38:00,2019-03-22 17:00:00,"1553265480","1553265480",2.37,2.37,0,25,23.8,55.9,53.6,NA,NA,NA,NA,NA,NA,NA,"hPa",0.0573,NA,0.136,1.21,NA,16.3,7.91,NA,NA,NA,1.2,1.2,1,"0.1",2,"Field",NA,0,0,0,NA,"Bgd emissions are not available, since CPS values are already Bgd corrected (N0 treatment)",""
2875,2879,73171,1430,11,2019-03-22 17:13:00,2019-03-22 19:00:00,"1553274780","1553274780",1.78,1.78,0,26.8,25.9,57.9,56.1,NA,NA,NA,NA,NA,NA,NA,"hPa",0.00304,NA,0.00543,1.22,NA,12.5,7.91,NA,NA,NA,0.059,0.059,1,"0.1",2,"Field",NA,0,0,0,NA,"Bgd emissions are not available, since CPS values are already Bgd corrected (N0 treatment)",""
2875,2879,73172,1430,12,2019-03-22 19:25:00,2019-03-23 10:00:00,"1553282700","1553282700",14.6,14.6,0,41.4,34.1,72.9,58.3,NA,NA,NA,NA,NA,NA,NA,"hPa",0.057,NA,0.831,2.05,NA,4.34,6.38,NA,NA,NA,0.103,0.103,1,"0.1",2,"Field",NA,0,0,0,NA,"Bgd emissions are not available, since CPS values are already Bgd corrected (N0 treatment)",""
