"pid","pmid","oid","row.in.file.int","interval","t.start","t.end","t.start.orig","t.end.orig","dt","dt.calc","dt.diff","ct","mt","cta","bta","bg.dl","bg.val","bg.unit","MOL","ustar","rl","air.pres","air.pres.unit","j.NH3","j.rel","e.int","e.cum","e.rel","air.temp","soil.temp","soil.temp.surf","pH.surf","rad","wind","wind.2m","soil.temp.z.int","air.temp.z.int","wind.z.int","wind.loc.int","far.loc.int","rain","rain.rate","rain.cum","rh","notes.int","flag.int"
2233,2237,56535,56,1,2017-07-18 11:10:00,2017-07-18 14:20:00,"'7/18/17 11:10","'7/18/17 11:10",3.15,3.17,-0.0167,3.15,1.58,3.97,0.8,NA,40.7,"ug/l",NA,NA,NA,NA,NA,3.67,0.0626,11.5,11.5,0.197,32.6,NA,NA,NA,NA,2.44,2.44,NA,"2",2,"Nearest station","310",0,0,0,22.6,NA,""
2233,2237,56536,57,2,2017-07-18 14:20:00,2017-07-18 17:30:00,"'7/18/17 14:20","'7/18/17 14:20",3.17,3.17,3.55e-15,6.32,4.73,7.13,3.97,NA,0,"ug/l",NA,NA,NA,NA,NA,2.23,0.038,7.05,18.6,0.318,31.2,NA,NA,NA,NA,3.78,3.78,NA,"2",2,"Nearest station","310",0,0,0,29.6,"Soil pH 0-20 cm:7.6275",""
2233,2237,56537,58,3,2017-07-18 17:30:00,2017-07-19 10:30:00,"'7/18/17 17:30","'7/18/17 17:30",17,17,0,23.3,14.8,24.1,7.13,NA,154,"ug/l",NA,NA,NA,NA,NA,0.653,0.0111,11.1,29.7,0.507,22.3,NA,NA,NA,NA,0.714,0.714,NA,"2",2,"Nearest station","310",0,0,0,61.1,NA,""
2233,2237,56538,59,4,2017-07-19 10:30:00,2017-07-19 14:00:00,"'7/19/17 10:30","'7/19/17 10:30",3.5,3.5,0,26.8,25.1,27.6,24.1,NA,7.58,"ug/l",NA,NA,NA,NA,NA,1.69,0.0288,5.91,35.6,0.608,31.2,NA,NA,NA,NA,2.2,2.2,NA,"2",2,"Nearest station","310",0,0,0,42,NA,""
2233,2237,56539,60,5,2017-07-19 14:00:00,2017-07-19 17:35:00,"'7/19/17 14:00","'7/19/17 14:00",3.57,3.58,-0.0167,30.4,28.6,31.2,27.6,NA,17.7,"ug/l",NA,NA,NA,NA,NA,0.56,0.00957,2,37.6,0.642,30.7,NA,NA,NA,NA,3.55,3.55,NA,"2",2,"Nearest station","310",0,0,0,36.4,"Soil pH 0-20 cm:7.4875",""
2233,2237,56540,61,6,2017-07-19 17:35:00,2017-07-20 08:40:00,"'7/19/17 17:35","'7/19/17 17:35",15.1,15.1,-0.0167,45.4,37.9,46.3,31.2,NA,5.53,"ug/l",NA,NA,NA,NA,NA,0.165,0.00281,2.48,40.1,0.684,20.7,NA,NA,NA,NA,0.542,0.542,NA,"2",2,"Nearest station","310",0,0,0,67.8,NA,""
2233,2237,56541,62,7,2017-07-20 08:40:00,2017-07-20 11:40:00,"'7/20/17 8:40","'7/20/17 8:40",3,3,0,48.4,47,49.3,46.3,NA,124,"ug/l",NA,NA,NA,NA,NA,0.323,0.00551,0.969,41.1,0.701,30.1,NA,NA,NA,NA,1.16,1.16,NA,"2",2,"Nearest station","310",0,0,0,42.5,NA,""
2233,2237,56542,63,8,2017-07-20 11:40:00,2017-07-20 14:40:00,"'7/20/17 11:40","'7/20/17 11:40",3,3,0,51.4,50,52.3,49.3,NA,53.7,"ug/l",NA,NA,NA,NA,NA,0.407,0.00695,1.22,42.3,0.722,32.9,NA,NA,NA,NA,2.47,2.47,NA,"2",2,"Nearest station","311",0,0,0,35.1,NA,""
2233,2237,56543,64,9,2017-07-20 14:40:00,2017-07-20 17:40:00,"'7/20/17 14:40","'7/20/17 14:40",3,3,0,54.4,53,55.3,52.3,NA,0,"ug/l",NA,NA,NA,NA,NA,0.239,0.00407,0.716,43,0.734,32,NA,NA,NA,NA,2.92,2.92,NA,"2",2,"Nearest station","312",0,0,0,31.8,"Soil pH 0-20 cm:7.5075",""
2233,2237,56544,65,10,2017-07-20 17:40:00,2017-07-21 08:35:00,"'7/20/17 17:40","'7/20/17 17:40",14.9,14.9,3.38e-14,69.4,61.9,70.2,55.3,NA,92.1,"ug/l",NA,NA,NA,NA,NA,0.0822,0.0014,1.23,44.2,0.755,21.6,NA,NA,NA,NA,0.528,0.528,NA,"2",2,"Nearest station","313",0,0,0,67.2,NA,""
2233,2237,56545,66,11,2017-07-21 08:35:00,2017-07-21 11:35:00,"'7/21/17 8:35","'7/21/17 8:35",3,3,0,72.4,70.9,73.2,70.2,NA,19.8,"ug/l",NA,NA,NA,NA,NA,0.13,0.00221,0.389,44.6,0.761,31.5,NA,NA,NA,NA,0.884,0.884,NA,"2",2,"Nearest station","314",0,0,0,31.1,NA,""
2233,2237,56546,67,12,2017-07-21 11:35:00,2017-07-21 14:35:00,"'7/21/17 11:35","'7/21/17 11:35",3,3,0,75.4,73.9,76.2,73.2,NA,154,"ug/l",NA,NA,NA,NA,NA,0.2,0.00341,0.599,45.2,0.772,35.4,NA,NA,NA,NA,1.8,1.8,NA,"2",2,"Nearest station","315",0,0,0,24.5,NA,""
2233,2237,56547,68,13,2017-07-21 14:35:00,2017-07-21 17:38:00,"'7/21/17 14:35","'7/21/17 14:35",3.03,3.05,-0.0167,78.4,76.9,79.3,76.2,NA,72,"ug/l",NA,NA,NA,NA,NA,0.232,0.00396,0.705,45.9,0.784,33.4,NA,NA,NA,NA,2.62,2.62,NA,"2",2,"Nearest station","316",0,0,0,27.4,"Soil pH 0-20 cm:7.4425",""
2233,2237,56548,69,14,2017-07-21 17:38:00,2017-07-22 08:35:00,"'7/21/17 17:38","'7/21/17 17:38",15,15,0,93.4,85.9,94.2,79.3,NA,167,"ug/l",NA,NA,NA,NA,NA,0.0202,0.000345,0.302,46.2,0.789,22.4,NA,NA,NA,NA,0.633,0.633,NA,"2",2,"Nearest station","317",0,0,0,62,NA,""
