05/12/1996 10:30;05/12/1996 15:00
05/12/1996 15:00;05/12/1996 17:00
05/12/1996 17:00;05/12/1996 23:00
05/12/1996 23:00;06/12/1996 09:00
06/12/1996 09:00;06/12/1996 12:30
06/12/1996 12:30;06/12/1996 16:15
06/12/1996 16:15;07/12/1996 08:15
07/12/1996 08:15;07/12/1996 17:00
07/12/1996 17:00;08/12/1996 10:00
08/12/1996 10:00;08/12/1996 16:15
08/12/1996 16:15;09/12/1996 09:15
09/12/1996 09:15;09/12/1996 16:00
09/12/1996 16:00;10/12/1996 09:00
10/12/1996 09:00;10/12/1996 16:00
10/12/1996 16:00;11/12/1996 08:45
11/12/1996 08:45;11/12/1996 16:15
