"pid","pmid","oid","row.in.file.int","interval","t.start","t.end","t.start.orig","t.end.orig","dt","dt.calc","dt.diff","ct","mt","cta","bta","bg.dl","bg.val","bg.unit","MOL","ustar","rl","air.pres","air.pres.unit","j.NH3","j.rel","e.int","e.cum","e.rel","air.temp","soil.temp","soil.temp.surf","pH.surf","rad","wind","wind.2m","soil.temp.z.int","air.temp.z.int","wind.z.int","wind.loc.int","far.loc.int","rain","rain.rate","rain.cum","rh","notes.int","flag.int"
2523,2527,71050,544,1,NA,NA,"2002-03-26T14:20:00Z","2002-03-26T14:20:00Z",1,NA,NA,1,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41,0.0302,2.41,2.41,0.0302,5.6,NA,NA,NA,NA,0.921,0.921,1.5,NA,2,NA,NA,0,0,0,NA,NA,""
2523,2527,71051,545,2,NA,NA,"2002-03-26T15:20:00Z","2002-03-26T15:20:00Z",2.02,NA,NA,3.02,2.01,3.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92,0.0241,3.88,6.3,0.0787,7.7,NA,NA,NA,NA,1.02,1.02,1.5,NA,2,NA,NA,0,0,0,NA,NA,""
2523,2527,71052,546,3,NA,NA,"2002-03-26T17:21:00Z","2002-03-26T17:21:00Z",3.15,NA,NA,6.17,4.59,6.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44,0.018,4.54,10.8,0.136,9.3,NA,NA,NA,NA,1.32,1.32,1.5,NA,2,NA,NA,0,0,0,NA,NA,""
2523,2527,71053,547,4,NA,NA,"2002-03-26T20:30:00Z","2002-03-26T20:30:00Z",3.1,NA,NA,9.27,7.72,9.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18,0.0148,3.66,14.5,0.181,7.6,NA,NA,NA,NA,1.98,1.98,1.5,NA,2,NA,NA,0,0,0,NA,NA,""
2523,2527,71054,548,5,NA,NA,"2002-03-26T23:36:00Z","2002-03-26T23:36:00Z",14,NA,NA,23.2,16.2,23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.322,0.00402,4.49,19,0.237,4.7,NA,NA,NA,NA,1.56,1.56,1.5,NA,2,NA,NA,0,0,0,NA,NA,""
2523,2527,71055,549,6,NA,NA,"2002-03-27T13:34:00Z","2002-03-27T13:34:00Z",24,NA,NA,47.2,35.2,47.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.249,0.00311,5.96,24.9,0.312,5.7,NA,NA,NA,NA,2.68,2.68,1.5,NA,2,NA,NA,0,0,0,NA,NA,""
2523,2527,71056,550,7,NA,NA,"2002-03-28T13:32:00Z","2002-03-28T13:32:00Z",24.4,NA,NA,71.6,59.4,71.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,0.0015,2.94,27.9,0.349,6.8,NA,NA,NA,NA,2.56,2.56,1.5,NA,2,NA,NA,0,0,0,NA,NA,""
2523,2527,71057,551,8,NA,NA,"2002-03-29T13:58:00Z","2002-03-29T13:58:00Z",22.8,NA,NA,94.4,83,94.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0739,0.000924,1.68,29.6,0.37,8.5,NA,NA,NA,NA,2.55,2.55,1.5,NA,2,NA,NA,0,0,0,NA,NA,""
2524,2528,71058,552,1,NA,NA,"2002-03-26T14:05:00Z","2002-03-26T14:05:00Z",1,NA,NA,1,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.481,0.00667,0.481,0.481,0.00667,5.3,NA,NA,NA,NA,0.974,0.974,1.5,NA,2,NA,NA,0,0,0,NA,NA,""
2524,2528,71059,553,2,NA,NA,"2002-03-26T15:05:00Z","2002-03-26T15:05:00Z",1.92,NA,NA,2.92,1.96,2.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.366,0.00508,0.701,1.18,0.0164,7.4,NA,NA,NA,NA,0.97,0.97,1.5,NA,2,NA,NA,0,0,0,NA,NA,""
2524,2528,71060,554,3,NA,NA,"2002-03-26T17:00:00Z","2002-03-26T17:00:00Z",3.1,NA,NA,6.02,4.47,6.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.358,0.00497,1.11,2.29,0.0318,9.3,NA,NA,NA,NA,1.27,1.27,1.5,NA,2,NA,NA,0,0,0,NA,NA,""
2524,2528,71061,555,4,NA,NA,"2002-03-26T20:06:00Z","2002-03-26T20:06:00Z",3.12,NA,NA,9.13,7.58,9.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.375,0.0052,1.17,3.46,0.048,7.8,NA,NA,NA,NA,1.97,1.97,1.5,NA,2,NA,NA,0,0,0,NA,NA,""
