"institute","proj","exper","field","plot","rep","app.start","sub.period","file","treat","meas.tech","meas.tech.det","rep2","cpmid","pub.id","plot.area","lat","long","country","topo","clay","silt","sand","oc","soil.type","soil.water","soil.water.v","soil.moist","soil.ph","soil.dens","crop.res","till","man.source","man.source.det","man.bed","man.con","man.trt1","man.trt2","man.stor","man.dm","man.vs","man.tkn","man.tan","man.tic","man.ua","man.vfa","man.ph","app.end","app.method","app.rate","app.rate.unit","incorp","time.incorp","man.area","dist.inj","furrow.z","furrow.w","crop","crop.z","crop.area","lai","notes.plot","row.in.file.plot","man.trt3","app.start.orig","app.end.orig","cpid","ceid","flag.plot","submitter","tan.app","e.1","e.4","e.6","e.12","e.24","e.48","e.72","e.96","e.168","e.final","e.tot","e.cum.1","e.cum.4","e.cum.6","e.cum.12","e.cum.24","e.cum.48","e.cum.72","e.cum.96","e.cum.168","e.cum.final","e.cum.tot","e.rel.1","e.rel.4","e.rel.6","e.rel.12","e.rel.24","e.rel.48","e.rel.72","e.rel.96","e.rel.168","e.rel.final","e.rel.tot","rain.1","rain.4","rain.6","rain.12","rain.24","rain.48","rain.72","rain.96","rain.168","rain.final","rain.tot","air.temp.1","air.temp.4","air.temp.6","air.temp.12","air.temp.24","air.temp.48","air.temp.72","air.temp.96","air.temp.168","air.temp.mn","soil.temp.1","soil.temp.4","soil.temp.6","soil.temp.12","soil.temp.24","soil.temp.48","soil.temp.72","soil.temp.96","soil.temp.168","soil.temp.mn","soil.temp.surf.1","soil.temp.surf.4","soil.temp.surf.6","soil.temp.surf.12","soil.temp.surf.24","soil.temp.surf.48","soil.temp.surf.72","soil.temp.surf.96","soil.temp.surf.168","soil.temp.surf.mn","wind.1","wind.4","wind.6","wind.12","wind.24","wind.48","wind.72","wind.96","wind.168","wind.mn","wind.2m.1","wind.2m.4","wind.2m.6","wind.2m.12","wind.2m.24","wind.2m.48","wind.2m.72","wind.2m.96","wind.2m.168","wind.2m.mn","rad.1","rad.4","rad.6","rad.12","rad.24","rad.48","rad.72","rad.96","rad.168","rad.mn","rain.rate.1","rain.rate.4","rain.rate.6","rain.rate.12","rain.rate.24","rain.rate.48","rain.rate.72","rain.rate.96","rain.rate.168","rain.rate.mn","rh.1","rh.4","rh.6","rh.12","rh.24","rh.48","rh.72","rh.96","rh.168","rh.mn","first.row.in.file.int","last.row.in.file.int","n.ints","dt1","j.rel1","j.NH31","dt.min","dt.max","ct.min","ct.max","t.start.p","t.end.p","air.temp.z","soil.temp.z","wind.z","wind.loc","far.loc","pub.info","soil.type2","exper2","acid","meas.tech.orig","meas.tech2","crop.orig","app.method.orig","incorp.orig","man.source.orig","date.start","flag.int","soil.samp.z","inst","pid","pmid","eid"
"WUR","B1990-15","B1990-15","1-Slootdorp","1",NA,NA,3,"../../data-submitted/03/WUR/WUR_arable_2024.xlsx","1","IHF","IHF",NA,"D:1.I:WUR.Pr:B1990-15.F:../../data-submitted/03/WUR/WUR_arable_2024.xlsx.E:B1990-15.F:1-Slootdorp.P:1.T:1.R:NA.R2:.T:NA.M:IHFIHF",NA,NA,NA,NA,"NL",NA,NA,NA,NA,NA,"sandy loam",NA,NA,NA,NA,NA,NA,"no","pig",NA,NA,NA,"None",NA,NA,6.4,NA,NA,2.8,NA,NA,NA,NA,NA,"bc",29.2,"t/ha","none",NA,NA,NA,NA,NA,"none",0,NA,NA,".",5,NA,NA,NA,"D:1.I:WUR.Pr:B1990-15.F:../../data-submitted/03/WUR/WUR_arable_2024.xlsx.E:B1990-15.F:1-Slootdorp.P:1.T:1.R:NA.R2:.T:NA","D:1.I:WUR.Pr:B1990-15.E:B1990-15","","Huijsmans, Jan",81.8,2.98,9.83,12.8,15.7,18.3,22.8,25.2,NA,NA,26.4,26.4,2.98,9.83,12.8,15.7,18.3,22.8,25.2,NA,NA,26.4,26.4,0.0365,0.12,0.156,0.192,0.224,0.279,0.308,NA,NA,0.323,0.323,0,0,0,0,0,0,0,NA,NA,0,0,8.9,9.79,9.79,9.72,8.98,8.83,8.92,9.14,9.14,9.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,6.06,6.06,6.92,6.18,5.11,4.34,4.03,4.03,4.03,5.1,6.06,6.06,6.92,6.18,5.11,4.34,4.03,4.03,4.03,418,711,711,897,484,417,428,459,459,459,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,13,9,0.5,0.0395,3.23,0.5,24.5,0.5,94.4,NA,NA,1.5,NA,2,NA,NA,NA,NA,NA,FALSE,"IHF","micro met","None","Broadcast","None","pig",NA,"",NA,214,3114,3118,594
"WUR","B1990-15","B1990-15","2-Slootdorp","2",NA,NA,3,"../../data-submitted/03/WUR/WUR_arable_2024.xlsx","2","IHF","IHF",NA,"D:1.I:WUR.Pr:B1990-15.F:../../data-submitted/03/WUR/WUR_arable_2024.xlsx.E:B1990-15.F:2-Slootdorp.P:2.T:2.R:NA.R2:.T:NA.M:IHFIHF",NA,NA,NA,NA,"NL",NA,NA,NA,NA,NA,"sandy loam",NA,NA,NA,NA,NA,NA,"no","pig",NA,NA,NA,"None",NA,NA,6.4,NA,NA,2.8,NA,NA,NA,NA,NA,"bc",31.7,"t/ha","shallow",0.05,NA,NA,NA,NA,"none",0,NA,NA,NA,6,NA,NA,NA,"D:1.I:WUR.Pr:B1990-15.F:../../data-submitted/03/WUR/WUR_arable_2024.xlsx.E:B1990-15.F:2-Slootdorp.P:2.T:2.R:NA.R2:.T:NA","D:1.I:WUR.Pr:B1990-15.E:B1990-15","","Huijsmans, Jan",88.8,0.571,3.31,5.35,7.28,9.01,12.6,14,NA,NA,15.4,15.4,0.571,3.31,5.35,7.28,9.01,12.6,14,NA,NA,15.4,15.4,0.00644,0.0373,0.0603,0.082,0.102,0.142,0.158,NA,NA,0.173,0.173,0,0,0,0,0,0,0,NA,NA,0,0,5.4,8.47,8.47,9.39,8.9,8.74,8.86,9.1,9.1,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,4.8,4.8,6.48,5.99,5.06,4.27,4,4,4,2.3,4.8,4.8,6.48,5.99,5.06,4.27,4,4,4,103,446,446,667,422,383,407,441,441,441,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,22,9,0.5,0.00343,0.305,0.5,24.9,0.5,95.3,NA,NA,1.5,NA,2,NA,NA,NA,NA,NA,FALSE,"IHF","micro met","None","Broadcast","Shallow","pig",NA,"",NA,214,3115,3119,594
"WUR","B1990-15","B1990-15","4-Slootdorp","4",NA,NA,3,"../../data-submitted/03/WUR/WUR_arable_2024.xlsx","4","IHF","IHF",NA,"D:1.I:WUR.Pr:B1990-15.F:../../data-submitted/03/WUR/WUR_arable_2024.xlsx.E:B1990-15.F:4-Slootdorp.P:4.T:4.R:NA.R2:.T:NA.M:IHFIHF",NA,NA,NA,NA,"NL",NA,NA,NA,NA,NA,"sandy loam",NA,NA,NA,NA,NA,NA,"no","pig",NA,NA,NA,"None",NA,NA,6.4,NA,NA,2.8,NA,NA,NA,NA,NA,"cs",37.8,"t/ha","none",NA,NA,NA,NA,NA,"none",0,NA,NA,NA,7,NA,NA,NA,"D:1.I:WUR.Pr:B1990-15.F:../../data-submitted/03/WUR/WUR_arable_2024.xlsx.E:B1990-15.F:4-Slootdorp.P:4.T:4.R:NA.R2:.T:NA","D:1.I:WUR.Pr:B1990-15.E:B1990-15","","Huijsmans, Jan",106,0.295,0.486,0.542,0.877,1.11,1.46,1.64,NA,NA,1.73,1.73,0.295,0.486,0.542,0.877,1.11,1.46,1.64,NA,NA,1.73,1.73,0.00279,0.00459,0.00512,0.00829,0.0105,0.0137,0.0155,NA,NA,0.0163,0.0163,0,0,0,0,0,0,0,NA,NA,0,0,6.8,9.07,9.07,9.57,8.93,8.81,8.9,9.13,9.13,9.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,5.28,5.28,6.68,6.15,5.12,4.32,4.04,4.04,4.04,2.4,5.28,5.28,6.68,6.15,5.12,4.32,4.04,4.04,4.04,217,643,643,741,423,381,405,439,439,439,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,31,9,0.5,0.00343,0.363,0.5,25.1,0.5,95,NA,NA,1.5,NA,2,NA,NA,NA,NA,NA,FALSE,"IHF","micro met","None","Closed slot injection","None","pig",NA,"",NA,214,3116,3120,594
"WUR","B1990-35","B1990-35","5-Slootdorp","5",NA,NA,3,"../../data-submitted/03/WUR/WUR_arable_2024.xlsx","5","IHF","IHF",NA,"D:1.I:WUR.Pr:B1990-35.F:../../data-submitted/03/WUR/WUR_arable_2024.xlsx.E:B1990-35.F:5-Slootdorp.P:5.T:5.R:NA.R2:.T:NA.M:IHFIHF",NA,NA,NA,NA,"NL",NA,NA,NA,NA,NA,"clay",NA,13,NA,NA,NA,NA,"no","pig",NA,NA,NA,"None",NA,NA,10.1,NA,NA,5.5,NA,NA,NA,NA,NA,"bc",38.6,"t/ha","none",NA,NA,NA,NA,NA,"stubble",9,NA,NA,NA,8,NA,NA,NA,"D:1.I:WUR.Pr:B1990-35.F:../../data-submitted/03/WUR/WUR_arable_2024.xlsx.E:B1990-35.F:5-Slootdorp.P:5.T:5.R:NA.R2:.T:NA","D:1.I:WUR.Pr:B1990-35.E:B1990-35","","Huijsmans, Jan",212,29.6,86.6,99.5,107,110,117,121,NA,NA,125,125,29.6,86.6,99.5,107,110,117,121,NA,NA,125,125,0.14,0.408,0.469,0.506,0.517,0.55,0.569,NA,NA,0.589,0.589,0,0,0,0,0,0,0,NA,NA,0,0,18.9,21.7,21.7,24,20.8,20.6,21.1,19.9,19.9,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.88,1.88,1.53,1.1,1.04,1.13,1.27,1.27,1.27,1.6,1.88,1.88,1.53,1.1,1.04,1.13,1.27,1.27,1.27,289,629,629,954,672,508,529,555,555,555,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,40,9,0.5,0.12,25.5,0.5,24.9,0.5,94,NA,NA,1.5,NA,2,NA,NA,NA,NA,NA,FALSE,"IHF","micro met","stubble","Broadcast","None","pig",NA,"",NA,214,3117,3121,595
"WUR","B1990-35","B1990-35","7-Slootdorp","7",NA,NA,3,"../../data-submitted/03/WUR/WUR_arable_2024.xlsx","7","IHF","IHF",NA,"D:1.I:WUR.Pr:B1990-35.F:../../data-submitted/03/WUR/WUR_arable_2024.xlsx.E:B1990-35.F:7-Slootdorp.P:7.T:7.R:NA.R2:.T:NA.M:IHFIHF",NA,NA,NA,NA,"NL",NA,NA,NA,NA,NA,"clay",NA,13,NA,NA,NA,NA,"no","pig",NA,NA,NA,"None",NA,NA,10.1,NA,NA,5.5,NA,NA,NA,NA,NA,"bc",42.8,"t/ha","shallow",0.05,NA,NA,NA,NA,"stubble",9,NA,NA,NA,9,NA,NA,NA,"D:1.I:WUR.Pr:B1990-35.F:../../data-submitted/03/WUR/WUR_arable_2024.xlsx.E:B1990-35.F:7-Slootdorp.P:7.T:7.R:NA.R2:.T:NA","D:1.I:WUR.Pr:B1990-35.E:B1990-35","","Huijsmans, Jan",235,7.67,17.3,21,24.1,26.3,32.1,36.8,NA,NA,39.6,39.6,7.67,17.3,21,24.1,26.3,32.1,36.8,NA,NA,39.6,39.6,0.0326,0.0734,0.0893,0.103,0.112,0.136,0.156,NA,NA,0.168,0.168,0,0,0,0,0,0,0,NA,NA,0,0,18.9,21.7,21.7,24.1,20.9,20.7,21.1,19.9,19.9,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.89,1.89,1.54,1.1,1.05,1.13,1.28,1.28,1.28,1.7,1.89,1.89,1.54,1.1,1.05,1.13,1.28,1.28,1.28,289,642,642,969,678,508,529,554,554,554,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,49,9,0.5,0.0446,10.5,0.5,25.1,0.5,93.9,NA,NA,1.5,NA,2,NA,NA,NA,NA,NA,FALSE,"IHF","micro met","stubble","Broadcast","Shallow","pig",NA,"",NA,214,3118,3122,595
"WUR","B1990-35","B1990-35","8-Slootdorp","8",NA,NA,3,"../../data-submitted/03/WUR/WUR_arable_2024.xlsx","8","IHF","IHF",NA,"D:1.I:WUR.Pr:B1990-35.F:../../data-submitted/03/WUR/WUR_arable_2024.xlsx.E:B1990-35.F:8-Slootdorp.P:8.T:8.R:NA.R2:.T:NA.M:IHFIHF",NA,NA,NA,NA,"NL",NA,NA,NA,NA,NA,"clay",NA,13,NA,NA,NA,NA,"no","pig",NA,NA,NA,"None",NA,NA,10.1,NA,NA,5.5,NA,NA,NA,NA,NA,"cs",38.1,"t/ha","none",NA,NA,NA,NA,NA,"stubble",10,NA,NA,NA,10,NA,NA,NA,"D:1.I:WUR.Pr:B1990-35.F:../../data-submitted/03/WUR/WUR_arable_2024.xlsx.E:B1990-35.F:8-Slootdorp.P:8.T:8.R:NA.R2:.T:NA","D:1.I:WUR.Pr:B1990-35.E:B1990-35","","Huijsmans, Jan",210,0.027,0.0605,0.0723,0.092,0.109,0.127,0.145,NA,NA,0.162,0.162,0.027,0.0605,0.0723,0.092,0.109,0.127,0.145,NA,NA,0.162,0.162,0.000129,0.000289,0.000345,0.000439,0.000522,0.000605,0.00069,NA,NA,0.000772,0.000772,0,0,0,0,0,0,0,NA,NA,0,0,17.1,19.6,22,23.5,20.8,20.7,21,19.9,19.9,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1.7,1.9,1.59,1.14,1.06,1.11,1.26,1.26,1.26,1.4,1.7,1.9,1.59,1.14,1.06,1.11,1.26,1.26,1.26,145,439,653,795,608,480,511,540,540,540,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,58,9,0.5,0.000172,0.036,0.5,25.1,0.5,94.9,NA,NA,1.5,NA,2,NA,NA,NA,NA,NA,FALSE,"IHF","micro met","stubble","Closed slot injection","None","pig",NA,"",NA,214,3119,3123,595
"WUR","B1990-37","B1990-37","10-Slootdorp","10",NA,NA,3,"../../data-submitted/03/WUR/WUR_arable_2024.xlsx","10","IHF","IHF",NA,"D:1.I:WUR.Pr:B1990-37.F:../../data-submitted/03/WUR/WUR_arable_2024.xlsx.E:B1990-37.F:10-Slootdorp.P:10.T:10.R:NA.R2:.T:NA.M:IHFIHF",NA,NA,NA,NA,"NL",NA,NA,NA,NA,NA,"clay",NA,18,NA,NA,NA,NA,"no","pig",NA,NA,NA,"None",NA,NA,8.6,NA,NA,6.1,NA,NA,NA,NA,NA,"cs",26.5,"t/ha","none",NA,NA,NA,NA,NA,"stubble",10,NA,NA,NA,12,NA,NA,NA,"D:1.I:WUR.Pr:B1990-37.F:../../data-submitted/03/WUR/WUR_arable_2024.xlsx.E:B1990-37.F:10-Slootdorp.P:10.T:10.R:NA.R2:.T:NA","D:1.I:WUR.Pr:B1990-37.E:B1990-37","","Huijsmans, Jan",162,0.0763,0.421,0.43,0.579,0.695,0.714,0.846,NA,NA,1.11,1.11,0.0763,0.421,0.43,0.579,0.695,0.714,0.846,NA,NA,1.11,1.11,0.000472,0.0026,0.00266,0.00358,0.0043,0.00442,0.00523,NA,NA,0.00686,0.00686,0,0,0,0,0,0,0,NA,NA,0,0,13.4,14.2,14.1,13.9,11.5,12.2,12.4,12.4,12.4,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,4.25,3.98,3.67,2.86,2.14,1.58,1.36,1.36,1.36,3.6,4.25,3.98,3.67,2.86,2.14,1.58,1.36,1.36,1.36,71.1,189,232,266,178,186,220,271,271,271,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,76,9,0.5,0.000172,0.0277,0.5,24.8,0.5,94.7,NA,NA,1.5,NA,2,NA,NA,NA,NA,NA,FALSE,"IHF","micro met","stubble","Closed slot injection","None","pig",NA,"",NA,214,3120,3124,596
"WUR","B1990-37","B1990-37","11-Slootdorp","11",NA,NA,3,"../../data-submitted/03/WUR/WUR_arable_2024.xlsx","11","IHF","IHF",NA,"D:1.I:WUR.Pr:B1990-37.F:../../data-submitted/03/WUR/WUR_arable_2024.xlsx.E:B1990-37.F:11-Slootdorp.P:11.T:11.R:NA.R2:.T:NA.M:IHFIHF",NA,NA,NA,NA,"NL",NA,NA,NA,NA,NA,"clay",NA,18,NA,NA,NA,NA,"no","pig",NA,NA,NA,"None",NA,NA,8.6,NA,NA,6.1,NA,NA,NA,NA,NA,"bc",21.5,"t/ha","shallow",0.05,NA,NA,NA,NA,"stubble",10,NA,NA,NA,13,NA,NA,NA,"D:1.I:WUR.Pr:B1990-37.F:../../data-submitted/03/WUR/WUR_arable_2024.xlsx.E:B1990-37.F:11-Slootdorp.P:11.T:11.R:NA.R2:.T:NA","D:1.I:WUR.Pr:B1990-37.E:B1990-37","","Huijsmans, Jan",131,4.22,9.53,10.6,11.5,12.4,15.1,15.4,NA,NA,15.5,15.5,4.22,9.53,10.6,11.5,12.4,15.1,15.4,NA,NA,15.5,15.5,0.0322,0.0726,0.0807,0.0877,0.0946,0.115,0.118,NA,NA,0.118,0.118,0,0,0,0,0,0,0,NA,NA,0,0,13.4,14.2,14.1,13.9,11.5,12.2,12.4,12.4,12.4,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,4.25,3.98,3.67,2.87,2.14,1.58,1.39,1.39,1.39,3.6,4.25,3.98,3.66,2.87,2.14,1.58,1.39,1.39,1.39,74.4,189,232,263,178,186,219,271,271,271,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,85,9,0.5,0.0395,5.18,0.5,24.8,0.5,94.7,NA,NA,1.5,NA,2,NA,NA,NA,NA,NA,FALSE,"IHF","micro met","stubble","Broadcast","Shallow","pig",NA,"",NA,214,3121,3125,596
"WUR","B1990-37","B1990-37","12-Slootdorp","12",NA,NA,3,"../../data-submitted/03/WUR/WUR_arable_2024.xlsx","12","IHF","IHF",NA,"D:1.I:WUR.Pr:B1990-37.F:../../data-submitted/03/WUR/WUR_arable_2024.xlsx.E:B1990-37.F:12-Slootdorp.P:12.T:12.R:NA.R2:.T:NA.M:IHFIHF",NA,NA,NA,NA,"NL",NA,NA,NA,NA,NA,"clay",NA,18,NA,NA,NA,NA,"no","pig",NA,NA,NA,"None",NA,NA,8.6,NA,NA,6.1,NA,NA,NA,NA,NA,"bc",21.4,"t/ha","shallow",0.05,NA,NA,NA,NA,"stubble",10,NA,NA,NA,14,NA,NA,NA,"D:1.I:WUR.Pr:B1990-37.F:../../data-submitted/03/WUR/WUR_arable_2024.xlsx.E:B1990-37.F:12-Slootdorp.P:12.T:12.R:NA.R2:.T:NA","D:1.I:WUR.Pr:B1990-37.E:B1990-37","","Huijsmans, Jan",131,5.38,9.37,10.4,11.7,12.9,14.8,15.5,NA,NA,15.7,15.7,5.38,9.37,10.4,11.7,12.9,14.8,15.5,NA,NA,15.7,15.7,0.0412,0.0718,0.0794,0.0897,0.099,0.114,0.119,NA,NA,0.12,0.12,0,0,0,0,0,0,0,NA,NA,0,0,14.4,14.1,14.1,13.9,11.4,11.9,12.1,12.2,12.2,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,4.58,3.82,3.62,2.78,2.08,1.54,1.35,1.35,1.35,4.5,4.58,3.82,3.62,2.78,2.08,1.54,1.35,1.35,1.35,136,253,282,301,190,189,221,272,272,272,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,94,9,0.5,0.0549,7.17,0.5,24.9,0.5,93.6,NA,NA,1.5,NA,2,NA,NA,NA,NA,NA,FALSE,"IHF","micro met","stubble","Broadcast","Shallow","pig",NA,"",NA,214,3122,3126,596
"WUR","B1990-37","B1990-37","9-Slootdorp","9",NA,NA,3,"../../data-submitted/03/WUR/WUR_arable_2024.xlsx","9","IHF","IHF",NA,"D:1.I:WUR.Pr:B1990-37.F:../../data-submitted/03/WUR/WUR_arable_2024.xlsx.E:B1990-37.F:9-Slootdorp.P:9.T:9.R:NA.R2:.T:NA.M:IHFIHF",NA,NA,NA,NA,"NL",NA,NA,NA,NA,NA,"clay",NA,18,NA,NA,NA,NA,"no","pig",NA,NA,NA,"None",NA,NA,8.6,NA,NA,6.1,NA,NA,NA,NA,NA,"bc",21.4,"t/ha","none",NA,NA,NA,NA,NA,"stubble",10,NA,NA,NA,11,NA,NA,NA,"D:1.I:WUR.Pr:B1990-37.F:../../data-submitted/03/WUR/WUR_arable_2024.xlsx.E:B1990-37.F:9-Slootdorp.P:9.T:9.R:NA.R2:.T:NA","D:1.I:WUR.Pr:B1990-37.E:B1990-37","","Huijsmans, Jan",131,21.8,41.1,43.4,45.3,47.5,51.6,52.1,NA,NA,52.5,52.5,21.8,41.1,43.4,45.3,47.5,51.6,52.1,NA,NA,52.5,52.5,0.167,0.315,0.332,0.347,0.364,0.395,0.399,NA,NA,0.402,0.402,0,0,0,0,0,0,0,NA,NA,0,0,13.8,14.2,14.2,13.9,11.5,11.9,12.1,12.2,12.2,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,4.42,3.97,3.7,2.84,2.12,1.57,1.37,1.37,1.37,3.9,4.42,3.97,3.7,2.84,2.12,1.57,1.37,1.37,1.37,88.9,223,260,278,186,188,221,272,272,272,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,67,9,0.5,0.192,25.1,0.5,24.9,0.5,94.2,NA,NA,1.5,NA,2,NA,NA,NA,NA,NA,FALSE,"IHF","micro met","stubble","Broadcast","None","pig",NA,"",NA,214,3123,3127,596
