"cpmid","pub.id","proj","exper","field","plot","rep","plot.area","lat","long","country","topo","clay","silt","sand","oc","soil.type","soil.water","soil.water.v","soil.moist","soil.ph","soil.dens","crop.res","till","man.source","man.source.det","man.bed","man.con","man.trt1","man.trt2","man.stor","man.dm","man.vs","man.tkn","man.tan","man.tic","man.ua","man.vfa","man.ph","app.start","app.end","app.method","app.rate","app.rate.unit","incorp","time.incorp","man.area","dist.inj","furrow.z","furrow.w","crop","crop.z","crop.area","lai","notes.plot","row.in.file.plot","man.trt3","institute","sub.period","file","treat","meas.tech","meas.tech.det","app.start.orig","app.end.orig","cpid","ceid","flag.plot","submitter","tan.app","e.1","e.4","e.6","e.12","e.24","e.48","e.72","e.96","e.168","e.final","e.tot","e.cum.1","e.cum.4","e.cum.6","e.cum.12","e.cum.24","e.cum.48","e.cum.72","e.cum.96","e.cum.168","e.cum.final","e.cum.tot","e.rel.1","e.rel.4","e.rel.6","e.rel.12","e.rel.24","e.rel.48","e.rel.72","e.rel.96","e.rel.168","e.rel.final","e.rel.tot","rain.1","rain.4","rain.6","rain.12","rain.24","rain.48","rain.72","rain.96","rain.168","rain.final","rain.tot","air.temp.1","air.temp.4","air.temp.6","air.temp.12","air.temp.24","air.temp.48","air.temp.72","air.temp.96","air.temp.168","air.temp.mn","soil.temp.1","soil.temp.4","soil.temp.6","soil.temp.12","soil.temp.24","soil.temp.48","soil.temp.72","soil.temp.96","soil.temp.168","soil.temp.mn","soil.temp.surf.1","soil.temp.surf.4","soil.temp.surf.6","soil.temp.surf.12","soil.temp.surf.24","soil.temp.surf.48","soil.temp.surf.72","soil.temp.surf.96","soil.temp.surf.168","soil.temp.surf.mn","wind.1","wind.4","wind.6","wind.12","wind.24","wind.48","wind.72","wind.96","wind.168","wind.mn","wind.2m.1","wind.2m.4","wind.2m.6","wind.2m.12","wind.2m.24","wind.2m.48","wind.2m.72","wind.2m.96","wind.2m.168","wind.2m.mn","rad.1","rad.4","rad.6","rad.12","rad.24","rad.48","rad.72","rad.96","rad.168","rad.mn","rain.rate.1","rain.rate.4","rain.rate.6","rain.rate.12","rain.rate.24","rain.rate.48","rain.rate.72","rain.rate.96","rain.rate.168","rain.rate.mn","rh.1","rh.4","rh.6","rh.12","rh.24","rh.48","rh.72","rh.96","rh.168","rh.mn","first.row.in.file.int","last.row.in.file.int","n.ints","dt1","j.rel1","j.NH31","dt.min","dt.max","ct.min","ct.max","t.start.p","t.end.p","air.temp.z","soil.temp.z","wind.z","wind.loc","far.loc","pub.info","soil.type2","exper2","rep2","acid","meas.tech.orig","meas.tech2","crop.orig","app.method.orig","incorp.orig","man.source.orig","date.start","flag.int","soil.samp.z"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:8.F:Foulumgård.P:10 AD-L.T:AD-L.R:3.R2:.T:2022-09-21 14:51:00.M:Wind tunnelNA",NA,"STABIL26","8","Foulumgård","10 AD-L","3",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.13",NA,NA,"5.34","1.03","No",NA,"mix","mixture of manure, deep litter, meadow grass, grass, grass silage, straw, cereal, and corn silage",NA,"liquid","Anaerobic digestion","Mechanical separation",NA,"5.35","69.53","2.61",1.06,NA,NA,NA,"8.08",2022-09-21 14:51:00,2022-09-27 09:27:00,"bsth",30,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,"None","AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","AD-L","Wind tunnel",NA,"2022-09-21 14:51:44 UTC","2022-09-27 09:27:28 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:8.F:Foulumgård.P:10 AD-L.T:AD-L.R:3.R2:.T:2022-09-21 14:51:00","D:1.I:AU.Pr:STABIL26.E:8","","Dela Pierre, Flavia",31.8,NA,2.29,3.24,4.52,6.29,8.28,9.42,10,NA,10.8,10.8,NA,2.29,3.24,4.52,6.29,8.28,9.42,10,NA,10.8,10.8,NA,0.072,0.102,0.142,0.198,0.26,0.296,0.315,NA,0.34,0.34,NA,0,0,0,0,0,0,0,NA,0,0,NA,14.3,13.5,10.1,10,10.9,11.5,11.3,11.1,11.1,NA,12.2,12.3,12.2,11.8,12.1,12.2,12.3,12.4,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,102,51.3,105,108,112,116,91.9,91.9,NA,0,0,0,0,0,0,0,0,0,NA,60.9,63.1,74.6,83.1,81.8,84,84,86.3,86.3,4440,4520,81,1.73,0.0133,0.424,0.4,1.73,1.73,139,2022-09-21 14:51:00,2022-09-27 07:43:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Mix",2022-09-21,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:8.F:Foulumgård.P:12 AD-LB1.T:AD-LB1.R:3.R2:.T:2022-09-21 15:07:00.M:Wind tunnelNA",NA,"STABIL26","8","Foulumgård","12 AD-LB1","3",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.13",NA,NA,"5.34","1.03","No",NA,"mix","mixture of manure, deep litter, meadow grass, grass, grass silage, straw, cereal, and corn silage",NA,"liquid","Anaerobic digestion","Mechanical separation",NA,"5.35","69.53","2.61",1.04,NA,NA,NA,"8.5",2022-09-21 15:07:00,2022-09-27 09:43:00,"bsth",30,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,"Biochar addition","AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","AD-LB1","Wind tunnel",NA,"2022-09-21 15:07:44 UTC","2022-09-27 09:43:28 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:8.F:Foulumgård.P:12 AD-LB1.T:AD-LB1.R:3.R2:.T:2022-09-21 15:07:00","D:1.I:AU.Pr:STABIL26.E:8","","Dela Pierre, Flavia",31.2,NA,1.52,2.25,3.26,4.87,6.68,7.68,8.21,NA,8.86,8.86,NA,1.52,2.25,3.26,4.87,6.68,7.68,8.21,NA,8.86,8.86,NA,0.0489,0.072,0.104,0.156,0.214,0.246,0.263,NA,0.284,0.284,NA,0,0,0,0,0,0,0,NA,0,0,NA,14.3,12.7,9.73,9.92,10.9,11.5,11.2,11,11,NA,12.3,12.3,12.2,11.8,12.1,12.2,12.3,12.4,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,99.7,49.9,110,107,113,112,89.9,89.9,NA,0,0,0,0,0,0,0,0,0,NA,60.9,63.1,76.2,83.7,82.3,84.2,84.3,86.4,86.4,4520,4600,80,1.73,0.00813,0.254,1.73,1.73,1.73,139,2022-09-21 15:07:00,2022-09-27 07:59:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Mix",2022-09-21,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:8.F:Foulumgård.P:2 AD-L.T:AD-L.R:1.R2:.T:2022-09-21 13:47:00.M:Wind tunnelNA",NA,"STABIL26","8","Foulumgård","2 AD-L","1",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.13",NA,NA,"5.34","1.03","No",NA,"mix","mixture of manure, deep litter, meadow grass, grass, grass silage, straw, cereal, and corn silage",NA,"liquid","Anaerobic digestion","Mechanical separation",NA,"5.35","69.53","2.61",1.06,NA,NA,NA,"8.08",2022-09-21 13:47:00,2022-09-27 08:23:00,"bsth",30,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,"None","AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","AD-L","Wind tunnel",NA,"2022-09-21 13:47:46 UTC","2022-09-27 08:23:29 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:8.F:Foulumgård.P:2 AD-L.T:AD-L.R:1.R2:.T:2022-09-21 13:47:00","D:1.I:AU.Pr:STABIL26.E:8","","Dela Pierre, Flavia",31.8,NA,1.59,2.24,3.09,4.25,5.72,6.54,7.02,NA,7.64,7.64,NA,1.59,2.24,3.09,4.25,5.72,6.54,7.02,NA,7.64,7.64,NA,0.0501,0.0705,0.097,0.134,0.18,0.206,0.221,NA,0.24,0.24,NA,0,0,0,0,0,0,0,NA,0,0,NA,15.1,14.6,11,10.1,11,11.5,11.3,11.1,11.1,NA,12,12.2,12.2,11.8,12.1,12.2,12.3,12.4,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257,206,103,111,105,107,110,86.5,86.5,NA,0,0,0,0,0,0,0,0,0,NA,57,60.3,70.7,82.5,81.3,83.7,83.6,86,86,4600,4680,80,1.73,0.00932,0.296,1.73,1.73,1.73,139,2022-09-21 13:47:00,2022-09-27 06:39:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Mix",2022-09-21,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:8.F:Foulumgård.P:4 AD-LB2.T:AD-LB2.R:1.R2:.T:2022-09-21 14:03:00.M:Wind tunnelNA",NA,"STABIL26","8","Foulumgård","4 AD-LB2","1",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.13",NA,NA,"5.34","1.03","No",NA,"mix","mixture of manure, deep litter, meadow grass, grass, grass silage, straw, cereal, and corn silage",NA,"liquid","Anaerobic digestion","Mechanical separation",NA,"5.35","69.53","2.61",0.97,NA,NA,NA,"9.2",2022-09-21 14:03:00,2022-09-27 08:39:00,"bsth",30,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,"Biochar addition","AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","AD-LB2","Wind tunnel",NA,"2022-09-21 14:03:46 UTC","2022-09-27 08:39:30 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:8.F:Foulumgård.P:4 AD-LB2.T:AD-LB2.R:1.R2:.T:2022-09-21 14:03:00","D:1.I:AU.Pr:STABIL26.E:8","","Dela Pierre, Flavia",29.1,NA,4.71,6.01,7.65,9.65,11.7,12.7,13.3,NA,13.9,13.9,NA,4.71,6.01,7.65,9.65,11.7,12.7,13.3,NA,13.9,13.9,NA,0.162,0.206,0.263,0.332,0.403,0.438,0.456,NA,0.478,0.478,NA,0,0,0,0,0,0,0,NA,0,0,NA,15.1,14,10.8,9.95,10.9,11.5,11.2,11.1,11.1,NA,12,12.2,12.2,11.8,12.1,12.2,12.3,12.4,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257,174,87.1,104,109,110,111,87.8,87.8,NA,0,0,0,0,0,0,0,0,0,NA,57,60,70.6,82.5,81.4,83.6,83.7,85.9,85.9,4680,4760,80,1.73,0.0351,1.02,1.73,1.73,1.73,139,2022-09-21 14:03:00,2022-09-27 06:55:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Mix",2022-09-21,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:8.F:Foulumgård.P:5 AD-LB2.T:AD-LB2.R:2.R2:.T:2022-09-21 14:11:00.M:Wind tunnelNA",NA,"STABIL26","8","Foulumgård","5 AD-LB2","2",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.13",NA,NA,"5.34","1.03","No",NA,"mix","mixture of manure, deep litter, meadow grass, grass, grass silage, straw, cereal, and corn silage",NA,"liquid","Anaerobic digestion","Mechanical separation",NA,"5.35","69.53","2.61",0.97,NA,NA,NA,"9.2",2022-09-21 14:11:00,2022-09-27 08:47:00,"bsth",30,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,"Biochar addition","AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","AD-LB2","Wind tunnel",NA,"2022-09-21 14:11:45 UTC","2022-09-27 08:47:30 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:8.F:Foulumgård.P:5 AD-LB2.T:AD-LB2.R:2.R2:.T:2022-09-21 14:11:00","D:1.I:AU.Pr:STABIL26.E:8","","Dela Pierre, Flavia",29.1,NA,2.2,3.27,4.87,7.02,9.55,10.9,11.7,NA,12.7,12.7,NA,2.2,3.27,4.87,7.02,9.55,10.9,11.7,NA,12.7,12.7,NA,0.0754,0.112,0.167,0.241,0.328,0.375,0.403,NA,0.435,0.435,NA,0,0,0,0,0,0,0,NA,0,0,NA,15.1,14,10.8,10.1,11.1,11.5,11.3,11.1,11.1,NA,12,12.2,12.2,11.8,12.1,12.2,12.3,12.4,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257,174,87.1,112,116,114,116,91.2,91.2,NA,0,0,0,0,0,0,0,0,0,NA,57,60,71.6,82.9,81.7,83.9,83.9,86.1,86.1,4760,4840,80,1.73,0.0128,0.372,1.73,1.73,1.73,139,2022-09-21 14:11:00,2022-09-27 07:03:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Mix",2022-09-21,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:8.F:Foulumgård.P:6 AD-LB1.T:AD-LB1.R:2.R2:.T:2022-09-21 14:19:00.M:Wind tunnelNA",NA,"STABIL26","8","Foulumgård","6 AD-LB1","2",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.13",NA,NA,"5.34","1.03","No",NA,"mix","mixture of manure, deep litter, meadow grass, grass, grass silage, straw, cereal, and corn silage",NA,"liquid","Anaerobic digestion","Mechanical separation",NA,"5.35","69.53","2.61",1.04,NA,NA,NA,"8.5",2022-09-21 14:19:00,2022-09-27 08:55:00,"bsth",30,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"Biochar addition","AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","AD-LB1","Wind tunnel",NA,"2022-09-21 14:19:46 UTC","2022-09-27 08:55:28 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:8.F:Foulumgård.P:6 AD-LB1.T:AD-LB1.R:2.R2:.T:2022-09-21 14:19:00","D:1.I:AU.Pr:STABIL26.E:8","","Dela Pierre, Flavia",31.2,NA,2.12,3.12,4.41,6.19,8.45,9.69,10.5,NA,11.3,11.3,NA,2.12,3.12,4.41,6.19,8.45,9.69,10.5,NA,11.3,11.3,NA,0.068,0.1,0.141,0.199,0.271,0.311,0.335,NA,0.362,0.362,NA,0,0,0,0,0,0,0,NA,0,0,NA,15.1,14,10.4,9.93,11,11.5,11.2,11.1,11.1,NA,12,12.2,12.2,11.8,12.1,12.2,12.3,12.4,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257,174,87.1,112,116,113,115,91.9,91.9,NA,0,0,0,0,0,0,0,0,0,NA,58.7,61.2,72.1,82.9,81.4,83.8,84,86.1,86.1,4840,4920,80,1.73,0.0113,0.353,1.73,1.73,1.73,139,2022-09-21 14:19:00,2022-09-27 07:11:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Mix",2022-09-21,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:8.F:Foulumgård.P:8 AD-L.T:AD-L.R:2.R2:.T:2022-09-21 14:35:00.M:Wind tunnelNA",NA,"STABIL26","8","Foulumgård","8 AD-L","2",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.13",NA,NA,"5.34","1.03","No",NA,"mix","mixture of manure, deep litter, meadow grass, grass, grass silage, straw, cereal, and corn silage",NA,"liquid","Anaerobic digestion","Mechanical separation",NA,"5.35","69.53","2.61",1.06,NA,NA,NA,"8.08",2022-09-21 14:35:00,2022-09-27 09:11:00,"bsth",30,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,"None","AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","AD-L","Wind tunnel",NA,"2022-09-21 14:35:45 UTC","2022-09-27 09:11:29 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:8.F:Foulumgård.P:8 AD-L.T:AD-L.R:2.R2:.T:2022-09-21 14:35:00","D:1.I:AU.Pr:STABIL26.E:8","","Dela Pierre, Flavia",31.8,NA,1.67,2.41,3.41,4.9,6.57,7.49,7.99,NA,8.56,8.56,NA,1.67,2.41,3.41,4.9,6.57,7.49,7.99,NA,8.56,8.56,NA,0.0525,0.0759,0.107,0.154,0.207,0.235,0.251,NA,0.269,0.269,NA,0,0,0,0,0,0,0,NA,0,0,NA,14.7,13.8,10.3,10.1,11,11.5,11.2,11.1,11.1,NA,12.2,12.2,12.2,11.8,12.1,12.2,12.3,12.4,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,141,70.8,117,112,112,118,93.2,93.2,NA,0,0,0,0,0,0,0,0,0,NA,60.9,62.6,74.3,83,81.7,83.9,84,86.2,86.2,4920,5000,80,1.73,0.00947,0.301,1.73,1.73,1.73,139,2022-09-21 14:35:00,2022-09-27 07:27:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Mix",2022-09-21,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:8.F:Foulumgård.P:9 AD-LB2.T:AD-LB2.R:3.R2:.T:2022-09-21 14:43:00.M:Wind tunnelNA",NA,"STABIL26","8","Foulumgård","9 AD-LB2","3",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.13",NA,NA,"5.34","1.03","No",NA,"mix","mixture of manure, deep litter, meadow grass, grass, grass silage, straw, cereal, and corn silage",NA,"liquid","Anaerobic digestion","Mechanical separation",NA,"5.35","69.53","2.61",0.97,NA,NA,NA,"9.2",2022-09-21 14:43:00,2022-09-27 09:19:00,"bsth",30,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,"Biochar addition","AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","AD-LB2","Wind tunnel",NA,"2022-09-21 14:43:45 UTC","2022-09-27 09:19:29 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:8.F:Foulumgård.P:9 AD-LB2.T:AD-LB2.R:3.R2:.T:2022-09-21 14:43:00","D:1.I:AU.Pr:STABIL26.E:8","","Dela Pierre, Flavia",29.1,NA,4.55,5.61,7.03,8.72,10.4,11.4,11.9,NA,12.5,12.5,NA,4.55,5.61,7.03,8.72,10.4,11.4,11.9,NA,12.5,12.5,NA,0.156,0.193,0.242,0.3,0.359,0.391,0.409,NA,0.43,0.43,NA,0,0,0,0,0,0,0,NA,0,0,NA,14.7,13.8,10.3,10.1,11,11.6,11.3,11.1,11.1,NA,12.2,12.2,12.2,11.8,12.1,12.2,12.3,12.4,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,141,70.8,114,112,115,119,93.9,93.9,NA,0,0,0,0,0,0,0,0,0,NA,60.9,62.6,74.4,82.9,81.7,83.9,84,86.2,86.2,5000,5080,80,1.73,0.0357,1.04,1.73,1.73,1.73,139,2022-09-21 14:43:00,2022-09-27 07:35:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Mix",2022-09-21,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:9.F:Foulumgård.P:10 PS-L.T:PS-L.R:2.R2:.T:2022-10-25 13:23:00.M:Wind tunnelNA",NA,"STABIL26","9","Foulumgård","10 PS-L","2",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.2",NA,NA,"5.69","1.37","No",NA,"pig","finisher pigs, piglets or a mixture of the two",NA,"liquid","Mechanical separation","None",NA,"2.06","59.81","1.51",0.59,NA,NA,NA,"7.58",2022-10-25 13:23:00,2022-10-31 06:55:00,"bsth",30,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,"AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","PS-L","Wind tunnel",NA,"2022-10-25 13:23:52 UTC","2022-10-31 06:55:30 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:9.F:Foulumgård.P:10 PS-L.T:PS-L.R:2.R2:.T:2022-10-25 13:23:00","D:1.I:AU.Pr:STABIL26.E:9","","Dela Pierre, Flavia",17.7,NA,0.139,0.176,0.223,0.232,0.248,0.207,0.0868,NA,-0.35,-0.35,NA,0.139,0.176,0.223,0.232,0.248,0.207,0.0868,NA,-0.35,-0.35,NA,0.00787,0.00994,0.0126,0.0131,0.014,0.0117,0.0049,NA,-0.0198,-0.0198,NA,0,0,0,0,0,0,0,NA,0,0,NA,13.5,12.9,11.7,10.4,11.6,12.5,12.6,12.7,12.7,NA,11.9,12,12,11.7,11.6,11.8,12.1,12.2,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.6,61,26.1,36.2,41.6,43.2,45,39.1,39.1,NA,0,0,0,0,0,0,0,0,0,NA,85.9,88.3,91,92.5,93.9,93.3,92.9,92.8,92.8,5080,5170,86,1.6,0.00188,0.0334,1.6,1.6,1.6,138,2022-10-25 13:23:00,2022-10-31 05:19:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Pig",2022-10-25,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:9.F:Foulumgård.P:12 PS-LB2.T:PS-LB2.R:2.R2:.T:2022-10-25 13:39:00.M:Wind tunnelNA",NA,"STABIL26","9","Foulumgård","12 PS-LB2","2",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.2",NA,NA,"5.69","1.37","No",NA,"pig","finisher pigs, piglets or a mixture of the two",NA,"liquid","Mechanical separation","Biochar addition",NA,"2.06","59.81","1.51",0.54,NA,NA,NA,"8.19",2022-10-25 13:39:00,2022-10-31 07:11:00,"bsth",30,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,"AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","PS-LB2","Wind tunnel",NA,"2022-10-25 13:39:52 UTC","2022-10-31 07:11:29 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:9.F:Foulumgård.P:12 PS-LB2.T:PS-LB2.R:2.R2:.T:2022-10-25 13:39:00","D:1.I:AU.Pr:STABIL26.E:9","","Dela Pierre, Flavia",16.2,NA,0.641,0.85,1.22,1.68,2.55,3.26,3.83,NA,4.55,4.55,NA,0.641,0.85,1.22,1.68,2.55,3.26,3.83,NA,4.55,4.55,NA,0.0396,0.0525,0.0751,0.104,0.158,0.201,0.236,NA,0.281,0.281,NA,0,0,0,0,0,0,0,NA,0,0,NA,13.5,12.9,11.7,10.4,11.6,12.5,12.6,12.7,12.7,NA,12,12,12,11.7,11.6,11.8,12.1,12.2,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.3,64.2,27.5,36.8,41.9,43,43.9,37.5,37.5,NA,0,0,0,0,0,0,0,0,0,NA,85.8,88.2,90.9,92.5,93.8,93.2,92.8,92.7,92.7,5170,5260,86,1.6,0.00971,0.157,1.6,1.6,1.6,138,2022-10-25 13:39:00,2022-10-31 05:35:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Pig",2022-10-25,"","0-5"
