"proj","pub.id","exper","field","plot","treat","rep","lat","long","long.dir","topo","interval","t.start","t.end","dt","meas.tech","plot.area","bg.dl","bg.val","bg.unit","j.NH3","j.NH3.unit","clay","silt","sand","oc","soil.type","soil.water","soil.moist","soil.ph","soil.dens","crop.res","till","air.temp","air.temp.z","soil.temp","soil.temp.z","rad","wind","wind.z","rain","rh","wind.loc","far.loc","man.source","man.bed","man.con","man.trt1","man.trt2","man.stor","man.dm","man.tkn","man.tan","man.tic","man.ua","man.ph","app.start","app.method","app.rate","app.rate.unit","incorp","time.incorp","man.area","dist.inj","furrow.z","furrow.w","crop","crop.z","crop.area","lai","notes","row.in.file","t.end.h","t.start.h"
"ALFAM2",NA,"B2","ECO field Foulum","2","MA","2",NA,NA,"E","Flat",0,2014-05-01 10:30:00,2014-05-01 13:05:00,NA,"cps",81,NA,NA,NA,0.025,"kg N/ha-hr",6.8,8.2,79.5,5.5,NA,NA,"Wet",6.2,1.3,"Yes","Yes",7.53,100,NA,NA,NA,4.91,2,0,51.9,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,6.5,2.9,1.5,NA,NA,5.54,"01-05-2014 10:30","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"Surface applied on standing crop (spring barley).",152,720,717
"ALFAM2",NA,"B2","ECO field Foulum","19","MA","2",NA,NA,"E","Flat",1,2014-05-01 12:54:00,2014-05-01 16:08:00,NA,"cps",81,NA,NA,NA,0.021,"kg N/ha-hr",6.8,8.2,79.5,5.5,NA,NA,"Wet",6.2,1.3,"Yes","Yes",9.36,100,NA,NA,NA,4.57,2,0,35.9,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,6.5,2.9,1.5,NA,NA,5.7,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"Surface applied on standing crop (spring barley).",153,723,719
"ALFAM2",NA,"B2","ECO field Foulum","10","MA","2",NA,NA,"E","Flat",1,2014-05-01 12:58:00,2014-05-01 16:12:00,NA,"cps",81,NA,NA,NA,0.264,"kg N/ha-hr",6.8,8.2,79.5,5.5,NA,NA,"Wet",6.2,1.3,"Yes","Yes",9.36,100,NA,NA,NA,4.57,2,0,35.9,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,6.5,2.9,1.5,NA,NA,5.7,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"Surface applied on standing crop (spring barley).",154,723,719
"ALFAM2",NA,"B2","ECO field Foulum","14","MA","2",NA,NA,"E","Flat",1,2014-05-01 13:03:00,2014-05-01 16:16:00,NA,"cps",81,NA,NA,NA,0.245,"kg N/ha-hr",6.8,8.2,79.5,5.5,NA,NA,"Wet",6.2,1.3,"Yes","Yes",9.32,100,NA,NA,NA,4.36,2,0,34.6,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,6.5,2.9,1.5,NA,NA,5.7,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"Surface applied on standing crop (spring barley).",155,723,720
"ALFAM2",NA,"B2","ECO field Foulum","2","MA","2",NA,NA,"E","Flat",1,2014-05-01 13:05:00,2014-05-01 16:18:00,NA,"cps",81,NA,NA,NA,0.039,"kg N/ha-hr",6.8,8.2,79.5,5.5,NA,NA,"Wet",6.2,1.3,"Yes","Yes",9.32,100,NA,NA,NA,4.36,2,0,34.6,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,6.5,2.9,1.5,NA,NA,5.7,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"Surface applied on standing crop (spring barley).",156,723,720
"ALFAM2",NA,"B2","ECO field Foulum","19","MA","2",NA,NA,"E","Flat",2,2014-05-01 16:08:00,2014-05-02 09:34:00,NA,"cps",81,NA,NA,NA,0.025,"kg N/ha-hr",6.8,8.2,79.5,5.5,NA,NA,"Wet",6.2,1.3,"Yes","Yes",10.1,100,NA,NA,NA,4.16,2,0,33.4,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,6.5,2.9,1.5,NA,NA,5.7,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"Surface applied on standing crop (spring barley).",157,740,723
"ALFAM2",NA,"B2","ECO field Foulum","10","MA","2",NA,NA,"E","Flat",2,2014-05-01 16:12:00,2014-05-02 09:39:00,NA,"cps",81,NA,NA,NA,0.053,"kg N/ha-hr",6.8,8.2,79.5,5.5,NA,NA,"Wet",6.2,1.3,"Yes","Yes",10.1,100,NA,NA,NA,4.38,2,0,34.6,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,6.5,2.9,1.5,NA,NA,5.7,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"Surface applied on standing crop (spring barley).",158,740,723
"ALFAM2",NA,"B2","ECO field Foulum","14","MA","2",NA,NA,"E","Flat",2,2014-05-01 16:16:00,2014-05-02 09:43:00,NA,"cps",81,NA,NA,NA,0.072,"kg N/ha-hr",6.8,8.2,79.5,5.5,NA,NA,"Wet",6.2,1.3,"Yes","Yes",10.1,100,NA,NA,NA,4.38,2,0,34.6,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,6.5,2.9,1.5,NA,NA,5.7,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"Surface applied on standing crop (spring barley).",159,740,723
"ALFAM2",NA,"B2","ECO field Foulum","2","MA","2",NA,NA,"E","Flat",2,2014-05-01 16:18:00,2014-05-02 09:45:00,NA,"cps",81,NA,NA,NA,0.021,"kg N/ha-hr",6.8,8.2,79.5,5.5,NA,NA,"Wet",6.2,1.3,"Yes","Yes",10.1,100,NA,NA,NA,4.38,2,0,34.6,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,6.5,2.9,1.5,NA,NA,5.7,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"Surface applied on standing crop (spring barley).",160,740,723
"ALFAM2",NA,"B2","ECO field Foulum","19","MA","2",NA,NA,"E","Flat",3,2014-05-02 09:34:00,2014-05-02 13:39:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",6.8,8.2,79.5,5.5,NA,NA,"Wet",6.2,1.3,"Yes","Yes",9.68,100,NA,NA,NA,4.16,2,0,38.8,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,6.5,2.9,1.5,NA,NA,5.7,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"Surface applied on standing crop (spring barley).",161,744,740
"ALFAM2",NA,"B2","ECO field Foulum","10","MA","2",NA,NA,"E","Flat",3,2014-05-02 09:39:00,2014-05-02 13:42:00,NA,"cps",81,NA,NA,NA,0.02,"kg N/ha-hr",6.8,8.2,79.5,5.5,NA,NA,"Wet",6.2,1.3,"Yes","Yes",9.68,100,NA,NA,NA,4.16,2,0,38.8,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,6.5,2.9,1.5,NA,NA,5.7,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"Surface applied on standing crop (spring barley).",162,744,740
"ALFAM2",NA,"B2","ECO field Foulum","14","MA","2",NA,NA,"E","Flat",3,2014-05-02 09:43:00,2014-05-02 13:45:00,NA,"cps",81,NA,NA,NA,0.197,"kg N/ha-hr",6.8,8.2,79.5,5.5,NA,NA,"Wet",6.2,1.3,"Yes","Yes",9.89,100,NA,NA,NA,3.91,2,0,36.1,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,6.5,2.9,1.5,NA,NA,5.7,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"Surface applied on standing crop (spring barley).",163,744,740
"ALFAM2",NA,"B2","ECO field Foulum","2","MA","2",NA,NA,"E","Flat",3,2014-05-02 09:45:00,2014-05-02 13:46:00,NA,"cps",81,NA,NA,NA,0.132,"kg N/ha-hr",6.8,8.2,79.5,5.5,NA,NA,"Wet",6.2,1.3,"Yes","Yes",9.89,100,NA,NA,NA,3.91,2,0,36.1,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,6.5,2.9,1.5,NA,NA,5.7,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"Surface applied on standing crop (spring barley).",164,744,740
"ALFAM2",NA,"B2","ECO field Foulum","19","MA","2",NA,NA,"E","Flat",4,2014-05-02 13:39:00,2014-05-02 17:38:00,NA,"cps",81,NA,NA,NA,0.017,"kg N/ha-hr",6.8,8.2,79.5,5.5,NA,NA,"Wet",6.2,1.3,"Yes","Yes",12.01,100,NA,NA,NA,2.93,2,0,27.5,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,6.5,2.9,1.5,NA,NA,5.7,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"Surface applied on standing crop (spring barley).",165,748,744
"ALFAM2",NA,"B2","ECO field Foulum","10","MA","2",NA,NA,"E","Flat",4,2014-05-02 13:42:00,2014-05-02 17:42:00,NA,"cps",81,NA,NA,NA,0.116,"kg N/ha-hr",6.8,8.2,79.5,5.5,NA,NA,"Wet",6.2,1.3,"Yes","Yes",11.74,100,NA,NA,NA,3.4,2,0,30.9,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,6.5,2.9,1.5,NA,NA,5.7,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"Surface applied on standing crop (spring barley).",166,748,744
"ALFAM2",NA,"B2","ECO field Foulum","14","MA","2",NA,NA,"E","Flat",4,2014-05-02 13:45:00,2014-05-02 17:46:00,NA,"cps",81,NA,NA,NA,0.255,"kg N/ha-hr",6.8,8.2,79.5,5.5,NA,NA,"Wet",6.2,1.3,"Yes","Yes",11.74,100,NA,NA,NA,3.4,2,0,30.9,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,6.5,2.9,1.5,NA,NA,5.7,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"Surface applied on standing crop (spring barley).",167,748,744
"ALFAM2",NA,"B2","ECO field Foulum","2","MA","2",NA,NA,"E","Flat",4,2014-05-02 13:46:00,2014-05-02 17:48:00,NA,"cps",81,NA,NA,NA,0.046,"kg N/ha-hr",6.8,8.2,79.5,5.5,NA,NA,"Wet",6.2,1.3,"Yes","Yes",11.74,100,NA,NA,NA,3.4,2,0,30.9,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,6.5,2.9,1.5,NA,NA,5.7,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"Surface applied on standing crop (spring barley).",168,748,744
"ALFAM2",NA,"B2","ECO field Foulum","19","MA","2",NA,NA,"E","Flat",5,2014-05-02 17:38:00,2014-05-03 09:05:00,NA,"cps",81,NA,NA,NA,0.022,"kg N/ha-hr",6.8,8.2,79.5,5.5,NA,NA,"Wet",6.2,1.3,"Yes","Yes",11.36,100,NA,NA,NA,2.15,2,0,27.3,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,6.5,2.9,1.5,NA,NA,5.7,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"Surface applied on standing crop (spring barley).",169,764,748
"ALFAM2",NA,"B2","ECO field Foulum","10","MA","2",NA,NA,"E","Flat",5,2014-05-02 17:42:00,2014-05-03 09:10:00,NA,"cps",81,NA,NA,NA,0.012,"kg N/ha-hr",6.8,8.2,79.5,5.5,NA,NA,"Wet",6.2,1.3,"Yes","Yes",11.52,100,NA,NA,NA,2.68,2,0,29,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,6.5,2.9,1.5,NA,NA,5.7,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"Surface applied on standing crop (spring barley).",170,764,748
"ALFAM2",NA,"B2","ECO field Foulum","14","MA","2",NA,NA,"E","Flat",5,2014-05-02 17:46:00,2014-05-03 09:14:00,NA,"cps",81,NA,NA,NA,0.035,"kg N/ha-hr",6.8,8.2,79.5,5.5,NA,NA,"Wet",6.2,1.3,"Yes","Yes",11.52,100,NA,NA,NA,2.68,2,0,29,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,6.5,2.9,1.5,NA,NA,5.7,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"Surface applied on standing crop (spring barley).",171,764,748
"ALFAM2",NA,"B2","ECO field Foulum","2","MA","2",NA,NA,"E","Flat",5,2014-05-02 17:48:00,2014-05-03 09:16:00,NA,"cps",81,NA,NA,NA,0.012,"kg N/ha-hr",6.8,8.2,79.5,5.5,NA,NA,"Wet",6.2,1.3,"Yes","Yes",11.52,100,NA,NA,NA,2.68,2,0,29,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,6.5,2.9,1.5,NA,NA,5.7,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"Surface applied on standing crop (spring barley).",172,764,748
"ALFAM2",NA,"B2","ECO field Foulum","19","MA","2",NA,NA,"E","Flat",6,2014-05-03 09:05:00,2014-05-03 15:06:00,NA,"cps",81,NA,NA,NA,0.177,"kg N/ha-hr",6.8,8.2,79.5,5.5,NA,NA,"Wet",6.2,1.3,"Yes","Yes",7.05,100,NA,NA,NA,3.76,2,0,69.5,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,6.5,2.9,1.5,NA,NA,5.7,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"Surface applied on standing crop (spring barley).",173,770,764
"ALFAM2",NA,"B2","ECO field Foulum","10","MA","2",NA,NA,"E","Flat",6,2014-05-03 09:10:00,2014-05-03 15:13:00,NA,"cps",81,NA,NA,NA,0.065,"kg N/ha-hr",6.8,8.2,79.5,5.5,NA,NA,"Wet",6.2,1.3,"Yes","Yes",7.06,100,NA,NA,NA,4.96,2,0,68,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,6.5,2.9,1.5,NA,NA,5.7,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"Surface applied on standing crop (spring barley).",174,770,764
"ALFAM2",NA,"B2","ECO field Foulum","14","MA","2",NA,NA,"E","Flat",6,2014-05-03 09:14:00,2014-05-03 15:11:00,NA,"cps",81,NA,NA,NA,0.088,"kg N/ha-hr",6.8,8.2,79.5,5.5,NA,NA,"Wet",6.2,1.3,"Yes","Yes",7.06,100,NA,NA,NA,4.96,2,0,68,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,6.5,2.9,1.5,NA,NA,5.7,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"Surface applied on standing crop (spring barley).",175,770,764
"ALFAM2",NA,"B2","ECO field Foulum","2","MA","2",NA,NA,"E","Flat",6,2014-05-03 09:16:00,2014-05-03 15:10:00,NA,"cps",81,NA,NA,NA,0.059,"kg N/ha-hr",6.8,8.2,79.5,5.5,NA,NA,"Wet",6.2,1.3,"Yes","Yes",7.06,100,NA,NA,NA,4.96,2,0,68,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,6.5,2.9,1.5,NA,NA,5.7,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"Surface applied on standing crop (spring barley).",176,770,764
"ALFAM2",NA,"W1","AGP field Foulum","21","C","1",NA,NA,"E","Flat",0,2014-04-03 10:10:00,2014-04-03 17:01:00,NA,"cps",81,NA,NA,NA,1.363,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",5.82,100,NA,NA,NA,4.3,2,0,74.8,"Field",NA,"Cattle",NA,"Liquid","None","None",90,6.2,2.9,1.6,NA,NA,7.3,"03-04-2014 10:10","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"Crop tube was winter wheat at the end of tillering stage.",177,52,45
"ALFAM2",NA,"W1","AGP field Foulum","2","C","1",NA,NA,"E","Flat",0,2014-04-03 10:20:00,2014-04-03 16:24:00,NA,"cps",81,NA,NA,NA,3.244,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",6.06,100,NA,NA,NA,4.42,2,0,72.5,"Field",NA,"Cattle",NA,"Liquid","None","None",90,6.2,2.9,1.6,NA,NA,7.3,"03-04-2014 10:20","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"Crop tube was winter wheat at the end of tillering stage.",178,51,45
"ALFAM2",NA,"W1","AGP field Foulum","33","C","1",NA,NA,"E","Flat",0,2014-04-03 10:24:00,2014-04-03 17:40:00,NA,"cps",81,NA,NA,NA,3.262,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",6.06,100,NA,NA,NA,4.42,2,0,72.5,"Field",NA,"Cattle",NA,"Liquid","None","None",90,6.2,2.9,1.6,NA,NA,7.3,"03-04-2014 10:24","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"Crop tube was winter wheat at the end of tillering stage.",179,52,45
"ALFAM2",NA,"W1","AGP field Foulum","49","C","1",NA,NA,"E","Flat",0,2014-04-03 10:28:00,2014-04-03 17:46:00,NA,"cps",81,NA,NA,NA,2.905,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",6.06,100,NA,NA,NA,4.42,2,0,72.5,"Field",NA,"Cattle",NA,"Liquid","None","None",90,6.2,2.9,1.6,NA,NA,7.3,"03-04-2014 10:28","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"Crop tube was winter wheat at the end of tillering stage.",180,52,45
"ALFAM2",NA,"W1","AGP field Foulum","21","C","1",NA,NA,"E","Flat",1,2014-04-03 17:01:00,2014-04-04 08:35:00,NA,"cps",81,NA,NA,NA,0.563,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",9.38,100,NA,NA,NA,4.25,2,0,44.5,"Field",NA,"Cattle",NA,"Liquid","None","None",90,6.2,2.9,1.6,NA,NA,7.3,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"",181,67,52
"ALFAM2",NA,"W1","AGP field Foulum","2","C","1",NA,NA,"E","Flat",1,2014-04-03 16:24:00,2014-04-04 07:56:00,NA,"cps",81,NA,NA,NA,0.27,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",9.67,100,NA,NA,NA,4.68,2,0,45,"Field",NA,"Cattle",NA,"Liquid","None","None",90,6.2,2.9,1.6,NA,NA,7.3,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"",182,66,51
"ALFAM2",NA,"W1","AGP field Foulum","33","C","1",NA,NA,"E","Flat",1,2014-04-03 17:40:00,2014-04-04 08:58:00,NA,"cps",81,NA,NA,NA,0.339,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",8.65,100,NA,NA,NA,3.37,2,0,49.1,"Field",NA,"Cattle",NA,"Liquid","None","None",90,6.2,2.9,1.6,NA,NA,7.3,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"",183,67,52
"ALFAM2",NA,"W1","AGP field Foulum","49","C","1",NA,NA,"E","Flat",1,2014-04-03 17:46:00,2014-04-04 09:39:00,NA,"cps",81,NA,NA,NA,0.063,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",8.65,100,NA,NA,NA,3.37,2,0,49.1,"Field",NA,"Cattle",NA,"Liquid","None","None",90,6.2,2.9,1.6,NA,NA,7.3,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"",184,68,52
"ALFAM2",NA,"W1","AGP field Foulum","21","C","1",NA,NA,"E","Flat",2,2014-04-04 08:35:00,2014-04-04 15:36:00,NA,"cps",81,NA,NA,NA,0.579,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",2.61,100,NA,NA,NA,3.29,2,0,83.9,"Field",NA,"Cattle",NA,"Liquid","None","None",90,6.2,2.9,1.6,NA,NA,7.3,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"",185,74,67
"ALFAM2",NA,"W1","AGP field Foulum","2","C","1",NA,NA,"E","Flat",2,2014-04-04 07:56:00,2014-04-04 15:01:00,NA,"cps",81,NA,NA,NA,0.546,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",1.12,100,NA,NA,NA,3,2,0,88.4,"Field",NA,"Cattle",NA,"Liquid","None","None",90,6.2,2.9,1.6,NA,NA,7.3,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"",186,74,66
"ALFAM2",NA,"W1","AGP field Foulum","33","C","1",NA,NA,"E","Flat",2,2014-04-04 08:58:00,2014-04-04 15:55:00,NA,"cps",81,NA,NA,NA,0.837,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",3.04,100,NA,NA,NA,4.01,2,0,82.2,"Field",NA,"Cattle",NA,"Liquid","None","None",90,6.2,2.9,1.6,NA,NA,7.3,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"",187,74,67
"ALFAM2",NA,"W1","AGP field Foulum","49","C","1",NA,NA,"E","Flat",2,2014-04-04 09:39:00,2014-04-04 16:23:00,NA,"cps",81,NA,NA,NA,0.389,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",4,100,NA,NA,NA,3.98,2,0,79.2,"Field",NA,"Cattle",NA,"Liquid","None","None",90,6.2,2.9,1.6,NA,NA,7.3,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"",188,75,68
"ALFAM2",NA,"W1","AGP field Foulum","21","C","1",NA,NA,"E","Flat",3,2014-04-04 15:36:00,2014-04-05 16:20:00,NA,"cps",81,NA,NA,NA,0.028,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",7.63,100,NA,NA,NA,6.5,2,0,56.4,"Field",NA,"Cattle",NA,"Liquid","None","None",90,6.2,2.9,1.6,NA,NA,7.3,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"",189,99,74
"ALFAM2",NA,"W1","AGP field Foulum","2","C","1",NA,NA,"E","Flat",3,2014-04-04 15:01:00,2014-04-05 15:27:00,NA,"cps",81,NA,NA,NA,0.194,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",7.47,100,NA,NA,NA,7.65,2,0,53.4,"Field",NA,"Cattle",NA,"Liquid","None","None",90,6.2,2.9,1.6,NA,NA,7.3,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"",190,98,74
"ALFAM2",NA,"W1","AGP field Foulum","33","C","1",NA,NA,"E","Flat",3,2014-04-04 15:55:00,2014-04-05 15:36:00,NA,"cps",81,NA,NA,NA,0.143,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",7.32,100,NA,NA,NA,5.93,2,0,57.7,"Field",NA,"Cattle",NA,"Liquid","None","None",90,6.2,2.9,1.6,NA,NA,7.3,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"",191,98,74
"ALFAM2",NA,"W1","AGP field Foulum","49","C","1",NA,NA,"E","Flat",3,2014-04-04 16:23:00,2014-04-05 16:11:00,NA,"cps",81,NA,NA,NA,0.156,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",7.26,100,NA,NA,NA,6.58,2,0,57.2,"Field",NA,"Cattle",NA,"Liquid","None","None",90,6.2,2.9,1.6,NA,NA,7.3,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"",192,99,75
"ALFAM2",NA,"W1","AGP field Foulum","21","C","1",NA,NA,"E","Flat",4,2014-04-05 16:20:00,2014-04-06 16:09:00,NA,"cps",81,NA,NA,NA,0.163,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",7.02,100,NA,NA,NA,2.85,2,0,99.9,"Field",NA,"Cattle",NA,"Liquid","None","None",90,6.2,2.9,1.6,NA,NA,7.3,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"",193,123,99
"ALFAM2",NA,"W1","AGP field Foulum","2","C","1",NA,NA,"E","Flat",4,2014-04-05 15:27:00,2014-04-06 15:26:00,NA,"cps",81,NA,NA,NA,0.203,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",6.45,100,NA,NA,NA,3.44,2,0,99,"Field",NA,"Cattle",NA,"Liquid","None","None",90,6.2,2.9,1.6,NA,NA,7.3,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"",194,122,98
"ALFAM2",NA,"W1","AGP field Foulum","33","C","1",NA,NA,"E","Flat",4,2014-04-05 15:36:00,2014-04-06 15:29:00,NA,"cps",81,NA,NA,NA,0.209,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",6.57,100,NA,NA,NA,2.83,2,0,99.2,"Field",NA,"Cattle",NA,"Liquid","None","None",90,6.2,2.9,1.6,NA,NA,7.3,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"",195,122,98
"ALFAM2",NA,"W1","AGP field Foulum","49","C","1",NA,NA,"E","Flat",4,2014-04-05 16:11:00,2014-04-06 15:55:00,NA,"cps",81,NA,NA,NA,0.018,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",6.92,100,NA,NA,NA,3.03,2,0,99.8,"Field",NA,"Cattle",NA,"Liquid","None","None",90,6.2,2.9,1.6,NA,NA,7.3,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"",196,122,99
"ALFAM2",NA,"W1","AGP field Foulum","16","CA","1",NA,NA,"E","Flat",0,2014-04-03 10:12:00,2014-04-03 16:41:00,NA,"cps",81,NA,NA,NA,0.944,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",5.82,100,NA,NA,NA,4.3,2,0,74.8,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,5.7,2.8,1.6,NA,NA,6.5,"03-04-2014 10:12","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"Crop tube was winter wheat at the end of tillering stage.",197,51,45
