"row.in.file.int","air.temp","soil.temp","wind"
1960,19.3,15.6,0.946
1961,10.5,13.6,0.26
1962,20.8,14.4,0.821
1963,21.7,15.6,0.801
1964,20.8,16,1.76
1965,19.2,16,0.899
1966,13.2,14.4,0.0774
1967,18.6,15,1.36
1968,19.9,15.6,0.76
1969,13.9,15.7,2.13
1970,11.3,13.9,0.185
1971,20.1,15.6,0.97
1972,15.4,15.3,0.824
1973,17.6,14,1.2
1974,19.9,15.4,0.995
1975,21,15.9,0.513
1976,18.8,15.5,1.04
1977,11,13.6,0.229
1978,21.3,14.7,0.76
1979,21.7,15.7,0.847
1980,20.8,16.1,1.78
1981,19.1,15.9,0.773
1982,13.1,14.4,0.0743
1983,18.5,15,1.42
1984,20.2,15.6,0.688
1985,12.9,15.6,2.34
1986,11.3,13.9,0.18
1987,20,15.6,0.974
1988,15.3,15.2,0.755
1989,19.5,14.8,0.625
1990,19.9,15.4,0.995
1991,20.8,15.9,0.522
1992,18.8,15.5,1.04
1993,11.1,13.6,0.244
1994,21.3,14.7,0.76
1995,21.7,15.7,0.847
1996,20.8,16.1,1.78
1997,19.1,15.9,0.773
1998,13.1,14.4,0.0743
1999,18.5,15,1.42
2000,20.2,15.6,0.688
2001,12.9,15.6,2.34
2002,11.3,13.9,0.183
2003,20,15.6,0.974
2004,15.3,15.2,0.755
2005,20.1,15.5,0.954
2006,20.8,15.9,0.522
2007,18.8,15.5,1.04
2008,11.1,13.6,0.244
2009,21.3,14.7,0.76
2010,21.7,15.7,0.847
2011,20.8,16.1,1.78
2012,19.1,15.9,0.773
2013,13.1,14.4,0.0743
2014,18.5,15,1.42
2015,20.2,15.6,0.688
2016,12.9,15.6,2.34
2017,11.3,13.9,0.183
2018,20,15.6,0.974
2019,15.3,15.2,0.755
2020,17.7,14,1.21
2021,20,15.4,0.968
2022,21,15.9,0.513
2023,18.8,15.5,1.04
2024,11,13.6,0.229
2025,21.3,14.7,0.76
2026,21.7,15.7,0.847
2027,20.8,16.1,1.78
2028,19.1,15.9,0.773
2029,13.1,14.4,0.0743
2030,18.5,15,1.42
2031,20.2,15.6,0.688
2032,12.9,15.6,2.34
2033,11.3,13.9,0.18
2034,20,15.6,0.974
2035,15.3,15.2,0.755
2036,18.2,14.4,1.03
2037,19.9,15.4,0.995
2038,21,15.9,0.513
2039,18.8,15.5,1.04
2040,11,13.6,0.229
2041,21.3,14.7,0.76
2042,21.7,15.7,0.847
2043,20.8,16.1,1.78
2044,19.1,15.9,0.773
2045,13.1,14.4,0.0743
2046,18.5,15,1.42
2047,20.2,15.6,0.688
2048,12.9,15.6,2.34
2049,11.3,13.9,0.18
2050,20,15.6,0.974
2051,15.3,15.2,0.755
2052,17.6,13.9,1.19
2053,19.8,15.4,0.996
2054,20.8,15.9,0.579
2055,19.2,15.6,0.974
2056,11.1,13.6,0.259
2057,20.9,14.4,0.846
2058,21.7,15.7,0.822
2059,20.8,16,1.77
2060,19.1,16,0.829
2061,13.2,14.4,0.0754
2062,18.6,15,1.36
2063,19.9,15.6,0.76
2064,13.4,15.7,2.24
2065,11.3,13.9,0.183
2066,19.9,15.5,1.01
2067,15.5,15.3,0.838
2068,19.1,14.6,0.752
2069,19.9,15.4,0.995
2070,20.8,15.9,0.579
2071,19.2,15.6,0.974
2072,11.1,13.6,0.259
2073,20.9,14.4,0.846
2074,21.7,15.7,0.822
2075,20.8,16,1.77
2076,19.1,16,0.829
2077,13.2,14.4,0.0754
2078,18.6,15,1.36
2079,19.9,15.6,0.76
2080,13.4,15.7,2.24
2081,11.3,13.9,0.185
2082,19.9,15.5,1.01
2083,15.5,15.3,0.838
2084,19.9,15.4,0.995
2085,20.7,15.9,0.641
2086,19.2,15.6,0.974
2087,11.1,13.6,0.259
2088,20.8,14.4,0.821
2089,21.7,15.7,0.822
2090,20.8,16,1.76
2091,19.2,16,0.899
2092,13.2,14.4,0.0754
2093,18.6,15,1.36
2094,19.9,15.6,0.76
2095,13.4,15.7,2.24
2096,11.3,13.9,0.185
2097,19.9,15.5,1.01
2098,15.5,15.3,0.838
2099,17.8,14.1,1.17
2100,19.9,15.4,0.995
2101,20.8,15.9,0.579
2102,19.2,15.6,0.974
2103,11.1,13.6,0.259
2104,20.9,14.4,0.846
2105,21.7,15.7,0.822
2106,20.8,16,1.77
2107,19.1,16,0.829
2108,13.2,14.4,0.0754
2109,18.6,15,1.36
2110,19.9,15.6,0.76
2111,13.4,15.7,2.24
2112,11.3,13.9,0.185
2113,19.9,15.5,1.01
2114,15.5,15.3,0.838
2115,18.1,14.3,1.03
2116,19.8,15.4,0.996
2117,20.8,15.9,0.579
2118,19,15.5,1.01
2119,11.1,13.6,0.244
2120,20.9,14.4,0.846
2121,21.7,15.7,0.822
2122,20.8,16,1.77
2123,19.1,16,0.829
2124,13.2,14.4,0.0754
2125,18.6,15,1.36
2126,19.9,15.6,0.76
2127,13.4,15.7,2.24
2128,11.3,13.9,0.183
2129,19.9,15.5,1.01
2130,15.5,15.3,0.838
2131,17.6,13.9,1.19
2132,19.9,15.4,0.995
2133,20.8,15.9,0.579
2134,19,15.5,1.01
2135,11.1,13.6,0.244
2136,21.3,14.7,0.746
2137,21.7,15.7,0.822
2138,20.8,16,1.77
2139,19.1,16,0.829
2140,13.2,14.4,0.0754
2141,18.5,15,1.42
2142,20.2,15.6,0.688
2143,13.4,15.7,2.24
2144,11.3,13.9,0.183
2145,20,15.6,1
2146,15.4,15.3,0.83
2147,18.9,14.6,0.854
2148,19.8,15.4,0.996
2149,20.8,15.9,0.579
2150,19,15.5,1.01
2151,11.1,13.6,0.244
2152,21.3,14.7,0.746
2153,21.7,15.7,0.822
2154,20.8,16,1.77
2155,19.1,16,0.829
2156,13.2,14.4,0.0754
2157,18.5,15,1.42
2158,19.9,15.6,0.76
2159,13.4,15.7,2.24
2160,11.3,13.9,0.183
2161,19.9,15.5,1.01
2162,15.5,15.3,0.838
2163,19.9,15.4,0.995
2164,20.8,15.9,0.522
2165,19,15.5,1.01
2166,11.1,13.6,0.244
2167,21.3,14.7,0.76
2168,21.7,15.7,0.822
2169,20.8,16,1.77
2170,19.1,16,0.829
2171,13.1,14.4,0.0743
2172,18.5,15,1.42
2173,20.2,15.6,0.688
2174,13.4,15.7,2.24
2175,11.3,13.9,0.183
2176,20,15.6,0.974
2177,15.3,15.2,0.755
2178,17.8,14.1,1.2
2179,19.9,15.4,0.995
2180,20.8,15.9,0.522
2181,18.8,15.5,1.04
2182,11.1,13.6,0.244
2183,21.3,14.7,0.76
2184,21.7,15.7,0.847
2185,20.8,16.1,1.78
2186,19.1,15.9,0.773
2187,13.1,14.4,0.0743
2188,18.5,15,1.42
2189,20.2,15.6,0.688
2190,12.9,15.6,2.34
2191,11.3,13.9,0.183
2192,20,15.6,0.974
2193,15.3,15.2,0.755
2194,18.1,14.3,1.03
2195,19.8,15.4,0.996
2196,20.8,15.9,0.579
2197,19,15.5,1.01
2198,11.1,13.6,0.244
2199,21.3,14.7,0.746
2200,21.7,15.7,0.822
2201,20.8,16,1.77
2202,19.1,16,0.829
2203,13.2,14.4,0.0754
2204,18.5,15,1.42
2205,20.2,15.6,0.688
2206,13.4,15.7,2.24
2207,11.3,13.9,0.183
2208,20,15.6,1
2209,15.5,15.3,0.838
2210,14.6,6.41,3.08
2211,17.8,7.4,3.73
2212,18.5,8.22,2.45
2213,16.2,8.48,3.92
2214,11.5,7.86,1.27
2215,13.2,7.68,2.41
2216,15.6,8.37,3.26
2217,15.5,8.85,3.43
2218,14.9,9.09,3.43
2219,8.57,8.15,0.803
2220,15.2,7.74,1.98
2221,17.5,9.05,2.38
2222,16.6,9.74,3.17
2223,14.8,9.8,3.13
2224,9.78,8.84,0.869
2225,14.8,8.45,1.86
2226,17.5,9.19,1.92
2227,18.3,10.2,2.45
2228,12,9.48,1.49
2229,16.6,9.88,4.41
2230,15.8,10.7,4.81
2231,7.45,9.84,3.75
2232,2.51,8.69,4.19
2233,1.72,7.39,4.24
2234,1.49,6.89,5.47
2235,15.8,6.56,3.26
2236,17.9,7.48,3.77
2237,18.5,8.28,2.38
2238,16.2,8.48,3.92
2239,11.5,7.86,1.27
2240,13.2,7.68,2.41
2241,15.6,8.37,3.26
2242,15.5,8.85,3.43
2243,14.9,9.09,3.43
2244,8.57,8.15,0.803
2245,15.2,7.74,1.98
2246,17.5,9.05,2.38
2247,16.6,9.74,3.16
2248,14.9,9.8,3.19
2249,9.78,8.84,0.869
2250,14.8,8.45,1.86
2251,17.5,9.19,1.92
2252,18.3,10.2,2.45
2253,12,9.48,1.49
2254,16.6,9.88,4.41
2255,15.8,10.7,4.81
2256,7.45,9.84,3.75
2257,2.51,8.69,4.19
2258,1.72,7.39,4.24
2259,1.61,6.86,5.55
2260,18.5,8.33,2.4
2261,16.2,8.48,3.92
2262,11.5,7.86,1.27
2263,13.2,7.68,2.41
2264,15.6,8.37,3.26
2265,15.5,8.85,3.43
2266,15,9.09,3.44
2267,8.57,8.15,0.803
2268,15.2,7.74,1.98
2269,17.4,8.99,2.35
2270,16.6,9.72,3.16
2271,14.9,9.8,3.19
2272,9.82,8.85,0.883
2273,14.7,8.44,1.84
2274,17.5,9.19,1.92
2275,18.3,10.2,2.45
2276,12.1,9.49,1.5
2277,16.6,9.85,4.34
2278,15.8,10.7,4.81
2279,7.45,9.84,3.75
2280,2.53,8.7,4.17
2281,1.72,7.39,4.24
2282,1.51,6.9,5.47
2283,17,6.81,3.42
2284,17.9,7.48,3.77
2285,18.5,8.28,2.38
2286,16.2,8.48,3.92
2287,11.5,7.86,1.27
2288,13.2,7.68,2.41
2289,15.6,8.37,3.26
2290,15.5,8.85,3.43
2291,15,9.09,3.44
2292,8.57,8.15,0.803
2293,15.2,7.74,1.98
2294,17.4,9.02,2.37
2295,16.6,9.74,3.16
2296,14.9,9.8,3.19
2297,9.82,8.85,0.883
2298,14.7,8.44,1.84
2299,17.5,9.19,1.92
2300,18.3,10.2,2.45
2301,12.1,9.49,1.5
2302,16.6,9.85,4.34
2303,15.8,10.7,4.81
2304,7.45,9.84,3.75
2305,2.51,8.69,4.19
2306,1.72,7.39,4.24
2307,1.49,6.89,5.47
2308,18.5,8.21,2.48
2309,16.2,8.48,3.92
2310,11.5,7.86,1.27
2311,13.2,7.68,2.41
2312,15.6,8.37,3.26
2313,15.5,8.85,3.43
2314,14.9,9.09,3.43
2315,8.57,8.15,0.803
2316,15.2,7.74,1.98
2317,17.5,9.05,2.38
2318,16.6,9.74,3.16
2319,14.9,9.8,3.19
2320,9.78,8.84,0.869
2321,14.8,8.45,1.86
2322,17.5,9.19,1.92
2323,18.3,10.2,2.45
2324,12,9.48,1.49
2325,16.6,9.85,4.34
2326,15.8,10.7,4.81
2327,7.45,9.84,3.75
2328,2.51,8.69,4.19
2329,1.72,7.39,4.24
2330,1.49,6.89,5.47
2331,15,6.45,3.14
2332,17.9,7.46,3.77
2333,18.5,8.28,2.38
2334,16.2,8.48,3.92
2335,11.5,7.86,1.27
2336,13.2,7.68,2.41
2337,15.6,8.37,3.26
2338,15.5,8.85,3.43
2339,15,9.09,3.44
2340,8.57,8.15,0.803
2341,15.2,7.74,1.98
2342,17.6,8.83,2.15
2343,16.6,9.72,3.16
2344,14.9,9.8,3.19
2345,9.82,8.85,0.883
2346,14.7,8.44,1.84
2347,17.5,9.19,1.92
2348,18.3,10.2,2.45
2349,12.1,9.49,1.5
2350,16.6,9.85,4.34
2351,15.9,10.7,4.85
2352,7.45,9.84,3.75
2353,2.5,8.68,4.19
2354,1.72,7.39,4.24
2355,1.41,6.89,5.44
2356,16,6.59,3.32
2357,17.9,7.48,3.77
2358,18.5,8.28,2.38
2359,16.2,8.48,3.92
2360,11.5,7.86,1.27
2361,13.1,7.68,2.33
2362,15.6,8.35,3.24
2363,15.5,8.84,3.44
2364,15,9.09,3.44
2365,8.61,8.16,0.822
2366,14.9,7.7,2
2367,17.6,8.83,2.15
2368,16.6,9.71,3.15
2369,15,9.8,3.25
2370,9.85,8.86,0.898
2371,14.6,8.42,1.83
2372,17.6,9.25,1.97
2373,18.3,10.2,2.43
2374,12.1,9.49,1.5
2375,16.5,9.83,4.28
2376,15.9,10.7,4.89
2377,7.55,9.86,3.76
2378,2.5,8.68,4.19
2379,1.73,7.4,4.23
2380,1.44,6.89,5.45
2381,18.4,8.35,2.46
2382,16.2,8.48,3.92
2383,11.5,7.86,1.27
2384,13.1,7.68,2.33
2385,15.6,8.35,3.24
2386,15.5,8.84,3.44
2387,15,9.09,3.44
2388,8.61,8.16,0.822
2389,15,7.72,1.99
2390,17.6,8.83,2.15
2391,16.6,9.72,3.16
2392,14.9,9.8,3.19
2393,9.82,8.85,0.883
2394,14.7,8.44,1.84
2395,17.5,9.19,1.92
2396,18.3,10.2,2.43
2397,12.1,9.49,1.5
2398,16.5,9.83,4.28
2399,15.9,10.7,4.85
2400,7.5,9.85,3.75
2401,2.5,8.68,4.19
2402,1.73,7.4,4.23
2403,1.44,6.89,5.45
2404,17.9,7.48,3.77
2405,18.5,8.28,2.38
2406,16.2,8.48,3.92
2407,11.5,7.86,1.27
2408,13.1,7.68,2.33
2409,15.6,8.35,3.24
2410,15.5,8.84,3.44
2411,15,9.09,3.44
2412,8.61,8.16,0.822
2413,14.9,7.7,2
2414,17.5,8.8,2.14
2415,16.6,9.71,3.15
2416,15,9.8,3.25
2417,9.85,8.86,0.898
2418,14.6,8.42,1.83
2419,17.5,9.19,1.92
2420,18.3,10.2,2.43
2421,12.1,9.49,1.5
2422,16.5,9.8,4.21
2423,16.4,10.7,4.96
2424,7.55,9.86,3.76
2425,2.5,8.68,4.19
2426,1.73,7.4,4.23
2427,1.44,6.89,5.45
2428,18.5,8.19,2.51
2429,16.2,8.48,3.92
2430,11.5,7.86,1.27
2431,13.2,7.68,2.41
2432,15.6,8.37,3.26
2433,15.5,8.85,3.43
2434,15,9.09,3.44
2435,8.61,8.16,0.822
2436,15,7.72,1.99
2437,17.6,8.83,2.15
2438,16.6,9.72,3.16
2439,14.9,9.8,3.19
2440,9.82,8.85,0.883
2441,14.7,8.44,1.84
2442,17.5,9.19,1.92
2443,18.3,10.2,2.45
2444,12.1,9.49,1.5
2445,16.6,9.85,4.34
2446,15.9,10.7,4.85
2447,7.45,9.84,3.75
2448,2.5,8.68,4.19
2449,1.72,7.39,4.24
2450,1.41,6.89,5.44
2451,15,6.45,3.14
2452,17.9,7.43,3.76
2453,18.5,8.26,2.4
2454,15.9,8.49,4.06
2455,11.4,7.85,1.26
2456,13,7.67,2.26
2457,15.4,8.19,3.12
2458,15.5,8.82,3.47
2459,15,9.09,3.44
2460,8.61,8.16,0.822
2461,14.6,7.66,2.02
2462,17.5,8.77,2.13
2463,16.7,9.7,3.14
2464,15,9.8,3.25
2465,9.82,8.85,0.883
2466,14.6,8.42,1.83
2467,17.4,9.16,1.9
2468,18.3,10.2,2.42
2469,11.9,9.51,1.45
2470,16.5,9.78,4.15
2471,16.4,10.7,5.08
2472,7.6,9.86,3.77
2473,2.5,8.69,4.2
2474,1.72,7.39,4.24
2475,1.49,6.89,5.47
2476,16.3,6.64,3.4
2477,17.9,7.48,3.77
2478,18.5,8.28,2.38
2479,16,8.48,3.99
2480,11.4,7.85,1.26
2481,12.9,7.67,2.19
2482,15.4,8.17,3.09
2483,15.5,8.82,3.47
2484,15,9.08,3.45
2485,8.61,8.16,0.822
2486,14.3,7.64,2
2487,17.5,8.75,2.12
2488,16.7,9.7,3.14
2489,15,9.8,3.25
2490,9.85,8.86,0.898
2491,14.4,8.4,1.81
2492,17.4,9.16,1.9
2493,18.5,10.1,2.35
2494,12,9.52,1.46
2495,16.5,9.78,4.15
2496,16.5,10.7,5.12
2497,7.66,9.87,3.78
2498,2.5,8.69,4.2
2499,1.72,7.39,4.24
2500,1.49,6.89,5.47
2501,18.4,8.37,2.57
2502,16,8.48,3.99
2503,11.4,7.85,1.26
2504,13,7.67,2.26
2505,15.4,8.19,3.12
2506,15.5,8.82,3.47
2507,15,9.09,3.44
2508,8.61,8.16,0.822
2509,14.4,7.65,2.02
2510,17.5,8.75,2.12
2511,16.7,9.7,3.14
2512,15,9.8,3.25
2513,9.82,8.85,0.883
2514,14.4,8.4,1.81
2515,17.4,9.16,1.9
2516,18.3,10.2,2.42
2517,11.9,9.51,1.45
2518,16.5,9.78,4.15
2519,16.4,10.7,5.08
2520,7.6,9.86,3.77
2521,2.5,8.69,4.2
2522,1.72,7.39,4.24
2523,1.49,6.89,5.47
2524,18.5,8.13,2.64
2525,16,8.48,3.99
2526,11.4,7.85,1.26
2527,12.9,7.67,2.19
2528,15.4,8.17,3.09
2529,15.5,8.82,3.47
2530,15,9.08,3.45
2531,8.61,8.16,0.822
2532,14.3,7.64,2
2533,17.5,8.75,2.12
2534,16.7,9.7,3.14
2535,15,9.8,3.25
2536,9.85,8.86,0.898
2537,14.4,8.4,1.81
2538,17.4,9.16,1.9
2539,18.3,10.2,2.42
2540,12,9.52,1.46
2541,16.5,9.78,4.15
2542,16.5,10.7,5.12
2543,7.66,9.87,3.78
2544,2.5,8.69,4.2
2545,1.72,7.39,4.24
2546,1.49,6.89,5.47
2547,18.5,8.28,2.38
2548,15.9,8.49,4.06
2549,11.4,7.85,1.26
2550,13,7.67,2.26
2551,15.4,8.19,3.12
2552,15.5,8.82,3.47
2553,15,9.09,3.44
2554,8.57,8.15,0.803
2555,14.6,7.66,2.02
2556,17.5,8.77,2.13
2557,16.7,9.7,3.14
2558,15,9.8,3.25
2559,9.82,8.85,0.883
2560,14.6,8.42,1.83
2561,17.4,9.16,1.9
2562,18.3,10.2,2.43
2563,11.9,9.51,1.45
2564,16.5,9.78,4.15
2565,16.4,10.7,5.08
2566,7.6,9.86,3.77
2567,2.5,8.69,4.2
2568,1.72,7.39,4.24
2569,1.46,6.89,5.46
2570,15.1,6.47,3.16
2571,17.9,7.46,3.77
2572,18.5,8.26,2.4
2573,16,8.48,3.99
2574,11.4,7.85,1.26
2575,13.1,7.68,2.33
2576,15.6,8.35,3.24
2577,15.5,8.84,3.44
2578,15,9.09,3.44
2579,8.57,8.15,0.803
2580,14.7,7.68,2.01
2581,17.5,8.8,2.14
2582,16.6,9.71,3.15
2583,15,9.8,3.25
2584,9.78,8.84,0.869
2585,14.6,8.42,1.83
2586,17.5,9.19,1.92
2587,13,9.58,1.6
2588,12.9,9.56,1.66
2589,16.5,9.8,4.21
2590,16.4,10.7,5.02
2591,7.55,9.86,3.76
2592,2.5,8.68,4.19
2593,1.73,7.4,4.23
2594,1.44,6.89,5.45
2595,16.4,6.66,3.42
2596,17.9,7.48,3.77
2597,18.5,8.28,2.38
2598,16,8.48,3.99
2599,11.4,7.85,1.26
2600,13.1,7.68,2.33
2601,15.6,8.35,3.24
2602,15.5,8.82,3.47
2603,15,9.09,3.44
2604,8.57,8.15,0.803
2605,14.7,7.68,2.01
2606,17.5,8.8,2.14
2607,16.6,9.71,3.15
2608,15,9.8,3.25
2609,9.78,8.84,0.869
2610,14.6,8.42,1.83
2611,17.4,9.16,1.9
2612,18.3,10.2,2.43
2613,11.9,9.51,1.45
2614,16.5,9.8,4.21
2615,16.4,10.7,5.02
2616,7.55,9.86,3.76
2617,2.5,8.68,4.19
2618,1.73,7.4,4.23
2619,1.46,6.89,5.46
2620,18.4,8.38,2.63
2621,15.9,8.49,4.06
2622,11.4,7.85,1.26
2623,13.1,7.68,2.33
2624,15.4,8.19,3.12
2625,15.5,8.82,3.47
2626,15,9.09,3.44
2627,8.57,8.15,0.803
2628,14.6,7.66,2.02
2629,17.5,8.77,2.13
2630,16.7,9.7,3.14
2631,15,9.8,3.25
2632,9.82,8.85,0.883
2633,14.6,8.42,1.83
2634,17.4,9.16,1.9
2635,18.3,10.2,2.43
2636,11.9,9.51,1.45
2637,16.5,9.78,4.15
2638,16.4,10.7,5.08
2639,7.6,9.86,3.77
2640,2.5,8.69,4.2
2641,1.72,7.39,4.24
2642,1.46,6.89,5.46
2643,18.4,7.9,2.99
2644,18.5,8.29,2.37
2645,15.9,8.49,4.06
2646,11.4,7.85,1.26
2647,13.1,7.68,2.33
2648,15.4,8.19,3.12
2649,15.5,8.82,3.47
2650,15,9.09,3.44
2651,8.57,8.15,0.803
2652,14.6,7.66,2.02
2653,17.5,8.8,2.14
2654,16.6,9.71,3.15
2655,15,9.8,3.25
2656,9.82,8.85,0.883
2657,14.6,8.42,1.83
2658,17.4,9.16,1.9
2659,18.3,10.2,2.43
2660,11.9,9.51,1.45
2661,16.5,9.8,4.21
2662,16.4,10.7,5.08
2663,7.6,9.86,3.77
2664,2.5,8.69,4.2
2665,1.72,7.39,4.24
2666,1.46,6.89,5.46
2667,18.5,8.24,2.42
2668,16,8.48,3.99
2669,11.4,7.85,1.26
2670,13.1,7.68,2.33
2671,15.6,8.35,3.24
2672,15.5,8.84,3.44
2673,15,9.09,3.44
2674,8.57,8.15,0.803
2675,14.7,7.68,2.01
2676,17.5,8.8,2.14
2677,16.6,9.71,3.15
2678,15,9.8,3.25
2679,9.78,8.84,0.869
2680,14.6,8.42,1.83
2681,17.4,9.16,1.9
2682,18.3,10.2,2.43
2683,11.9,9.51,1.45
2684,16.5,9.8,4.21
2685,16.4,10.7,5.02
2686,7.55,9.86,3.76
2687,2.5,8.68,4.19
2688,1.73,7.4,4.23
2689,1.46,6.89,5.46
2690,20.9,15.2,2.03
2691,21.7,16.1,2.12
2692,21.6,16.5,2.12
2693,20.4,16.6,1.44
2694,14.8,15.1,0.787
2695,21.9,15.6,1.87
2696,23.5,16.9,2.18
2697,23.6,17.4,2.34
2698,22,17.2,1.62
2699,15.5,15.5,0.735
2700,24,15.8,2.34
2701,25.1,16.5,1.93
2702,25.2,17,2
2703,23.4,17.1,1.27
2704,17.9,16.2,2.13
2705,10.5,15.5,3.34
2706,10.7,15.4,2.09
2707,10.5,14.3,2.08
2708,17.1,15.1,4.53
2709,17,15.8,4.15
2710,15.2,15.7,2.59
2711,13.1,14.7,1.82
2712,16.9,15.2,4.2
2713,17.8,15.6,4.25
2714,16.9,15.6,2.96
2715,14.1,14.6,1.8
2716,20.9,15.2,2.07
2717,21.7,16.1,2.12
2718,21.6,16.5,2.12
2719,20.4,16.6,1.44
2720,14.8,15.1,0.787
2721,21.9,15.6,1.87
2722,23.5,16.9,2.18
2723,23.6,17.4,2.34
2724,22,17.2,1.62
2725,15.5,15.5,0.735
2726,24,15.8,2.34
2727,25.1,16.5,1.93
2728,25.2,17,2
2729,23.4,17.1,1.27
2730,17.9,16.2,2.14
2731,10.5,15.5,3.34
2732,10.7,15.4,2.09
2733,10.5,14.3,2.08
2734,17.1,15.1,4.53
2735,17,15.8,4.15
2736,15.2,15.7,2.59
2737,13.1,14.7,1.82
2738,16.9,15.2,4.2
2739,17.8,15.6,4.25
2740,16.9,15.6,2.96
2741,14.1,14.6,1.8
2742,21.1,15.3,2.21
2743,21.7,16.1,2.12
2744,21.6,16.5,2.12
2745,20.4,16.6,1.4
2746,14.8,15.1,0.784
2747,21.9,15.6,1.87
2748,23.5,16.9,2.18
2749,23.6,17.4,2.34
2750,22,17.2,1.62
2751,16,15.5,0.82
2752,24.1,15.8,2.36
2753,25.3,16.6,2.05
2754,25.2,17,2
2755,23.4,17.1,1.27
2756,17.5,16.2,2.2
2757,10.5,15.5,3.34
2758,10.7,15.4,2.09
2759,10.5,14.3,2.08
2760,17.1,15.1,4.53
2761,17,15.8,4.15
2762,15.2,15.7,2.59
2763,13.1,14.7,1.83
2764,16.9,15.2,4.2
2765,17.8,15.6,4.25
2766,16.8,15.6,2.87
2767,14.1,14.6,1.8
2768,21.3,15.5,2.25
2769,21.7,16.1,2.12
2770,21.6,16.5,2.12
2771,20.4,16.6,1.44
2772,15.3,15.1,0.867
2773,22.1,15.8,1.81
2774,23.5,16.9,2.18
2775,23.6,17.4,2.34
2776,22,17.2,1.62
2777,16,15.5,0.82
2778,24.1,15.8,2.36
2779,25.1,16.5,1.9
2780,25.2,17,2
2781,23.4,17.1,1.27
2782,17.9,16.2,2.14
2783,10.5,15.5,3.34
2784,10.7,15.4,2.09
2785,10.5,14.3,2.08
2786,17.1,15.1,4.53
2787,17,15.8,4.15
2788,15.2,15.7,2.59
2789,13.1,14.7,1.82
2790,16.9,15.2,4.2
2791,17.8,15.6,4.25
2792,16.9,15.6,2.96
2793,14.1,14.6,1.8
2794,21.4,15.6,2.19
2795,21.7,16.1,2.12
2796,21.6,16.5,2.12
2797,20.4,16.6,1.44
2798,14.8,15.1,0.787
2799,21.9,15.6,1.87
2800,23.5,16.9,2.18
2801,23.6,17.4,2.34
2802,22,17.2,1.62
2803,16,15.5,0.82
2804,24,15.8,2.34
2805,25.1,16.5,1.93
2806,25.2,17,2
2807,23.4,17.1,1.27
2808,17.9,16.2,2.14
2809,10.5,15.5,3.34
2810,10.7,15.4,2.09
2811,10.5,14.3,2.08
2812,17.1,15.1,4.53
2813,17,15.8,4.15
2814,15.2,15.7,2.59
2815,13.1,14.7,1.82
2816,16.9,15.2,4.2
2817,17.8,15.6,4.25
2818,16.9,15.6,2.96
2819,14.1,14.6,1.8
2820,20.9,15.2,2.03
2821,21.7,16.1,2.12
2822,21.6,16.6,2.11
2823,20.4,16.6,1.4
2824,14.8,15.1,0.784
2825,21.9,15.6,1.87
2826,23.5,16.9,2.19
2827,23.6,17.4,2.35
2828,22,17.2,1.62
2829,16,15.5,0.82
2830,24.1,15.8,2.36
2831,25.3,16.6,2.05
2832,25.2,17,1.98
2833,23.3,17.1,1.25
2834,17.5,16.2,2.2
2835,10.5,15.5,3.36
2836,10.7,15.4,2.08
2837,10.5,14.3,2.08
2838,17.1,15.1,4.53
2839,17,15.8,4.15
2840,15.2,15.7,2.52
2841,13.1,14.7,1.83
2842,16.9,15.2,4.2
2843,17.8,15.6,4.25
2844,16.8,15.6,2.87
2845,14.1,14.6,1.8
2846,20.9,15.2,2.07
2847,21.7,16.1,2.12
2848,21.6,16.6,2.11
2849,20.4,16.6,1.4
2850,14.8,15.1,0.784
2851,21.9,15.6,1.87
2852,23.5,16.9,2.19
2853,23.6,17.4,2.35
2854,22,17.2,1.62
2855,16,15.5,0.82
2856,24.1,15.8,2.38
2857,25.3,16.6,2.05
2858,25.2,17,1.98
2859,23.3,17.1,1.25
2860,17.4,16.2,2.21
2861,10.5,15.5,3.38
2862,10.7,15.4,2.08
2863,10.5,14.3,2.08
2864,17.1,15.1,4.55
2865,17,15.8,4.15
2866,15.2,15.7,2.52
2867,13.1,14.7,1.83
2868,16.9,15.2,4.23
2869,17.8,15.6,4.25
2870,16.8,15.6,2.87
2871,14.1,14.6,1.8
2872,21.1,15.4,2.27
2873,21.7,16.1,2.12
2874,21.6,16.6,2.11
2875,20.4,16.6,1.4
2876,14.8,15.1,0.784
2877,21.9,15.6,1.87
2878,23.5,16.9,2.19
2879,23.6,17.4,2.35
2880,22,17.2,1.62
2881,16,15.5,0.82
2882,24.1,15.8,2.38
2883,25.3,16.6,2.05
2884,25.2,17,1.98
2885,23.3,17.1,1.25
2886,17.4,16.2,2.21
2887,10.5,15.5,3.36
2888,10.7,15.4,2.08
2889,10.5,14.3,2.08
2890,17.1,15.1,4.55
2891,17,15.8,4.15
2892,15.2,15.7,2.52
2893,13.1,14.7,1.83
2894,16.9,15.2,4.23
2895,17.8,15.6,4.25
2896,16.8,15.6,2.87
2897,14.1,14.6,1.8
2898,21.4,15.6,2.25
2899,21.7,16.1,2.12
2900,21.6,16.6,2.11
2901,19.6,16.5,1.31
2902,15.2,15,0.863
2903,21.9,15.6,1.87
2904,23.5,16.9,2.19
2905,23.6,17.4,2.35
2906,21.1,17.1,1.38
2907,16,15.5,0.82
2908,24.1,15.8,2.38
2909,25.3,16.6,2.04
2910,25.2,17,1.94
