Institute,ProjectNo,ExpNo,PlotNo,ReplNo,DataSource,Experiment,Treatment,Repetition,ShiftNo,StartTime,EndTime,ShiftLen,Volatil,SoilType,ClayPct,SiltPct,TRUEPct,OMPctC,SoilWater,SoilMoist,SoilpH,AirTemp,HeightAirT,SoilTemp,DepthSoilT,Radiation,WindSpeed,HeightWind,Rain,ManureType,ManureTreat,ManureBed,ManureDM,ManureNTot,ManureTAN,ManureUAc,ManurepH,ManureAppl,ManureRate,ManureInc,ManureISpd,CropType,CropHeight,MeasTech,SoilPreTrt
CRPA,2,2,6,3,10,12,2,3,11,"1998/07/18 07:57:00","1998/07/18 12:04:00",4.11666666716337,0.33887611336256,3,40,46,14,2.6,,1,7.5,23.4911111111111,30,16.3611111111111,5,,0.75546913580247,200,,1,0,0,1.459,2.93,2.43,,7.95,0,70,0,,1,3,3,
CRPA,3,1,1,0,10,13,1,1,1,"1994/08/01 11:20:00","1994/08/01 12:20:00",1.00000000081491,1.12953705166629,3,39,45,16,2.47,,2,7.6,35,30,,,,1.36,25,,1,2,0,1.179,2.94,1.82,,,0,85,0,,3,,1,
CRPA,3,1,1,0,10,13,1,1,2,"1994/08/01 12:20:00","1994/08/01 14:20:00",1.99999999918509,0.7589603720181,3,39,45,16,2.47,,2,7.6,35,30,,,,1.36,25,,1,2,0,1.179,2.94,1.82,,,0,85,0,,3,,1,
CRPA,3,1,1,0,10,13,1,1,3,"1994/08/01 14:20:00","1994/08/01 17:20:00",3,0.99566647956532,3,39,45,16,2.47,,2,7.6,34,30,,,,1.36,25,,1,2,0,1.179,2.94,1.82,,,0,85,0,,3,,1,
CRPA,3,1,1,0,10,13,1,1,4,"1994/08/01 17:20:00","1994/08/01 20:20:00",3,0.06387503116367,3,39,45,16,2.47,,2,7.6,24,30,,,,1.36,25,,1,2,0,1.179,2.94,1.82,,,0,85,0,,3,,1,
CRPA,3,1,1,0,10,13,1,1,5,"1994/08/01 20:20:00","1994/08/01 23:20:00",3,0.03841342962404,3,39,45,16,2.47,,2,7.6,20,30,,,,1.36,25,,1,2,0,1.179,2.94,1.82,,,0,85,0,,3,,1,
CRPA,3,1,1,0,10,13,1,1,6,"1994/08/01 23:20:00","1994/08/02 02:20:00",3,0.06280817689976,3,39,45,16,2.47,,2,7.6,19,30,,,,1.36,25,,1,2,0,1.179,2.94,1.82,,,0,85,0,,3,,1,
CRPA,3,1,1,0,10,13,1,1,7,"1994/08/02 02:20:00","1994/08/02 05:20:00",3,0.2335010909741,3,39,45,16,2.47,,2,7.6,17,30,,,,1.36,25,,1,2,0,1.179,2.94,1.82,,,0,85,0,,3,,1,
CRPA,3,1,1,0,10,13,1,1,8,"1994/08/02 05:20:00","1994/08/02 11:20:00",6,0.28082646320118,3,39,45,16,2.47,,2,7.6,21,30,,,,1.36,25,,1,2,0,1.179,2.94,1.82,,,0,85,0,,3,,1,
CRPA,3,1,1,0,10,13,1,1,9,"1994/08/02 11:20:00","1994/08/02 14:20:00",3,0.06740837071651,3,39,45,16,2.47,,2,7.6,33,30,,,,1.36,25,,1,2,0,1.179,2.94,1.82,,,0,85,0,,3,,1,
CRPA,3,1,1,0,10,13,1,1,10,"1994/08/02 14:20:00","1994/08/02 17:20:00",3,0.40414674952906,3,39,45,16,2.47,,2,7.6,36,30,,,,1.36,25,,1,2,0,1.179,2.94,1.82,,,0,85,0,,3,,1,
CRPA,3,1,1,0,10,13,1,1,11,"1994/08/02 17:20:00","1994/08/02 20:20:00",3,0.22026662943991,3,39,45,16,2.47,,2,7.6,34,30,,,,1.36,25,,1,2,0,1.179,2.94,1.82,,,0,85,0,,3,,1,
CRPA,3,1,1,0,10,13,1,1,12,"1994/08/02 20:20:00","1994/08/02 23:20:00",3,0.14193466350271,3,39,45,16,2.47,,2,7.6,26,30,,,,1.36,25,,1,2,0,1.179,2.94,1.82,,,0,85,0,,3,,1,
CRPA,3,1,1,0,10,13,1,1,13,"1994/08/02 23:20:00","1994/08/03 05:20:00",6,0.03297876260044,3,39,45,16,2.47,,2,7.6,20,30,,,,1.36,25,,1,2,0,1.179,2.94,1.82,,,0,85,0,,3,,1,
CRPA,3,1,1,0,10,13,1,1,14,"1994/08/03 05:20:00","1994/08/03 11:20:00",6,0.00974789027781,3,39,45,16,2.47,,2,7.6,22,30,,,,1.36,25,,1,2,0,1.179,2.94,1.82,,,0,85,0,,3,,1,
CRPA,3,1,1,0,10,13,1,1,15,"1994/08/03 11:20:00","1994/08/03 23:20:00",12,0.04869545353416,3,39,45,16,2.47,,2,7.6,33,30,,,,1.36,25,,1,2,0,1.179,2.94,1.82,,,0,85,0,,3,,1,
CRPA,3,1,1,0,10,13,1,1,16,"1994/08/03 23:20:00","1994/08/04 11:20:00",12,0.01225730696559,3,39,45,16,2.47,,2,7.6,21,30,,,,1.36,25,,1,2,0,1.179,2.94,1.82,,,0,85,0,,3,,1,
CRPA,3,1,2,1,10,13,1,2,1,"1994/08/01 11:20:00","1994/08/01 12:20:00",1.00000000081491,3.35354363951943,3,39,45,16,2.47,,2,7.6,35,30,,,,1.25,25,,1,0,0,3.2,3.22,1.93,,,0,78,0,,3,,1,
CRPA,3,1,2,1,10,13,1,2,2,"1994/08/01 12:20:00","1994/08/01 14:20:00",1.99999999918509,2.77371923913489,3,39,45,16,2.47,,2,7.6,35,30,,,,1.25,25,,1,0,0,3.2,3.22,1.93,,,0,78,0,,3,,1,
CRPA,3,1,2,1,10,13,1,2,3,"1994/08/01 14:20:00","1994/08/01 17:20:00",3,2.38605092004455,3,39,45,16,2.47,,2,7.6,34,30,,,,1.25,25,,1,0,0,3.2,3.22,1.93,,,0,78,0,,3,,1,
CRPA,3,1,2,1,10,13,1,2,4,"1994/08/01 17:20:00","1994/08/01 20:20:00",3,1.19077980127411,3,39,45,16,2.47,,2,7.6,24,30,,,,1.25,25,,1,0,0,3.2,3.22,1.93,,,0,78,0,,3,,1,
CRPA,3,1,2,1,10,13,1,2,5,"1994/08/01 20:20:00","1994/08/01 23:20:00",3,0.75590876522492,3,39,45,16,2.47,,2,7.6,20,30,,,,1.25,25,,1,0,0,3.2,3.22,1.93,,,0,78,0,,3,,1,
CRPA,3,1,2,1,10,13,1,2,6,"1994/08/01 23:20:00","1994/08/02 02:20:00",3,0.54949331567204,3,39,45,16,2.47,,2,7.6,19,30,,,,1.25,25,,1,0,0,3.2,3.22,1.93,,,0,78,0,,3,,1,
CRPA,3,1,2,1,10,13,1,2,7,"1994/08/02 02:20:00","1994/08/02 05:20:00",3,0.29510168700974,3,39,45,16,2.47,,2,7.6,17,30,,,,1.25,25,,1,0,0,3.2,3.22,1.93,,,0,78,0,,3,,1,
CRPA,3,1,2,1,10,13,1,2,8,"1994/08/02 05:20:00","1994/08/02 11:20:00",6,0.50181570241334,3,39,45,16,2.47,,2,7.6,21,30,,,,1.25,25,,1,0,0,3.2,3.22,1.93,,,0,78,0,,3,,1,
CRPA,3,1,2,1,10,13,1,2,9,"1994/08/02 11:20:00","1994/08/02 14:20:00",3,0.32703750713566,3,39,45,16,2.47,,2,7.6,33,30,,,,1.25,25,,1,0,0,3.2,3.22,1.93,,,0,78,0,,3,,1,
CRPA,3,1,2,1,10,13,1,2,10,"1994/08/02 14:20:00","1994/08/02 17:20:00",3,0.26727106469375,3,39,45,16,2.47,,2,7.6,36,30,,,,1.25,25,,1,0,0,3.2,3.22,1.93,,,0,78,0,,3,,1,
CRPA,3,1,2,1,10,13,1,2,11,"1994/08/02 17:20:00","1994/08/02 20:20:00",3,0.1205398263723,3,39,45,16,2.47,,2,7.6,34,30,,,,1.25,25,,1,0,0,3.2,3.22,1.93,,,0,78,0,,3,,1,
CRPA,3,1,2,1,10,13,1,2,12,"1994/08/02 20:20:00","1994/08/02 23:20:00",3,0.14167464149474,3,39,45,16,2.47,,2,7.6,26,30,,,,1.25,25,,1,0,0,3.2,3.22,1.93,,,0,78,0,,3,,1,
CRPA,3,1,2,1,10,13,1,2,13,"1994/08/02 23:20:00","1994/08/03 05:20:00",6,0.26605741502257,3,39,45,16,2.47,,2,7.6,20,30,,,,1.25,25,,1,0,0,3.2,3.22,1.93,,,0,78,0,,3,,1,
CRPA,3,1,2,1,10,13,1,2,14,"1994/08/03 05:20:00","1994/08/03 11:20:00",6,0.36018292945102,3,39,45,16,2.47,,2,7.6,22,30,,,,1.25,25,,1,0,0,3.2,3.22,1.93,,,0,78,0,,3,,1,
CRPA,3,1,2,1,10,13,1,2,15,"1994/08/03 11:20:00","1994/08/03 23:20:00",12,0.14429779179675,3,39,45,16,2.47,,2,7.6,33,30,,,,1.25,25,,1,0,0,3.2,3.22,1.93,,,0,78,0,,3,,1,
CRPA,3,1,2,1,10,13,1,2,16,"1994/08/03 23:20:00","1994/08/04 11:20:00",12,0.22187438738306,3,39,45,16,2.47,,2,7.6,21,30,,,,1.25,25,,1,0,0,3.2,3.22,1.93,,,0,78,0,,3,,1,
CRPA,3,1,3,2,10,13,1,3,1,"1994/08/01 12:15:00","1994/08/01 13:15:00",0.99999999837019,2.42197031167613,3,39,45,16,2.47,,2,7.6,35,30,,,,1.25,25,,1,0,0,3.2,3.22,1.93,,,0,78,0,,3,,1,
CRPA,3,1,3,2,10,13,1,3,2,"1994/08/01 13:15:00","1994/08/01 15:15:00",2.00000000162981,2.42308962895475,3,39,45,16,2.47,,2,7.6,35,30,,,,1.25,25,,1,0,0,3.2,3.22,1.93,,,0,78,0,,3,,1,
CRPA,3,1,3,2,10,13,1,3,3,"1994/08/01 15:15:00","1994/08/01 18:15:00",3,2.10405895465993,3,39,45,16,2.47,,2,7.6,34,30,,,,1.25,25,,1,0,0,3.2,3.22,1.93,,,0,78,0,,3,,1,
CRPA,3,1,3,2,10,13,1,3,4,"1994/08/01 18:15:00","1994/08/01 21:15:00",3,0.84856115471127,3,39,45,16,2.47,,2,7.6,24,30,,,,1.25,25,,1,0,0,3.2,3.22,1.93,,,0,78,0,,3,,1,
CRPA,3,1,3,2,10,13,1,3,5,"1994/08/01 21:15:00","1994/08/02 00:15:00",3,0.92516613369261,3,39,45,16,2.47,,2,7.6,20,30,,,,1.25,25,,1,0,0,3.2,3.22,1.93,,,0,78,0,,3,,1,
CRPA,3,1,3,2,10,13,1,3,6,"1994/08/02 00:15:00","1994/08/02 03:15:00",3,1.15585432935439,3,39,45,16,2.47,,2,7.6,19,30,,,,1.25,25,,1,0,0,3.2,3.22,1.93,,,0,78,0,,3,,1,
CRPA,3,1,3,2,10,13,1,3,7,"1994/08/02 03:15:00","1994/08/02 06:15:00",3,0.64353642379337,3,39,45,16,2.47,,2,7.6,17,30,,,,1.25,25,,1,0,0,3.2,3.22,1.93,,,0,78,0,,3,,1,
CRPA,3,1,3,2,10,13,1,3,8,"1994/08/02 06:15:00","1994/08/02 12:15:00",6,0.52483607565558,3,39,45,16,2.47,,2,7.6,21,30,,,,1.25,25,,1,0,0,3.2,3.22,1.93,,,0,78,0,,3,,1,
CRPA,3,1,3,2,10,13,1,3,9,"1994/08/02 12:15:00","1994/08/02 15:15:00",3,0.29587084789845,3,39,45,16,2.47,,2,7.6,33,30,,,,1.25,25,,1,0,0,3.2,3.22,1.93,,,0,78,0,,3,,1,
CRPA,3,1,3,2,10,13,1,3,10,"1994/08/02 15:15:00","1994/08/02 18:15:00",3,0.34289250337221,3,39,45,16,2.47,,2,7.6,36,30,,,,1.25,25,,1,0,0,3.2,3.22,1.93,,,0,78,0,,3,,1,
CRPA,3,1,3,2,10,13,1,3,11,"1994/08/02 18:15:00","1994/08/02 21:15:00",3,0.21919737072179,3,39,45,16,2.47,,2,7.6,34,30,,,,1.25,25,,1,0,0,3.2,3.22,1.93,,,0,78,0,,3,,1,
CRPA,3,1,3,2,10,13,1,3,12,"1994/08/02 21:15:00","1994/08/03 00:15:00",3,0.31122358444465,3,39,45,16,2.47,,2,7.6,26,30,,,,1.25,25,,1,0,0,3.2,3.22,1.93,,,0,78,0,,3,,1,
CRPA,3,1,3,2,10,13,1,3,13,"1994/08/03 00:15:00","1994/08/03 06:15:00",6,0.45484425146848,3,39,45,16,2.47,,2,7.6,20,30,,,,1.25,25,,1,0,0,3.2,3.22,1.93,,,0,78,0,,3,,1,
CRPA,3,1,3,2,10,13,1,3,14,"1994/08/03 06:15:00","1994/08/03 12:15:00",6,0.31590975506347,3,39,45,16,2.47,,2,7.6,22,30,,,,1.25,25,,1,0,0,3.2,3.22,1.93,,,0,78,0,,3,,1,
CRPA,3,1,3,2,10,13,1,3,15,"1994/08/03 12:15:00","1994/08/04 00:15:00",12,0.13322671740773,3,39,45,16,2.47,,2,7.6,33,30,,,,1.25,25,,1,0,0,3.2,3.22,1.93,,,0,78,0,,3,,1,
CRPA,3,1,3,2,10,13,1,3,16,"1994/08/04 00:15:00","1994/08/04 12:15:00",12,0.19561027105217,3,39,45,16,2.47,,2,7.6,21,30,,,,1.25,25,,1,0,0,3.2,3.22,1.93,,,0,78,0,,3,,1,
CRPA,3,2,1,0,10,14,1,1,1,"1995/07/19 11:30:00","1995/07/19 12:30:00",0.99999999837019,5.50783193638167,3,39,45,16,2.47,,2,7.6,35.5,30,,,,1.77,25,,1,0,0,0.64,1.47,1.4,,,0,116,0,,2,,1,
CRPA,3,2,1,0,10,14,1,1,2,"1995/07/19 12:30:00","1995/07/19 14:30:00",2.00000000162981,2.18487324328723,3,39,45,16,2.47,,2,7.6,35.5,30,,,,1.77,25,,1,0,0,0.64,1.47,1.4,,,0,116,0,,2,,1,
CRPA,3,2,1,0,10,14,1,1,3,"1995/07/19 14:30:00","1995/07/19 17:30:00",3,1.26669222525279,3,39,45,16,2.47,,2,7.6,34.5,30,,,,1.77,25,,1,0,0,0.64,1.47,1.4,,,0,116,0,,2,,1,
CRPA,3,2,1,0,10,14,1,1,4,"1995/07/19 17:30:00","1995/07/19 20:30:00",3,0.74648809862172,3,39,45,16,2.47,,2,7.6,24.5,30,,,,1.77,25,,1,0,0,0.64,1.47,1.4,,,0,116,0,,2,,1,
CRPA,3,2,1,0,10,14,1,1,5,"1995/07/19 20:30:00","1995/07/19 23:30:00",3,0.74867582301161,3,39,45,16,2.47,,2,7.6,20.5,30,,,,1.77,25,,1,0,0,0.64,1.47,1.4,,,0,116,0,,2,,1,
CRPA,3,2,1,0,10,14,1,1,6,"1995/07/19 23:30:00","1995/07/20 02:30:00",3,0.59734719553542,3,39,45,16,2.47,,2,7.6,19.5,30,,,,1.77,25,,1,0,0,0.64,1.47,1.4,,,0,116,0,,2,,1,
CRPA,3,2,1,0,10,14,1,1,7,"1995/07/20 02:30:00","1995/07/20 05:30:00",3,0.53830012731131,3,39,45,16,2.47,,2,7.6,17.5,30,,,,1.77,25,,1,0,0,0.64,1.47,1.4,,,0,116,0,,2,,1,
CRPA,3,2,1,0,10,14,1,1,8,"1995/07/20 05:30:00","1995/07/20 11:30:00",6,0.54772214357314,3,39,45,16,2.47,,2,7.6,21.5,30,,,,1.77,25,,1,0,0,0.64,1.47,1.4,,,0,116,0,,2,,1,
CRPA,3,2,1,0,10,14,1,1,9,"1995/07/20 11:30:00","1995/07/20 14:30:00",3,0.51930772958593,3,39,45,16,2.47,,2,7.6,33.5,30,,,,1.77,25,,1,0,0,0.64,1.47,1.4,,,0,116,0,,2,,1,
CRPA,3,2,1,0,10,14,1,1,10,"1995/07/20 14:30:00","1995/07/20 17:30:00",3,0.31772895508793,3,39,45,16,2.47,,2,7.6,36.5,30,,,,1.77,25,,1,0,0,0.64,1.47,1.4,,,0,116,0,,2,,1,
CRPA,3,2,1,0,10,14,1,1,11,"1995/07/20 17:30:00","1995/07/20 20:30:00",3,0.40197950128337,3,39,45,16,2.47,,2,7.6,34.5,30,,,,1.77,25,,1,0,0,0.64,1.47,1.4,,,0,116,0,,2,,1,
CRPA,3,2,1,0,10,14,1,1,12,"1995/07/20 20:30:00","1995/07/20 23:30:00",3,0.47367136565278,3,39,45,16,2.47,,2,7.6,26.5,30,,,,1.77,25,,1,0,0,0.64,1.47,1.4,,,0,116,0,,2,,1,
CRPA,3,2,1,0,10,14,1,1,13,"1995/07/20 23:30:00","1995/07/21 05:30:00",6,0.3298859552107,3,39,45,16,2.47,,2,7.6,20.5,30,,,,1.77,25,,1,0,0,0.64,1.47,1.4,,,0,116,0,,2,,1,
CRPA,3,2,1,0,10,14,1,1,14,"1995/07/21 05:30:00","1995/07/21 11:30:00",6,0.50172030672449,3,39,45,16,2.47,,2,7.6,22.5,30,,,,1.77,25,,1,0,0,0.64,1.47,1.4,,,0,116,0,,2,,1,
CRPA,3,2,1,0,10,14,1,1,15,"1995/07/21 11:30:00","1995/07/21 23:30:00",12,0.22772597408371,3,39,45,16,2.47,,2,7.6,33.5,30,,,,1.77,25,,1,0,0,0.64,1.47,1.4,,,0,116,0,,2,,1,
CRPA,3,2,1,0,10,14,1,1,16,"1995/07/21 23:30:00","1995/07/22 11:30:00",12,0.24163097281539,3,39,45,16,2.47,,2,7.6,21.5,30,,,,1.77,25,,1,0,0,0.64,1.47,1.4,,,0,116,0,,2,,1,
CRPA,3,2,2,0,10,14,2,1,1,"1995/07/19 11:30:00","1995/07/19 12:30:00",0.99999999837019,7.96562625519735,3,39,45,16,2.47,,2,7.6,35.5,30,,,,1.63,25,,1,0,0,0.64,1.47,1.4,,,0,170,0,,2,,1,
CRPA,3,2,2,0,10,14,2,1,2,"1995/07/19 12:30:00","1995/07/19 14:30:00",2.00000000162981,3.83816318854078,3,39,45,16,2.47,,2,7.6,35.5,30,,,,1.63,25,,1,0,0,0.64,1.47,1.4,,,0,170,0,,2,,1,
CRPA,3,2,2,0,10,14,2,1,3,"1995/07/19 14:30:00","1995/07/19 17:30:00",3,1.71933127230849,3,39,45,16,2.47,,2,7.6,34.5,30,,,,1.63,25,,1,0,0,0.64,1.47,1.4,,,0,170,0,,2,,1,
CRPA,3,2,2,0,10,14,2,1,4,"1995/07/19 17:30:00","1995/07/19 20:30:00",3,1.34918631580474,3,39,45,16,2.47,,2,7.6,24.5,30,,,,1.63,25,,1,0,0,0.64,1.47,1.4,,,0,170,0,,2,,1,
CRPA,3,2,2,0,10,14,2,1,5,"1995/07/19 20:30:00","1995/07/19 23:30:00",3,0.67987326766727,3,39,45,16,2.47,,2,7.6,20.5,30,,,,1.63,25,,1,0,0,0.64,1.47,1.4,,,0,170,0,,2,,1,
CRPA,3,2,2,0,10,14,2,1,6,"1995/07/19 23:30:00","1995/07/20 02:30:00",3,0.79365055021614,3,39,45,16,2.47,,2,7.6,19.5,30,,,,1.63,25,,1,0,0,0.64,1.47,1.4,,,0,170,0,,2,,1,
CRPA,3,2,2,0,10,14,2,1,7,"1995/07/20 02:30:00","1995/07/20 05:30:00",3,1.06145142610572,3,39,45,16,2.47,,2,7.6,17.5,30,,,,1.63,25,,1,0,0,0.64,1.47,1.4,,,0,170,0,,2,,1,
CRPA,3,2,2,0,10,14,2,1,8,"1995/07/20 05:30:00","1995/07/20 11:30:00",6,0.67603906659669,3,39,45,16,2.47,,2,7.6,21.5,30,,,,1.63,25,,1,0,0,0.64,1.47,1.4,,,0,170,0,,2,,1,
CRPA,3,2,2,0,10,14,2,1,9,"1995/07/20 11:30:00","1995/07/20 14:30:00",3,0.70550612424067,3,39,45,16,2.47,,2,7.6,33.5,30,,,,1.63,25,,1,0,0,0.64,1.47,1.4,,,0,170,0,,2,,1,
CRPA,3,2,2,0,10,14,2,1,10,"1995/07/20 14:30:00","1995/07/20 17:30:00",3,0.77881921154801,3,39,45,16,2.47,,2,7.6,36.5,30,,,,1.63,25,,1,0,0,0.64,1.47,1.4,,,0,170,0,,2,,1,
CRPA,3,2,2,0,10,14,2,1,11,"1995/07/20 17:30:00","1995/07/20 20:30:00",3,0.45231724326616,3,39,45,16,2.47,,2,7.6,34.5,30,,,,1.63,25,,1,0,0,0.64,1.47,1.4,,,0,170,0,,2,,1,
CRPA,3,2,2,0,10,14,2,1,12,"1995/07/20 20:30:00","1995/07/20 23:30:00",3,0.56928670691524,3,39,45,16,2.47,,2,7.6,26.5,30,,,,1.63,25,,1,0,0,0.64,1.47,1.4,,,0,170,0,,2,,1,
CRPA,3,2,2,0,10,14,2,1,13,"1995/07/20 23:30:00","1995/07/21 05:30:00",6,0.30884389046836,3,39,45,16,2.47,,2,7.6,20.5,30,,,,1.63,25,,1,0,0,0.64,1.47,1.4,,,0,170,0,,2,,1,
CRPA,3,2,2,0,10,14,2,1,14,"1995/07/21 05:30:00","1995/07/21 11:30:00",6,0.56946583843305,3,39,45,16,2.47,,2,7.6,22.5,30,,,,1.63,25,,1,0,0,0.64,1.47,1.4,,,0,170,0,,2,,1,
CRPA,3,2,2,0,10,14,2,1,15,"1995/07/21 11:30:00","1995/07/21 23:30:00",12,0.22991440816626,3,39,45,16,2.47,,2,7.6,33.5,30,,,,1.63,25,,1,0,0,0.64,1.47,1.4,,,0,170,0,,2,,1,
CRPA,3,2,2,0,10,14,2,1,16,"1995/07/21 23:30:00","1995/07/22 11:30:00",12,0.3813757838253,3,39,45,16,2.47,,2,7.6,21.5,30,,,,1.63,25,,1,0,0,0.64,1.47,1.4,,,0,170,0,,2,,1,
CRPA,3,2,3,0,10,14,3,1,1,"1995/07/19 11:30:00","1995/07/19 12:30:00",0.99999999837019,3.89338987248332,3,39,45,16,2.47,,2,7.6,35.5,30,,,,1.75,25,,1,0,0,0.64,1.47,1.4,,,3,170,0,,2,,1,
CRPA,3,2,3,0,10,14,3,1,2,"1995/07/19 12:30:00","1995/07/19 14:30:00",2.00000000162981,0.85028172423143,3,39,45,16,2.47,,2,7.6,35.5,30,,,,1.75,25,,1,0,0,0.64,1.47,1.4,,,3,170,0,,2,,1,
CRPA,3,2,3,0,10,14,3,1,3,"1995/07/19 14:30:00","1995/07/19 17:30:00",3,0.48283922578211,3,39,45,16,2.47,,2,7.6,34.5,30,,,,1.75,25,,1,0,0,0.64,1.47,1.4,,,3,170,0,,2,,1,
CRPA,3,2,3,0,10,14,3,1,4,"1995/07/19 17:30:00","1995/07/19 20:30:00",3,0.5654174158803,3,39,45,16,2.47,,2,7.6,24.5,30,,,,1.75,25,,1,0,0,0.64,1.47,1.4,,,3,170,0,,2,,1,
CRPA,3,2,3,0,10,14,3,1,5,"1995/07/19 20:30:00","1995/07/19 23:30:00",3,0.32833054079526,3,39,45,16,2.47,,2,7.6,20.5,30,,,,1.75,25,,1,0,0,0.64,1.47,1.4,,,3,170,0,,2,,1,
CRPA,3,2,3,0,10,14,3,1,6,"1995/07/19 23:30:00","1995/07/20 02:30:00",3,0.37628914609994,3,39,45,16,2.47,,2,7.6,19.5,30,,,,1.75,25,,1,0,0,0.64,1.47,1.4,,,3,170,0,,2,,1,
CRPA,3,2,3,0,10,14,3,1,7,"1995/07/20 02:30:00","1995/07/20 05:30:00",3,0.32143907333905,3,39,45,16,2.47,,2,7.6,17.5,30,,,,1.75,25,,1,0,0,0.64,1.47,1.4,,,3,170,0,,2,,1,
CRPA,3,2,3,0,10,14,3,1,8,"1995/07/20 05:30:00","1995/07/20 11:30:00",6,0.4232652832049,3,39,45,16,2.47,,2,7.6,21.5,30,,,,1.75,25,,1,0,0,0.64,1.47,1.4,,,3,170,0,,2,,1,
CRPA,3,2,3,0,10,14,3,1,9,"1995/07/20 11:30:00","1995/07/20 14:30:00",3,0.32100539528461,3,39,45,16,2.47,,2,7.6,33.5,30,,,,1.75,25,,1,0,0,0.64,1.47,1.4,,,3,170,0,,2,,1,
CRPA,3,2,3,0,10,14,3,1,10,"1995/07/20 14:30:00","1995/07/20 17:30:00",3,0.19640129158619,3,39,45,16,2.47,,2,7.6,36.5,30,,,,1.75,25,,1,0,0,0.64,1.47,1.4,,,3,170,0,,2,,1,
CRPA,3,2,3,0,10,14,3,1,11,"1995/07/20 17:30:00","1995/07/20 20:30:00",3,0.24848000781476,3,39,45,16,2.47,,2,7.6,34.5,30,,,,1.75,25,,1,0,0,0.64,1.47,1.4,,,3,170,0,,2,,1,
CRPA,3,2,3,0,10,14,3,1,12,"1995/07/20 20:30:00","1995/07/20 23:30:00",3,0.29279568799719,3,39,45,16,2.47,,2,7.6,26.5,30,,,,1.75,25,,1,0,0,0.64,1.47,1.4,,,3,170,0,,2,,1,
CRPA,3,2,3,0,10,14,3,1,13,"1995/07/20 23:30:00","1995/07/21 05:30:00",6,0.20391603170569,3,39,45,16,2.47,,2,7.6,20.5,30,,,,1.75,25,,1,0,0,0.64,1.47,1.4,,,3,170,0,,2,,1,
CRPA,3,2,3,0,10,14,3,1,14,"1995/07/21 05:30:00","1995/07/21 11:30:00",6,0.31013388826472,3,39,45,16,2.47,,2,7.6,22.5,30,,,,1.75,25,,1,0,0,0.64,1.47,1.4,,,3,170,0,,2,,1,
CRPA,3,2,3,0,10,14,3,1,15,"1995/07/21 11:30:00","1995/07/21 23:30:00",12,0.14076675959667,3,39,45,16,2.47,,2,7.6,33.5,30,,,,1.75,25,,1,0,0,0.64,1.47,1.4,,,3,170,0,,2,,1,
CRPA,3,2,3,0,10,14,3,1,16,"1995/07/21 23:30:00","1995/07/22 11:30:00",12,0.14936200931085,3,39,45,16,2.47,,2,7.6,21.5,30,,,,1.75,25,,1,0,0,0.64,1.47,1.4,,,3,170,0,,2,,1,
CRPA,3,3,1,0,10,15,1,1,1,"1995/09/26 11:30:00","1995/09/26 12:30:00",0.99999999837019,5.72169310334662,3,39,45,16,2.47,,2,7.6,25,30,,,,1.64,25,,1,0,0,2.19,1.28,0.35,,,0,130,0,,2,,1,
CRPA,3,3,1,0,10,15,1,1,2,"1995/09/26 12:30:00","1995/09/26 14:30:00",2.00000000162981,1.50419187928353,3,39,45,16,2.47,,2,7.6,25,30,,,,1.64,25,,1,0,0,2.19,1.28,0.35,,,0,130,0,,2,,1,
CRPA,3,3,1,0,10,15,1,1,3,"1995/09/26 14:30:00","1995/09/26 17:30:00",3,1.06201689635475,3,39,45,16,2.47,,2,7.6,24,30,,,,1.64,25,,1,0,0,2.19,1.28,0.35,,,0,130,0,,2,,1,
CRPA,3,3,1,0,10,15,1,1,4,"1995/09/26 17:30:00","1995/09/26 20:30:00",3,0.37142071446424,3,39,45,16,2.47,,2,7.6,14,30,,,,1.64,25,,1,0,0,2.19,1.28,0.35,,,0,130,0,,2,,1,
CRPA,3,3,1,0,10,15,1,1,5,"1995/09/26 20:30:00","1995/09/26 23:30:00",3,0.50049791986035,3,39,45,16,2.47,,2,7.6,10,30,,,,1.64,25,,1,0,0,2.19,1.28,0.35,,,0,130,0,,2,,1,
CRPA,3,3,1,0,10,15,1,1,6,"1995/09/26 23:30:00","1995/09/27 02:30:00",3,0.15752116315651,3,39,45,16,2.47,,2,7.6,9,30,,,,1.64,25,,1,0,0,2.19,1.28,0.35,,,0,130,0,,2,,1,
CRPA,3,3,1,0,10,15,1,1,7,"1995/09/27 02:30:00","1995/09/27 05:30:00",3,0.50040993703624,3,39,45,16,2.47,,2,7.6,7,30,,,,1.64,25,,1,0,0,2.19,1.28,0.35,,,0,130,0,,2,,1,
CRPA,3,3,1,0,10,15,1,1,8,"1995/09/27 05:30:00","1995/09/27 11:30:00",6,0.26842363933403,3,39,45,16,2.47,,2,7.6,11,30,,,,1.64,25,,1,0,0,2.19,1.28,0.35,,,0,130,0,,2,,1,
CRPA,3,3,1,0,10,15,1,1,9,"1995/09/27 11:30:00","1995/09/27 14:30:00",3,0.22604864118664,3,39,45,16,2.47,,2,7.6,23,30,,,,1.64,25,,1,0,0,2.19,1.28,0.35,,,0,130,0,,2,,1,
CRPA,3,3,1,0,10,15,1,1,10,"1995/09/27 14:30:00","1995/09/27 17:30:00",3,0.09994287843928,3,39,45,16,2.47,,2,7.6,25,30,,,,1.64,25,,1,0,0,2.19,1.28,0.35,,,0,130,0,,2,,1,
