project,experiment,field,plot_code,plot_code,replicate,shift,t_start,t_end,time.4,meas_tech,meas_tech_det,detect_lim,d_val,d_unit,flux,flux_unit,surf_pH,temp,air_temp_z,soil_temp,soil_temp_z,soil_surf_temp,radiation,wind2m,wind_z
B1990-39,B1990-39,78-Slootdorp,078,078,"",7,"","",24,IHF,IHF,"","","",0.18225207,kg N/ha-hr,"",10.4,10,"","","",2256.4,1.7,2
B1990-39,B1990-39,78-Slootdorp,078,078,"",8,"","",24.3,IHF,IHF,"","","",0.148236977777778,kg N/ha-hr,"",11.4,10,"","","",3080.1,2.8,2
B1990-39,B1990-39,82-Slootdorp,082,082,"",1,"","",0.5,IHF,IHF,"","","",16.48218,kg N/ha-hr,"",13.1,10,"","","",90.9,2.8,2
B1990-39,B1990-39,82-Slootdorp,082,082,"",2,"","",1,IHF,IHF,"","","",14.930916,kg N/ha-hr,"",14.4,10,"","","",267.4,3,2
B1990-39,B1990-39,82-Slootdorp,082,082,"",3,"","",1.5,IHF,IHF,"","","",7.303868,kg N/ha-hr,"",15,10,"","","",428.6,3.1,2
B1990-39,B1990-39,82-Slootdorp,082,082,"",4,"","",2.4,IHF,IHF,"","","",3.4337875,kg N/ha-hr,"",14.2,10,"","","",559.3,2.1,2
B1990-39,B1990-39,82-Slootdorp,082,082,"",5,"","",11.8,IHF,IHF,"","","",0.386172711864407,kg N/ha-hr,"",10.3,10,"","","",561.1,1.2,2
B1990-39,B1990-39,82-Slootdorp,082,082,"",6,"","",25,IHF,IHF,"","","",0.47313552,kg N/ha-hr,"",11,10,"","","",1415.9,1.9,2
B1990-39,B1990-39,82-Slootdorp,082,082,"",7,"","",24,IHF,IHF,"","","",0.17370925,kg N/ha-hr,"",11.1,10,"","","",2169.7,1.9,2
B1990-39,B1990-39,82-Slootdorp,082,082,"",8,"","",24.2,IHF,IHF,"","","",0.0560890909090909,kg N/ha-hr,"",11.5,10,"","","",2994.7,2.6,2
B1991-13,B1991-13,21-Slootdorp,021,021,"",1,"","",0.5,IHF,IHF,"","","",8.57921064,kg N/ha-hr,"",7,10,"","","",42.5,8,2
B1991-13,B1991-13,21-Slootdorp,021,021,"",2,"","",1,IHF,IHF,"","","",5.95422828,kg N/ha-hr,"",7.8,10,"","","",179.8,8.1,2
B1991-13,B1991-13,21-Slootdorp,021,021,"",3,"","",1.4,IHF,IHF,"","","",3.1097352,kg N/ha-hr,"",8.8,10,"","","",429.6,8.6,2
B1991-13,B1991-13,21-Slootdorp,021,021,"",4,"","",3.5,IHF,IHF,"","","",1.44511224,kg N/ha-hr,"",10.2,10,"","","",1178.2,8.6,2
B1991-13,B1991-13,21-Slootdorp,021,021,"",5,"","",2.8,IHF,IHF,"","","",0.7088367,kg N/ha-hr,"",9.9,10,"","","",1544,8.6,2
B1991-13,B1991-13,21-Slootdorp,021,021,"",6,"","",12.6,IHF,IHF,"","","",0.4115826,kg N/ha-hr,"",6,10,"","","",1593.6,8,2
B1991-13,B1991-13,21-Slootdorp,021,021,"",7,"","",25,IHF,IHF,"","","",0.1715842128,kg N/ha-hr,"",6.9,10,"","","",2545.4,5.5,2
B1991-13,B1991-13,21-Slootdorp,021,021,"",8,"","",23.8,IHF,IHF,"","","",0.102223129411765,kg N/ha-hr,"",7.8,10,"","","",4240.7,3.8,2
B1991-13,B1991-13,21-Slootdorp,021,021,"",9,"","",23.8,IHF,IHF,"","","",0.0484214823529412,kg N/ha-hr,"",6,10,"","","",5168,2.6,2
B1991-13,B1991-13,22-Slootdorp,022,022,"",1,"","",0.5,IHF,IHF,"","","",4.26920208,kg N/ha-hr,"",8.1,10,"","","",69.5,8,2
B1991-13,B1991-13,22-Slootdorp,022,022,"",2,"","",1,IHF,IHF,"","","",0.98076264,kg N/ha-hr,"",8.6,10,"","","",244.4,8.7,2
B1991-13,B1991-13,22-Slootdorp,022,022,"",3,"","",1.5,IHF,IHF,"","","",1.38460608,kg N/ha-hr,"",9.4,10,"","","",551.5,8.7,2
B1991-13,B1991-13,22-Slootdorp,022,022,"",4,"","",2.9,IHF,IHF,"","","",0.517237903448276,kg N/ha-hr,"",10.5,10,"","","",1173.1,8.7,2
B1991-13,B1991-13,22-Slootdorp,022,022,"",5,"","",2.8,IHF,IHF,"","","",0.1442298,kg N/ha-hr,"",9.4,10,"","","",1467.4,8.5,2
B1991-13,B1991-13,22-Slootdorp,022,022,"",6,"","",12,IHF,IHF,"","","",0.15384512,kg N/ha-hr,"",5.9,10,"","","",1490.1,8.1,2
B1991-13,B1991-13,22-Slootdorp,022,022,"",7,"","",24.9,IHF,IHF,"","","",0.0625575036144578,kg N/ha-hr,"",6.9,10,"","","",2438,5.5,2
B1991-13,B1991-13,22-Slootdorp,022,022,"",8,"","",23.9,IHF,IHF,"","","",0.045863869456067,kg N/ha-hr,"",7.8,10,"","","",4136.9,3.8,2
B1991-13,B1991-13,22-Slootdorp,022,022,"",9,"","",23.9,IHF,IHF,"","","",0.0362083179916318,kg N/ha-hr,"",6,10,"","","",5064.6,2.6,2
B1991-14,B1991-14,25-Slootdorp,025,025,"",1,"","",0.5,IHF,IHF,"","","",5.39675136,kg N/ha-hr,"",9.6,10,"","","",28.4,5.5,2
B1991-14,B1991-14,25-Slootdorp,025,025,"",2,"","",1,IHF,IHF,"","","",4.14393408,kg N/ha-hr,"",9.8,10,"","","",178.8,5.2,2
B1991-14,B1991-14,25-Slootdorp,025,025,"",3,"","",1.5,IHF,IHF,"","","",2.53775808,kg N/ha-hr,"",10.1,10,"","","",456.6,5.4,2
B1991-14,B1991-14,25-Slootdorp,025,025,"",4,"","",3,IHF,IHF,"","","",2.18439936,kg N/ha-hr,"",10.6,10,"","","",1181.8,5.6,2
B1991-14,B1991-14,25-Slootdorp,025,025,"",5,"","",3.7,IHF,IHF,"","","",0.586037189189189,kg N/ha-hr,"",9.8,10,"","","",1698.9,4.5,2
B1991-14,B1991-14,25-Slootdorp,025,025,"",6,"","",12.2,IHF,IHF,"","","",0.142186072131148,kg N/ha-hr,"",6.5,10,"","","",1725.7,3.9,2
B1991-14,B1991-14,25-Slootdorp,025,025,"",7,"","",18.1,IHF,IHF,"","","",0.348744291712707,kg N/ha-hr,"",9.4,10,"","","",3164.6,5.5,2
B1991-18,B1991-18,27-Slootdorp,027,027,"",1,"","",0.5,IHF,IHF,"","","",9.0899952,kg N/ha-hr,"",9.5,10,"","","",35.1,6.4,2
B1991-18,B1991-18,27-Slootdorp,027,027,"",2,"","",1.5,IHF,IHF,"","","",4.75231328,kg N/ha-hr,"",9.7,10,"","","",105.1,7.3,2
B1991-18,B1991-18,27-Slootdorp,027,027,"",3,"","",3,IHF,IHF,"","","",1.73826224,kg N/ha-hr,"",9.3,10,"","","",226.1,7.2,2
B1991-18,B1991-18,27-Slootdorp,027,027,"",4,"","",3.4,IHF,IHF,"","","",0.9427704,kg N/ha-hr,"",9,10,"","","",349.5,8.4,2
B1991-18,B1991-18,27-Slootdorp,027,027,"",5,"","",10.8,IHF,IHF,"","","",0.403113822222222,kg N/ha-hr,"",8.2,10,"","","",356.9,7,2
B1991-18,B1991-18,27-Slootdorp,027,027,"",6,"","",25,IHF,IHF,"","","",0.2506924992,kg N/ha-hr,"",7.9,10,"","","",1103,6.7,2
B1991-18,B1991-18,27-Slootdorp,027,027,"",7,"","",24.2,IHF,IHF,"","","",0.158155636363636,kg N/ha-hr,"",8,10,"","","",2694.9,7.1,2
B1991-18,B1991-18,27-Slootdorp,027,027,"",8,"","",24,IHF,IHF,"","","",0.1196052,kg N/ha-hr,"",8.6,10,"","","",4476.1,4.9,2
B1991-36,B1991-36,28-Slootdorp,028,028,"",1,"","",0.5,IHF,IHF,"","","",7.12318464,kg N/ha-hr,"",20.2,10,"","","",66.4,2.2,2
B1991-36,B1991-36,28-Slootdorp,028,028,"",2,"","",1,IHF,IHF,"","","",3.32931456,kg N/ha-hr,"",22.9,10,"","","",226,2.2,2
B1991-36,B1991-36,28-Slootdorp,028,028,"",3,"","",1.4,IHF,IHF,"","","",1.85269165714286,kg N/ha-hr,"",26.1,10,"","","",519,2.8,2
B1991-36,B1991-36,28-Slootdorp,028,028,"",4,"","",3,IHF,IHF,"","","",0.94201536,kg N/ha-hr,"",28.9,10,"","","",1216.5,2.8,2
B1991-36,B1991-36,28-Slootdorp,028,028,"",5,"","",4,IHF,IHF,"","","",0.1935648,kg N/ha-hr,"",29.3,10,"","","",1653.6,2.4,2
B1991-36,B1991-36,28-Slootdorp,028,028,"",6,"","",11.7,IHF,IHF,"","","",0.0430144,kg N/ha-hr,"",16.4,10,"","","",1665.7,1.5,2
B1991-36,B1991-36,28-Slootdorp,028,028,"",7,"","",9.7,IHF,IHF,"","","",0.239461608247423,kg N/ha-hr,"",22.6,10,"","","",3211.4,4.1,2
B1991-37,B1991-37,29-Slootdorp,029,029,"",1,"","",0.5,IHF,IHF,"","","",13.9799088,kg N/ha-hr,"",19.5,10,"","","",67.1,1.8,2
B1991-37,B1991-37,29-Slootdorp,029,029,"",2,"","",1,IHF,IHF,"","","",12.401532,kg N/ha-hr,"",20.5,10,"","","",242.6,2.2,2
B1991-37,B1991-37,29-Slootdorp,029,029,"",3,"","",1.5,IHF,IHF,"","","",5.3364168,kg N/ha-hr,"",21.7,10,"","","",519.4,2.3,2
B1991-37,B1991-37,29-Slootdorp,029,029,"",4,"","",2.9,IHF,IHF,"","","",2.33257655172414,kg N/ha-hr,"",22.5,10,"","","",995.7,3.6,2
B1991-37,B1991-37,29-Slootdorp,029,029,"",5,"","",3.1,IHF,IHF,"","","",0.38186535483871,kg N/ha-hr,"",20,10,"","","",1171.8,2.7,2
B1991-37,B1991-37,29-Slootdorp,029,029,"",6,"","",11.1,IHF,IHF,"","","",0.16758827027027,kg N/ha-hr,"",14.9,10,"","","",1172.4,1.4,2
B1991-37,B1991-37,29-Slootdorp,029,029,"",7,"","",25.4,IHF,IHF,"","","",0.0954305433070866,kg N/ha-hr,"",13,10,"","","",1873.8,2.5,2
B1991-37,B1991-37,29-Slootdorp,029,029,"",8,"","",23.6,IHF,IHF,"","","",0.0358287711864407,kg N/ha-hr,"",13.1,10,"","","",2943,1.3,2
B1991-37,B1991-37,29-Slootdorp,029,029,"",9,"","",25.4,IHF,IHF,"","","",0.0221931496062992,kg N/ha-hr,"",14.2,10,"","","",4708.9,1.4,2
B1991-37,B1991-37,30-Slootdorp,030,030,"",1,"","",0.5,IHF,IHF,"","","",0.3544398,kg N/ha-hr,"",13.8,10,"","","",42.5,0.7,2
B1991-37,B1991-37,30-Slootdorp,030,030,"",2,"","",1.1,IHF,IHF,"","","",0.375921,kg N/ha-hr,"",16.6,10,"","","",166.8,1.5,2
B1991-37,B1991-37,30-Slootdorp,030,030,"",3,"","",1.4,IHF,IHF,"","","",0.0421952142857143,kg N/ha-hr,"",19.6,10,"","","",377.4,1.9,2
B1991-37,B1991-37,30-Slootdorp,030,030,"",4,"","",3.1,IHF,IHF,"","","",0.0381118064516129,kg N/ha-hr,"",22,10,"","","",936.9,2.7,2
B1991-37,B1991-37,30-Slootdorp,030,030,"",5,"","",5,IHF,IHF,"","","",0.0590733,kg N/ha-hr,"",20.7,10,"","","",1401.2,3,2
B1991-37,B1991-37,30-Slootdorp,030,030,"",6,"","",10.9,IHF,IHF,"","","",0.0108391376146789,kg N/ha-hr,"",14.8,10,"","","",1401.7,1.4,2
B1991-37,B1991-37,30-Slootdorp,030,030,"",7,"","",25.5,IHF,IHF,"","","",0.0162162,kg N/ha-hr,"",13.1,10,"","","",2103.2,2.6,2
B1991-37,B1991-37,30-Slootdorp,030,030,"",8,"","",23.8,IHF,IHF,"","","",0.00992828571428571,kg N/ha-hr,"",13,10,"","","",3178.4,1.3,2
B1991-37,B1991-37,30-Slootdorp,030,030,"",9,"","",25.2,IHF,IHF,"","","",0.00468835714285714,kg N/ha-hr,"",14.2,10,"","","",4936.9,1.4,2
B1991-37,B1991-37,31-Slootdorp,031,031,"",1,"","",0.5,IHF,IHF,"","","",1.3992264,kg N/ha-hr,"",18.1,10,"","","",63.5,1.6,2
B1991-37,B1991-37,31-Slootdorp,031,031,"",2,"","",1,IHF,IHF,"","","",0.6996132,kg N/ha-hr,"",19.6,10,"","","",211,1.7,2
B1991-37,B1991-37,31-Slootdorp,031,031,"",3,"","",1.5,IHF,IHF,"","","",0.3109392,kg N/ha-hr,"",21,10,"","","",464,2.3,2
B1991-37,B1991-37,31-Slootdorp,031,031,"",4,"","",3.1,IHF,IHF,"","","",0.263295290322581,kg N/ha-hr,"",22.4,10,"","","",1027.2,3.3,2
B1991-37,B1991-37,31-Slootdorp,031,031,"",5,"","",3.6,IHF,IHF,"","","",0.064779,kg N/ha-hr,"",20.3,10,"","","",1281,2.8,2
B1991-37,B1991-37,31-Slootdorp,031,031,"",6,"","",11.1,IHF,IHF,"","","",0.0315141081081081,kg N/ha-hr,"",14.9,10,"","","",1281,1.4,2
B1991-37,B1991-37,31-Slootdorp,031,031,"",7,"","",25.3,IHF,IHF,"","","",0.0368702608695652,kg N/ha-hr,"",13.1,10,"","","",1983,2.6,2
B1991-37,B1991-37,31-Slootdorp,031,031,"",8,"","",23.8,IHF,IHF,"","","",0.00734887815126051,kg N/ha-hr,"",13,10,"","","",3047.7,1.3,2
B1991-37,B1991-37,31-Slootdorp,031,031,"",9,"","",25.4,IHF,IHF,"","","",0.00688595669291339,kg N/ha-hr,"",14.2,10,"","","",4816.7,1.4,2
B1991-37,B1991-37,32-Slootdorp,032,032,"",1,"","",0.5,IHF,IHF,"","","",8.5335822,kg N/ha-hr,"",19.9,10,"","","",74.5,1.8,2
B1991-37,B1991-37,32-Slootdorp,032,032,"",2,"","",1.1,IHF,IHF,"","","",2.525796,kg N/ha-hr,"",20.9,10,"","","",252.1,2.4,2
B1991-37,B1991-37,32-Slootdorp,032,032,"",3,"","",1.4,IHF,IHF,"","","",2.76420021428571,kg N/ha-hr,"",21.9,10,"","","",521.3,2.3,2
B1991-37,B1991-37,32-Slootdorp,032,032,"",4,"","",2.9,IHF,IHF,"","","",2.01877044827586,kg N/ha-hr,"",22.4,10,"","","",993.1,3.7,2
B1991-37,B1991-37,32-Slootdorp,032,032,"",5,"","",3,IHF,IHF,"","","",0.661518,kg N/ha-hr,"",19.7,10,"","","",1142,2.5,2
B1991-37,B1991-37,32-Slootdorp,032,032,"",6,"","",10.8,IHF,IHF,"","","",0.28482025,kg N/ha-hr,"",14.8,10,"","","",1142.2,1.3,2
B1991-37,B1991-37,32-Slootdorp,032,032,"",7,"","",25.4,IHF,IHF,"","","",0.222676334645669,kg N/ha-hr,"",13.1,10,"","","",1841.9,2.6,2
B1991-37,B1991-37,32-Slootdorp,032,032,"",8,"","",23.8,IHF,IHF,"","","",0.108400008403361,kg N/ha-hr,"",13,10,"","","",2911.7,1.3,2
B1991-37,B1991-37,32-Slootdorp,032,032,"",9,"","",25.4,IHF,IHF,"","","",0.0585990354330709,kg N/ha-hr,"",14.2,10,"","","",4677.7,1.4,2
B1991-38,B1991-38,33-Slootdorp,033,033,"",1,"","",0.3,IHF,IHF,"","","",9.9315216,kg N/ha-hr,"",17.4,10,"","","",10.5,3.5,2
B1991-38,B1991-38,33-Slootdorp,033,033,"",2,"","",1,IHF,IHF,"","","",8.93836944,kg N/ha-hr,"",17.5,10,"","","",38.3,4.2,2
B1991-38,B1991-38,33-Slootdorp,033,033,"",3,"","",1.5,IHF,IHF,"","","",4.46918472,kg N/ha-hr,"",17.5,10,"","","",87.1,4.9,2
B1991-38,B1991-38,33-Slootdorp,033,033,"",4,"","",3.1,IHF,IHF,"","","",2.21795767741935,kg N/ha-hr,"",17.6,10,"","","",293,5.1,2
B1991-38,B1991-38,33-Slootdorp,033,033,"",5,"","",4.4,IHF,IHF,"","","",0.9896796,kg N/ha-hr,"",18.1,10,"","","",552,5,2
B1991-38,B1991-38,33-Slootdorp,033,033,"",6,"","",11.9,IHF,IHF,"","","",0.139631929411765,kg N/ha-hr,"",13.3,10,"","","",557.2,1,2
B1991-38,B1991-38,33-Slootdorp,033,033,"",7,"","",25.1,IHF,IHF,"","","",0.187186202390438,kg N/ha-hr,"",15.1,10,"","","",1614.8,2.6,2
B1991-38,B1991-38,33-Slootdorp,033,033,"",8,"","",23.7,IHF,IHF,"","","",0.0556049164556962,kg N/ha-hr,"",12.9,10,"","","",2892.8,1.5,2
B1991-38,B1991-38,33-Slootdorp,033,033,"",9,"","",25.5,IHF,IHF,"","","",0.0179756047058824,kg N/ha-hr,"",13.1,10,"","","",4306.4,0.8,2
B1992-10,B1992-10,39-Slootdorp,039,039,"",1,"","",0.5,IHF,IHF,"","","",5.575284,kg N/ha-hr,"",9.7,10,"","","",2.5,3.4,2
B1992-10,B1992-10,39-Slootdorp,039,039,"",2,"","",1,IHF,IHF,"","","",4.841694,kg N/ha-hr,"",10.1,10,"","","",13.3,3.4,2
B1992-10,B1992-10,39-Slootdorp,039,039,"",3,"","",1.5,IHF,IHF,"","","",3.227796,kg N/ha-hr,"",10.9,10,"","","",48.4,3.3,2
B1992-10,B1992-10,39-Slootdorp,039,039,"",4,"","",3,IHF,IHF,"","","",1.516086,kg N/ha-hr,"",12.4,10,"","","",186.8,2.6,2
B1992-10,B1992-10,39-Slootdorp,039,039,"",5,"","",2.8,IHF,IHF,"","","",0.9169875,kg N/ha-hr,"",12.2,10,"","","",319.3,1.9,2
B1992-10,B1992-10,39-Slootdorp,039,039,"",6,"","",14,IHF,IHF,"","","",0.324875571428571,kg N/ha-hr,"",8.6,10,"","","",331.8,1.7,2
B1992-10,B1992-10,39-Slootdorp,039,039,"",7,"","",24.1,IHF,IHF,"","","",0.53573377593361,kg N/ha-hr,"",11.9,10,"","","",1336.8,4.2,2
B1992-10,B1992-10,39-Slootdorp,039,039,"",8,"","",24.7,IHF,IHF,"","","",0.17226,kg N/ha-hr,"",6.8,10,"","","",2055.7,2.8,2
B1992-10,B1992-10,39-Slootdorp,039,039,"",9,"","",24.1,IHF,IHF,"","","",0.176548630705394,kg N/ha-hr,"",9.1,10,"","","",3196.5,3.4,2
B1992-10,B1992-10,42-Slootdorp,042,042,"",1,"","",0.5,IHF,IHF,"","","",0.6054048,kg N/ha-hr,"",9.9,10,"","","",3,3.4,2
B1992-10,B1992-10,42-Slootdorp,042,042,"",2,"","",1,IHF,IHF,"","","",0.1513512,kg N/ha-hr,"",10.4,10,"","","",18.5,3.3,2
B1992-10,B1992-10,42-Slootdorp,042,042,"",3,"","",1.4,IHF,IHF,"","","",0.0054054,kg N/ha-hr,"",11.4,10,"","","",62.7,3.4,2
B1992-10,B1992-10,42-Slootdorp,042,042,"",4,"","",2.9,IHF,IHF,"","","",0.00260950344827586,kg N/ha-hr,"",12.5,10,"","","",208.1,2.5,2
B1992-10,B1992-10,42-Slootdorp,042,042,"",5,"","",2.6,IHF,IHF,"","","",0.0029106,kg N/ha-hr,"",12.1,10,"","","",318,1.9,2
B1992-10,B1992-10,42-Slootdorp,042,042,"",6,"","",13.9,IHF,IHF,"","","",0.0255881525179856,kg N/ha-hr,"",8.6,10,"","","",329.3,1.8,2
B1992-10,B1992-10,42-Slootdorp,042,042,"",7,"","",24,IHF,IHF,"","","",0.000315315,kg N/ha-hr,"",12,10,"","","",1334.3,4.2,2
B1992-10,B1992-10,42-Slootdorp,042,042,"",8,"","",24.7,IHF,IHF,"","","",0.000306378947368421,kg N/ha-hr,"",6.8,10,"","","",2052.5,2.7,2
B1992-10,B1992-10,42-Slootdorp,042,042,"",9,"","",24.2,IHF,IHF,"","","",0.000312709090909091,kg N/ha-hr,"",9.1,10,"","","",3194,3.4,2
B1992-14,B1992-14,43-Slootdorp,043,043,"",1,"","",0.5,IHF,IHF,"","","",9.1322088,kg N/ha-hr,"",9,10,"","","",25,6.2,2
B1992-14,B1992-14,43-Slootdorp,043,043,"",2,"","",1,IHF,IHF,"","","",9.466314,kg N/ha-hr,"",9.3,10,"","","",87.8,7.1,2
B1992-14,B1992-14,43-Slootdorp,043,043,"",3,"","",1.5,IHF,IHF,"","","",8.8352264,kg N/ha-hr,"",10.7,10,"","","",223,7,2
B1992-14,B1992-14,43-Slootdorp,043,043,"",4,"","",3,IHF,IHF,"","","",6.0138936,kg N/ha-hr,"",12.9,10,"","","",640.6,5.6,2
B1992-14,B1992-14,43-Slootdorp,043,043,"",5,"","",4,IHF,IHF,"","","",3.1183152,kg N/ha-hr,"",11.7,10,"","","",763.8,3.8,2
B1992-14,B1992-14,43-Slootdorp,043,043,"",6,"","",12.7,IHF,IHF,"","","",0.73660988976378,kg N/ha-hr,"",6.6,10,"","","",769.5,3.2,2
B1992-14,B1992-14,43-Slootdorp,043,043,"",7,"","",24.1,IHF,IHF,"","","",0.434382970954357,kg N/ha-hr,"",7.4,10,"","","",1858.4,2.9,2
B1992-14,B1992-14,43-Slootdorp,043,043,"",8,"","",24.4,IHF,IHF,"","","",0.33775662295082,kg N/ha-hr,"",8.4,10,"","","",2982.5,2.2,2
B1992-14,B1992-14,43-Slootdorp,043,043,"",9,"","",24.5,IHF,IHF,"","","",0.195462906122449,kg N/ha-hr,"",6.8,10,"","","",3924.3,4.5,2
B1992-14,B1992-14,44-Slootdorp,044,044,"",1,"","",0.5,IHF,IHF,"","","",1.36888752,kg N/ha-hr,"",8.3,10,"","","",10.6,6.8,2
B1992-14,B1992-14,44-Slootdorp,044,044,"",2,"","",1,IHF,IHF,"","","",1.9555536,kg N/ha-hr,"",9.1,10,"","","",61.3,6.5,2
B1992-14,B1992-14,44-Slootdorp,044,044,"",3,"","",1.5,IHF,IHF,"","","",2.08592384,kg N/ha-hr,"",10,10,"","","",179,7.2,2
B1992-14,B1992-14,44-Slootdorp,044,044,"",4,"","",3,IHF,IHF,"","","",2.05333128,kg N/ha-hr,"",12.3,10,"","","",513.2,5.9,2
B1992-14,B1992-14,44-Slootdorp,044,044,"",5,"","",4.6,IHF,IHF,"","","",1.06280086956522,kg N/ha-hr,"",12,10,"","","",777,4,2
B1992-14,B1992-14,44-Slootdorp,044,044,"",6,"","",12.5,IHF,IHF,"","","",0.1799109312,kg N/ha-hr,"",6.5,10,"","","",782.6,3.2,2
B1992-14,B1992-14,44-Slootdorp,044,044,"",7,"","",24.4,IHF,IHF,"","","",0.104189331147541,kg N/ha-hr,"",7.4,10,"","","",1875.7,2.9,2
B1992-14,B1992-14,44-Slootdorp,044,044,"",8,"","",24.5,IHF,IHF,"","","",0.119727771428571,kg N/ha-hr,"",8.3,10,"","","",3006,2.2,2
B1992-14,B1992-14,44-Slootdorp,044,044,"",9,"","",24.3,IHF,IHF,"","","",0.0603565925925926,kg N/ha-hr,"",6.8,10,"","","",3939.6,4.6,2
B1992-14,B1992-14,45-Slootdorp,045,045,"",1,"","",0.5,IHF,IHF,"","","",0.9513504,kg N/ha-hr,"",9.3,10,"","","",26.8,6.9,2
B1992-14,B1992-14,45-Slootdorp,045,045,"",2,"","",1,IHF,IHF,"","","",1.14162048,kg N/ha-hr,"",9.7,10,"","","",95.9,6.9,2
B1992-14,B1992-14,45-Slootdorp,045,045,"",3,"","",1.5,IHF,IHF,"","","",1.39531392,kg N/ha-hr,"",11.4,10,"","","",255.1,7,2
B1992-14,B1992-14,45-Slootdorp,045,045,"",4,"","",3,IHF,IHF,"","","",1.1099088,kg N/ha-hr,"",13.3,10,"","","",571.6,5.4,2
B1992-14,B1992-14,45-Slootdorp,045,045,"",5,"","",3.5,IHF,IHF,"","","",0.76108032,kg N/ha-hr,"",11.4,10,"","","",740.5,3.7,2
B1992-14,B1992-14,45-Slootdorp,045,045,"",6,"","",12.6,IHF,IHF,"","","",0.1661088,kg N/ha-hr,"",6.6,10,"","","",747,3.2,2
B1992-14,B1992-14,45-Slootdorp,045,045,"",7,"","",24.5,IHF,IHF,"","","",0.120374948571429,kg N/ha-hr,"",7.3,10,"","","",1842.2,2.9,2
B1992-14,B1992-14,45-Slootdorp,045,045,"",8,"","",24.3,IHF,IHF,"","","",0.1409408,kg N/ha-hr,"",8.4,10,"","","",2968.3,2.2,2
B1992-14,B1992-14,45-Slootdorp,045,045,"",9,"","",24.1,IHF,IHF,"","","",0.0828977526970954,kg N/ha-hr,"",6.8,10,"","","",3897,4.6,2
B1992-14,B1992-14,46-Slootdorp,046,046,"",1,"","",0.5,IHF,IHF,"","","",1.6912896,kg N/ha-hr,"",9.3,10,"","","",32.9,7.4,2
B1992-14,B1992-14,46-Slootdorp,046,046,"",2,"","",1,IHF,IHF,"","","",3.171168,kg N/ha-hr,"",10.4,10,"","","",118,7.1,2
B1992-14,B1992-14,46-Slootdorp,046,046,"",3,"","",1.5,IHF,IHF,"","","",2.818816,kg N/ha-hr,"",11.7,10,"","","",293.4,6.4,2
B1992-14,B1992-14,46-Slootdorp,046,046,"",4,"","",3,IHF,IHF,"","","",2.114112,kg N/ha-hr,"",13.5,10,"","","",590.2,5.1,2
B1992-14,B1992-14,46-Slootdorp,046,046,"",5,"","",3.3,IHF,IHF,"","","",0.864864,kg N/ha-hr,"",10.9,10,"","","",719.8,3.6,2
B1992-14,B1992-14,46-Slootdorp,046,046,"",6,"","",12.6,IHF,IHF,"","","",0.343962666666667,kg N/ha-hr,"",6.5,10,"","","",724.7,3.2,2
B1992-14,B1992-14,46-Slootdorp,046,046,"",7,"","",24.1,IHF,IHF,"","","",0.175444979253112,kg N/ha-hr,"",7.4,10,"","","",1814.3,2.9,2
B1992-14,B1992-14,46-Slootdorp,046,046,"",8,"","",24.5,IHF,IHF,"","","",0.0819757714285714,kg N/ha-hr,"",8.4,10,"","","",2946.7,2.2,2
B1992-14,B1992-14,46-Slootdorp,046,046,"",9,"","",24.2,IHF,IHF,"","","",0.139776,kg N/ha-hr,"",6.8,10,"","","",3877.4,4.6,2
B1992-14,B1992-14,47-Slootdorp,047,047,"",1,"","",0.5,IHF,IHF,"","","",0.39715104,kg N/ha-hr,"",9,10,"","","",24.2,6,2
B1992-14,B1992-14,47-Slootdorp,047,047,"",2,"","",1,IHF,IHF,"","","",0.19857552,kg N/ha-hr,"",9.3,10,"","","",83.8,7.1,2
B1992-14,B1992-14,47-Slootdorp,047,047,"",3,"","",1.4,IHF,IHF,"","","",0.0709198285714286,kg N/ha-hr,"",10.7,10,"","","",213.7,7,2
B1992-14,B1992-14,47-Slootdorp,047,047,"",4,"","",3.1,IHF,IHF,"","","",0.00320283096774194,kg N/ha-hr,"",12.9,10,"","","",448.6,5.7,2
B1992-14,B1992-14,47-Slootdorp,047,047,"",5,"","",3.9,IHF,IHF,"","","",0.02291256,kg N/ha-hr,"",11.9,10,"","","",741.2,3.9,2
B1992-14,B1992-14,47-Slootdorp,047,047,"",6,"","",12.6,IHF,IHF,"","","",0.0630398476190476,kg N/ha-hr,"",6.6,10,"","","",771.2,3.2,2
B1992-14,B1992-14,47-Slootdorp,047,047,"",7,"","",24.5,IHF,IHF,"","","",0.00405256163265306,kg N/ha-hr,"",7.3,10,"","","",1864.8,2.9,2
B1992-14,B1992-14,47-Slootdorp,047,047,"",8,"","",24.2,IHF,IHF,"","","",0.00041028,kg N/ha-hr,"",8.4,10,"","","",2990.6,2.2,2
B1992-14,B1992-14,47-Slootdorp,047,047,"",9,"","",24.4,IHF,IHF,"","","",0.000406917049180328,kg N/ha-hr,"",6.8,10,"","","",3922.5,4.5,2
B1992-19,B1992-19,48-Slootdorp,048,048,"",1,"","",0.5,IHF,IHF,"","","",11.0318208,kg N/ha-hr,"",10.6,10,"","","",82.2,7.4,2
B1992-19,B1992-19,48-Slootdorp,048,048,"",2,"","",1,IHF,IHF,"","","",11.7635232,kg N/ha-hr,"",11,10,"","","",308.7,7.2,2
B1992-19,B1992-19,48-Slootdorp,048,048,"",3,"","",1.6,IHF,IHF,"","","",6.613464,kg N/ha-hr,"",11.7,10,"","","",727.4,8,2
