project,experiment,field,plot_code,plot_code,replicate,shift,t_start,t_end,time.4,meas_tech,meas_tech_det,detect_lim,d_val,d_unit,flux,flux_unit,surf_pH,temp,air_temp_z,soil_temp,soil_temp_z,soil_surf_temp,radiation,wind2m,wind_z
B1998-39,B1998-39,Slootdorp,002,002,"",1,"","",0.4,IHF,IHF,"","","",5.70657828922072,kg N/ha-hr,"",11.8,10,"","","",,3.87991829300597,2
B1998-39,B1998-39,Slootdorp,002,002,"",2,"","",1.2,IHF,IHF,"","","",2.0014464057433,kg N/ha-hr,"",12.6,10,"","","",13,3.52585480821688,2
B1998-39,B1998-39,Slootdorp,002,002,"",3,"","",1.51666666666667,IHF,IHF,"","","",2.15985515374511,kg N/ha-hr,"",14.8,10,"","","",118.9,4.02090497783535,2
B1998-39,B1998-39,Slootdorp,002,002,"",4,"","",2.96666666666667,IHF,IHF,"","","",1.25019932158006,kg N/ha-hr,"",16.9,10,"","","",641,5.38905708508774,2
B1998-39,B1998-39,Slootdorp,002,002,"",5,"","",2.98333333333333,IHF,IHF,"","","",0.597973012892123,kg N/ha-hr,"",17.9,10,"","","",1175,5.35797843321763,2
B1998-39,B1998-39,Slootdorp,002,002,"",6,"","",15.2,IHF,IHF,"","","",0.110704145982425,kg N/ha-hr,"",11.6,10,"","","",1393,3.14562779429737,2
B1998-39,B1998-39,Slootdorp,002,002,"",7,"","",23.7166666666667,IHF,IHF,"","","",0.0802722407561802,kg N/ha-hr,"",11.6,10,"","","",2149,3.44069863803946,2
B1998-39,B1998-39,Slootdorp,002,002,"",8,"","",24.1,IHF,IHF,"","","",0.0350898955791363,kg N/ha-hr,"",14.2,10,"","","",3480,2.79015125438066,2
B1998-39,B1998-39,Slootdorp,002,002,"",9,"","",24.6166666666667,IHF,IHF,"","","",0.00878831978852878,kg N/ha-hr,"",15.7,10,"","","",4260,2.1475457916305,2
B1998-39,B1998-39,Slootdorp,003,003,"",1,"","",0.583333333333333,IHF,IHF,"","","",10.871461317406,kg N/ha-hr,"",11.83,10,"","","",,3.93798074744429,2
B1998-39,B1998-39,Slootdorp,003,003,"",2,"","",0.916666666666667,IHF,IHF,"","","",1.06323944491689,kg N/ha-hr,"",12.93,10,"","","",,3.4084876661963,2
B1998-39,B1998-39,Slootdorp,003,003,"",3,"","",1.51666666666667,IHF,IHF,"","","",1.07402318530407,kg N/ha-hr,"",15.07,10,"","","",,4.16872246889982,2
B1998-39,B1998-39,Slootdorp,003,003,"",4,"","",3,IHF,IHF,"","","",0.743933407827687,kg N/ha-hr,"",16.94,10,"","","",,5.41430682087744,2
B1998-39,B1998-39,Slootdorp,003,003,"",5,"","",2.98333333333333,IHF,IHF,"","","",0.474157171618586,kg N/ha-hr,"",17.94,10,"","","",,5.30430003677113,2
B1998-39,B1998-39,Slootdorp,003,003,"",6,"","",14.8666666666667,IHF,IHF,"","","",0.103719477101315,kg N/ha-hr,"",11.57,10,"","","",,3.12232834646973,2
B1998-39,B1998-39,Slootdorp,003,003,"",7,"","",23.8333333333333,IHF,IHF,"","","",0.0974831326449402,kg N/ha-hr,"",11.58,10,"","","",,3.4399584238526,2
B1998-39,B1998-39,Slootdorp,003,003,"",8,"","",24.05,IHF,IHF,"","","",0.0341871806015104,kg N/ha-hr,"",14.16,10,"","","",,2.79015125438066,2
B1998-39,B1998-39,Slootdorp,003,003,"",9,"","",24.6666666666667,IHF,IHF,"","","",0.0156388556996643,kg N/ha-hr,"",15.71,10,"","","",,2.1475457916305,2
B1998-39,B1998-39,Slootdorp,004,004,"",1,"","",0.533333333333333,IHF,IHF,"","","",7.85626218622517,kg N/ha-hr,"",12.38,10,"","","",,3.46534858304383,2
B1998-39,B1998-39,Slootdorp,004,004,"",2,"","",1,IHF,IHF,"","","",15.2871919452363,kg N/ha-hr,"",13.84,10,"","","",,3.44753936235682,2
B1998-39,B1998-39,Slootdorp,004,004,"",3,"","",1.56666666666667,IHF,IHF,"","","",1.01927052573856,kg N/ha-hr,"",15.71,10,"","","",,4.63770599949826,2
B1998-39,B1998-39,Slootdorp,004,004,"",4,"","",2.9,IHF,IHF,"","","",0.431214055254681,kg N/ha-hr,"",17.18,10,"","","",,5.43625011554841,2
B1998-39,B1998-39,Slootdorp,004,004,"",5,"","",2.91666666666667,IHF,IHF,"","","",0.27181675301766,kg N/ha-hr,"",17.92,10,"","","",,5.23969729297792,2
B1998-39,B1998-39,Slootdorp,004,004,"",6,"","",14.4166666666667,IHF,IHF,"","","",0.0590773063277162,kg N/ha-hr,"",11.45,10,"","","",,3.09569159926657,2
B1998-39,B1998-39,Slootdorp,004,004,"",7,"","",23.8166666666667,IHF,IHF,"","","",0.0427327901217362,kg N/ha-hr,"",11.59,10,"","","",,3.44774871693347,2
B1998-39,B1998-39,Slootdorp,004,004,"",8,"","",24.0666666666667,IHF,IHF,"","","",0.020526086099396,kg N/ha-hr,"",14.13,10,"","","",,2.78463080051417,2
B1998-39,B1998-39,Slootdorp,004,004,"",9,"","",24.8,IHF,IHF,"","","",0.016482748822716,kg N/ha-hr,"",15.71,10,"","","",,2.1475457916305,2
B1998-40,B1998-40,Slootdorp,001,001,"",1,"","",0.533333333333333,IHF,IHF,"","","",13.658693407392,kg N/ha-hr,"",13.1,10,"","","",11.5,6.92871301992019,2
B1998-40,B1998-40,Slootdorp,001,001,"",2,"","",0.9,IHF,IHF,"","","",10.6865626158175,kg N/ha-hr,"",13.6,10,"","","",51.3,7.11436688199942,2
B1998-40,B1998-40,Slootdorp,001,001,"",3,"","",1.56666666666667,IHF,IHF,"","","",6.32618226767179,kg N/ha-hr,"",14.3,10,"","","",149.6,8.16373495053913,2
B1998-40,B1998-40,Slootdorp,001,001,"",4,"","",3.06666666666667,IHF,IHF,"","","",2.66610811181415,kg N/ha-hr,"",15.1,10,"","","",344.3,6.69408084401114,2
B1998-40,B1998-40,Slootdorp,001,001,"",5,"","",2.91666666666667,IHF,IHF,"","","",1.05468042392753,kg N/ha-hr,"",14.4,10,"","","",402.1,6.62198997035533,2
B1998-40,B1998-40,Slootdorp,001,001,"",6,"","",14.0833333333333,IHF,IHF,"","","",0.411670439280742,kg N/ha-hr,"",13.3,10,"","","",410.6,4.23945045627419,2
B1998-40,B1998-40,Slootdorp,001,001,"",7,"","",23.85,IHF,IHF,"","","",0.169459369571836,kg N/ha-hr,"",9.3,10,"","","",590.6,5.71900944756811,2
B1998-40,B1998-40,Slootdorp,001,001,"",8,"","",24.4,IHF,IHF,"","","",0.130993820613162,kg N/ha-hr,"",6.8,10,"","","",1743.6,4.4379032245141,2
B1998-40,B1998-40,Slootdorp,001,001,"",9,"","",25.2166666666667,IHF,IHF,"","","",0.053086211279739,kg N/ha-hr,"",6,10,"","","",1988.4,2.69418752301416,2
B1998-40,B1998-40,Slootdorp,002,002,"",1,"","",0.5,IHF,IHF,"","","",6.60802283167391,kg N/ha-hr,"",13,10,"","","",3.7,6.15446369596316,2
B1998-40,B1998-40,Slootdorp,002,002,"",2,"","",1,IHF,IHF,"","","",3.95077405331229,kg N/ha-hr,"",13.2,10,"","","",25.7,6.77501467550013,2
B1998-40,B1998-40,Slootdorp,002,002,"",3,"","",1.46666666666667,IHF,IHF,"","","",2.86121770785284,kg N/ha-hr,"",13.8,10,"","","",96.1,7.47985820427188,2
B1998-40,B1998-40,Slootdorp,002,002,"",4,"","",3.03333333333333,IHF,IHF,"","","",1.89713858087357,kg N/ha-hr,"",15.1,10,"","","",316.2,7.26261093777494,2
B1998-40,B1998-40,Slootdorp,002,002,"",5,"","",3.03333333333333,IHF,IHF,"","","",0.799254567099481,kg N/ha-hr,"",14.6,10,"","","",403.6,6.69991963999351,2
B1998-40,B1998-40,Slootdorp,002,002,"",6,"","",14.8166666666667,IHF,IHF,"","","",0.235261548426333,kg N/ha-hr,"",13.3,10,"","","",419,4.33638190980457,2
B1998-40,B1998-40,Slootdorp,002,002,"",7,"","",23.8833333333333,IHF,IHF,"","","",0.0989861101577245,kg N/ha-hr,"",9.4,10,"","","",599,5.71665188988438,2
B1998-40,B1998-40,Slootdorp,002,002,"",8,"","",24.6166666666667,IHF,IHF,"","","",0.0447975628150943,kg N/ha-hr,"",6.8,10,"","","",1752.3,4.43361253091604,2
B1998-40,B1998-40,Slootdorp,002,002,"",9,"","",25.3,IHF,IHF,"","","",0.0266419788391713,kg N/ha-hr,"",6,10,"","","",1998.7,2.67530402586538,2
B1998-40,B1998-40,Slootdorp,003,003,"",1,"","",0.583333333333333,IHF,IHF,"","","",14.3914779502853,kg N/ha-hr,"",13.04,10,"","","",,6.6990972818225,2
B1998-40,B1998-40,Slootdorp,003,003,"",2,"","",0.966666666666667,IHF,IHF,"","","",2.90221700123094,kg N/ha-hr,"",13.32,10,"","","",,6.96221839491555,2
B1998-40,B1998-40,Slootdorp,003,003,"",3,"","",1.45,IHF,IHF,"","","",1.66251721486605,kg N/ha-hr,"",13.96,10,"","","",,7.85970320673984,2
B1998-40,B1998-40,Slootdorp,003,003,"",4,"","",3.03333333333333,IHF,IHF,"","","",0.733921091526127,kg N/ha-hr,"",15.11,10,"","","",,7.01364677006751,2
B1998-40,B1998-40,Slootdorp,003,003,"",5,"","",2.96666666666667,IHF,IHF,"","","",0.424119157901081,kg N/ha-hr,"",14.53,10,"","","",,6.69492318035106,2
B1998-40,B1998-40,Slootdorp,003,003,"",6,"","",14.5333333333333,IHF,IHF,"","","",0.18007879317303,kg N/ha-hr,"",13.3,10,"","","",,4.28493361119726,2
B1998-40,B1998-40,Slootdorp,003,003,"",7,"","",23.8666666666667,IHF,IHF,"","","",0.103989280505311,kg N/ha-hr,"",9.38,10,"","","",,5.71061091126106,2
B1998-40,B1998-40,Slootdorp,003,003,"",8,"","",24.6333333333333,IHF,IHF,"","","",0.0344287139547781,kg N/ha-hr,"",6.8,10,"","","",,4.44634626426786,2
B1998-40,B1998-40,Slootdorp,003,003,"",9,"","",25.2,IHF,IHF,"","","",0.011776460583754,kg N/ha-hr,"",5.97,10,"","","",,2.68118047383762,2
B1998-40,B1998-40,Slootdorp,004,004,"",1,"","",0.683333333333333,IHF,IHF,"","","",12.0515981852715,kg N/ha-hr,"",13.11,10,"","","",,6.6990972818225,2
B1998-40,B1998-40,Slootdorp,004,004,"",2,"","",0.816666666666667,IHF,IHF,"","","",7.24193085358953,kg N/ha-hr,"",13.57,10,"","","",,6.96221839491555,2
B1998-40,B1998-40,Slootdorp,004,004,"",3,"","",1.45,IHF,IHF,"","","",2.81999101328512,kg N/ha-hr,"",14.17,10,"","","",,7.85970320673984,2
B1998-40,B1998-40,Slootdorp,004,004,"",4,"","",3.05,IHF,IHF,"","","",1.66972278336512,kg N/ha-hr,"",15.16,10,"","","",,7.01364677006751,2
B1998-40,B1998-40,Slootdorp,004,004,"",5,"","",2.88333333333333,IHF,IHF,"","","",0.591040778783851,kg N/ha-hr,"",14.45,10,"","","",,6.69492318035106,2
B1998-40,B1998-40,Slootdorp,004,004,"",6,"","",14.2333333333333,IHF,IHF,"","","",0.1541819411916,kg N/ha-hr,"",13.28,10,"","","",,4.28493361119726,2
B1998-40,B1998-40,Slootdorp,004,004,"",7,"","",23.8666666666667,IHF,IHF,"","","",0.0884068773307797,kg N/ha-hr,"",9.38,10,"","","",,5.71061091126106,2
B1998-40,B1998-40,Slootdorp,004,004,"",8,"","",24.4,IHF,IHF,"","","",0.0355093691941834,kg N/ha-hr,"",6.81,10,"","","",,4.44634626426786,2
B1998-40,B1998-40,Slootdorp,004,004,"",9,"","",25.5833333333333,IHF,IHF,"","","",0,kg N/ha-hr,"",5.97,10,"","","",,2.68118047383762,2
B2002-13,B2002-13,Slootdorp,001,001,"",1,"","",1,IHF,IHF,"","","",2.41454641625561,kg N/ha-hr,"",5.6,10,"","","",,0.921078674619202,2
B2002-13,B2002-13,Slootdorp,001,001,"",2,"","",2.01666666666667,IHF,IHF,"","","",1.92466413636737,kg N/ha-hr,"",7.7,10,"","","",,1.0247058628937,2
B2002-13,B2002-13,Slootdorp,001,001,"",3,"","",3.15,IHF,IHF,"","","",1.44090360274453,kg N/ha-hr,"",9.3,10,"","","",,1.32441477873206,2
B2002-13,B2002-13,Slootdorp,001,001,"",4,"","",3.1,IHF,IHF,"","","",1.18031452215703,kg N/ha-hr,"",7.6,10,"","","",,1.97647135143497,2
B2002-13,B2002-13,Slootdorp,001,001,"",5,"","",13.9666666666667,IHF,IHF,"","","",0.321602644416294,kg N/ha-hr,"",4.7,10,"","","",,1.56197605396291,2
B2002-13,B2002-13,Slootdorp,001,001,"",6,"","",23.9666666666667,IHF,IHF,"","","",0.248710845731032,kg N/ha-hr,"",5.7,10,"","","",,2.6826311549708,2
B2002-13,B2002-13,Slootdorp,001,001,"",7,"","",24.4333333333333,IHF,IHF,"","","",0.12032385573691,kg N/ha-hr,"",6.8,10,"","","",,2.55497111980511,2
B2002-13,B2002-13,Slootdorp,001,001,"",8,"","",22.75,IHF,IHF,"","","",0.0739003625047388,kg N/ha-hr,"",8.5,10,"","","",,2.55156604198251,2
B2002-13,B2002-13,Slootdorp,002,002,"",1,"","",1,IHF,IHF,"","","",0.481103924459016,kg N/ha-hr,"",5.3,10,"","","",,0.974291582392556,2
B2002-13,B2002-13,Slootdorp,002,002,"",2,"","",1.91666666666667,IHF,IHF,"","","",0.3659755214775,kg N/ha-hr,"",7.4,10,"","","",,0.970025554838475,2
B2002-13,B2002-13,Slootdorp,002,002,"",3,"","",3.1,IHF,IHF,"","","",0.358203515749089,kg N/ha-hr,"",9.3,10,"","","",,1.27117710145512,2
B2002-13,B2002-13,Slootdorp,002,002,"",4,"","",3.11666666666667,IHF,IHF,"","","",0.375185677216636,kg N/ha-hr,"",7.8,10,"","","",,1.96805780060449,2
B2002-13,B2002-13,Slootdorp,002,002,"",5,"","",14.5666666666667,IHF,IHF,"","","",0.076277961592773,kg N/ha-hr,"",4.8,10,"","","",,1.54650369641656,2
B2002-13,B2002-13,Slootdorp,002,002,"",6,"","",23.8666666666667,IHF,IHF,"","","",0.0949687677115044,kg N/ha-hr,"",5.7,10,"","","",,2.69129293730738,2
B2002-13,B2002-13,Slootdorp,002,002,"",7,"","",23.9333333333333,IHF,IHF,"","","",0.0754832602786919,kg N/ha-hr,"",6.9,10,"","","",,2.58501503673945,2
B2002-14,B2002-14,Slootdorp,001,001,"",1,"","",1,IHF,IHF,"","","",7.19147991715346,kg N/ha-hr,"",14.135,10,"","","",,4.53369560564596,2
B2002-14,B2002-14,Slootdorp,001,001,"",2,"","",2.1,IHF,IHF,"","","",4.7413696053517,kg N/ha-hr,"",16.267,10,"","","",,4.502519056014,2
B2002-14,B2002-14,Slootdorp,001,001,"",3,"","",2.9,IHF,IHF,"","","",2.05054738706876,kg N/ha-hr,"",19.3416666666667,10,"","","",,4.72138187582067,2
B2002-14,B2002-14,Slootdorp,001,001,"",4,"","",3,IHF,IHF,"","","",0.675311362449941,kg N/ha-hr,"",20.2138461538462,10,"","","",,4.51332902150252,2
B2002-14,B2002-14,Slootdorp,001,001,"",5,"","",14.3,IHF,IHF,"","","",0.176495368664007,kg N/ha-hr,"",12.1001724137931,10,"","","",,3.98568401449834,2
B2002-14,B2002-14,Slootdorp,001,001,"",6,"","",23.6666666666667,IHF,IHF,"","","",0.0951184599913093,kg N/ha-hr,"",12.6254166666667,10,"","","",,5.98397982418655,2
B2002-14,B2002-14,Slootdorp,001,001,"",7,"","",24.5833333333333,IHF,IHF,"","","",0.060903757498448,kg N/ha-hr,"",10.2833333333333,10,"","","",,5.28080630670872,2
B2002-14,B2002-14,Slootdorp,001,001,"",8,"","",24.4166666666667,IHF,IHF,"","","",0.0287976707093189,kg N/ha-hr,"",7.53343434343435,10,"","","",,6.96423568562485,2
B2002-14,B2002-14,Slootdorp,002,002,"",1,"","",0.983333333333333,IHF,IHF,"","","",0.847443809994843,kg N/ha-hr,"",14.135,10,"","","",,4.53369560564596,2
B2002-14,B2002-14,Slootdorp,002,002,"",2,"","",2,IHF,IHF,"","","",1.1456671558775,kg N/ha-hr,"",15.6555555555556,10,"","","",,4.517548054891,2
B2002-14,B2002-14,Slootdorp,002,002,"",3,"","",3,IHF,IHF,"","","",0.75817079649541,kg N/ha-hr,"",19.0376923076923,10,"","","",,4.67841715520642,2
B2002-14,B2002-14,Slootdorp,002,002,"",4,"","",3.05,IHF,IHF,"","","",0.537833287722118,kg N/ha-hr,"",20.2915384615385,10,"","","",,4.64683823034279,2
B2002-14,B2002-14,Slootdorp,002,002,"",5,"","",14.6666666666667,IHF,IHF,"","","",0.213463151129706,kg N/ha-hr,"",12.197,10,"","","",,4.01063157346833,2
B2002-14,B2002-14,Slootdorp,002,002,"",6,"","",23.8,IHF,IHF,"","","",0.168960241437821,kg N/ha-hr,"",12.6051041666667,10,"","","",,5.97943124762652,2
B2002-14,B2002-14,Slootdorp,002,002,"",7,"","",24.0666666666667,IHF,IHF,"","","",0.102501933246654,kg N/ha-hr,"",10.3469072164949,10,"","","",,5.27128909762506,2
B2002-14,B2002-14,Slootdorp,002,002,"",8,"","",24.5,IHF,IHF,"","","",0.0673345959651513,kg N/ha-hr,"",7.56848484848485,10,"","","",,6.95568903730048,2
B2002-14,B2002-14,Slootdorp,003,003,"",1,"","",1.1,IHF,IHF,"","","",1.53197971954557,kg N/ha-hr,"",14.7075,10,"","","",,4.79921452689918,2
B2002-14,B2002-14,Slootdorp,003,003,"",2,"","",2.08333333333333,IHF,IHF,"","","",1.449257339904,kg N/ha-hr,"",16.8233333333333,10,"","","",,4.50294675775175,2
B2002-14,B2002-14,Slootdorp,003,003,"",3,"","",2.85,IHF,IHF,"","","",1.26138365152088,kg N/ha-hr,"",19.5291666666667,10,"","","",,4.72635184745965,2
B2002-14,B2002-14,Slootdorp,003,003,"",4,"","",3.01666666666667,IHF,IHF,"","","",0.69791306160978,kg N/ha-hr,"",20.0984615384615,10,"","","",,4.38116096330575,2
B2002-14,B2002-14,Slootdorp,003,003,"",5,"","",14.15,IHF,IHF,"","","",0.33222382222973,kg N/ha-hr,"",11.9479310344828,10,"","","",,4.02821630499529,2
B2002-14,B2002-14,Slootdorp,003,003,"",6,"","",23.55,IHF,IHF,"","","",0.160009786639734,kg N/ha-hr,"",12.6516842105263,10,"","","",,5.98968106562546,2
B2002-14,B2002-14,Slootdorp,003,003,"",7,"","",24.9333333333333,IHF,IHF,"","","",0.0569935130072378,kg N/ha-hr,"",10.2119801980198,10,"","","",,5.31105895780686,2
B2002-14,B2002-14,Slootdorp,003,003,"",8,"","",24.2,IHF,IHF,"","","",0.0312302207068669,kg N/ha-hr,"",7.50897959183674,10,"","","",,6.97702286455038,2
B2002-15,B2002-15,Slootdorp,001,001,"",1,"","",1,IHF,IHF,"","","",5.14193275734095,kg N/ha-hr,"",4.7774,10,"","","",,7.57098003395617,2
B2002-15,B2002-15,Slootdorp,001,001,"",2,"","",2,IHF,IHF,"","","",3.54019634523928,kg N/ha-hr,"",6.86077777777778,10,"","","",,6.50253459436005,2
B2002-15,B2002-15,Slootdorp,001,001,"",3,"","",3.01666666666667,IHF,IHF,"","","",1.29258486046986,kg N/ha-hr,"",9.42230769230769,10,"","","",,6.79807084899699,2
B2002-15,B2002-15,Slootdorp,001,001,"",4,"","",2.98333333333333,IHF,IHF,"","","",0.50364392422917,kg N/ha-hr,"",9.41769230769231,10,"","","",,6.39066796284706,2
B2002-15,B2002-15,Slootdorp,001,001,"",5,"","",14.6,IHF,IHF,"","","",0.12472193551096,kg N/ha-hr,"",3.61367796610169,10,"","","",,2.32750022953997,2
B2002-15,B2002-15,Slootdorp,001,001,"",6,"","",23.8833333333333,IHF,IHF,"","","",0.0683623491893486,kg N/ha-hr,"",6.00148958333333,10,"","","",,2.94387068625575,2
B2002-15,B2002-15,Slootdorp,001,001,"",7,"","",24.7166666666667,IHF,IHF,"","","",0.0480715539674591,kg N/ha-hr,"",8.29813541666667,10,"","","",,3.15909479402412,2
B2002-15,B2002-15,Slootdorp,001,001,"",8,"","",24.1833333333333,IHF,IHF,"","","",0.0348652838055902,kg N/ha-hr,"",6.23490816326531,10,"","","",,3.96692992545377,2
B2002-15,B2002-15,Slootdorp,002,002,"",1,"","",1,IHF,IHF,"","","",3.81346845879821,kg N/ha-hr,"",4.46933333333333,10,"","","",,7.72890463017444,2
B2002-15,B2002-15,Slootdorp,002,002,"",2,"","",1.98333333333333,IHF,IHF,"","","",4.46268477321687,kg N/ha-hr,"",6.19011111111111,10,"","","",,6.70016252656539,2
B2002-15,B2002-15,Slootdorp,002,002,"",3,"","",3.05,IHF,IHF,"","","",2.77866462724341,kg N/ha-hr,"",9.02153846153846,10,"","","",,6.8346971292406,2
B2002-15,B2002-15,Slootdorp,002,002,"",4,"","",3.03333333333333,IHF,IHF,"","","",1.30422311466022,kg N/ha-hr,"",9.70384615384615,10,"","","",,6.46354541306789,2
B2002-15,B2002-15,Slootdorp,003,003,"",1,"","",0.983333333333333,IHF,IHF,"","","",1.40820103605829,kg N/ha-hr,"",5.1194,10,"","","",,7.18411489119731,2
B2002-15,B2002-15,Slootdorp,003,003,"",2,"","",1.96666666666667,IHF,IHF,"","","",1.53731122127208,kg N/ha-hr,"",7.20622222222222,10,"","","",,6.48674672895356,2
B2002-15,B2002-15,Slootdorp,003,003,"",3,"","",2.98333333333333,IHF,IHF,"","","",0.998902841467982,kg N/ha-hr,"",9.58076923076923,10,"","","",,6.79734053937311,2
B2002-15,B2002-15,Slootdorp,003,003,"",4,"","",2.96666666666667,IHF,IHF,"","","",0.533868876227652,kg N/ha-hr,"",9.23692307692308,10,"","","",,6.3964482253204,2
B2002-15,B2002-15,Slootdorp,003,003,"",5,"","",14.4666666666667,IHF,IHF,"","","",0.0792926542900498,kg N/ha-hr,"",3.59145762711864,10,"","","",,2.27619256424009,2
B2002-15,B2002-15,Slootdorp,003,003,"",6,"","",23.9,IHF,IHF,"","","",0.0510375997996664,kg N/ha-hr,"",6.02651041666666,10,"","","",,2.94659254151789,2
B2002-15,B2002-15,Slootdorp,003,003,"",7,"","",24.1,IHF,IHF,"","","",0.0331073190964489,kg N/ha-hr,"",8.30852127659575,10,"","","",,3.16330575023646,2
B2002-15,B2002-15,Slootdorp,003,003,"",8,"","",24.7,IHF,IHF,"","","",0.0523218072083604,kg N/ha-hr,"",6.23755555555556,10,"","","",,3.9607405221249,2
B2002-17,B2002-17,Slootdorp,001,001,"",1,"","",1.01666666666667,IHF,IHF,"","","",2.15078171901643,kg N/ha-hr,"",12.606,10,"","","",,2.76607170468859,2
B2002-17,B2002-17,Slootdorp,001,001,"",2,"","",1.98333333333333,IHF,IHF,"","","",2.34227426057207,kg N/ha-hr,"",15.9888888888889,10,"","","",,3.47389984152303,2
B2002-17,B2002-17,Slootdorp,001,001,"",3,"","",3,IHF,IHF,"","","",1.07245454616687,kg N/ha-hr,"",17.9376923076923,10,"","","",,4.47630640659022,2
B2002-17,B2002-17,Slootdorp,001,001,"",4,"","",3,IHF,IHF,"","","",0.411814209100125,kg N/ha-hr,"",18.0146153846154,10,"","","",,5.11639521770971,2
B2002-17,B2002-17,Slootdorp,001,001,"",5,"","",15.1833333333333,IHF,IHF,"","","",0.128944040165434,kg N/ha-hr,"",11.9386885245902,10,"","","",,2.91661551314976,2
B2002-17,B2002-17,Slootdorp,001,001,"",6,"","",23.8833333333333,IHF,IHF,"","","",0.0844030152185957,kg N/ha-hr,"",12.6026804123711,10,"","","",,2.80734783639386,2
B2002-17,B2002-17,Slootdorp,001,001,"",7,"","",24.2333333333333,IHF,IHF,"","","",0.0537305126907538,kg N/ha-hr,"",12.3944183673469,10,"","","",,2.19213161596244,2
B2002-17,B2002-17,Slootdorp,001,001,"",8,"","",23.15,IHF,IHF,"","","",0.0407167259404485,kg N/ha-hr,"",10.4618725490196,10,"","","",,3.30448258456401,2
B2002-17,B2002-17,Slootdorp,002,002,"",1,"","",1,IHF,IHF,"","","",1.60022270726339,kg N/ha-hr,"",12.606,10,"","","",,2.76607170468859,2
B2002-17,B2002-17,Slootdorp,002,002,"",2,"","",2,IHF,IHF,"","","",2.12381259259229,kg N/ha-hr,"",15.9888888888889,10,"","","",,3.47389984152303,2
B2002-17,B2002-17,Slootdorp,002,002,"",3,"","",3.01666666666667,IHF,IHF,"","","",1.39735651475253,kg N/ha-hr,"",18.0007142857143,10,"","","",,4.48107952324511,2
B2002-17,B2002-17,Slootdorp,002,002,"",4,"","",3,IHF,IHF,"","","",1.03620793838058,kg N/ha-hr,"",17.8746153846154,10,"","","",,5.10496963919551,2
B2002-17,B2002-17,Slootdorp,002,002,"",5,"","",15.3166666666667,IHF,IHF,"","","",0.213426629103919,kg N/ha-hr,"",11.9127419354839,10,"","","",,2.93427011407747,2
B2002-17,B2002-17,Slootdorp,002,002,"",6,"","",23.35,IHF,IHF,"","","",0.107262626122083,kg N/ha-hr,"",12.5908510638298,10,"","","",,2.79959613552069,2
B2002-17,B2002-17,Slootdorp,002,002,"",7,"","",24.05,IHF,IHF,"","","",0.0322763149132138,kg N/ha-hr,"",12.4472474226804,10,"","","",,2.16028596449103,2
B2002-17,B2002-17,Slootdorp,002,002,"",8,"","",23.6333333333333,IHF,IHF,"","","",0.0311406208649166,kg N/ha-hr,"",10.42896875,10,"","","",,3.2292925287598,2
B2002-17,B2002-17,Slootdorp,003,003,"",1,"","",1.03333333333333,IHF,IHF,"","","",1.2241545435503,kg N/ha-hr,"",12.174,10,"","","",,2.7536820135154,2
B2002-17,B2002-17,Slootdorp,003,003,"",2,"","",1.96666666666667,IHF,IHF,"","","",1.15191716451814,kg N/ha-hr,"",15.4655555555556,10,"","","",,3.26424119848418,2
B2002-17,B2002-17,Slootdorp,003,003,"",3,"","",3,IHF,IHF,"","","",1.17168051128493,kg N/ha-hr,"",17.8915384615385,10,"","","",,4.39970859004831,2
B2002-17,B2002-17,Slootdorp,003,003,"",4,"","",2.96666666666667,IHF,IHF,"","","",1.07773155317993,kg N/ha-hr,"",18.2666666666667,10,"","","",,5.22783579268045,2
B2002-17,B2002-17,Slootdorp,003,003,"",5,"","",15.1333333333333,IHF,IHF,"","","",0.199353321075574,kg N/ha-hr,"",12.09,10,"","","",,2.96468966742631,2
B2002-17,B2002-17,Slootdorp,003,003,"",6,"","",24.35,IHF,IHF,"","","",0.0886124418703524,kg N/ha-hr,"",12.595306122449,10,"","","",,2.81058469424701,2
B2002-17,B2002-17,Slootdorp,003,003,"",7,"","",23.8166666666667,IHF,IHF,"","","",0.0498762115533418,kg N/ha-hr,"",12.419824742268,10,"","","",,2.1753996407825,2
B2002-17,B2002-17,Slootdorp,003,003,"",8,"","",23.8,IHF,IHF,"","","",0.0229958703971067,kg N/ha-hr,"",10.4244895833333,10,"","","",,3.23179870208018,2
B2002-19,B2002-19,Slootdorp,001,001,"",1,"","",1.05,IHF,IHF,"","","",3.21384349590345,kg N/ha-hr,"",11.402,10,"","","",,2.58644284493642,2
B2002-19,B2002-19,Slootdorp,001,001,"",2,"","",2,IHF,IHF,"","","",2.86101475648018,kg N/ha-hr,"",13.2244444444444,10,"","","",,2.83922430654247,2
B2002-19,B2002-19,Slootdorp,001,001,"",3,"","",2.93333333333333,IHF,IHF,"","","",1.06880119722633,kg N/ha-hr,"",14.6430769230769,10,"","","",,2.76211150918651,2
B2002-19,B2002-19,Slootdorp,001,001,"",4,"","",3.08333333333333,IHF,IHF,"","","",0.62084102798163,kg N/ha-hr,"",16.8830769230769,10,"","","",,2.42221801701574,2
B2002-19,B2002-19,Slootdorp,001,001,"",5,"","",15.4,IHF,IHF,"","","",0.0975203967848207,kg N/ha-hr,"",11.3957142857143,10,"","","",,3.10764404232885,2
