project,experiment,field,plot_code,plot_code,replicate,shift,t_start,t_end,time.4,meas_tech,meas_tech_det,detect_lim,d_val,d_unit,flux,flux_unit,surf_pH,temp,air_temp_z,soil_temp,soil_temp_z,soil_surf_temp,radiation,wind2m
G1991-15,G1991-15,45-Duiven,045,045,"",8,"","",23.9,IHF,IHF,"","","",0.0187327280334728,kg N/ha-hr,"",11.7,10,"","","",5158,2.9
G1991-15,G1991-15,45-Duiven,045,045,"",9,"","",24.4,IHF,IHF,"","","",7.05725409836066e-05,kg N/ha-hr,"",12.5,10,"","","",7302,2.4
G1991-15,G1991-15,46-Duiven,046,046,"",1,"","",0.5,IHF,IHF,"","","",0.4867002,kg N/ha-hr,"",10.2,10,"","","",87,2.1
G1991-15,G1991-15,46-Duiven,046,046,"",2,"","",1,IHF,IHF,"","","",0.57361095,kg N/ha-hr,"",11.4,10,"","","",280,2.5
G1991-15,G1991-15,46-Duiven,046,046,"",3,"","",1.5,IHF,IHF,"","","",0.6489336,kg N/ha-hr,"",12.6,10,"","","",583,2.7
G1991-15,G1991-15,46-Duiven,046,046,"",4,"","",2.9,IHF,IHF,"","","",0.39559375862069,kg N/ha-hr,"",14.1,10,"","","",1178,3
G1991-15,G1991-15,46-Duiven,046,046,"",5,"","",3.9,IHF,IHF,"","","",0.0980531538461538,kg N/ha-hr,"",14.6,10,"","","",1475,2.2
G1991-15,G1991-15,46-Duiven,046,046,"",6,"","",11.5,IHF,IHF,"","","",0.0211608782608696,kg N/ha-hr,"",5,10,"","","",1482,0.4
G1991-15,G1991-15,46-Duiven,046,046,"",7,"","",25.1,IHF,IHF,"","","",0.00831019123505976,kg N/ha-hr,"",10.6,10,"","","",3305,1.8
G1991-15,G1991-15,46-Duiven,046,046,"",8,"","",23.6,IHF,IHF,"","","",7.36531779661017e-05,kg N/ha-hr,"",11.8,10,"","","",5248,3
G1991-15,G1991-15,46-Duiven,046,046,"",9,"","",24.6,IHF,IHF,"","","",7.06591463414634e-05,kg N/ha-hr,"",12.5,10,"","","",7401,2.4
G1991-15,G1991-15,47-Duiven,047,047,"",1,"","",0.5,IHF,IHF,"","","",6.74833032,kg N/ha-hr,"",9.8,10,"","","",82,1.9
G1991-15,G1991-15,47-Duiven,047,047,"",2,"","",1,IHF,IHF,"","","",9.17887302,kg N/ha-hr,"",11.2,10,"","","",268,2.5
G1991-15,G1991-15,47-Duiven,047,047,"",3,"","",1.5,IHF,IHF,"","","",3.20259744,kg N/ha-hr,"",12.5,10,"","","",575,2.7
G1991-15,G1991-15,47-Duiven,047,047,"",4,"","",3,IHF,IHF,"","","",1.07706402,kg N/ha-hr,"",14,10,"","","",1187,3
G1991-15,G1991-15,47-Duiven,047,047,"",5,"","",4,IHF,IHF,"","","",0.135824445,kg N/ha-hr,"",14.6,10,"","","",1477,2.1
G1991-15,G1991-15,47-Duiven,047,047,"",6,"","",11.4,IHF,IHF,"","","",0.00025083,kg N/ha-hr,"",5.1,10,"","","",1494,0.4
G1991-15,G1991-15,47-Duiven,047,047,"",7,"","",25.2,IHF,IHF,"","","",0.037331865,kg N/ha-hr,"",10.4,10,"","","",3325,1.8
G1991-15,G1991-15,47-Duiven,047,047,"",8,"","",23.6,IHF,IHF,"","","",0.0169629101694915,kg N/ha-hr,"",11.8,10,"","","",5264,3
G1991-15,G1991-15,47-Duiven,047,047,"",9,"","",24.5,IHF,IHF,"","","",0.0175069102040816,kg N/ha-hr,"",12.5,10,"","","",7415,2.4
G1991-16,G1991-16,48-Duiven,048,048,"",1,"","",0.5,IHF,IHF,"","","",21.463616,kg N/ha-hr,"",7.9,10,"","","",29,5.1
G1991-16,G1991-16,48-Duiven,048,048,"",2,"","",1.1,IHF,IHF,"","","",18.2928545454545,kg N/ha-hr,"",9.1,10,"","","",135,5
G1991-16,G1991-16,48-Duiven,048,048,"",3,"","",1.4,IHF,IHF,"","","",8.06902857142857,kg N/ha-hr,"",9.8,10,"","","",271,5.4
G1991-16,G1991-16,48-Duiven,048,048,"",4,"","",3,IHF,IHF,"","","",2.80062533333333,kg N/ha-hr,"",8.4,10,"","","",549,6.5
G1991-16,G1991-16,48-Duiven,048,048,"",5,"","",4.6,IHF,IHF,"","","",0.78278347826087,kg N/ha-hr,"",6,10,"","","",856,6.3
G1991-16,G1991-16,48-Duiven,048,048,"",6,"","",11.1,IHF,IHF,"","","",0.0890500900900901,kg N/ha-hr,"",2.9,10,"","","",863,2.7
G1991-16,G1991-16,48-Duiven,048,048,"",7,"","",13,IHF,IHF,"","","",0.331295692307692,kg N/ha-hr,"",7.7,10,"","","",2009,4.7
G1991-16,G1991-16,49-Duiven,049,049,"",1,"","",0.5,IHF,IHF,"","","",0.81567,kg N/ha-hr,"",7.9,10,"","","",42,5.3
G1991-16,G1991-16,49-Duiven,049,049,"",2,"","",1,IHF,IHF,"","","",0.72504,kg N/ha-hr,"",9.4,10,"","","",138,5
G1991-16,G1991-16,49-Duiven,049,049,"",3,"","",1.3,IHF,IHF,"","","",0.313719230769231,kg N/ha-hr,"",9.8,10,"","","",263,5.4
G1991-16,G1991-16,49-Duiven,049,049,"",4,"","",3.1,IHF,IHF,"","","",0.19003064516129,kg N/ha-hr,"",8.3,10,"","","",541,6.5
G1991-16,G1991-16,49-Duiven,049,049,"",5,"","",4.2,IHF,IHF,"","","",0.215785714285714,kg N/ha-hr,"",6,10,"","","",837,6.4
G1991-16,G1991-16,49-Duiven,049,049,"",6,"","",11.4,IHF,IHF,"","","",0.027825,kg N/ha-hr,"",3,10,"","","",847,2.7
G1991-16,G1991-16,49-Duiven,049,049,"",7,"","",13,IHF,IHF,"","","",0.0278861538461538,kg N/ha-hr,"",7.7,10,"","","",1992,4.8
G1991-16,G1991-16,50-Duiven,050,050,"",1,"","",0.5,IHF,IHF,"","","",1.4364,kg N/ha-hr,"",7.8,10,"","","",29,4.1
G1991-16,G1991-16,50-Duiven,050,050,"",2,"","",1,IHF,IHF,"","","",1.1286,kg N/ha-hr,"",8.6,10,"","","",121,5.9
G1991-16,G1991-16,50-Duiven,050,050,"",3,"","",1.5,IHF,IHF,"","","",0.7866,kg N/ha-hr,"",10,10,"","","",261,5.4
G1991-16,G1991-16,50-Duiven,050,050,"",4,"","",3,IHF,IHF,"","","",0.5472,kg N/ha-hr,"",8.6,10,"","","",542,6.2
G1991-16,G1991-16,50-Duiven,050,050,"",5,"","",4.6,IHF,IHF,"","","",0.178434782608696,kg N/ha-hr,"",6.1,10,"","","",865,6.5
G1991-16,G1991-16,50-Duiven,050,050,"",6,"","",11.4,IHF,IHF,"","","",0.045,kg N/ha-hr,"",3,10,"","","",875,2.7
G1991-16,G1991-16,50-Duiven,050,050,"",7,"","",13.4,IHF,IHF,"","","",0.0803955223880597,kg N/ha-hr,"",7.6,10,"","","",2022,4.7
G1991-16,G1991-16,51-Duiven,051,051,"",1,"","",0.5,IHF,IHF,"","","",13.477003,kg N/ha-hr,"",7.8,10,"","","",29,4.3
G1991-16,G1991-16,51-Duiven,051,051,"",2,"","",1,IHF,IHF,"","","",13.4012895,kg N/ha-hr,"",8.7,10,"","","",119,4.7
G1991-16,G1991-16,51-Duiven,051,051,"",3,"","",1.5,IHF,IHF,"","","",7.92467966666667,kg N/ha-hr,"",9.9,10,"","","",260,5.4
G1991-16,G1991-16,51-Duiven,051,051,"",4,"","",3,IHF,IHF,"","","",3.98757766666667,kg N/ha-hr,"",8.5,10,"","","",543,6.3
G1991-16,G1991-16,51-Duiven,051,051,"",5,"","",4.8,IHF,IHF,"","","",0.646719479166667,kg N/ha-hr,"",5.9,10,"","","",871,6.3
G1991-16,G1991-16,51-Duiven,051,051,"",6,"","",11.2,IHF,IHF,"","","",0.0878817410714286,kg N/ha-hr,"",3,10,"","","",878,2.7
G1991-16,G1991-16,51-Duiven,051,051,"",7,"","",12.6,IHF,IHF,"","","",0.486729642857143,kg N/ha-hr,"",7.8,10,"","","",2017,4.7
G1991-24,G1991-24,52-Duiven,052,052,"",1,"","",0.5,IHF,IHF,"","","",1.3629384,kg N/ha-hr,"",12.6,10,"","","",59,5.1
G1991-24,G1991-24,52-Duiven,052,052,"",2,"","",1.1,IHF,IHF,"","","",2.13389345454545,kg N/ha-hr,"",13.2,10,"","","",224,5.1
G1991-24,G1991-24,52-Duiven,052,052,"",3,"","",1.4,IHF,IHF,"","","",1.29803657142857,kg N/ha-hr,"",14.3,10,"","","",485,5.7
G1991-24,G1991-24,52-Duiven,052,052,"",4,"","",2.9,IHF,IHF,"","","",1.04439724137931,kg N/ha-hr,"",15.6,10,"","","",1072,6.1
G1991-24,G1991-24,52-Duiven,052,052,"",5,"","",4.4,IHF,IHF,"","","",0.395802818181818,kg N/ha-hr,"",15.4,10,"","","",1420,3.8
G1991-24,G1991-24,52-Duiven,052,052,"",6,"","",11.3,IHF,IHF,"","","",0.110562849557522,kg N/ha-hr,"",13.4,10,"","","",1449,2.3
G1991-24,G1991-24,52-Duiven,052,052,"",7,"","",25.1,IHF,IHF,"","","",0.042233593625498,kg N/ha-hr,"",13.3,10,"","","",2488,3.9
G1991-24,G1991-24,52-Duiven,052,052,"",8,"","",24.2,IHF,IHF,"","","",0.0578842066115703,kg N/ha-hr,"",12.8,10,"","","",4005,5
G1991-24,G1991-24,52-Duiven,052,052,"",9,"","",24.3,IHF,IHF,"","","",0.03895,kg N/ha-hr,"",13,10,"","","",5589,3.8
G1991-24,G1991-24,53-Duiven,053,053,"",1,"","",0.5,IHF,IHF,"","","",12.7388196,kg N/ha-hr,"",12.2,10,"","","",56,5
G1991-24,G1991-24,53-Duiven,053,053,"",2,"","",1,IHF,IHF,"","","",6.0215922,kg N/ha-hr,"",13.2,10,"","","",187,5.1
G1991-24,G1991-24,53-Duiven,053,053,"",3,"","",1.5,IHF,IHF,"","","",2.318784,kg N/ha-hr,"",14,10,"","","",444,5.3
G1991-24,G1991-24,53-Duiven,053,053,"",4,"","",2.9,IHF,IHF,"","","",0.892032206896552,kg N/ha-hr,"",15.3,10,"","","",1066,6.3
G1991-24,G1991-24,53-Duiven,053,053,"",5,"","",4.8,IHF,IHF,"","","",0.1992705,kg N/ha-hr,"",15.4,10,"","","",1467,3.9
G1991-24,G1991-24,53-Duiven,053,053,"",6,"","",11.4,IHF,IHF,"","","",0.036231,kg N/ha-hr,"",13.4,10,"","","",1488,2.3
G1991-24,G1991-24,53-Duiven,053,053,"",7,"","",25.2,IHF,IHF,"","","",0.0405442142857143,kg N/ha-hr,"",13.2,10,"","","",2546,3.9
G1991-24,G1991-24,53-Duiven,053,053,"",8,"","",24,IHF,IHF,"","","",0.01630395,kg N/ha-hr,"",12.8,10,"","","",4047,5
G1991-24,G1991-24,53-Duiven,053,053,"",9,"","",24.3,IHF,IHF,"","","",8.94592592592592e-05,kg N/ha-hr,"",13,10,"","","",5626,3.8
G1991-29,G1991-29,55-Duiven,055,055,"",1,"","",0.5,IHF,IHF,"","","",6.878769352,kg N/ha-hr,"",16,10,"","","",28,2.9
G1991-29,G1991-29,55-Duiven,055,055,"",2,"","",1,IHF,IHF,"","","",3.1880450266,kg N/ha-hr,"",17,10,"","","",123,2.9
G1991-29,G1991-29,55-Duiven,055,055,"",3,"","",1.6,IHF,IHF,"","","",1.17402073075,kg N/ha-hr,"",17.5,10,"","","",305,3.2
G1991-29,G1991-29,55-Duiven,055,055,"",4,"","",3.2,IHF,IHF,"","","",0.421655332875,kg N/ha-hr,"",17,10,"","","",519,3.4
G1991-29,G1991-29,55-Duiven,055,055,"",5,"","",5.2,IHF,IHF,"","","",0.190794268269231,kg N/ha-hr,"",17.1,10,"","","",945,3.2
G1991-29,G1991-29,55-Duiven,055,055,"",6,"","",10.5,IHF,IHF,"","","",0.037795436,kg N/ha-hr,"",14.6,10,"","","",968,1.5
G1991-29,G1991-29,55-Duiven,055,055,"",7,"","",25,IHF,IHF,"","","",0.02910248572,kg N/ha-hr,"",15.7,10,"","","",2928,2.4
G1991-29,G1991-29,55-Duiven,055,055,"",8,"","",24,IHF,IHF,"","","",0.018189053575,kg N/ha-hr,"",15.5,10,"","","",3534,2.9
G1991-29,G1991-29,55-Duiven,055,055,"",9,"","",23.9,IHF,IHF,"","","",0.0160511998075314,kg N/ha-hr,"",15.6,10,"","","",4186,2.3
G1991-30,G1991-30,56-Duiven,056,056,"",1,"","",0.5,IHF,IHF,"","","",12.8187136,kg N/ha-hr,"",24.6,10,"","","",142,2.2
G1991-30,G1991-30,56-Duiven,056,056,"",2,"","",1,IHF,IHF,"","","",4.1827296,kg N/ha-hr,"",24.8,10,"","","",411,2.4
G1991-30,G1991-30,56-Duiven,056,056,"",3,"","",1.5,IHF,IHF,"","","",1.47054506666667,kg N/ha-hr,"",25.7,10,"","","",844,2
G1991-30,G1991-30,56-Duiven,056,056,"",4,"","",3,IHF,IHF,"","","",0.443938133333333,kg N/ha-hr,"",27.3,10,"","","",1540,2.4
G1991-30,G1991-30,56-Duiven,056,056,"",5,"","",2.5,IHF,IHF,"","","",0.03329536,kg N/ha-hr,"",27,10,"","","",1761,0.7
G1991-30,G1991-30,56-Duiven,056,056,"",6,"","",12.7,IHF,IHF,"","","",0.0147469606299213,kg N/ha-hr,"",20.3,10,"","","",1789,1
G1991-30,G1991-30,56-Duiven,056,056,"",7,"","",23.6,IHF,IHF,"","","",0.0141082033898305,kg N/ha-hr,"",15.5,10,"","","",2936,2.4
G1991-30,G1991-30,56-Duiven,056,056,"",8,"","",23.9,IHF,IHF,"","","",8.70694560669456e-05,kg N/ha-hr,"",15.3,10,"","","",4118,2.3
G1991-30,G1991-30,56-Duiven,056,056,"",9,"","",24.2,IHF,IHF,"","","",8.59900826446281e-05,kg N/ha-hr,"",16.7,10,"","","",5713,2.3
G1991-36,G1991-36,57-Zeewolde,057,057,"",1,"","",0.5,IHF,IHF,"","","",9.674606,kg N/ha-hr,"",19.2,10,"","","",65,1.4
G1991-36,G1991-36,57-Zeewolde,057,057,"",2,"","",1.1,IHF,IHF,"","","",5.15932818181818,kg N/ha-hr,"",21.4,10,"","","",233,1.1
G1991-36,G1991-36,57-Zeewolde,057,057,"",3,"","",1.4,IHF,IHF,"","","",2.36695928571429,kg N/ha-hr,"",24,10,"","","",510,1.5
G1991-36,G1991-36,57-Zeewolde,057,057,"",4,"","",3,IHF,IHF,"","","",1.07918833333333,kg N/ha-hr,"",27.4,10,"","","",1138,1.8
G1991-36,G1991-36,57-Zeewolde,057,057,"",5,"","",4.4,IHF,IHF,"","","",0.424172954545455,kg N/ha-hr,"",26.7,10,"","","",1549,2.4
G1991-36,G1991-36,57-Zeewolde,057,057,"",6,"","",11.2,IHF,IHF,"","","",0.115627321428571,kg N/ha-hr,"",15.2,10,"","","",,1.1
G1991-36,G1991-36,57-Zeewolde,057,057,"",7,"","",23.9,IHF,IHF,"","","",0.125900878661088,kg N/ha-hr,"",20.9,10,"","","",,1.9
G1991-36,G1991-36,57-Zeewolde,057,057,"",8,"","",25.2,IHF,IHF,"","","",0.0695275396825397,kg N/ha-hr,"",18.5,10,"","","",,4.1
G1991-36,G1991-36,57-Zeewolde,057,057,"",9,"","",25,IHF,IHF,"","","",0.03351832,kg N/ha-hr,"",17.1,10,"","","",,2.6
G1992-11,G1992-11,58-Duiven,058,058,"",1,"","",0.5,IHF,IHF,"","","",9.4501596,kg N/ha-hr,"",8.5,10,"","","",45,4.2
G1992-11,G1992-11,58-Duiven,058,058,"",2,"","",1,IHF,IHF,"","","",9.34890789,kg N/ha-hr,"",11.7,10,"","","",169,5.9
G1992-11,G1992-11,58-Duiven,058,058,"",3,"","",1.5,IHF,IHF,"","","",4.52257638,kg N/ha-hr,"",13.5,10,"","","",403,6.9
G1992-11,G1992-11,58-Duiven,058,058,"",4,"","",3,IHF,IHF,"","","",1.53002584,kg N/ha-hr,"",13.5,10,"","","",822,7.5
G1992-11,G1992-11,58-Duiven,058,058,"",5,"","",2.2,IHF,IHF,"","","",0.552282054545454,kg N/ha-hr,"",11.9,10,"","","",898,6.5
G1992-11,G1992-11,58-Duiven,058,058,"",6,"","",13.8,IHF,IHF,"","","",0.0904906586956522,kg N/ha-hr,"",5.9,10,"","","",900,5.4
G1992-11,G1992-11,58-Duiven,058,058,"",7,"","",24.6,IHF,IHF,"","","",0.0480191036585366,kg N/ha-hr,"",7,10,"","","",1368,6.6
G1992-11,G1992-11,58-Duiven,058,058,"",8,"","",7.8,IHF,IHF,"","","",0.000432699615384615,kg N/ha-hr,"",9.4,10,"","","",1462,8.7
G1992-12,G1992-12,59-Duiven,059,059,"",1,"","",0.5,IHF,IHF,"","","",7.76971008,kg N/ha-hr,"",10.9,10,"","","",9,1.9
G1992-12,G1992-12,59-Duiven,059,059,"",2,"","",0.9,IHF,IHF,"","","",7.87362595555556,kg N/ha-hr,"",11.5,10,"","","",31,2.5
G1992-12,G1992-12,59-Duiven,059,059,"",3,"","",1.4,IHF,IHF,"","","",5.62687337142857,kg N/ha-hr,"",12,10,"","","",92,2.8
G1992-12,G1992-12,59-Duiven,059,059,"",4,"","",2.8,IHF,IHF,"","","",2.36380068571429,kg N/ha-hr,"",13.6,10,"","","",245,2.7
G1992-12,G1992-12,59-Duiven,059,059,"",5,"","",2.9,IHF,IHF,"","","",0.65739884137931,kg N/ha-hr,"",12.7,10,"","","",303,2.3
G1992-12,G1992-12,59-Duiven,059,059,"",6,"","",14.7,IHF,IHF,"","","",0.0636219646258503,kg N/ha-hr,"",7.4,10,"","","",352,1
G1992-12,G1992-12,59-Duiven,059,059,"",7,"","",23.4,IHF,IHF,"","","",0.0630259008547009,kg N/ha-hr,"",8.9,10,"","","",1106,2
G1992-12,G1992-12,59-Duiven,059,059,"",8,"","",23.7,IHF,IHF,"","","",0.0273196556962025,kg N/ha-hr,"",8.7,10,"","","",2171,3.2
G1992-12,G1992-12,59-Duiven,059,059,"",9,"","",24.6,IHF,IHF,"","","",0.00292446178861789,kg N/ha-hr,"",9.5,10,"","","",2390,4.7
G1992-16,G1992-16,60-Duiven,060,060,"",1,"","",0.5,IHF,IHF,"","","",6.50418912,kg N/ha-hr,"",7.5,10,"","","",9,6.1
G1992-16,G1992-16,60-Duiven,060,060,"",2,"","",1.1,IHF,IHF,"","","",3.979836,kg N/ha-hr,"",7.6,10,"","","",46,6
G1992-16,G1992-16,60-Duiven,060,060,"",3,"","",1.5,IHF,IHF,"","","",2.23060332,kg N/ha-hr,"",8.5,10,"","","",150,5.4
G1992-16,G1992-16,60-Duiven,060,060,"",4,"","",3,IHF,IHF,"","","",0.70878984,kg N/ha-hr,"",9.6,10,"","","",462,4.9
G1992-16,G1992-16,60-Duiven,060,060,"",5,"","",5,IHF,IHF,"","","",0.28143126,kg N/ha-hr,"",12.1,10,"","","",1011,3.1
G1992-16,G1992-16,60-Duiven,060,060,"",6,"","",11.7,IHF,IHF,"","","",0.130960415384615,kg N/ha-hr,"",10.2,10,"","","",1014,4.4
G1992-16,G1992-16,60-Duiven,060,060,"",7,"","",24.8,IHF,IHF,"","","",0.0580010661290323,kg N/ha-hr,"",6.7,10,"","","",1332,6.7
G1992-16,G1992-16,60-Duiven,060,060,"",8,"","",23.9,IHF,IHF,"","","",0.00261674811715481,kg N/ha-hr,"",5,10,"","","",2274,3.7
G1992-16,G1992-16,60-Duiven,060,060,"",9,"","",24,IHF,IHF,"","","",0.0143321475,kg N/ha-hr,"",8,10,"","","",2648,2.8
G1992-16,G1992-16,61-Duiven,061,061,"",1,"","",0.5,IHF,IHF,"","","",0.6542514,kg N/ha-hr,"",7.6,10,"","","",10,6.2
G1992-16,G1992-16,61-Duiven,061,061,"",2,"","",1,IHF,IHF,"","","",0.3866031,kg N/ha-hr,"",8.4,10,"","","",79,5.8
G1992-16,G1992-16,61-Duiven,061,061,"",3,"","",1.5,IHF,IHF,"","","",0.1586064,kg N/ha-hr,"",9,10,"","","",165,5.1
G1992-16,G1992-16,61-Duiven,061,061,"",4,"","",3.1,IHF,IHF,"","","",0.0383725161290323,kg N/ha-hr,"",9.6,10,"","","",550,4.9
G1992-16,G1992-16,61-Duiven,061,061,"",5,"","",4.4,IHF,IHF,"","","",0.0473115681818182,kg N/ha-hr,"",12.1,10,"","","",1000,2.9
G1992-16,G1992-16,61-Duiven,061,061,"",6,"","",11.7,IHF,IHF,"","","",0.0177923846153846,kg N/ha-hr,"",10.2,10,"","","",1004,4.4
G1992-16,G1992-16,61-Duiven,061,061,"",7,"","",25.1,IHF,IHF,"","","",0.00236961752988048,kg N/ha-hr,"",6.6,10,"","","",1327,6.8
G1992-16,G1992-16,61-Duiven,061,061,"",8,"","",23.7,IHF,IHF,"","","",0.000125479746835443,kg N/ha-hr,"",5.1,10,"","","",2265,3.9
G1992-16,G1992-16,61-Duiven,061,061,"",9,"","",24,IHF,IHF,"","","",0.00012391125,kg N/ha-hr,"",8.1,10,"","","",2638,2.8
G1992-16,G1992-16,62-Duiven,062,062,"",1,"","",0.5,IHF,IHF,"","","",0.278703,kg N/ha-hr,"",7.5,10,"","","",8,6
G1992-16,G1992-16,62-Duiven,062,062,"",2,"","",1,IHF,IHF,"","","",0.1672218,kg N/ha-hr,"",7.6,10,"","","",35,6
G1992-16,G1992-16,62-Duiven,062,062,"",3,"","",1.5,IHF,IHF,"","","",0.092901,kg N/ha-hr,"",8.5,10,"","","",145,5.4
G1992-16,G1992-16,62-Duiven,062,062,"",4,"","",3.1,IHF,IHF,"","","",0.000899041935483871,kg N/ha-hr,"",9.6,10,"","","",462,4.9
G1992-16,G1992-16,62-Duiven,062,062,"",5,"","",5.1,IHF,IHF,"","","",0.0213125823529412,kg N/ha-hr,"",12.1,10,"","","",1012,3.1
G1992-16,G1992-16,62-Duiven,062,062,"",6,"","",11.6,IHF,IHF,"","","",0.000240261206896552,kg N/ha-hr,"",10.2,10,"","","",1014,4.4
G1992-16,G1992-16,62-Duiven,062,062,"",7,"","",24.9,IHF,IHF,"","","",0.00100736024096386,kg N/ha-hr,"",6.7,10,"","","",1335,6.7
G1992-16,G1992-16,62-Duiven,062,062,"",8,"","",23.9,IHF,IHF,"","","",0.000116612133891213,kg N/ha-hr,"",5.1,10,"","","",2275,4.1
G1992-16,G1992-16,62-Duiven,062,062,"",9,"","",24,IHF,IHF,"","","",0.00801271125,kg N/ha-hr,"",8,10,"","","",2649,2.8
G1992-16,G1992-16,63-Duiven,063,063,"",1,"","",0.5,IHF,IHF,"","","",0.2391552,kg N/ha-hr,"",7.6,10,"","","",10,6
G1992-16,G1992-16,63-Duiven,063,063,"",2,"","",1.1,IHF,IHF,"","","",0.135883636363636,kg N/ha-hr,"",8.4,10,"","","",93,5.7
G1992-16,G1992-16,63-Duiven,063,063,"",3,"","",1.6,IHF,IHF,"","","",0.056052,kg N/ha-hr,"",8.8,10,"","","",178,4.9
G1992-16,G1992-16,63-Duiven,063,063,"",4,"","",2.9,IHF,IHF,"","","",0.0412336551724138,kg N/ha-hr,"",10.3,10,"","","",592,4.8
G1992-16,G1992-16,63-Duiven,063,063,"",5,"","",4.2,IHF,IHF,"","","",0.0213531428571429,kg N/ha-hr,"",12.4,10,"","","",991,2.9
G1992-16,G1992-16,63-Duiven,063,063,"",6,"","",11.6,IHF,IHF,"","","",0.0128855172413793,kg N/ha-hr,"",10.2,10,"","","",1000,4.4
G1992-16,G1992-16,63-Duiven,063,063,"",7,"","",25.1,IHF,IHF,"","","",0.0166741673306773,kg N/ha-hr,"",6.7,10,"","","",1320,6.7
G1992-16,G1992-16,63-Duiven,063,063,"",8,"","",23.8,IHF,IHF,"","","",0.000125606722689076,kg N/ha-hr,"",5.1,10,"","","",2261,4.1
G1992-16,G1992-16,63-Duiven,063,063,"",9,"","",24,IHF,IHF,"","","",0.00012456,kg N/ha-hr,"",8,10,"","","",2634,2.8
G1992-17,G1992-17,64-Zegveld,064,064,"",1,"","",0.5,IHF,IHF,"","","",7.09692828,kg N/ha-hr,"",16.4,10,"","","",28,2.7
G1992-17,G1992-17,64-Zegveld,064,064,"",2,"","",1,IHF,IHF,"","","",7.03678482,kg N/ha-hr,"",13.7,10,"","","",101,2.4
G1992-17,G1992-17,64-Zegveld,064,064,"",3,"","",1.5,IHF,IHF,"","","",5.85396344,kg N/ha-hr,"",16.3,10,"","","",256,2.8
G1992-17,G1992-17,64-Zegveld,064,064,"",4,"","",3,IHF,IHF,"","","",3.34798594,kg N/ha-hr,"",19.1,10,"","","",732,4.3
G1992-17,G1992-17,64-Zegveld,064,064,"",5,"","",5.9,IHF,IHF,"","","",0.448527498305085,kg N/ha-hr,"",16.5,10,"","","",1236,3.7
G1992-17,G1992-17,64-Zegveld,064,064,"",6,"","",10.5,IHF,IHF,"","","",0.0572794857142857,kg N/ha-hr,"",9.1,10,"","","",1242,1.9
G1992-17,G1992-17,64-Zegveld,064,064,"",7,"","",25,IHF,IHF,"","","",0.1275041352,kg N/ha-hr,"",11,10,"","","",2009,3
G1992-17,G1992-17,64-Zegveld,064,064,"",8,"","",24.5,IHF,IHF,"","","",0.100648239183673,kg N/ha-hr,"",15,10,"","","",2997,4.7
G1992-17,G1992-17,64-Zegveld,064,064,"",9,"","",23.9,IHF,IHF,"","","",0.0578786435146443,kg N/ha-hr,"",17.5,10,"","","",4507,5.6
G1992-17,G1992-17,65-Zegveld,065,065,"",1,"","",0.5,IHF,IHF,"","","",0.540189,kg N/ha-hr,"",13.4,10,"","","",32,2.4
G1992-17,G1992-17,65-Zegveld,065,065,"",2,"","",1,IHF,IHF,"","","",0.60021,kg N/ha-hr,"",14.5,10,"","","",111,2.4
G1992-17,G1992-17,65-Zegveld,065,065,"",3,"","",1.6,IHF,IHF,"","","",0.937828125,kg N/ha-hr,"",17.1,10,"","","",313,3.2
G1992-17,G1992-17,65-Zegveld,065,065,"",4,"","",2.8,IHF,IHF,"","","",0.953905178571429,kg N/ha-hr,"",19.5,10,"","","",755,4.4
G1992-17,G1992-17,65-Zegveld,065,065,"",5,"","",5.4,IHF,IHF,"","","",0.277875,kg N/ha-hr,"",16.5,10,"","","",1205,3.7
G1992-17,G1992-17,65-Zegveld,065,065,"",6,"","",10.6,IHF,IHF,"","","",0.0368053301886792,kg N/ha-hr,"",9.1,10,"","","",1221,1.8
G1992-17,G1992-17,65-Zegveld,065,065,"",7,"","",24.9,IHF,IHF,"","","",0.0397729518072289,kg N/ha-hr,"",11,10,"","","",1992,3
G1992-17,G1992-17,65-Zegveld,065,065,"",8,"","",24.7,IHF,IHF,"","","",0.03888,kg N/ha-hr,"",15,10,"","","",2970,4.7
G1992-17,G1992-17,65-Zegveld,065,065,"",9,"","",23.7,IHF,IHF,"","","",0.00633132911392405,kg N/ha-hr,"",17.5,10,"","","",4477,5.5
G1992-17,G1992-17,66-Zegveld,066,066,"",1,"","",0.5,IHF,IHF,"","","",0.435708,kg N/ha-hr,"",18.2,10,"","","",27,2.7
G1992-17,G1992-17,66-Zegveld,066,066,"",2,"","",1,IHF,IHF,"","","",0.186732,kg N/ha-hr,"",13.5,10,"","","",95,2.4
G1992-17,G1992-17,66-Zegveld,066,066,"",3,"","",1.5,IHF,IHF,"","","",0.124488,kg N/ha-hr,"",15.9,10,"","","",254,2.7
G1992-17,G1992-17,66-Zegveld,066,066,"",4,"","",3,IHF,IHF,"","","",0.280098,kg N/ha-hr,"",19,10,"","","",731,4.1
G1992-17,G1992-17,66-Zegveld,066,066,"",5,"","",5.7,IHF,IHF,"","","",0.12558,kg N/ha-hr,"",16.8,10,"","","",1236,3.8
G1992-17,G1992-17,66-Zegveld,066,066,"",6,"","",10.7,IHF,IHF,"","","",0.0261773831775701,kg N/ha-hr,"",9.1,10,"","","",1242,1.8
G1992-17,G1992-17,66-Zegveld,066,066,"",7,"","",24.9,IHF,IHF,"","","",0.0312469879518072,kg N/ha-hr,"",11,10,"","","",2007,3
