Start Shift;End Shift;Rh
08/09/2005 14:30;08/09/2005 15:00;90.8
08/09/2005 15:00;08/09/2005 15:30;90.8
08/09/2005 15:30;08/09/2005 16:00;90.5
08/09/2005 16:00;08/09/2005 16:30;90.3
08/09/2005 16:30;08/09/2005 17:00;89.2
08/09/2005 17:00;08/09/2005 17:30;87.9
08/09/2005 17:30;08/09/2005 18:00;88.6
08/09/2005 18:00;08/09/2005 18:30;87.1
08/09/2005 18:30;08/09/2005 19:00;89.6
08/09/2005 19:00;08/09/2005 19:30;89.3
08/09/2005 19:30;08/09/2005 20:00;90.1
08/09/2005 20:00;08/09/2005 20:30;90.6
08/09/2005 20:30;08/09/2005 21:00;91
08/09/2005 21:00;08/09/2005 21:30;91.8
08/09/2005 21:30;08/09/2005 22:00;91.4
08/09/2005 22:00;08/09/2005 22:30;92.2
08/09/2005 22:30;08/09/2005 23:00;91.9
08/09/2005 23:00;08/09/2005 23:30;91.9
08/09/2005 23:30;09/09/2005 00:00;92.4
09/09/2005 00:00;09/09/2005 00:30;92.6
09/09/2005 00:30;09/09/2005 01:00;92.6
09/09/2005 01:00;09/09/2005 01:30;92.7
09/09/2005 01:30;09/09/2005 02:00;93
09/09/2005 02:00;09/09/2005 02:30;93.7
09/09/2005 02:30;09/09/2005 03:00;93.9
09/09/2005 03:00;09/09/2005 03:30;93.8
09/09/2005 03:30;09/09/2005 04:00;93.9
09/09/2005 04:00;09/09/2005 04:30;94
09/09/2005 04:30;09/09/2005 05:00;94
09/09/2005 05:00;09/09/2005 05:30;93.7
09/09/2005 05:30;09/09/2005 06:00;93.6
09/09/2005 06:00;09/09/2005 06:30;93.3
09/09/2005 06:30;09/09/2005 07:00;93.2
09/09/2005 07:00;09/09/2005 07:30;93.1
09/09/2005 07:30;09/09/2005 08:00;92.4
09/09/2005 08:00;09/09/2005 08:30;92
09/09/2005 08:30;09/09/2005 09:00;92.1
09/09/2005 09:00;09/09/2005 09:30;91.8
09/09/2005 09:30;09/09/2005 10:00;87
09/09/2005 10:00;09/09/2005 10:30;81.8
09/09/2005 10:30;09/09/2005 11:00;78.1
09/09/2005 11:00;09/09/2005 11:30;71.7
09/09/2005 11:30;09/09/2005 12:00;65.67
09/09/2005 12:00;09/09/2005 12:30;60.51
09/09/2005 12:30;09/09/2005 13:00;57.89
09/09/2005 13:00;09/09/2005 13:30;49.61
09/09/2005 13:30;09/09/2005 14:00;46.79
09/09/2005 14:00;09/09/2005 14:30;43.35
09/09/2005 14:30;09/09/2005 15:00;46.86
09/09/2005 15:00;09/09/2005 15:30;44.9
09/09/2005 15:30;09/09/2005 16:00;47
09/09/2005 16:00;09/09/2005 16:30;47.35
09/09/2005 16:30;09/09/2005 17:00;51.68
09/09/2005 17:00;09/09/2005 17:30;48.65
09/09/2005 17:30;09/09/2005 18:00;51.03
09/09/2005 18:00;09/09/2005 18:30;54.92
09/09/2005 18:30;09/09/2005 19:00;60.6
09/09/2005 19:00;09/09/2005 19:30;71.1
09/09/2005 19:30;09/09/2005 20:00;76.4
09/09/2005 20:00;09/09/2005 20:30;74.2
09/09/2005 20:30;09/09/2005 21:00;71.6
09/09/2005 21:00;09/09/2005 21:30;73.3
09/09/2005 21:30;09/09/2005 22:00;76.2
09/09/2005 22:00;09/09/2005 22:30;81
09/09/2005 22:30;09/09/2005 23:00;84.9
09/09/2005 23:00;09/09/2005 23:30;82.6
09/09/2005 23:30;10/09/2005 00:00;83.5
10/09/2005 00:00;10/09/2005 00:30;81.3
10/09/2005 00:30;10/09/2005 01:00;81.3
10/09/2005 01:00;10/09/2005 01:30;83.5
10/09/2005 01:30;10/09/2005 02:00;86
10/09/2005 02:00;10/09/2005 02:30;88.5
10/09/2005 02:30;10/09/2005 03:00;88.5
10/09/2005 03:00;10/09/2005 03:30;87.7
10/09/2005 03:30;10/09/2005 04:00;89.6
10/09/2005 04:00;10/09/2005 04:30;89.2
10/09/2005 04:30;10/09/2005 05:00;89.7
10/09/2005 05:00;10/09/2005 05:30;89.9
10/09/2005 05:30;10/09/2005 06:00;89.9
10/09/2005 06:00;10/09/2005 06:30;90.3
10/09/2005 06:30;10/09/2005 07:00;88.2
10/09/2005 07:00;10/09/2005 07:30;86.1
10/09/2005 07:30;10/09/2005 08:00;84.9
10/09/2005 08:00;10/09/2005 08:30;82.9
10/09/2005 08:30;10/09/2005 09:00;78.8
10/09/2005 09:00;10/09/2005 09:30;75
10/09/2005 09:30;10/09/2005 10:00;70.3
10/09/2005 10:00;10/09/2005 10:30;64.26
10/09/2005 10:30;10/09/2005 11:00;60.04
10/09/2005 11:00;10/09/2005 11:30;55.86
10/09/2005 11:30;10/09/2005 12:00;56.28
10/09/2005 12:00;10/09/2005 12:30;53.5
10/09/2005 12:30;10/09/2005 13:00;54.06
10/09/2005 13:00;10/09/2005 13:30;53.23
10/09/2005 13:30;10/09/2005 14:00;54.01
10/09/2005 14:00;10/09/2005 14:30;53.39
10/09/2005 14:30;10/09/2005 15:00;50.24
10/09/2005 15:00;10/09/2005 15:30;47.58
10/09/2005 15:30;10/09/2005 16:00;48.34
10/09/2005 16:00;10/09/2005 16:30;49.03
10/09/2005 16:30;10/09/2005 17:00;49.62
10/09/2005 17:00;10/09/2005 17:30;49.11
10/09/2005 17:30;10/09/2005 18:00;49.76
10/09/2005 18:00;10/09/2005 18:30;55.93
10/09/2005 18:30;10/09/2005 19:00;64.2
10/09/2005 19:00;10/09/2005 19:30;71.4
10/09/2005 19:30;10/09/2005 20:00;73.2
10/09/2005 20:00;10/09/2005 20:30;74.1
10/09/2005 20:30;10/09/2005 21:00;77.1
10/09/2005 21:00;10/09/2005 21:30;82.8
10/09/2005 21:30;10/09/2005 22:00;82
10/09/2005 22:00;10/09/2005 22:30;83.2
10/09/2005 22:30;10/09/2005 23:00;86.1
10/09/2005 23:00;10/09/2005 23:30;87.7
10/09/2005 23:30;11/09/2005 00:00;89
11/09/2005 00:00;11/09/2005 00:30;90.2
11/09/2005 00:30;11/09/2005 01:00;90.7
11/09/2005 01:00;11/09/2005 01:30;90.1
11/09/2005 01:30;11/09/2005 02:00;90.4
11/09/2005 02:00;11/09/2005 02:30;90
11/09/2005 02:30;11/09/2005 03:00;91
11/09/2005 03:00;11/09/2005 03:30;91.4
11/09/2005 03:30;11/09/2005 04:00;91.5
11/09/2005 04:00;11/09/2005 04:30;91.7
11/09/2005 04:30;11/09/2005 05:00;90.9
11/09/2005 05:00;11/09/2005 05:30;90.8
11/09/2005 05:30;11/09/2005 06:00;90.8
11/09/2005 06:00;11/09/2005 06:30;91.1
11/09/2005 06:30;11/09/2005 07:00;89.7
11/09/2005 07:00;11/09/2005 07:30;85.9
11/09/2005 07:30;11/09/2005 08:00;82.4
11/09/2005 08:00;11/09/2005 08:30;79.5
11/09/2005 08:30;11/09/2005 09:00;73.7
11/09/2005 09:00;11/09/2005 09:30;72.5
11/09/2005 09:30;11/09/2005 10:00;71.7
11/09/2005 10:00;11/09/2005 10:30;65.61
11/09/2005 10:30;11/09/2005 11:00;61.64
11/09/2005 11:00;11/09/2005 11:30;56.65
11/09/2005 11:30;11/09/2005 12:00;52.36
11/09/2005 12:00;11/09/2005 12:30;55.13
11/09/2005 12:30;11/09/2005 13:00;56.63
11/09/2005 13:00;11/09/2005 13:30;56.24
11/09/2005 13:30;11/09/2005 14:00;56.18
11/09/2005 14:00;11/09/2005 14:30;57.29
11/09/2005 14:30;11/09/2005 15:00;55.3
11/09/2005 15:00;11/09/2005 15:30;57.19
11/09/2005 15:30;11/09/2005 16:00;57.25
11/09/2005 16:00;11/09/2005 16:30;56.38
11/09/2005 16:30;11/09/2005 17:00;57.04
11/09/2005 17:00;11/09/2005 17:30;58.21
11/09/2005 17:30;11/09/2005 18:00;61.01
11/09/2005 18:00;11/09/2005 18:30;63.49
11/09/2005 18:30;11/09/2005 19:00;63.36
11/09/2005 19:00;11/09/2005 19:30;63.45
11/09/2005 19:30;11/09/2005 20:00;60.52
11/09/2005 20:00;11/09/2005 20:30;59.63
11/09/2005 20:30;11/09/2005 21:00;58.76
11/09/2005 21:00;11/09/2005 21:30;59.05
11/09/2005 21:30;11/09/2005 22:00;60.66
11/09/2005 22:00;11/09/2005 22:30;60.98
11/09/2005 22:30;11/09/2005 23:00;61.15
11/09/2005 23:00;11/09/2005 23:30;61.57
11/09/2005 23:30;12/09/2005 00:00;61.38
12/09/2005 00:00;12/09/2005 00:30;60.96
12/09/2005 00:30;12/09/2005 01:00;59.92
12/09/2005 01:00;12/09/2005 01:30;57.16
12/09/2005 01:30;12/09/2005 02:00;55.07
12/09/2005 02:00;12/09/2005 02:30;55.76
12/09/2005 02:30;12/09/2005 03:00;57.23
12/09/2005 03:00;12/09/2005 03:30;59.07
12/09/2005 03:30;12/09/2005 04:00;60.55
12/09/2005 04:00;12/09/2005 04:30;62.61
12/09/2005 04:30;12/09/2005 05:00;65.39
12/09/2005 05:00;12/09/2005 05:30;68.39
12/09/2005 05:30;12/09/2005 06:00;70.7
12/09/2005 06:00;12/09/2005 06:30;74.5
12/09/2005 06:30;12/09/2005 07:00;75.6
12/09/2005 07:00;12/09/2005 07:30;74.9
12/09/2005 07:30;12/09/2005 08:00;74
12/09/2005 08:00;12/09/2005 08:30;72.3
12/09/2005 08:30;12/09/2005 09:00;71.2
12/09/2005 09:00;12/09/2005 09:30;69.23
12/09/2005 09:30;12/09/2005 10:00;68.35
12/09/2005 10:00;12/09/2005 10:30;65.04
12/09/2005 10:30;12/09/2005 11:00;58.96
12/09/2005 11:00;12/09/2005 11:30;55.13
12/09/2005 11:30;12/09/2005 12:00;54.19
12/09/2005 12:00;12/09/2005 12:30;51.53
12/09/2005 12:30;12/09/2005 13:00;48.9
12/09/2005 13:00;12/09/2005 13:30;46.68
12/09/2005 13:30;12/09/2005 14:00;46.33
12/09/2005 14:00;12/09/2005 14:30;44.97
12/09/2005 14:30;12/09/2005 15:00;43.37
12/09/2005 15:00;12/09/2005 15:30;43.8
12/09/2005 15:30;12/09/2005 16:00;42.73
12/09/2005 16:00;12/09/2005 16:30;43.19
12/09/2005 16:30;12/09/2005 17:00;43.4
12/09/2005 17:00;12/09/2005 17:30;43.35
12/09/2005 17:30;12/09/2005 18:00;45.25
12/09/2005 18:00;12/09/2005 18:30;49.98
12/09/2005 18:30;12/09/2005 19:00;59.01
12/09/2005 19:00;12/09/2005 19:30;69.83
12/09/2005 19:30;12/09/2005 20:00;74.9
12/09/2005 20:00;12/09/2005 20:30;73.8
12/09/2005 20:30;12/09/2005 21:00;78.5
12/09/2005 21:00;12/09/2005 21:30;80.1
12/09/2005 21:30;12/09/2005 22:00;82.3
12/09/2005 22:00;12/09/2005 22:30;85.2
12/09/2005 22:30;12/09/2005 23:00;88.4
12/09/2005 23:00;12/09/2005 23:30;90.2
12/09/2005 23:30;13/09/2005 00:00;90.4
13/09/2005 00:00;13/09/2005 00:30;90.6
13/09/2005 00:30;13/09/2005 01:00;91.5
13/09/2005 01:00;13/09/2005 01:30;90.6
13/09/2005 01:30;13/09/2005 02:00;90.4
13/09/2005 02:00;13/09/2005 02:30;91.1
13/09/2005 02:30;13/09/2005 03:00;91.8
13/09/2005 03:00;13/09/2005 03:30;91.6
13/09/2005 03:30;13/09/2005 04:00;90.3
13/09/2005 04:00;13/09/2005 04:30;90.2
13/09/2005 04:30;13/09/2005 05:00;89.3
13/09/2005 05:00;13/09/2005 05:30;89.2
13/09/2005 05:30;13/09/2005 06:00;89.5
13/09/2005 06:00;13/09/2005 06:30;88.8
13/09/2005 06:30;13/09/2005 07:00;87.7
13/09/2005 07:00;13/09/2005 07:30;84.5
13/09/2005 07:30;13/09/2005 08:00;85.2
13/09/2005 08:00;13/09/2005 08:30;83.5
13/09/2005 08:30;13/09/2005 09:00;81
13/09/2005 09:00;13/09/2005 09:30;77.6
13/09/2005 09:30;13/09/2005 10:00;76.8
13/09/2005 10:00;13/09/2005 10:30;76.3
13/09/2005 10:30;13/09/2005 11:00;75.7
13/09/2005 11:00;13/09/2005 11:30;73.5
13/09/2005 11:30;13/09/2005 12:00;71.1
13/09/2005 12:00;13/09/2005 12:30;70.6
13/09/2005 12:30;13/09/2005 13:00;71.2
13/09/2005 13:00;13/09/2005 13:30;70.7
13/09/2005 13:30;13/09/2005 14:00;67.84
13/09/2005 14:00;13/09/2005 14:30;67.2
13/09/2005 14:30;13/09/2005 15:00;67.42
13/09/2005 15:00;13/09/2005 15:30;65.79
13/09/2005 15:30;13/09/2005 16:00;64.87
13/09/2005 16:00;13/09/2005 16:30;65.13
13/09/2005 16:30;13/09/2005 17:00;65.65
13/09/2005 17:00;13/09/2005 17:30;63.08
13/09/2005 17:30;13/09/2005 18:00;65.5
13/09/2005 18:00;13/09/2005 18:30;68.65
13/09/2005 18:30;13/09/2005 19:00;73.6
13/09/2005 19:00;13/09/2005 19:30;77.6
13/09/2005 19:30;13/09/2005 20:00;79.3
13/09/2005 20:00;13/09/2005 20:30;82.2
13/09/2005 20:30;13/09/2005 21:00;83.9
13/09/2005 21:00;13/09/2005 21:30;84.5
13/09/2005 21:30;13/09/2005 22:00;84.7
13/09/2005 22:00;13/09/2005 22:30;82.2
13/09/2005 22:30;13/09/2005 23:00;80.4
13/09/2005 23:00;13/09/2005 23:30;80.2
13/09/2005 23:30;14/09/2005 00:00;79.9
14/09/2005 00:00;14/09/2005 00:30;79.9
14/09/2005 00:30;14/09/2005 01:00;76.9
14/09/2005 01:00;14/09/2005 01:30;78.4
14/09/2005 01:30;14/09/2005 02:00;81.3
14/09/2005 02:00;14/09/2005 02:30;82.6
14/09/2005 02:30;14/09/2005 03:00;80.9
14/09/2005 03:00;14/09/2005 03:30;82.8
14/09/2005 03:30;14/09/2005 04:00;81.5
14/09/2005 04:00;14/09/2005 04:30;80.7
14/09/2005 04:30;14/09/2005 05:00;80.7
14/09/2005 05:00;14/09/2005 05:30;87.4
14/09/2005 05:30;14/09/2005 06:00;91.5
14/09/2005 06:00;14/09/2005 06:30;91.6
14/09/2005 06:30;14/09/2005 07:00;90.4
14/09/2005 07:00;14/09/2005 07:30;86.8
14/09/2005 07:30;14/09/2005 08:00;87.6
14/09/2005 08:00;14/09/2005 08:30;82.6
14/09/2005 08:30;14/09/2005 09:00;78.7
14/09/2005 09:00;14/09/2005 09:30;73.8
14/09/2005 09:30;14/09/2005 10:00;66.65
14/09/2005 10:00;14/09/2005 10:30;61.64
14/09/2005 10:30;14/09/2005 11:00;60.26
14/09/2005 11:00;14/09/2005 11:30;57.83
14/09/2005 11:30;14/09/2005 12:00;54.57
14/09/2005 12:00;14/09/2005 12:30;54.79
14/09/2005 12:30;14/09/2005 13:00;51.06
14/09/2005 13:00;14/09/2005 13:30;47.76
14/09/2005 13:30;14/09/2005 14:00;45.44
14/09/2005 14:00;14/09/2005 14:30;45.38
14/09/2005 14:30;14/09/2005 15:00;45.75
14/09/2005 15:00;14/09/2005 15:30;46.25
14/09/2005 15:30;14/09/2005 16:00;42.05
14/09/2005 16:00;14/09/2005 16:30;42.1
14/09/2005 16:30;14/09/2005 17:00;43.85
14/09/2005 17:00;14/09/2005 17:30;45.57
14/09/2005 17:30;14/09/2005 18:00;46.65
14/09/2005 18:00;14/09/2005 18:30;51.87
14/09/2005 18:30;14/09/2005 19:00;57.19
14/09/2005 19:00;14/09/2005 19:30;64.15
14/09/2005 19:30;14/09/2005 20:00;69.43
14/09/2005 20:00;14/09/2005 20:30;71.3
14/09/2005 20:30;14/09/2005 21:00;75.5
14/09/2005 21:00;14/09/2005 21:30;74.8
14/09/2005 21:30;14/09/2005 22:00;73.2
14/09/2005 22:00;14/09/2005 22:30;71.4
14/09/2005 22:30;14/09/2005 23:00;69.37
14/09/2005 23:00;14/09/2005 23:30;70.1
14/09/2005 23:30;15/09/2005 00:00;70.1
15/09/2005 00:00;15/09/2005 00:30;72.5
15/09/2005 00:30;15/09/2005 01:00;75.3
15/09/2005 01:00;15/09/2005 01:30;75.7
15/09/2005 01:30;15/09/2005 02:00;74.7
15/09/2005 02:00;15/09/2005 02:30;72.5
15/09/2005 02:30;15/09/2005 03:00;73.7
15/09/2005 03:00;15/09/2005 03:30;76.3
15/09/2005 03:30;15/09/2005 04:00;79.1
15/09/2005 04:00;15/09/2005 04:30;80.3
15/09/2005 04:30;15/09/2005 05:00;82.4
15/09/2005 05:00;15/09/2005 05:30;83.1
15/09/2005 05:30;15/09/2005 06:00;82.2
15/09/2005 06:00;15/09/2005 06:30;81.8
15/09/2005 06:30;15/09/2005 07:00;82.8
15/09/2005 07:00;15/09/2005 07:30;83.9
15/09/2005 07:30;15/09/2005 08:00;82.6
15/09/2005 08:00;15/09/2005 08:30;80.8
15/09/2005 08:30;15/09/2005 09:00;78.7
15/09/2005 09:00;15/09/2005 09:30;74.2
15/09/2005 09:30;15/09/2005 10:00;74
15/09/2005 10:00;15/09/2005 10:30;69.43
15/09/2005 10:30;15/09/2005 11:00;64.37
15/09/2005 11:00;15/09/2005 11:30;62.69
15/09/2005 11:30;15/09/2005 12:00;64.77
15/09/2005 12:00;15/09/2005 12:30;64.71
15/09/2005 12:30;15/09/2005 13:00;65.7
15/09/2005 13:00;15/09/2005 13:30;67.58
15/09/2005 13:30;15/09/2005 14:00;68.49
15/09/2005 14:00;15/09/2005 14:30;66.48
15/09/2005 14:30;15/09/2005 15:00;61.2
15/09/2005 15:00;15/09/2005 15:30;72.2
15/09/2005 15:30;15/09/2005 16:00;72.9
15/09/2005 16:00;15/09/2005 16:30;67.37
15/09/2005 16:30;15/09/2005 17:00;66.45
15/09/2005 17:00;15/09/2005 17:30;68.65
15/09/2005 17:30;15/09/2005 18:00;70.2
15/09/2005 18:00;15/09/2005 18:30;71
15/09/2005 18:30;15/09/2005 19:00;72.6
15/09/2005 19:00;15/09/2005 19:30;71.9
15/09/2005 19:30;15/09/2005 20:00;73
15/09/2005 20:00;15/09/2005 20:30;74.4
15/09/2005 20:30;15/09/2005 21:00;77.6
15/09/2005 21:00;15/09/2005 21:30;78.5
15/09/2005 21:30;15/09/2005 22:00;81.8
15/09/2005 22:00;15/09/2005 22:30;82.3
15/09/2005 22:30;15/09/2005 23:00;80.1
15/09/2005 23:00;15/09/2005 23:30;80.9
15/09/2005 23:30;16/09/2005 00:00;87.5
16/09/2005 00:00;16/09/2005 00:30;87.5
16/09/2005 00:30;16/09/2005 01:00;85.2
16/09/2005 01:00;16/09/2005 01:30;86.6
16/09/2005 01:30;16/09/2005 02:00;87.5
16/09/2005 02:00;16/09/2005 02:30;85.9
16/09/2005 02:30;16/09/2005 03:00;84.8
16/09/2005 03:00;16/09/2005 03:30;82.6
16/09/2005 03:30;16/09/2005 04:00;81.1
16/09/2005 04:00;16/09/2005 04:30;82.6
16/09/2005 04:30;16/09/2005 05:00;86.9
16/09/2005 05:00;16/09/2005 05:30;87
16/09/2005 05:30;16/09/2005 06:00;87.2
16/09/2005 06:00;16/09/2005 06:30;89.3
16/09/2005 06:30;16/09/2005 07:00;86.7
16/09/2005 07:00;16/09/2005 07:30;83
16/09/2005 07:30;16/09/2005 08:00;79
16/09/2005 08:00;16/09/2005 08:30;74.5
