"institute","proj","exper","field","plot","rep","app.start","uptake","file","treat","meas.tech","meas.tech.det","rep2","cpmid","pub.id","plot.area","lat","long","country","topo","clay","silt","sand","oc","soil.type","soil.water","soil.water.v","soil.moist","soil.ph","soil.dens","crop.res","till","man.source","man.source.det","man.bed","man.con","man.trt1","man.trt2","man.stor","man.dm","man.vs","man.tkn","man.tan","man.tic","man.ua","man.vfa","man.ph","app.end","app.method","app.rate","app.rate.unit","incorp","time.incorp","man.area","dist.inj","furrow.z","furrow.w","crop","crop.z","crop.area","lai","notes.plot","row.in.file.plot","man.trt3","app.start.orig","app.end.orig","cpid","ceid","flag.plot","submitter","tan.app","e.1","e.4","e.6","e.12","e.24","e.48","e.72","e.96","e.168","e.final","e.tot","e.cum.1","e.cum.4","e.cum.6","e.cum.12","e.cum.24","e.cum.48","e.cum.72","e.cum.96","e.cum.168","e.cum.final","e.cum.tot","e.rel.1","e.rel.4","e.rel.6","e.rel.12","e.rel.24","e.rel.48","e.rel.72","e.rel.96","e.rel.168","e.rel.final","e.rel.tot","rain.1","rain.4","rain.6","rain.12","rain.24","rain.48","rain.72","rain.96","rain.168","rain.final","rain.tot","air.temp.1","air.temp.4","air.temp.6","air.temp.12","air.temp.24","air.temp.48","air.temp.72","air.temp.96","air.temp.168","air.temp.mn","soil.temp.1","soil.temp.4","soil.temp.6","soil.temp.12","soil.temp.24","soil.temp.48","soil.temp.72","soil.temp.96","soil.temp.168","soil.temp.mn","soil.temp.surf.1","soil.temp.surf.4","soil.temp.surf.6","soil.temp.surf.12","soil.temp.surf.24","soil.temp.surf.48","soil.temp.surf.72","soil.temp.surf.96","soil.temp.surf.168","soil.temp.surf.mn","wind.1","wind.4","wind.6","wind.12","wind.24","wind.48","wind.72","wind.96","wind.168","wind.mn","wind.2m.1","wind.2m.4","wind.2m.6","wind.2m.12","wind.2m.24","wind.2m.48","wind.2m.72","wind.2m.96","wind.2m.168","wind.2m.mn","rad.1","rad.4","rad.6","rad.12","rad.24","rad.48","rad.72","rad.96","rad.168","rad.mn","rain.rate.1","rain.rate.4","rain.rate.6","rain.rate.12","rain.rate.24","rain.rate.48","rain.rate.72","rain.rate.96","rain.rate.168","rain.rate.mn","rh.1","rh.4","rh.6","rh.12","rh.24","rh.48","rh.72","rh.96","rh.168","rh.mn","first.row.in.file.int","last.row.in.file.int","n.ints","dt1","j.rel1","j.NH31","dt.min","dt.max","ct.min","ct.max","t.start.p","t.end.p","air.temp.z","soil.temp.z","wind.z","wind.loc","far.loc","pub.info","soil.type2","exper2","acid","meas.tech.orig","meas.tech2","crop.orig","man.source.orig","app.method.orig","app.method2","incorp.orig","date.start","flag.int","soil.samp.z","inst","pid","pmid","eid"
"AU","MAG","23H","A","14 B","3",2023-05-17 15:11:00,3,"../../data-submitted/03/AU/ALFAM2_template_7.0_MAGspring23_231117.xlsx","B","Dynamic chamber",NA,NA,"D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_MAGspring23_231117.xlsx.E:23H.F:A.P:14 B.T:B.R:3.R2:.T:2023-05-17 15:11:00.M:Dynamic chamberNA",NA,0.385,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.13,NA,NA,5.4,1.17,"Yes","No","mix","mix of slurry co-digested with other agricultural residues",NA,"Slurry","None",NA,NA,9.29,NA,4.76,2.33,NA,NA,NA,8.4,2023-05-24 07:56:00,"bsth",23,"t/ha","none",NA,NA,NA,NA,NA,"cereal",10,NA,NA,NA,64,NA,"1684336260","1684914960","D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_MAGspring23_231117.xlsx.E:23H.F:A.P:14 B.T:B.R:3.R2:.T:2023-05-17 15:11:00","D:1.I:AU.Pr:MAG.E:23H","","Pedersen, Johanna",53.6,NA,4.35,6.04,10.2,18.3,26.4,27.5,28.3,NA,28.9,28.9,NA,4.35,6.04,10.2,18.3,26.4,27.5,28.3,NA,28.9,28.9,NA,0.0812,0.113,0.189,0.342,0.492,0.512,0.528,NA,0.54,0.54,NA,0,0,0,0,0,0,0,NA,0,0,NA,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3230,3280,54,2.53,0.0221,1.18,2.53,2.53,2.53,137,2023-05-17 15:11:00,2023-05-24 05:24:00,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Dynamic chamber","chamber","Cereal","Mix","Band spread or trailing hose","bsth","None",2023-05-17,"","0-5",205,2331,2335,393
"AU","MAG","23H","A","15 F","3",2023-05-17 15:19:00,3,"../../data-submitted/03/AU/ALFAM2_template_7.0_MAGspring23_231117.xlsx","F","Dynamic chamber",NA,NA,"D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_MAGspring23_231117.xlsx.E:23H.F:A.P:15 F.T:F.R:3.R2:.T:2023-05-17 15:19:00.M:Dynamic chamberNA",NA,0.385,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.13,NA,NA,5.4,1.17,"Yes","No","mix","mix of slurry co-digested with other agricultural residues",NA,"Slurry","None",NA,NA,6.48,NA,4.29,2.5,NA,NA,NA,8.1,2023-05-24 08:04:00,"bsth",22,"t/ha","none",NA,NA,NA,NA,NA,"cereal",10,NA,NA,NA,52,NA,"1684336740","1684915440","D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_MAGspring23_231117.xlsx.E:23H.F:A.P:15 F.T:F.R:3.R2:.T:2023-05-17 15:19:00","D:1.I:AU.Pr:MAG.E:23H","","Pedersen, Johanna",55,NA,6.03,8.27,13.2,20.1,24.4,25.4,26.3,NA,26.8,26.8,NA,6.03,8.27,13.2,20.1,24.4,25.4,26.3,NA,26.8,26.8,NA,0.11,0.15,0.24,0.365,0.443,0.462,0.478,NA,0.487,0.487,NA,0,0,0,0,0,0,0,NA,0,0,NA,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3280,3340,54,2.53,0.03,1.65,2.53,2.53,2.53,137,2023-05-17 15:19:00,2023-05-24 05:32:00,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Dynamic chamber","chamber","Cereal","Mix","Band spread or trailing hose","bsth","None",2023-05-17,"","0-5",205,2332,2336,393
"AU","MAG","23H","A","17 D","3",2023-05-17 15:35:00,3,"../../data-submitted/03/AU/ALFAM2_template_7.0_MAGspring23_231117.xlsx","D","Dynamic chamber",NA,NA,"D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_MAGspring23_231117.xlsx.E:23H.F:A.P:17 D.T:D.R:3.R2:.T:2023-05-17 15:35:00.M:Dynamic chamberNA",NA,0.385,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.13,NA,NA,5.4,1.17,"Yes","No","mix","mix of slurry co-digested with other agricultural residues",NA,"Slurry","None",NA,NA,5.91,NA,4.19,2.58,NA,NA,NA,8,2023-05-24 08:20:00,"bsth",20,"t/ha","none",NA,NA,NA,NA,NA,"cereal",10,NA,NA,NA,55,NA,"1684337700","1684916400","D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_MAGspring23_231117.xlsx.E:23H.F:A.P:17 D.T:D.R:3.R2:.T:2023-05-17 15:35:00","D:1.I:AU.Pr:MAG.E:23H","","Pedersen, Johanna",51.6,NA,4.92,6.67,10.3,14.9,17.8,18.4,18.9,NA,19.2,19.2,NA,4.92,6.67,10.3,14.9,17.8,18.4,18.9,NA,19.2,19.2,NA,0.0954,0.129,0.199,0.289,0.344,0.357,0.367,NA,0.372,0.372,NA,0,0,0,0,0,0,0,NA,0,0,NA,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3340,3390,54,2.53,0.0265,1.37,2.53,2.53,2.53,137,2023-05-17 15:35:00,2023-05-24 05:48:00,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Dynamic chamber","chamber","Cereal","Mix","Band spread or trailing hose","bsth","None",2023-05-17,"","0-5",205,2333,2337,393
"AU","MAG","23H","A","18 A","3",2023-05-17 15:43:00,3,"../../data-submitted/03/AU/ALFAM2_template_7.0_MAGspring23_231117.xlsx","A","Dynamic chamber",NA,NA,"D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_MAGspring23_231117.xlsx.E:23H.F:A.P:18 A.T:A.R:3.R2:.T:2023-05-17 15:43:00.M:Dynamic chamberNA",NA,0.385,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.13,NA,NA,5.4,1.17,"Yes","No","mix","mix of slurry co-digested with other agricultural residues",NA,"Slurry","None",NA,NA,5.61,NA,2.99,1.6,NA,NA,NA,8,2023-05-24 08:28:00,"bsth",35,"t/ha","none",NA,NA,NA,NA,NA,"cereal",10,NA,NA,NA,61,NA,"1684338180","1684916880","D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_MAGspring23_231117.xlsx.E:23H.F:A.P:18 A.T:A.R:3.R2:.T:2023-05-17 15:43:00","D:1.I:AU.Pr:MAG.E:23H","","Pedersen, Johanna",56,NA,3.86,5.35,8.85,14.4,18.4,19.1,19.7,NA,20.1,20.1,NA,3.86,5.35,8.85,14.4,18.4,19.1,19.7,NA,20.1,20.1,NA,0.0689,0.0955,0.158,0.257,0.328,0.341,0.351,NA,0.358,0.358,NA,0,0,0,0,0,0,0,NA,0,0,NA,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3390,3450,54,2.53,0.0188,1.05,2.53,2.53,2.53,137,2023-05-17 15:43:00,2023-05-24 05:56:00,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Dynamic chamber","chamber","Cereal","Mix","Band spread or trailing hose","bsth","None",2023-05-17,"","0-5",205,2334,2338,393
"AU","MAG","23H","A","2 D","1",2023-05-17 13:35:00,3,"../../data-submitted/03/AU/ALFAM2_template_7.0_MAGspring23_231117.xlsx","D","Dynamic chamber",NA,NA,"D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_MAGspring23_231117.xlsx.E:23H.F:A.P:2 D.T:D.R:1.R2:.T:2023-05-17 13:35:00.M:Dynamic chamberNA",NA,0.385,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.13,NA,NA,5.4,1.17,"Yes","No","mix","mix of slurry co-digested with other agricultural residues",NA,"Slurry","None",NA,NA,5.91,NA,4.19,2.58,NA,NA,NA,8,2023-05-24 08:52:00,"bsth",20,"t/ha","none",NA,NA,NA,NA,NA,"cereal",10,NA,NA,NA,53,NA,"1684330500","1684918320","D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_MAGspring23_231117.xlsx.E:23H.F:A.P:2 D.T:D.R:1.R2:.T:2023-05-17 13:35:00","D:1.I:AU.Pr:MAG.E:23H","","Pedersen, Johanna",51.6,NA,5.52,7.6,11.9,16.6,20,20.6,21.2,NA,21.2,21.2,NA,5.52,7.6,11.9,16.6,20,20.6,21.2,NA,21.2,21.2,NA,0.107,0.147,0.23,0.323,0.388,0.399,0.412,NA,0.412,0.412,NA,0,0,0,0,0,0,0,NA,0,0,NA,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3450,3500,55,2.53,0.0291,1.5,2.53,2.53,2.53,139,2023-05-17 13:35:00,2023-05-24 06:20:00,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Dynamic chamber","chamber","Cereal","Mix","Band spread or trailing hose","bsth","None",2023-05-17,"","0-5",205,2335,2339,393
"AU","MAG","23H","A","3 E","1",2023-05-17 13:43:00,3,"../../data-submitted/03/AU/ALFAM2_template_7.0_MAGspring23_231117.xlsx","E","Dynamic chamber",NA,NA,"D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_MAGspring23_231117.xlsx.E:23H.F:A.P:3 E.T:E.R:1.R2:.T:2023-05-17 13:43:00.M:Dynamic chamberNA",NA,0.385,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.13,NA,NA,5.4,1.17,"Yes","No","mix","mix of slurry co-digested with other agricultural residues",NA,"Slurry","None",NA,NA,10.6,NA,4.48,1.78,NA,NA,NA,8.1,2023-05-24 09:00:00,"bsth",29,"t/ha","none",NA,NA,NA,NA,NA,"cereal",10,NA,NA,NA,56,NA,"1684330980","1684918800","D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_MAGspring23_231117.xlsx.E:23H.F:A.P:3 E.T:E.R:1.R2:.T:2023-05-17 13:43:00","D:1.I:AU.Pr:MAG.E:23H","","Pedersen, Johanna",51.6,NA,5.32,7.32,11.5,18.4,24.5,25.8,26.8,NA,27.2,27.2,NA,5.32,7.32,11.5,18.4,24.5,25.8,26.8,NA,27.2,27.2,NA,0.103,0.142,0.224,0.356,0.474,0.5,0.519,NA,0.527,0.527,NA,0,0,0,0,0,0,0,NA,0,0,NA,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3500,3560,55,2.53,0.0277,1.43,2.53,2.53,2.53,139,2023-05-17 13:43:00,2023-05-24 06:28:00,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Dynamic chamber","chamber","Cereal","Mix","Band spread or trailing hose","bsth","None",2023-05-17,"","0-5",205,2336,2340,393
"AU","MAG","23H","A","4 B","1",2023-05-17 13:51:00,3,"../../data-submitted/03/AU/ALFAM2_template_7.0_MAGspring23_231117.xlsx","B","Dynamic chamber",NA,NA,"D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_MAGspring23_231117.xlsx.E:23H.F:A.P:4 B.T:B.R:1.R2:.T:2023-05-17 13:51:00.M:Dynamic chamberNA",NA,0.385,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.13,NA,NA,5.4,1.17,"Yes","No","mix","mix of slurry co-digested with other agricultural residues",NA,"Slurry","None",NA,NA,9.29,NA,4.76,2.33,NA,NA,NA,8.4,2023-05-24 09:08:00,"bsth",23,"t/ha","none",NA,NA,NA,NA,NA,"cereal",10,NA,NA,NA,62,NA,"1684331460","1684919280","D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_MAGspring23_231117.xlsx.E:23H.F:A.P:4 B.T:B.R:1.R2:.T:2023-05-17 13:51:00","D:1.I:AU.Pr:MAG.E:23H","","Pedersen, Johanna",53.6,NA,4.63,6.34,10.2,17.2,25.2,26.6,27.5,NA,27.4,27.4,NA,4.63,6.34,10.2,17.2,25.2,26.6,27.5,NA,27.4,27.4,NA,0.0864,0.118,0.19,0.321,0.471,0.497,0.513,NA,0.512,0.512,NA,0,0,0,0,0,0,0,NA,0,0,NA,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3560,3610,55,2.53,0.0237,1.27,2.53,2.53,2.53,139,2023-05-17 13:51:00,2023-05-24 06:36:00,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Dynamic chamber","chamber","Cereal","Mix","Band spread or trailing hose","bsth","None",2023-05-17,"","0-5",205,2337,2341,393
"AU","MAG","23H","A","6 A","1",2023-05-17 14:07:00,3,"../../data-submitted/03/AU/ALFAM2_template_7.0_MAGspring23_231117.xlsx","A","Dynamic chamber",NA,NA,"D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_MAGspring23_231117.xlsx.E:23H.F:A.P:6 A.T:A.R:1.R2:.T:2023-05-17 14:07:00.M:Dynamic chamberNA",NA,0.385,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.13,NA,NA,5.4,1.17,"Yes","No","mix","mix of slurry co-digested with other agricultural residues",NA,"Slurry","None",NA,NA,5.61,NA,2.99,1.6,NA,NA,NA,8,2023-05-24 09:24:00,"bsth",35,"t/ha","none",NA,NA,NA,NA,NA,"cereal",10,NA,NA,NA,59,NA,"1684332420","1684920240","D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_MAGspring23_231117.xlsx.E:23H.F:A.P:6 A.T:A.R:1.R2:.T:2023-05-17 14:07:00","D:1.I:AU.Pr:MAG.E:23H","","Pedersen, Johanna",56,NA,3.47,4.83,8.2,13.6,18.2,19.4,20.2,NA,20.4,20.4,NA,3.47,4.83,8.2,13.6,18.2,19.4,20.2,NA,20.4,20.4,NA,0.0619,0.0863,0.146,0.243,0.326,0.346,0.362,NA,0.365,0.365,NA,0,0,0,0,0,0,0,NA,0,0,NA,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3610,3670,55,2.53,0.0171,0.955,2.53,2.53,2.53,139,2023-05-17 14:07:00,2023-05-24 06:52:00,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Dynamic chamber","chamber","Cereal","Mix","Band spread or trailing hose","bsth","None",2023-05-17,"","0-5",205,2338,2342,393
"AU","MAG","23H","A","7 D","2",2023-05-17 14:15:00,3,"../../data-submitted/03/AU/ALFAM2_template_7.0_MAGspring23_231117.xlsx","D","Dynamic chamber",NA,NA,"D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_MAGspring23_231117.xlsx.E:23H.F:A.P:7 D.T:D.R:2.R2:.T:2023-05-17 14:15:00.M:Dynamic chamberNA",NA,0.385,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.13,NA,NA,5.4,1.17,"Yes","No","mix","mix of slurry co-digested with other agricultural residues",NA,"Slurry","None",NA,NA,5.91,NA,4.19,2.58,NA,NA,NA,8,2023-05-24 09:32:00,"bsth",20,"t/ha","none",NA,NA,NA,NA,NA,"cereal",10,NA,NA,NA,54,NA,"1684332900","1684920720","D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_MAGspring23_231117.xlsx.E:23H.F:A.P:7 D.T:D.R:2.R2:.T:2023-05-17 14:15:00","D:1.I:AU.Pr:MAG.E:23H","","Pedersen, Johanna",51.6,NA,5.2,7.19,11.5,17.1,20.9,21.9,22.6,NA,22.7,22.7,NA,5.2,7.19,11.5,17.1,20.9,21.9,22.6,NA,22.7,22.7,NA,0.101,0.139,0.223,0.331,0.406,0.424,0.439,NA,0.439,0.439,NA,0,0,0,0,0,0,0,NA,0,0,NA,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3670,3720,55,2.53,0.0274,1.42,2.53,2.53,2.53,139,2023-05-17 14:15:00,2023-05-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Dynamic chamber","chamber","Cereal","Mix","Band spread or trailing hose","bsth","None",2023-05-17,"","0-5",205,2339,2343,393
"AU","MAG","23H","A","8 B","2",2023-05-17 14:23:00,3,"../../data-submitted/03/AU/ALFAM2_template_7.0_MAGspring23_231117.xlsx","B","Dynamic chamber",NA,NA,"D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_MAGspring23_231117.xlsx.E:23H.F:A.P:8 B.T:B.R:2.R2:.T:2023-05-17 14:23:00.M:Dynamic chamberNA",NA,0.385,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.13,NA,NA,5.4,1.17,"Yes","No","mix","mix of slurry co-digested with other agricultural residues",NA,"Slurry","None",NA,NA,9.29,NA,4.76,2.33,NA,NA,NA,8.4,2023-05-24 09:40:00,"bsth",23,"t/ha","none",NA,NA,NA,NA,NA,"cereal",10,NA,NA,NA,63,NA,"1684333380","1684921200","D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_MAGspring23_231117.xlsx.E:23H.F:A.P:8 B.T:B.R:2.R2:.T:2023-05-17 14:23:00","D:1.I:AU.Pr:MAG.E:23H","","Pedersen, Johanna",53.6,NA,4.79,6.63,10.9,18.4,26,27.3,28.1,NA,28.4,28.4,NA,4.79,6.63,10.9,18.4,26,27.3,28.1,NA,28.4,28.4,NA,0.0893,0.124,0.203,0.343,0.486,0.509,0.525,NA,0.531,0.531,NA,0,0,0,0,0,0,0,NA,0,0,NA,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3720,3780,55,2.53,0.0241,1.29,2.53,2.53,2.53,139,2023-05-17 14:23:00,2023-05-24 07:08:00,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Dynamic chamber","chamber","Cereal","Mix","Band spread or trailing hose","bsth","None",2023-05-17,"","0-5",205,2340,2344,393
"AU","MAG","23I","A","1 C","1",2023-05-24 13:51:00,3,"../../data-submitted/03/AU/ALFAM2_template_7.0_MAGspring23_231117.xlsx","C","Dynamic chamber",NA,NA,"D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_MAGspring23_231117.xlsx.E:23I.F:A.P:1 C.T:C.R:1.R2:.T:2023-05-24 13:51:00.M:Dynamic chamberNA",NA,0.385,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.19,NA,NA,5.2,1.03,"Yes","No","mix","mix of slurry co-digested with other agricultural residues",NA,"Slurry","None",NA,NA,4.52,NA,4.1,2.63,NA,NA,NA,8,2023-05-31 05:22:00,"bsth",22,"t/ha","none",NA,NA,NA,NA,NA,"cereal",9,NA,NA,NA,65,NA,"1684936260","1685510520","D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_MAGspring23_231117.xlsx.E:23I.F:A.P:1 C.T:C.R:1.R2:.T:2023-05-24 13:51:00","D:1.I:AU.Pr:MAG.E:23I","","Pedersen, Johanna",57.9,NA,5.44,7.26,9.87,12.9,15.7,17.3,18.5,NA,20.6,20.6,NA,5.44,7.26,9.87,12.9,15.7,17.3,18.5,NA,20.6,20.6,NA,0.0941,0.125,0.171,0.223,0.271,0.299,0.321,NA,0.356,0.356,NA,0,0,0,0,0,0,0,NA,0,0,NA,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3780,3840,63,2.53,0.0258,1.49,2.53,2.53,2.53,160,2023-05-24 13:51:00,2023-05-31 02:50:00,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Dynamic chamber","chamber","Cereal","Mix","Band spread or trailing hose","bsth","None",2023-05-24,"","0-5",205,2341,2345,394
