"institute","cpmid","pub.id","proj","exper","field","plot","rep","plot.area","lat","long","country","topo","clay","silt","sand","oc","soil.type","soil.water","soil.water.v","soil.moist","soil.ph","soil.dens","crop.res","till","man.source","man.source.det","man.bed","man.con","man.trt1","man.trt2","man.stor","man.dm","man.vs","man.tkn","man.tan","man.tic","man.ua","man.vfa","man.ph","app.start","app.end","app.method","app.rate","app.rate.unit","incorp","time.incorp","man.area","dist.inj","furrow.z","furrow.w","crop","crop.z","crop.area","lai","notes.plot","row.in.file.plot","man.trt3","uptake","file","treat","meas.tech","meas.tech.det","app.start.orig","app.end.orig","cpid","ceid","flag.plot","submitter","tan.app","e.1","e.4","e.6","e.12","e.24","e.48","e.72","e.96","e.168","e.final","e.tot","e.cum.1","e.cum.4","e.cum.6","e.cum.12","e.cum.24","e.cum.48","e.cum.72","e.cum.96","e.cum.168","e.cum.final","e.cum.tot","e.rel.1","e.rel.4","e.rel.6","e.rel.12","e.rel.24","e.rel.48","e.rel.72","e.rel.96","e.rel.168","e.rel.final","e.rel.tot","rain.1","rain.4","rain.6","rain.12","rain.24","rain.48","rain.72","rain.96","rain.168","rain.final","rain.tot","air.temp.1","air.temp.4","air.temp.6","air.temp.12","air.temp.24","air.temp.48","air.temp.72","air.temp.96","air.temp.168","air.temp.mn","soil.temp.1","soil.temp.4","soil.temp.6","soil.temp.12","soil.temp.24","soil.temp.48","soil.temp.72","soil.temp.96","soil.temp.168","soil.temp.mn","soil.temp.surf.1","soil.temp.surf.4","soil.temp.surf.6","soil.temp.surf.12","soil.temp.surf.24","soil.temp.surf.48","soil.temp.surf.72","soil.temp.surf.96","soil.temp.surf.168","soil.temp.surf.mn","wind.1","wind.4","wind.6","wind.12","wind.24","wind.48","wind.72","wind.96","wind.168","wind.mn","wind.2m.1","wind.2m.4","wind.2m.6","wind.2m.12","wind.2m.24","wind.2m.48","wind.2m.72","wind.2m.96","wind.2m.168","wind.2m.mn","rad.1","rad.4","rad.6","rad.12","rad.24","rad.48","rad.72","rad.96","rad.168","rad.mn","rain.rate.1","rain.rate.4","rain.rate.6","rain.rate.12","rain.rate.24","rain.rate.48","rain.rate.72","rain.rate.96","rain.rate.168","rain.rate.mn","rh.1","rh.4","rh.6","rh.12","rh.24","rh.48","rh.72","rh.96","rh.168","rh.mn","first.row.in.file.int","last.row.in.file.int","n.ints","dt1","j.rel1","j.NH31","dt.min","dt.max","ct.min","ct.max","t.start.p","t.end.p","air.temp.z","soil.temp.z","wind.z","wind.loc","far.loc","pub.info","soil.type2","exper2","rep2","acid","meas.tech.orig","meas.tech2","crop.orig","man.source.orig","app.method.orig","app.method2","incorp.orig","date.start","flag.int","inst","eid","pid","pmid"
"AU","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_0_220126_JP_20CD21A_JP.xlsx.E:20D.F:Holstebro2.P:10.T:BomechAcid.R:3.R2:.T:2020-09-06 14:57:00.M:Wind tunnelNA","C","NUGA","20D","Holstebro2","10","3",0.2,56.4,8.87,"DK","Flat",NA,NA,NA,NA,"Sand",0.18,NA,NA,6.01,1.39,"Yes","No","cat",NA,"Straw","Slurry","Anaerobic digestion","Mechanical separation",NA,5.92,NA,3.6,2.43,NA,NA,NA,7.28,2020-09-06 14:57:00,2020-09-06 14:57:00,"ts",25,"t/ha","none",NA,NA,NA,NA,NA,"grass",NA,NA,NA,NA,21,"Acidification",3,"../../data-submitted/03/AU/ALFAM2_template_6_0_220126_JP_20CD21A_JP.xlsx","BomechAcid","Wind tunnel",NA,"6/9/2020 14:57","6/9/2020 14:57","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_0_220126_JP_20CD21A_JP.xlsx.E:20D.F:Holstebro2.P:10.T:BomechAcid.R:3.R2:.T:2020-09-06 14:57:00","D:1.I:AU.Pr:NUGA.E:20D","m i","Pedersen, Johanna",60.8,NA,7.28,10.6,14.9,19.1,23.1,25.1,26.2,NA,27.3,27.3,NA,7.28,10.6,14.9,19.1,23.1,25.1,26.2,NA,27.3,27.3,NA,0.12,0.174,0.245,0.315,0.38,0.413,0.432,NA,0.45,0.45,NA,0,0,0,0,0,0,0,NA,0,0,NA,13.9,13.8,12.2,11.4,13.8,15.5,16.1,16.4,16.4,NA,15.9,16,15.7,14.8,15.3,15.8,16.1,16.5,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670,748,79,1.73,0.0206,1.25,0.27,1.73,1.73,135,2020-06-09 14:57:00,2020-06-15 04:17:00,"2","0.05",NA,NA,NA,"Pedersen, J., Nyord, T., Feilberg, A., & Labouriau, R. (2021). Analysis of the effect of air temperature on ammonia emission from band application of slurry. Environmental Pollution, 282, 1–25. https://doi.org/10.1016/j.envpol.2021.117055",NA,NA,NA,TRUE,"Wind tunnel","wt","Grass","Cattle","Trailing shoe","ts","None",2020-06-09,"m i",205,373,2192,2196
"AU","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_0_220126_JP_20CD21A_JP.xlsx.E:20D.F:Holstebro2.P:12.T:Bomech.R:3.R2:.T:2020-09-06 15:13:00.M:Wind tunnelNA","C","NUGA","20D","Holstebro2","12","3",0.2,56.4,8.87,"DK","Flat",NA,NA,NA,NA,"Sand",0.18,NA,NA,6.01,1.39,"Yes","No","cat",NA,"Straw","Slurry","Anaerobic digestion","Mechanical separation",NA,5.92,NA,3.6,2.43,NA,NA,NA,7.56,2020-09-06 15:13:00,2020-09-06 15:13:00,"ts",25,"t/ha","none",NA,NA,NA,NA,NA,"grass",NA,NA,NA,NA,22,"None",3,"../../data-submitted/03/AU/ALFAM2_template_6_0_220126_JP_20CD21A_JP.xlsx","Bomech","Wind tunnel",NA,"6/9/2020 15:13","6/9/2020 15:13","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_0_220126_JP_20CD21A_JP.xlsx.E:20D.F:Holstebro2.P:12.T:Bomech.R:3.R2:.T:2020-09-06 15:13:00","D:1.I:AU.Pr:NUGA.E:20D","m i","Pedersen, Johanna",60.8,NA,6.12,9.21,13.5,18,22.5,24.4,25.4,NA,26.3,26.3,NA,6.12,9.21,13.5,18,22.5,24.4,25.4,NA,26.3,26.3,NA,0.101,0.152,0.223,0.296,0.37,0.402,0.419,NA,0.433,0.433,NA,0,0,0,0,0,0,0,NA,0,0,NA,14,13.9,12.2,11.5,13.8,15.5,16.1,16.5,16.5,NA,15.8,15.9,15.6,14.8,15.3,15.8,16.1,16.5,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,749,826,78,1.73,0.0162,0.986,0.27,3.47,1.73,135,2020-06-09 15:13:00,2020-06-15 04:33:00,"2","0.05",NA,NA,NA,"Pedersen, J., Nyord, T., Feilberg, A., & Labouriau, R. (2021). Analysis of the effect of air temperature on ammonia emission from band application of slurry. Environmental Pollution, 282, 1–25. https://doi.org/10.1016/j.envpol.2021.117055",NA,NA,NA,FALSE,"Wind tunnel","wt","Grass","Cattle","Trailing shoe","ts","None",2020-06-09,"m i",205,373,2193,2197
"AU","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_0_220126_JP_20CD21A_JP.xlsx.E:20D.F:Holstebro2.P:2.T:Disc.R:1.R2:.T:2020-09-06 15:53:00.M:Wind tunnelNA","C","NUGA","20D","Holstebro2","2","1",0.2,56.4,8.87,"DK","Flat",NA,NA,NA,NA,"Sand",0.18,NA,NA,6.01,1.39,"Yes","No","cat",NA,"Straw","Slurry","Anaerobic digestion","Mechanical separation",NA,5.92,NA,3.6,2.43,NA,NA,NA,7.56,2020-09-06 15:53:00,2020-09-06 15:53:00,"os",25,"t/ha","none",NA,NA,NA,NA,NA,"grass",NA,NA,NA,NA,15,"None",3,"../../data-submitted/03/AU/ALFAM2_template_6_0_220126_JP_20CD21A_JP.xlsx","Disc","Wind tunnel",NA,"6/9/2020 15:53","6/9/2020 15:53","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_0_220126_JP_20CD21A_JP.xlsx.E:20D.F:Holstebro2.P:2.T:Disc.R:1.R2:.T:2020-09-06 15:53:00","D:1.I:AU.Pr:NUGA.E:20D","m i","Pedersen, Johanna",60.8,NA,3.07,4.66,7.08,9.69,12.6,14.4,15.3,NA,16.3,16.3,NA,3.07,4.66,7.08,9.69,12.6,14.4,15.3,NA,16.3,16.3,NA,0.0505,0.0768,0.117,0.159,0.208,0.237,0.252,NA,0.268,0.268,NA,0,0,0,0,0,0,0,NA,0,0,NA,14,14.1,13,11.3,13.7,15.4,16,16.4,16.4,NA,15.7,15.8,15.7,14.9,15.3,15.8,16.1,16.5,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,827,906,80,1.73,0.00815,0.495,0.27,1.73,1.73,137,2020-06-09 13:53:00,2020-06-15 04:57:00,"2","0.05",NA,NA,NA,"Pedersen, J., Nyord, T., Feilberg, A., & Labouriau, R. (2021). Analysis of the effect of air temperature on ammonia emission from band application of slurry. Environmental Pollution, 282, 1–25. https://doi.org/10.1016/j.envpol.2021.117055",NA,NA,NA,FALSE,"Wind tunnel","wt","Grass","Cattle","Open slot injection","os","None",2020-06-09,"m i",205,373,2194,2198
"AU","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_0_220126_JP_20CD21A_JP.xlsx.E:20D.F:Holstebro2.P:4.T:Bomech.R:1.R2:.T:2020-09-06 14:09:00.M:Wind tunnelNA","C","NUGA","20D","Holstebro2","4","1",0.2,56.4,8.87,"DK","Flat",NA,NA,NA,NA,"Sand",0.18,NA,NA,6.01,1.39,"Yes","No","cat",NA,"Straw","Slurry","Anaerobic digestion","Mechanical separation",NA,5.92,NA,3.6,2.43,NA,NA,NA,7.56,2020-09-06 14:09:00,2020-09-06 14:09:00,"ts",25,"t/ha","none",NA,NA,NA,NA,NA,"grass",NA,NA,NA,NA,16,"None",3,"../../data-submitted/03/AU/ALFAM2_template_6_0_220126_JP_20CD21A_JP.xlsx","Bomech","Wind tunnel",NA,"6/9/2020 14:09","6/9/2020 14:09","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_0_220126_JP_20CD21A_JP.xlsx.E:20D.F:Holstebro2.P:4.T:Bomech.R:1.R2:.T:2020-09-06 14:09:00","D:1.I:AU.Pr:NUGA.E:20D","m i","Pedersen, Johanna",60.8,NA,9.09,12.6,16.7,20.1,23.3,25,25.8,NA,26.5,26.5,NA,9.09,12.6,16.7,20.1,23.3,25,25.8,NA,26.5,26.5,NA,0.15,0.208,0.276,0.332,0.384,0.411,0.425,NA,0.436,0.436,NA,0,0,0,0,0,0,0,NA,0,0,NA,14.1,14.3,12.9,11.4,13.7,15.4,16,16.4,16.4,NA,15.8,15.8,15.7,14.8,15.3,15.8,16.1,16.5,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,986,80,1.73,0.0277,1.68,0.27,1.73,1.73,137,2020-06-09 14:09:00,2020-06-15 05:13:00,"2","0.05",NA,NA,NA,"Pedersen, J., Nyord, T., Feilberg, A., & Labouriau, R. (2021). Analysis of the effect of air temperature on ammonia emission from band application of slurry. Environmental Pollution, 282, 1–25. https://doi.org/10.1016/j.envpol.2021.117055",NA,NA,NA,FALSE,"Wind tunnel","wt","Grass","Cattle","Trailing shoe","ts","None",2020-06-09,"m i",205,373,2195,2199
"AU","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_0_220126_JP_20CD21A_JP.xlsx.E:20D.F:Holstebro2.P:5.T:Disc.R:2.R2:.T:2020-09-06 14:17:00.M:Wind tunnelNA","C","NUGA","20D","Holstebro2","5","2",0.2,56.4,8.87,"DK","Flat",NA,NA,NA,NA,"Sand",0.18,NA,NA,6.01,1.39,"Yes","No","cat",NA,"Straw","Slurry","Anaerobic digestion","Mechanical separation",NA,5.92,NA,3.6,2.43,NA,NA,NA,7.56,2020-09-06 14:17:00,2020-09-06 14:17:00,"os",25,"t/ha","none",NA,NA,NA,NA,NA,"grass",NA,NA,NA,NA,17,"None",3,"../../data-submitted/03/AU/ALFAM2_template_6_0_220126_JP_20CD21A_JP.xlsx","Disc","Wind tunnel",NA,"6/9/2020 14:17","6/9/2020 14:17","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_0_220126_JP_20CD21A_JP.xlsx.E:20D.F:Holstebro2.P:5.T:Disc.R:2.R2:.T:2020-09-06 14:17:00","D:1.I:AU.Pr:NUGA.E:20D","m i","Pedersen, Johanna",60.8,NA,3.51,5.21,7.68,10.4,13.4,15.1,16.1,NA,16.9,16.9,NA,3.51,5.21,7.68,10.4,13.4,15.1,16.1,NA,16.9,16.9,NA,0.0578,0.0857,0.126,0.171,0.22,0.249,0.264,NA,0.279,0.279,NA,0,0,0,0,0,0,0,NA,0,0,NA,13.8,13.8,12.6,11.3,13.7,15.4,16,16.4,16.4,NA,15.8,15.8,15.7,14.8,15.3,15.8,16.1,16.5,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,987,1070,80,1.73,0.00981,0.596,0.27,1.73,1.73,137,2020-06-09 14:17:00,2020-06-15 05:21:00,"2","0.05",NA,NA,NA,"Pedersen, J., Nyord, T., Feilberg, A., & Labouriau, R. (2021). Analysis of the effect of air temperature on ammonia emission from band application of slurry. Environmental Pollution, 282, 1–25. https://doi.org/10.1016/j.envpol.2021.117055",NA,NA,NA,FALSE,"Wind tunnel","wt","Grass","Cattle","Open slot injection","os","None",2020-06-09,"m i",205,373,2196,2200
"AU","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_0_220126_JP_20CD21A_JP.xlsx.E:20D.F:Holstebro2.P:6.T:BomechAcid.R:2.R2:.T:2020-09-06 14:25:00.M:Wind tunnelNA","C","NUGA","20D","Holstebro2","6","2",0.2,56.4,8.87,"DK","Flat",NA,NA,NA,NA,"Sand",0.18,NA,NA,6.01,1.39,"Yes","No","cat",NA,"Straw","Slurry","Anaerobic digestion","Mechanical separation",NA,5.92,NA,3.6,2.43,NA,NA,NA,7.28,2020-09-06 14:25:00,2020-09-06 14:25:00,"ts",25,"t/ha","none",NA,NA,NA,NA,NA,"grass",NA,NA,NA,NA,18,"Acidification",3,"../../data-submitted/03/AU/ALFAM2_template_6_0_220126_JP_20CD21A_JP.xlsx","BomechAcid","Wind tunnel",NA,"6/9/2020 14:25","6/9/2020 14:25","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_0_220126_JP_20CD21A_JP.xlsx.E:20D.F:Holstebro2.P:6.T:BomechAcid.R:2.R2:.T:2020-09-06 14:25:00","D:1.I:AU.Pr:NUGA.E:20D","m i","Pedersen, Johanna",60.8,NA,6.74,9.91,14,17.8,21.5,23.5,24.6,NA,25.6,25.6,NA,6.74,9.91,14,17.8,21.5,23.5,24.6,NA,25.6,25.6,NA,0.111,0.163,0.231,0.292,0.354,0.386,0.405,NA,0.421,0.421,NA,0,0,0,0,0,0,0,NA,0,0,NA,14,13.9,12.6,11.3,13.7,15.4,16,16.3,16.3,NA,15.8,15.9,15.7,14.8,15.3,15.8,16.1,16.5,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1070,1150,80,1.73,0.0187,1.14,0.27,1.73,1.73,137,2020-06-09 14:25:00,2020-06-15 05:29:00,"2","0.05",NA,NA,NA,"Pedersen, J., Nyord, T., Feilberg, A., & Labouriau, R. (2021). Analysis of the effect of air temperature on ammonia emission from band application of slurry. Environmental Pollution, 282, 1–25. https://doi.org/10.1016/j.envpol.2021.117055",NA,NA,NA,TRUE,"Wind tunnel","wt","Grass","Cattle","Trailing shoe","ts","None",2020-06-09,"m i",205,373,2197,2201
"AU","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_0_220126_JP_20CD21A_JP.xlsx.E:20D.F:Holstebro2.P:8.T:Bomech.R:2.R2:.T:2020-09-06 14:41:00.M:Wind tunnelNA","C","NUGA","20D","Holstebro2","8","2",0.2,56.4,8.87,"DK","Flat",NA,NA,NA,NA,"Sand",0.18,NA,NA,6.01,1.39,"Yes","No","cat",NA,"Straw","Slurry","Anaerobic digestion","Mechanical separation",NA,5.92,NA,3.6,2.43,NA,NA,NA,7.56,2020-09-06 14:41:00,2020-09-06 14:41:00,"ts",25,"t/ha","none",NA,NA,NA,NA,NA,"grass",NA,NA,NA,NA,19,"None",3,"../../data-submitted/03/AU/ALFAM2_template_6_0_220126_JP_20CD21A_JP.xlsx","Bomech","Wind tunnel",NA,"6/9/2020 14:41","6/9/2020 14:41","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_0_220126_JP_20CD21A_JP.xlsx.E:20D.F:Holstebro2.P:8.T:Bomech.R:2.R2:.T:2020-09-06 14:41:00","D:1.I:AU.Pr:NUGA.E:20D","m i","Pedersen, Johanna",60.8,NA,9.23,13.2,18.2,22.7,26,27.6,28.4,NA,29.2,29.2,NA,9.23,13.2,18.2,22.7,26,27.6,28.4,NA,29.2,29.2,NA,0.152,0.217,0.299,0.373,0.429,0.455,0.468,NA,0.48,0.48,NA,0,0,0,0,0,0,0,NA,0,0,NA,14.1,14.2,12.5,11.4,13.8,15.4,16,16.4,16.4,NA,15.9,15.9,15.7,14.8,15.3,15.8,16.1,16.5,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1150,1220,79,1.73,0.0266,1.61,0.27,1.73,1.73,135,2020-06-09 14:41:00,2020-06-15 04:01:00,"2","0.05",NA,NA,NA,"Pedersen, J., Nyord, T., Feilberg, A., & Labouriau, R. (2021). Analysis of the effect of air temperature on ammonia emission from band application of slurry. Environmental Pollution, 282, 1–25. https://doi.org/10.1016/j.envpol.2021.117055",NA,NA,NA,FALSE,"Wind tunnel","wt","Grass","Cattle","Trailing shoe","ts","None",2020-06-09,"m i",205,373,2198,2202
"AU","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_0_220126_JP_20CD21A_JP.xlsx.E:20D.F:Holstebro2.P:9.T:Disc.R:3.R2:.T:2020-09-06 14:49:00.M:Wind tunnelNA","C","NUGA","20D","Holstebro2","9","3",0.2,56.4,8.87,"DK","Flat",NA,NA,NA,NA,"Sand",0.18,NA,NA,6.01,1.39,"Yes","No","cat",NA,"Straw","Slurry","Anaerobic digestion","Mechanical separation",NA,5.92,NA,3.6,2.43,NA,NA,NA,7.56,2020-09-06 14:49:00,2020-09-06 14:49:00,"os",25,"t/ha","none",NA,NA,NA,NA,NA,"grass",NA,NA,NA,NA,20,"None",3,"../../data-submitted/03/AU/ALFAM2_template_6_0_220126_JP_20CD21A_JP.xlsx","Disc","Wind tunnel",NA,"6/9/2020 14:49","6/9/2020 14:49","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_0_220126_JP_20CD21A_JP.xlsx.E:20D.F:Holstebro2.P:9.T:Disc.R:3.R2:.T:2020-09-06 14:49:00","D:1.I:AU.Pr:NUGA.E:20D","m i","Pedersen, Johanna",60.8,NA,3.2,4.91,7.55,10.6,13.8,15.5,16.5,NA,17.6,17.6,NA,3.2,4.91,7.55,10.6,13.8,15.5,16.5,NA,17.6,17.6,NA,0.0527,0.0809,0.124,0.175,0.227,0.256,0.272,NA,0.29,0.29,NA,0,0,0,0,0,0,0,NA,0,0,NA,14.1,14,12.4,11.4,13.8,15.5,16.1,16.5,16.5,NA,15.9,15.9,15.7,14.8,15.3,15.8,16.1,16.5,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1230,1300,79,1.73,0.00839,0.51,0.27,1.73,1.73,135,2020-06-09 14:49:00,2020-06-15 04:09:00,"2","0.05",NA,NA,NA,"Pedersen, J., Nyord, T., Feilberg, A., & Labouriau, R. (2021). Analysis of the effect of air temperature on ammonia emission from band application of slurry. Environmental Pollution, 282, 1–25. https://doi.org/10.1016/j.envpol.2021.117055",NA,NA,NA,FALSE,"Wind tunnel","wt","Grass","Cattle","Open slot injection","os","None",2020-06-09,"m i",205,373,2199,2203
"AU","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_0_220126_JP_20CD21A_JP.xlsx.E:21A.F:Holstebro3.P:1.T:Bomech.R:1.R2:.T:2021-03-16 16:24:00.M:Wind tunnelNA",NA,"NUGA","21A","Holstebro3","1","1",0.2,56.4,8.9,"DK","Flat",NA,NA,NA,NA,"Sand",0.29,NA,NA,6.3,1.33,"Yes","No","cat",NA,"Straw","Slurry","Anaerobic digestion","Mechanical separation",NA,3.35,NA,3.55,3.01,NA,NA,NA,7.81,2021-03-16 16:24:00,2021-03-16 16:24:00,"ts",18.5,"t/ha","none",NA,NA,NA,NA,NA,"grass",NA,NA,NA,NA,23,"None",3,"../../data-submitted/03/AU/ALFAM2_template_6_0_220126_JP_20CD21A_JP.xlsx","Bomech","Wind tunnel",NA,"3/16/2021 16:24","3/16/2021 16:24","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_0_220126_JP_20CD21A_JP.xlsx.E:21A.F:Holstebro3.P:1.T:Bomech.R:1.R2:.T:2021-03-16 16:24:00","D:1.I:AU.Pr:NUGA.E:21A","","Pedersen, Johanna",55.7,NA,1.67,2.27,3.11,5.38,7.79,9.2,10.2,NA,10.7,10.7,NA,1.67,2.27,3.11,5.38,7.79,9.2,10.2,NA,10.7,10.7,NA,0.0299,0.0407,0.0558,0.0967,0.14,0.165,0.184,NA,0.193,0.193,NA,0,0,0,0,0,0,0,NA,0,0,NA,5.91,4.2,2.12,2.54,2.04,1.64,1.54,2.5,2.5,NA,4.75,4.44,3.58,2.98,2.96,2.71,2.48,2.86,2.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,1380,73,1.73,0.00498,0.277,0.73,1.73,1.73,125,2021-03-16 16:31:00,2021-03-21 20:19:00,"2","0.05",NA,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt","Grass","Cattle","Trailing shoe","ts","None",2021-03-16,"",205,374,2200,2204
"AU","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_0_220126_JP_20CD21A_JP.xlsx.E:21A.F:Holstebro3.P:10.T:Disc.R:3.R2:.T:2021-03-16 17:36:00.M:Wind tunnelNA",NA,"NUGA","21A","Holstebro3","10","3",0.2,56.4,8.9,"DK","Flat",NA,NA,NA,NA,"Sand",0.29,NA,NA,6.3,1.33,"Yes","No","cat",NA,"Straw","Slurry","Anaerobic digestion","Mechanical separation",NA,3.35,NA,3.55,3.01,NA,NA,NA,7.81,2021-03-16 17:36:00,2021-03-16 17:36:00,"os",18.5,"t/ha","none",NA,NA,NA,NA,NA,"grass",NA,NA,NA,NA,29,"None",3,"../../data-submitted/03/AU/ALFAM2_template_6_0_220126_JP_20CD21A_JP.xlsx","Disc","Wind tunnel",NA,"3/16/2021 17:36","3/16/2021 17:36","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_0_220126_JP_20CD21A_JP.xlsx.E:21A.F:Holstebro3.P:10.T:Disc.R:3.R2:.T:2021-03-16 17:36:00","D:1.I:AU.Pr:NUGA.E:21A","","Pedersen, Johanna",55.7,NA,0.495,0.754,0.938,2.42,4.01,4.88,5.65,NA,5.98,5.98,NA,0.495,0.754,0.938,2.42,4.01,4.88,5.65,NA,5.98,5.98,NA,0.0089,0.0135,0.0168,0.0434,0.0719,0.0877,0.101,NA,0.107,0.107,NA,0,0,0,0,0,0,0,NA,0,0,NA,4.09,3.17,1.92,2.78,2.25,1.73,1.7,2.59,2.59,NA,4.4,4.05,3.25,2.98,2.96,2.69,2.48,2.85,2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,1450,72,1.73,0.00103,0.0571,0.73,1.73,1.73,124,2021-03-16 17:43:00,2021-03-21 19:47:00,"2","0.05",NA,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt","Grass","Cattle","Open slot injection","os","None",2021-03-16,"",205,374,2201,2205
