"pid","pmid","oid","row.in.file.int","interval","t.start","t.end","t.start.orig","t.end.orig","dt","dt.calc","dt.diff","ct","mt","cta","bta","bg.dl","bg.val","bg.unit","MOL","ustar","rl","air.pres","air.pres.unit","j.NH3","j.rel","e.int","e.cum","e.rel","air.temp","soil.temp","soil.temp.surf","pH.surf","rad","wind","wind.2m","soil.temp.z.int","air.temp.z.int","wind.z.int","wind.loc.int","far.loc.int","rain","rain.rate","rain.cum","rh","notes.int","flag.int"
2182,2186,51189,5,1,2020-06-03 14:41:00,2020-06-03 16:25:00,"03-06-2020 14:41","03-06-2020 14:41",1.73,1.73,-0.00333,1.73,0.865,2140,2140,NA,0.103,"ppm",NA,NA,NA,NA,NA,6.65,0.11,11.5,11.5,0.189,21.5,27.3,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,".",""
2182,2186,51190,6,2,2020-06-03 16:25:00,2020-06-03 18:09:00,"03-06-2020 16:25","03-06-2020 16:25",1.73,1.73,-0.00333,3.46,2.6,2140,2140,NA,0.0599,"ppm",NA,NA,NA,NA,NA,3.65,0.0601,6.32,17.8,0.293,22.2,18.9,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,NA,""
2182,2186,51191,7,3,2020-06-03 18:09:00,2020-06-03 19:53:00,"03-06-2020 18:09","03-06-2020 18:09",1.73,1.73,-0.00333,5.19,4.32,2140,2140,NA,0.0592,"ppm",NA,NA,NA,NA,NA,1.85,0.0305,3.21,21,0.346,20.8,18.4,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,NA,""
2182,2186,51192,8,4,2020-06-03 19:53:00,2020-06-03 21:37:00,"03-06-2020 19:53","03-06-2020 19:53",1.73,1.73,-0.00333,6.92,6.06,2140,2140,NA,0.0909,"ppm",NA,NA,NA,NA,NA,1.17,0.0193,2.03,23.1,0.38,15.1,17.5,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,NA,""
2182,2186,51193,9,5,2020-06-03 21:37:00,2020-06-03 23:21:00,"03-06-2020 21:37","03-06-2020 21:37",1.73,1.73,-0.00333,8.65,7.78,2140,2140,NA,0.074,"ppm",NA,NA,NA,NA,NA,0.878,0.0145,1.52,24.6,0.405,14.3,16.8,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,NA,""
2182,2186,51194,10,6,2020-06-03 23:21:00,2020-06-04 01:05:00,"03-06-2020 23:21","03-06-2020 23:21",1.73,1.73,-0.00333,10.4,9.52,2150,2140,NA,0.0412,"ppm",NA,NA,NA,NA,NA,0.745,0.0123,1.29,25.9,0.426,14,16.4,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,NA,""
2182,2186,51195,11,7,2020-06-04 01:05:00,2020-06-04 02:49:00,"04-06-2020 01:05","04-06-2020 01:05",1.73,1.73,-0.00333,12.1,11.2,2150,2150,NA,0.0294,"ppm",NA,NA,NA,NA,NA,0.577,0.0095,0.999,26.9,0.442,13.6,15.9,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,NA,""
2182,2186,51196,12,8,2020-06-04 02:49:00,2020-06-04 04:33:00,"04-06-2020 02:49","04-06-2020 02:49",1.73,1.73,-0.00333,13.8,13,2150,2150,NA,0.0264,"ppm",NA,NA,NA,NA,NA,0.464,0.00764,0.803,27.7,0.455,11.4,15.4,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,NA,""
2182,2186,51197,13,9,2020-06-04 04:33:00,2020-06-04 06:17:00,"04-06-2020 04:33","04-06-2020 04:33",1.73,1.73,-0.00333,15.6,14.7,2150,2150,NA,0.0259,"ppm",NA,NA,NA,NA,NA,0.45,0.00741,0.778,28.4,0.468,10.4,14.9,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,NA,""
2182,2186,51198,14,10,2020-06-04 06:17:00,2020-06-04 08:01:00,"04-06-2020 06:17","04-06-2020 06:17",1.73,1.73,-0.00333,17.3,16.4,2150,2150,NA,0.027,"ppm",NA,NA,NA,NA,NA,0.437,0.0072,0.756,29.2,0.481,10.6,14.5,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,NA,""
2182,2186,51199,15,11,2020-06-04 08:01:00,2020-06-04 09:45:00,"04-06-2020 08:01","04-06-2020 08:01",1.73,1.73,-0.00333,19,18.2,2160,2150,NA,0.0237,"ppm",NA,NA,NA,NA,NA,0.385,0.00634,0.666,29.9,0.492,12,14.4,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,NA,""
2182,2186,51200,16,12,2020-06-04 09:45:00,2020-06-04 11:29:00,"04-06-2020 09:45","04-06-2020 09:45",1.73,1.73,-0.00333,20.8,19.9,2160,2160,NA,0.0192,"ppm",NA,NA,NA,NA,NA,0.352,0.0058,0.61,30.5,0.502,12.9,14.4,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,NA,""
2182,2186,51201,17,13,2020-06-04 11:29:00,2020-06-04 13:13:00,"04-06-2020 11:29","04-06-2020 11:29",1.73,1.73,-0.00333,22.5,21.6,2160,2160,NA,0.0169,"ppm",NA,NA,NA,NA,NA,0.373,0.00614,0.646,31.1,0.512,12.5,14.4,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,NA,""
2182,2186,51202,18,14,2020-06-04 13:13:00,2020-06-04 14:49:00,"04-06-2020 13:13","04-06-2020 13:13",1.6,1.6,0,24.1,23.3,2160,2160,NA,NA,NA,NA,NA,NA,NA,NA,0.361,0.00594,0.577,31.7,0.522,13,14.4,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"m i"
2182,2186,51203,19,15,2020-06-04 14:49:00,2020-06-04 16:33:00,"04-06-2020 14:49","04-06-2020 14:49",1.73,1.73,-0.00333,25.8,25,2160,2160,NA,0.0196,"ppm",NA,NA,NA,NA,NA,0.348,0.00572,0.601,32.3,0.532,13.6,14.5,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,NA,""
2182,2186,51204,20,16,2020-06-04 16:33:00,2020-06-04 18:17:00,"04-06-2020 16:33","04-06-2020 16:33",1.73,1.73,-0.00333,27.6,26.7,2160,2160,NA,0.014,"ppm",NA,NA,NA,NA,NA,0.258,0.00425,0.447,32.8,0.539,15.3,14.7,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,NA,""
2182,2186,51205,21,17,2020-06-04 18:17:00,2020-06-04 20:01:00,"04-06-2020 18:17","04-06-2020 18:17",1.73,1.73,-0.00333,29.3,28.4,2170,2160,NA,0.0121,"ppm",NA,NA,NA,NA,NA,0.211,0.00347,0.364,33.1,0.545,12.6,14.6,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,NA,""
