"pid","pmid","oid","row.in.file.int","interval","t.start","t.end","t.start.orig","t.end.orig","dt","dt.calc","dt.diff","ct","mt","cta","bta","bg.dl","bg.val","bg.unit","MOL","ustar","rl","air.pres","air.pres.unit","j.NH3","j.rel","e.int","e.cum","e.rel","air.temp","soil.temp","soil.temp.surf","pH.surf","rad","wind","wind.2m","soil.temp.z.int","air.temp.z.int","wind.z.int","wind.loc.int","far.loc.int","rain","rain.rate","rain.cum","rh","notes.int","flag.int"
2160,2164,49736,5,1,2019-02-25 15:23:00,2019-02-25 17:59:00,"25-02-2019 15:23","25-02-2019 15:23",1.73,2.6,-0.87,1.73,0.865,2.6,0,NA,0.0289,"ppm",NA,NA,NA,NA,NA,0.132,0.00264,0.228,0.228,0.00457,7.06,7.81,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,".",""
2160,2164,49737,6,2,2019-02-25 17:59:00,2019-02-25 20:36:00,"25-02-2019 17:59","25-02-2019 17:59",1.73,2.62,-0.887,3.46,2.6,5.22,2.6,NA,0.0257,"ppm",NA,NA,NA,NA,NA,0.0842,0.00169,0.146,0.374,0.00748,7.99,6.57,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,NA,""
2160,2164,49738,7,3,2019-02-25 20:36:00,2019-02-25 23:12:00,"25-02-2019 20:36","25-02-2019 20:36",1.73,2.6,-0.87,5.19,4.32,7.82,5.22,NA,0.0229,"ppm",NA,NA,NA,NA,NA,0.0679,0.00136,0.117,0.491,0.00984,5.26,4.97,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,NA,""
2160,2164,49739,8,4,2019-02-25 23:12:00,2019-02-26 01:48:00,"25-02-2019 23:12","25-02-2019 23:12",1.73,2.6,-0.87,6.92,6.06,10.4,7.82,NA,0.0228,"ppm",NA,NA,NA,NA,NA,0.06,0.0012,0.104,0.595,0.0119,4.75,4.37,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,NA,""
2160,2164,49740,9,5,2019-02-26 01:48:00,2019-02-26 04:24:00,"26-02-2019 01:48","26-02-2019 01:48",1.73,2.6,-0.87,8.65,7.78,13,10.4,NA,0.0239,"ppm",NA,NA,NA,NA,NA,0.0538,0.00108,0.0931,0.688,0.0138,5.35,4.82,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,NA,""
2160,2164,49741,10,6,2019-02-26 04:24:00,2019-02-26 07:00:00,"26-02-2019 04:24","26-02-2019 04:24",1.73,2.6,-0.87,10.4,9.52,15.6,13,NA,0.0241,"ppm",NA,NA,NA,NA,NA,0.0486,0.000973,0.084,0.772,0.0155,5.55,5.03,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,NA,""
2160,2164,49742,11,7,2019-02-26 07:00:00,2019-02-26 09:36:00,"26-02-2019 07:00","26-02-2019 07:00",1.73,2.6,-0.87,12.1,11.2,18.2,15.6,NA,0.0274,"ppm",NA,NA,NA,NA,NA,0.0524,0.00105,0.0906,0.863,0.0173,5.75,5.2,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,NA,""
2160,2164,49743,12,8,2019-02-26 09:36:00,2019-02-26 12:12:00,"26-02-2019 09:36","26-02-2019 09:36",1.73,2.6,-0.87,13.8,13,20.8,18.2,NA,0.0345,"ppm",NA,NA,NA,NA,NA,0.0734,0.00147,0.127,0.99,0.0198,6.25,5.41,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,NA,""
2160,2164,49744,13,9,2019-02-26 12:12:00,2019-02-26 14:48:00,"26-02-2019 12:12","26-02-2019 12:12",1.73,2.6,-0.87,15.6,14.7,23.4,20.8,NA,0.0414,"ppm",NA,NA,NA,NA,NA,0.087,0.00174,0.151,1.14,0.0228,11.2,6.79,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,NA,""
2160,2164,49745,14,10,2019-02-26 14:48:00,2019-02-26 17:24:00,"26-02-2019 14:48","26-02-2019 14:48",1.73,2.6,-0.87,17.3,16.4,26,23.4,NA,0.0386,"ppm",NA,NA,NA,NA,NA,0.0762,0.00152,0.132,1.27,0.0255,15.9,10.1,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,NA,""
