"pid","pmid","oid","row.in.file.int","interval","t.start","t.end","t.start.orig","t.end.orig","dt","dt.calc","dt.diff","ct","mt","cta","bta","bg.dl","bg.val","bg.unit","MOL","ustar","rl","air.pres","air.pres.unit","j.NH3","j.rel","e.int","e.cum","e.rel","air.temp","soil.temp","soil.temp.surf","pH.surf","rad","wind","wind.2m","soil.temp.z.int","air.temp.z.int","wind.z.int","wind.loc.int","far.loc.int","rain","rain.rate","rain.cum","rh","notes.int","flag.int"
2062,2066,42335,5,1,2018-06-22 13:41:00,2018-06-22 15:25:00,"22-06-2018 13:41","22-06-2018 13:41",1.73,1.73,-0.00333,1.73,0.865,1.73,0,NA,0.0368,"ppm",NA,NA,NA,NA,NA,0.72,0.00737,1.25,1.25,0.0128,15.2,21,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,".",""
2062,2066,42336,6,2,2018-06-22 15:25:00,2018-06-22 17:10:00,"22-06-2018 15:25","22-06-2018 15:25",1.73,1.75,-0.02,3.46,2.6,3.48,1.73,NA,0.0314,"ppm",NA,NA,NA,NA,NA,0.697,0.00713,1.21,2.45,0.0251,17.8,29,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,NA,""
2062,2066,42337,7,3,2018-06-22 17:10:00,2018-06-22 18:54:00,"22-06-2018 17:10","22-06-2018 17:10",1.73,1.73,-0.00333,5.19,4.32,5.22,3.48,NA,0.0235,"ppm",NA,NA,NA,NA,NA,0.547,0.00561,0.947,3.4,0.0348,16.2,19.7,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,NA,""
2062,2066,42338,8,4,2018-06-22 18:54:00,2018-06-22 20:38:00,"22-06-2018 18:54","22-06-2018 18:54",1.73,1.73,-0.00333,6.92,6.06,6.95,5.22,NA,0.0198,"ppm",NA,NA,NA,NA,NA,0.432,0.00442,0.747,4.14,0.0424,14.1,18.6,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,NA,""
2062,2066,42339,9,5,2018-06-22 20:38:00,2018-06-22 22:22:00,"22-06-2018 20:38","22-06-2018 20:38",1.73,1.73,-0.00333,8.65,7.78,8.68,6.95,NA,0.0162,"ppm",NA,NA,NA,NA,NA,0.334,0.00342,0.578,4.72,0.0484,12.5,16.7,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,NA,""
2062,2066,42340,10,6,2018-06-22 22:22:00,2018-06-23 00:06:00,"22-06-2018 22:22","22-06-2018 22:22",1.73,1.73,-0.00333,10.4,9.52,10.4,8.68,NA,0.0143,"ppm",NA,NA,NA,NA,NA,0.281,0.00288,0.487,5.21,0.0533,10.1,15.2,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,NA,""
2062,2066,42341,11,7,2018-06-23 00:06:00,2018-06-23 01:49:00,"23-06-2018 00:06","23-06-2018 00:06",1.73,1.72,0.0133,12.1,11.2,12.1,10.4,NA,0.0137,"ppm",NA,NA,NA,NA,NA,0.36,0.00368,0.622,5.83,0.0597,9.81,14,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,NA,""
2062,2066,42342,12,8,2018-06-23 01:49:00,2018-06-23 11:32:00,"23-06-2018 01:49","23-06-2018 01:49",9.72,9.72,0.00333,21.8,17,21.8,12.1,NA,NA,NA,NA,NA,NA,NA,NA,0.44,0.00451,4.28,10.1,0.104,14.7,16.1,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"m i"
2062,2066,42343,13,9,2018-06-23 11:32:00,2018-06-23 13:16:00,"23-06-2018 11:32","23-06-2018 11:32",1.73,1.73,-0.00333,23.6,22.7,23.6,21.8,NA,0.0192,"ppm",NA,NA,NA,NA,NA,0.454,0.00465,0.786,10.9,0.112,15.5,16.4,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,NA,""
2062,2066,42344,14,10,2018-06-23 13:16:00,2018-06-23 15:00:00,"23-06-2018 13:16","23-06-2018 13:16",1.73,1.73,-0.00333,25.3,24.4,25.3,23.6,NA,0.0214,"ppm",NA,NA,NA,NA,NA,0.497,0.00509,0.86,11.8,0.12,15.6,16.9,NA,NA,NA,0.33,NA,"0.05","2",NA,NA,NA,0,0,0,NA,NA,""
