"institute","cpmid","pub.id","proj","exper","field","plot","rep","plot.area","lat","long","country","topo","clay","silt","sand","oc","soil.type","soil.water","soil.water.v","soil.moist","soil.ph","soil.dens","crop.res","till","man.source","man.source.det","man.bed","man.con","man.trt1","man.trt2","man.stor","man.dm","man.vs","man.tkn","man.tan","man.tic","man.ua","man.vfa","man.ph","app.start","app.end","app.method","app.rate","app.rate.unit","incorp","time.incorp","man.area","dist.inj","furrow.z","furrow.w","crop","crop.z","crop.area","lai","notes.plot","row.in.file.plot","man.trt3","uptake","file","treat","meas.tech","meas.tech.det","app.start.orig","app.end.orig","cpid","ceid","flag.plot","submitter","tan.app","e.1","e.4","e.6","e.12","e.24","e.48","e.72","e.96","e.168","e.final","e.tot","e.cum.1","e.cum.4","e.cum.6","e.cum.12","e.cum.24","e.cum.48","e.cum.72","e.cum.96","e.cum.168","e.cum.final","e.cum.tot","e.rel.1","e.rel.4","e.rel.6","e.rel.12","e.rel.24","e.rel.48","e.rel.72","e.rel.96","e.rel.168","e.rel.final","e.rel.tot","rain.1","rain.4","rain.6","rain.12","rain.24","rain.48","rain.72","rain.96","rain.168","rain.final","rain.tot","air.temp.1","air.temp.4","air.temp.6","air.temp.12","air.temp.24","air.temp.48","air.temp.72","air.temp.96","air.temp.168","air.temp.mn","soil.temp.1","soil.temp.4","soil.temp.6","soil.temp.12","soil.temp.24","soil.temp.48","soil.temp.72","soil.temp.96","soil.temp.168","soil.temp.mn","soil.temp.surf.1","soil.temp.surf.4","soil.temp.surf.6","soil.temp.surf.12","soil.temp.surf.24","soil.temp.surf.48","soil.temp.surf.72","soil.temp.surf.96","soil.temp.surf.168","soil.temp.surf.mn","wind.1","wind.4","wind.6","wind.12","wind.24","wind.48","wind.72","wind.96","wind.168","wind.mn","wind.2m.1","wind.2m.4","wind.2m.6","wind.2m.12","wind.2m.24","wind.2m.48","wind.2m.72","wind.2m.96","wind.2m.168","wind.2m.mn","rad.1","rad.4","rad.6","rad.12","rad.24","rad.48","rad.72","rad.96","rad.168","rad.mn","rain.rate.1","rain.rate.4","rain.rate.6","rain.rate.12","rain.rate.24","rain.rate.48","rain.rate.72","rain.rate.96","rain.rate.168","rain.rate.mn","rh.1","rh.4","rh.6","rh.12","rh.24","rh.48","rh.72","rh.96","rh.168","rh.mn","first.row.in.file.int","last.row.in.file.int","n.ints","dt1","j.rel1","j.NH31","dt.min","dt.max","ct.min","ct.max","t.start.p","t.end.p","air.temp.z","soil.temp.z","wind.z","wind.loc","far.loc","pub.info","soil.type2","exper2","rep2","acid","meas.tech.orig","meas.tech2","crop.orig","man.source.orig","app.method.orig","app.method2","incorp.orig","date.start","flag.int","inst","eid","pid","pmid"
"AU","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19B.F:semi-field.P:1.T:NUGA-tine.R:1.R2:.T:2019-02-25 15:23:00.M:Wind tunnelNA","C","NUGA","19B","semi-field","1",1,0.2,56.5,9.58,"DK","Flat",18,31,49,2.5,NA,0.23,NA,NA,7.25,1.29,"Yes","No","pig",NA,NA,"Slurry","None","None",NA,2.27,NA,2.01,1.11,NA,NA,1.37,7.98,2019-02-25 15:23:00,2019-02-25 15:23:00,"ts",45,"m3/ha","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,".",5,NA,3,"../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx","NUGA-tine","Wind tunnel",NA,"25-02-2019 15:23","25-02-2019 15:23","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19B.F:semi-field.P:1.T:NUGA-tine.R:1.R2:.T:2019-02-25 15:23:00","D:1.I:AU.Pr:NUGA.E:19B","","Pedersen, Johanna",50,NA,0.41,0.54,0.857,1.53,2.03,2.41,NA,NA,2.66,2.66,NA,0.41,0.54,0.857,1.53,2.03,2.41,NA,NA,2.66,2.66,NA,0.00822,0.0108,0.0172,0.0307,0.0406,0.0483,NA,NA,0.0532,0.0532,NA,0,0,0,0,0,0,NA,NA,0,0,NA,7.53,6.77,5.99,7.69,7.31,7.19,5.98,5.98,5.98,NA,7.19,6.45,5.59,6.33,5.58,5.4,4.78,4.78,4.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,44,40,1.73,0.00264,0.132,1.73,2.6,1.73,93.6,2019-02-25 15:23:00,2019-03-01 20:48:00,"2","0.05",NA,NA,NA,"Pedersen, J., Nyord, T., Feilberg, A., & Labouriau, R. (2021). Analysis of the effect of air temperature on ammonia emission from band application of slurry. Environmental Pollution, 282, 1–25. https://doi.org/10.1016/j.envpol.2021.117055",NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Pig","NUGA-tine","ts","None",2019-02-25,"",205,368,2152,2156
"AU","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19B.F:semi-field.P:10.T:TH.R:3.R2:.T:2019-02-25 17:11:00.M:Wind tunnelNA","C","NUGA","19B","semi-field","10",3,0.2,56.5,9.58,"DK","Flat",18,31,49,2.5,NA,0.23,NA,NA,7.25,1.29,"Yes","No","pig",NA,NA,"Slurry","None","None",NA,2.27,NA,2.01,1.11,NA,NA,1.37,7.98,2019-02-25 17:11:00,2019-02-25 17:11:00,"bsth",45,"m3/ha","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,3,"../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx","TH","Wind tunnel",NA,"25-02-2019 17:11","25-02-2019 17:11","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19B.F:semi-field.P:10.T:TH.R:3.R2:.T:2019-02-25 17:11:00","D:1.I:AU.Pr:NUGA.E:19B","","Pedersen, Johanna",50,NA,0.962,1.31,1.95,2.8,3.47,3.85,3.93,NA,3.96,3.96,NA,0.962,1.31,1.95,2.8,3.47,3.85,3.93,NA,3.96,3.96,NA,0.0193,0.0262,0.0391,0.0561,0.0695,0.0771,0.0788,NA,0.0793,0.0793,NA,0,0,0,0,0,0,0,NA,0,0,NA,7.11,6.22,5.62,7.2,7.02,7.16,6.28,6.01,6.01,NA,6.93,6.17,5.38,5.77,5.39,5.3,4.92,4.81,4.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,324,40,2.6,0.00526,0.263,2.6,2.6,2.6,104,2019-02-25 17:11:00,2019-03-01 22:36:00,"2","0.05",NA,NA,NA,"Pedersen, J., Nyord, T., Feilberg, A., & Labouriau, R. (2021). Analysis of the effect of air temperature on ammonia emission from band application of slurry. Environmental Pollution, 282, 1–25. https://doi.org/10.1016/j.envpol.2021.117055",NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Pig","Band spread or trailing hose","bsth","None",2019-02-25,"",205,368,2153,2157
"AU","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19B.F:semi-field.P:12.T:NUGA-tine.R:3.R2:.T:2019-02-25 17:35:00.M:Wind tunnelNA","C","NUGA","19B","semi-field","12",3,0.2,56.5,9.58,"DK","Flat",18,31,49,2.5,NA,0.23,NA,NA,7.25,1.29,"Yes","No","pig",NA,NA,"Slurry","None","None",NA,2.27,NA,2.01,1.11,NA,NA,1.37,7.98,2019-02-25 17:35:00,2019-02-25 17:35:00,"ts",45,"m3/ha","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,3,"../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx","NUGA-tine","Wind tunnel",NA,"25-02-2019 17:35","25-02-2019 17:35","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19B.F:semi-field.P:12.T:NUGA-tine.R:3.R2:.T:2019-02-25 17:35:00","D:1.I:AU.Pr:NUGA.E:19B","","Pedersen, Johanna",50,NA,0.447,0.681,1.21,2.23,2.85,3.28,3.45,NA,3.45,3.45,NA,0.447,0.681,1.21,2.23,2.85,3.28,3.45,NA,3.45,3.45,NA,0.00896,0.0136,0.0242,0.0447,0.0571,0.0656,0.069,NA,0.069,0.069,NA,0,0,0,0,0,0,0,NA,0,0,NA,8.88,7.07,6.04,7.4,7.14,7.18,6.32,6.05,6.05,NA,6.72,5.96,5.26,5.84,5.41,5.3,4.91,4.78,4.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,364,40,2.6,0.00209,0.104,2.6,2.6,2.6,104,2019-02-25 17:35:00,2019-03-01 23:00:00,"2","0.05",NA,NA,NA,"Pedersen, J., Nyord, T., Feilberg, A., & Labouriau, R. (2021). Analysis of the effect of air temperature on ammonia emission from band application of slurry. Environmental Pollution, 282, 1–25. https://doi.org/10.1016/j.envpol.2021.117055",NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Pig","NUGA-tine","ts","None",2019-02-25,"",205,368,2154,2158
"AU","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19B.F:semi-field.P:2.T:TH.R:1.R2:.T:2019-02-25 15:35:00.M:Wind tunnelNA","C","NUGA","19B","semi-field","2",1,0.2,56.5,9.58,"DK","Flat",18,31,49,2.5,NA,0.23,NA,NA,7.25,1.29,"Yes","No","pig",NA,NA,"Slurry","None","None",NA,2.27,NA,2.01,1.11,NA,NA,1.37,7.98,2019-02-25 15:35:00,2019-02-25 15:35:00,"bsth",45,"m3/ha","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,3,"../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx","TH","Wind tunnel",NA,"25-02-2019 15:35","25-02-2019 15:35","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19B.F:semi-field.P:2.T:TH.R:1.R2:.T:2019-02-25 15:35:00","D:1.I:AU.Pr:NUGA.E:19B","","Pedersen, Johanna",50,NA,0.495,0.63,0.898,1.25,1.38,1.45,1.45,NA,1.47,1.47,NA,0.495,0.63,0.898,1.25,1.38,1.45,1.45,NA,1.47,1.47,NA,0.00991,0.0126,0.018,0.0251,0.0275,0.029,0.029,NA,0.0295,0.0295,NA,0,0,0,0,0,0,0,NA,0,0,NA,7.33,7.39,6.19,6.66,6.88,7.09,6.4,6.2,6.2,NA,7.44,6.94,5.79,5.62,5.45,5.39,5.01,4.92,4.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,84,40,2.6,0.00298,0.149,2.6,2.6,2.6,104,2019-02-25 15:35:00,2019-03-01 21:00:00,"2","0.05",NA,NA,NA,"Pedersen, J., Nyord, T., Feilberg, A., & Labouriau, R. (2021). Analysis of the effect of air temperature on ammonia emission from band application of slurry. Environmental Pollution, 282, 1–25. https://doi.org/10.1016/j.envpol.2021.117055",NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Pig","Band spread or trailing hose","bsth","None",2019-02-25,"",205,368,2155,2159
"AU","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19B.F:semi-field.P:4.T:Bo.R:1.R2:.T:2019-02-25 15:59:00.M:Wind tunnelNA","C","NUGA","19B","semi-field","4",1,0.2,56.5,9.58,"DK","Flat",18,31,49,2.5,NA,0.23,NA,NA,7.25,1.29,"Yes","No","pig",NA,NA,"Slurry","None","None",NA,2.27,NA,2.01,1.11,NA,NA,1.37,7.98,2019-02-25 15:59:00,2019-02-25 15:59:00,"ts",45,"m3/ha","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,3,"../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx","Bo","Wind tunnel",NA,"25-02-2019 15:59","25-02-2019 15:59","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19B.F:semi-field.P:4.T:Bo.R:1.R2:.T:2019-02-25 15:59:00","D:1.I:AU.Pr:NUGA.E:19B","","Pedersen, Johanna",50,NA,0.386,0.517,0.845,1.58,2.08,2.44,2.59,NA,2.67,2.67,NA,0.386,0.517,0.845,1.58,2.08,2.44,2.59,NA,2.67,2.67,NA,0.00772,0.0103,0.0169,0.0317,0.0416,0.0488,0.0518,NA,0.0534,0.0534,NA,0,0,0,0,0,0,0,NA,0,0,NA,7.38,6.92,5.99,6.73,6.93,7.11,6.38,6.18,6.18,NA,7.26,6.67,5.65,5.6,5.4,5.36,4.99,4.9,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,124,40,2.6,0.0022,0.11,2.6,2.6,2.6,104,2019-02-25 15:59:00,2019-03-01 21:24:00,"2","0.05",NA,NA,NA,"Pedersen, J., Nyord, T., Feilberg, A., & Labouriau, R. (2021). Analysis of the effect of air temperature on ammonia emission from band application of slurry. Environmental Pollution, 282, 1–25. https://doi.org/10.1016/j.envpol.2021.117055",NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Pig","Trailing shoe","ts","None",2019-02-25,"",205,368,2156,2160
"AU","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19B.F:semi-field.P:5.T:NUGA-tine.R:2.R2:.T:2019-02-25 16:11:00.M:Wind tunnelNA","C","NUGA","19B","semi-field","5",2,0.2,56.5,9.58,"DK","Flat",18,31,49,2.5,NA,0.23,NA,NA,7.25,1.29,"Yes","No","pig",NA,NA,"Slurry","None","None",NA,2.27,NA,2.01,1.11,NA,NA,1.37,7.98,2019-02-25 16:11:00,2019-02-25 16:11:00,"ts",45,"m3/ha","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,3,"../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx","NUGA-tine","Wind tunnel",NA,"25-02-2019 16:11","25-02-2019 16:11","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19B.F:semi-field.P:5.T:NUGA-tine.R:2.R2:.T:2019-02-25 16:11:00","D:1.I:AU.Pr:NUGA.E:19B","","Pedersen, Johanna",50,NA,0.605,0.817,1.26,2.11,2.71,3.07,3.27,NA,3.33,3.33,NA,0.605,0.817,1.26,2.11,2.71,3.07,3.27,NA,3.33,3.33,NA,0.0121,0.0163,0.0253,0.0422,0.0542,0.0615,0.0654,NA,0.0667,0.0667,NA,0,0,0,0,0,0,0,NA,0,0,NA,7.45,6.88,5.97,6.82,6.95,7.15,6.37,6.17,6.17,NA,7.29,6.64,5.64,5.62,5.41,5.36,4.98,4.89,4.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,164,40,2.6,0.00336,0.168,2.6,2.6,2.6,104,2019-02-25 16:11:00,2019-03-01 21:36:00,"2","0.05",NA,NA,NA,"Pedersen, J., Nyord, T., Feilberg, A., & Labouriau, R. (2021). Analysis of the effect of air temperature on ammonia emission from band application of slurry. Environmental Pollution, 282, 1–25. https://doi.org/10.1016/j.envpol.2021.117055",NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Pig","NUGA-tine","ts","None",2019-02-25,"",205,368,2157,2161
"AU","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19B.F:semi-field.P:6.T:Bo.R:2.R2:.T:2019-02-25 16:23:00.M:Wind tunnelNA","C","NUGA","19B","semi-field","6",2,0.2,56.5,9.58,"DK","Flat",18,31,49,2.5,NA,0.23,NA,NA,7.25,1.29,"Yes","No","pig",NA,NA,"Slurry","None","None",NA,2.27,NA,2.01,1.11,NA,NA,1.37,7.98,2019-02-25 16:23:00,2019-02-25 16:23:00,"ts",45,"m3/ha","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,3,"../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx","Bo","Wind tunnel",NA,"25-02-2019 16:23","25-02-2019 16:23","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19B.F:semi-field.P:6.T:Bo.R:2.R2:.T:2019-02-25 16:23:00","D:1.I:AU.Pr:NUGA.E:19B","","Pedersen, Johanna",50,NA,0.516,0.731,1.18,1.94,2.51,2.84,2.94,NA,2.98,2.98,NA,0.516,0.731,1.18,1.94,2.51,2.84,2.94,NA,2.98,2.98,NA,0.0103,0.0146,0.0235,0.0388,0.0502,0.0569,0.059,NA,0.0596,0.0596,NA,0,0,0,0,0,0,0,NA,0,0,NA,7.49,6.83,5.92,6.9,7.03,7.21,6.42,6.19,6.19,NA,7.28,6.61,5.61,5.64,5.4,5.34,4.97,4.88,4.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,204,40,2.6,0.00265,0.132,2.6,2.6,2.6,104,2019-02-25 16:23:00,2019-03-01 21:48:00,"2","0.05",NA,NA,NA,"Pedersen, J., Nyord, T., Feilberg, A., & Labouriau, R. (2021). Analysis of the effect of air temperature on ammonia emission from band application of slurry. Environmental Pollution, 282, 1–25. https://doi.org/10.1016/j.envpol.2021.117055",NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Pig","Trailing shoe","ts","None",2019-02-25,"",205,368,2158,2162
"AU","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19I.F:SLU2.P:2.T:untreated.R:1.R2:.T:2019-08-29 11:14:00.M:Wind tunnelNA","F","NUGA","19I","SLU2","2",1,0.2,58.4,13.5,"SE","Flat",14,NA,71,3.1,NA,0.16,NA,NA,5.95,1.39,"Yes","No","cat",NA,NA,"Slurry","None","None",NA,8.51,NA,3.55,1.9,NA,NA,NA,NA,2019-08-29 11:14:00,2019-08-29 11:14:00,"bsth",36,"m3/ha","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,3,"../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx","untreated","Wind tunnel",NA,"29-08-2019 11:14","29-08-2019 11:14","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19I.F:SLU2.P:2.T:untreated.R:1.R2:.T:2019-08-29 11:14:00","D:1.I:AU.Pr:NUGA.E:19I","","Pedersen, Johanna",68.4,NA,4.89,7.24,12.2,19.3,24,26.1,27.7,NA,27.7,27.7,NA,4.89,7.24,12.2,19.3,24,26.1,27.7,NA,27.7,27.7,NA,0.0714,0.106,0.178,0.282,0.351,0.382,0.404,NA,0.406,0.406,NA,0,0,0,0,0,0,0,NA,0,0,NA,20.6,20,18.7,16,16,17.4,16.4,16.4,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,962,56,1.73,0.0146,1,1.73,1.73,1.73,96.9,2019-08-29 11:14:00,2019-09-02 10:34:00,"2",NA,NA,NA,NA,"Pedersen, J., Andresson, K., Feilberg, A., Delin, S., Hafner, S., & Nyord, T. (2020). The effect of manure exposed surface area on ammonia emission from untreated, separated, and digested cattle manure. Biosystems Engineering, 202, 66–78. https://doi.org/10.1016/j.biosystemseng.2020.12.005 AND Pedersen, J., Nyord, T., Feilberg, A., & Labouriau, R. (2021). Analysis of the effect of air temperature on ammonia emission from band application of slurry. Environmental Pollution, 282, 1–25. https://doi.org/10.1016/j.envpol.2021.117055",NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Cattle","Band spread or trailing hose","bsth","None",2019-08-29,"",205,371,2176,2180
"AU","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19I.F:SLU2.P:4.T:digested.R:1.R2:.T:2019-08-29 11:30:00.M:Wind tunnelNA","F","NUGA","19I","SLU2","4",1,0.2,58.4,13.5,"SE","Flat",14,NA,71,3.1,NA,0.16,NA,NA,5.95,1.39,"Yes","No","mix",NA,NA,"Slurry","Anaerobic digestion","None",NA,4.66,NA,4.77,3.34,NA,NA,NA,NA,2019-08-29 11:30:00,2019-08-29 11:30:00,"bsth",37,"m3/ha","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,3,"../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx","digested","Wind tunnel",NA,"29-08-2019 11:30","29-08-2019 11:30","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19I.F:SLU2.P:4.T:digested.R:1.R2:.T:2019-08-29 11:30:00","D:1.I:AU.Pr:NUGA.E:19I","","Pedersen, Johanna",124,NA,19.9,26.4,36.8,44.6,53.2,58.4,60.6,NA,60.7,60.7,NA,19.9,26.4,36.8,44.6,53.2,58.4,60.6,NA,60.7,60.7,NA,0.161,0.213,0.298,0.361,0.43,0.472,0.49,NA,0.491,0.491,NA,0,0,0,0,0,0,0,NA,0,0,NA,20.2,19.9,18.6,15.9,16,17.4,16.4,16.4,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,963,1020,56,1.73,0.0456,5.63,1.73,1.73,1.73,96.9,2019-08-29 11:30:00,2019-09-02 10:50:00,"2",NA,NA,NA,NA,"Pedersen, J., Andresson, K., Feilberg, A., Delin, S., Hafner, S., & Nyord, T. (2020). The effect of manure exposed surface area on ammonia emission from untreated, separated, and digested cattle manure. Biosystems Engineering, 202, 66–78. https://doi.org/10.1016/j.biosystemseng.2020.12.005 AND Pedersen, J., Nyord, T., Feilberg, A., & Labouriau, R. (2021). Analysis of the effect of air temperature on ammonia emission from band application of slurry. Environmental Pollution, 282, 1–25. https://doi.org/10.1016/j.envpol.2021.117055",NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Mix","Band spread or trailing hose","bsth","None",2019-08-29,"",205,371,2177,2181
"AU","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19I.F:SLU2.P:5.T:separated.R:2.R2:.T:2019-08-29 11:38:00.M:Wind tunnelNA","F","NUGA","19I","SLU2","5",2,0.2,58.4,13.5,"SE","Flat",14,NA,71,3.1,NA,0.16,NA,NA,5.95,1.39,"Yes","No","cat",NA,NA,"Slurry","Mechanical separation","None",NA,4.32,NA,3.2,1.92,NA,NA,NA,NA,2019-08-29 11:38:00,2019-08-29 11:38:00,"bsth",38,"m3/ha","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,3,"../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx","separated","Wind tunnel",NA,"29-08-2019 11:38","29-08-2019 11:38","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19I.F:SLU2.P:5.T:separated.R:2.R2:.T:2019-08-29 11:38:00","D:1.I:AU.Pr:NUGA.E:19I","","Pedersen, Johanna",73,NA,9.72,12.5,17.9,22.7,27.5,30.5,31.9,NA,32,32,NA,9.72,12.5,17.9,22.7,27.5,30.5,31.9,NA,32,32,NA,0.133,0.172,0.245,0.311,0.377,0.418,0.438,NA,0.439,0.439,NA,0,0,0,0,0,0,0,NA,0,0,NA,20.2,19.9,18.6,15.9,16,17.4,16.5,16.4,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020,1070,56,1.73,0.0396,2.89,1.73,1.73,1.73,96.9,2019-08-29 11:38:00,2019-09-02 10:58:00,"2",NA,NA,NA,NA,"Pedersen, J., Andresson, K., Feilberg, A., Delin, S., Hafner, S., & Nyord, T. (2020). The effect of manure exposed surface area on ammonia emission from untreated, separated, and digested cattle manure. Biosystems Engineering, 202, 66–78. https://doi.org/10.1016/j.biosystemseng.2020.12.005 AND Pedersen, J., Nyord, T., Feilberg, A., & Labouriau, R. (2021). Analysis of the effect of air temperature on ammonia emission from band application of slurry. Environmental Pollution, 282, 1–25. https://doi.org/10.1016/j.envpol.2021.117055",NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Cattle","Band spread or trailing hose","bsth","None",2019-08-29,"",205,371,2178,2182
