"institute","cpmid","pub.id","proj","exper","field","plot","rep","plot.area","lat","long","country","topo","clay","silt","sand","oc","soil.type","soil.water","soil.water.v","soil.moist","soil.ph","soil.dens","crop.res","till","man.source","man.source.det","man.bed","man.con","man.trt1","man.trt2","man.stor","man.dm","man.vs","man.tkn","man.tan","man.tic","man.ua","man.vfa","man.ph","app.start","app.end","app.method","app.rate","app.rate.unit","incorp","time.incorp","man.area","dist.inj","furrow.z","furrow.w","crop","crop.z","crop.area","lai","notes.plot","row.in.file.plot","man.trt3","uptake","file","treat","meas.tech","meas.tech.det","app.start.orig","app.end.orig","cpid","ceid","flag.plot","submitter","tan.app","e.1","e.4","e.6","e.12","e.24","e.48","e.72","e.96","e.168","e.final","e.tot","e.cum.1","e.cum.4","e.cum.6","e.cum.12","e.cum.24","e.cum.48","e.cum.72","e.cum.96","e.cum.168","e.cum.final","e.cum.tot","e.rel.1","e.rel.4","e.rel.6","e.rel.12","e.rel.24","e.rel.48","e.rel.72","e.rel.96","e.rel.168","e.rel.final","e.rel.tot","rain.1","rain.4","rain.6","rain.12","rain.24","rain.48","rain.72","rain.96","rain.168","rain.final","rain.tot","air.temp.1","air.temp.4","air.temp.6","air.temp.12","air.temp.24","air.temp.48","air.temp.72","air.temp.96","air.temp.168","air.temp.mn","soil.temp.1","soil.temp.4","soil.temp.6","soil.temp.12","soil.temp.24","soil.temp.48","soil.temp.72","soil.temp.96","soil.temp.168","soil.temp.mn","soil.temp.surf.1","soil.temp.surf.4","soil.temp.surf.6","soil.temp.surf.12","soil.temp.surf.24","soil.temp.surf.48","soil.temp.surf.72","soil.temp.surf.96","soil.temp.surf.168","soil.temp.surf.mn","wind.1","wind.4","wind.6","wind.12","wind.24","wind.48","wind.72","wind.96","wind.168","wind.mn","wind.2m.1","wind.2m.4","wind.2m.6","wind.2m.12","wind.2m.24","wind.2m.48","wind.2m.72","wind.2m.96","wind.2m.168","wind.2m.mn","rad.1","rad.4","rad.6","rad.12","rad.24","rad.48","rad.72","rad.96","rad.168","rad.mn","rain.rate.1","rain.rate.4","rain.rate.6","rain.rate.12","rain.rate.24","rain.rate.48","rain.rate.72","rain.rate.96","rain.rate.168","rain.rate.mn","rh.1","rh.4","rh.6","rh.12","rh.24","rh.48","rh.72","rh.96","rh.168","rh.mn","first.row.in.file.int","last.row.in.file.int","n.ints","dt1","j.rel1","j.NH31","dt.min","dt.max","ct.min","ct.max","t.start.p","t.end.p","air.temp.z","soil.temp.z","wind.z","wind.loc","far.loc","pub.info","soil.type2","exper2","rep2","acid","meas.tech.orig","meas.tech2","crop.orig","man.source.orig","app.method.orig","app.method2","incorp.orig","date.start","flag.int","inst","eid","pid","pmid"
"AU","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19I.F:SLU2.P:6.T:untreated.R:2.R2:.T:2019-08-29 11:46:00.M:Wind tunnelNA","F","NUGA","19I","SLU2","6",2,0.2,58.4,13.5,"SE","Flat",14,NA,71,3.1,NA,0.16,NA,NA,5.95,1.39,"Yes","No","cat",NA,NA,"Slurry","None","None",NA,8.51,NA,3.55,1.9,NA,NA,NA,NA,2019-08-29 11:46:00,2019-08-29 11:46:00,"bsth",39,"m3/ha","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,3,"../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx","untreated","Wind tunnel",NA,"29-08-2019 11:46","29-08-2019 11:46","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19I.F:SLU2.P:6.T:untreated.R:2.R2:.T:2019-08-29 11:46:00","D:1.I:AU.Pr:NUGA.E:19I","","Pedersen, Johanna",74.1,NA,5.63,7.91,13.2,20.5,25.4,27.5,29.1,NA,29.2,29.2,NA,5.63,7.91,13.2,20.5,25.4,27.5,29.1,NA,29.2,29.2,NA,0.0759,0.107,0.178,0.276,0.343,0.371,0.393,NA,0.394,0.394,NA,0,0,0,0,0,0,0,NA,0,0,NA,20.2,19.8,18.5,15.9,15.9,17.4,16.4,16.4,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080,1130,56,1.73,0.0193,1.43,1.73,1.73,1.73,96.9,2019-08-29 11:46:00,2019-09-02 11:06:00,"2",NA,NA,NA,NA,"Pedersen, J., Andresson, K., Feilberg, A., Delin, S., Hafner, S., & Nyord, T. (2020). The effect of manure exposed surface area on ammonia emission from untreated, separated, and digested cattle manure. Biosystems Engineering, 202, 66–78. https://doi.org/10.1016/j.biosystemseng.2020.12.005 AND Pedersen, J., Nyord, T., Feilberg, A., & Labouriau, R. (2021). Analysis of the effect of air temperature on ammonia emission from band application of slurry. Environmental Pollution, 282, 1–25. https://doi.org/10.1016/j.envpol.2021.117055",NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Cattle","Band spread or trailing hose","bsth","None",2019-08-29,"",205,371,2179,2183
"AU","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19I.F:SLU2.P:8.T:digested.R:2.R2:.T:2019-08-29 12:02:00.M:Wind tunnelNA","F","NUGA","19I","SLU2","8",2,0.2,58.4,13.5,"SE","Flat",14,NA,71,3.1,NA,0.16,NA,NA,5.95,1.39,"Yes","No","mix",NA,NA,"Slurry","Anaerobic digestion","None",NA,4.66,NA,4.77,3.34,NA,NA,NA,NA,2019-08-29 12:02:00,2019-08-29 12:02:00,"bsth",40,"m3/ha","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,3,"../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx","digested","Wind tunnel",NA,"29-08-2019 12:02","29-08-2019 12:02","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19I.F:SLU2.P:8.T:digested.R:2.R2:.T:2019-08-29 12:02:00","D:1.I:AU.Pr:NUGA.E:19I","","Pedersen, Johanna",134,NA,19,25,35.4,44,53.4,59,61.5,NA,61.6,61.6,NA,19,25,35.4,44,53.4,59,61.5,NA,61.6,61.6,NA,0.142,0.187,0.265,0.329,0.4,0.442,0.461,NA,0.461,0.461,NA,0,0,0,0,0,0,0,NA,0,0,NA,20.4,19.8,18.5,15.9,15.9,17.4,16.4,16.4,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1130,1190,56,1.73,0.0409,5.46,1.73,1.73,1.73,96.9,2019-08-29 12:02:00,2019-09-02 11:22:00,"2",NA,NA,NA,NA,"Pedersen, J., Andresson, K., Feilberg, A., Delin, S., Hafner, S., & Nyord, T. (2020). The effect of manure exposed surface area on ammonia emission from untreated, separated, and digested cattle manure. Biosystems Engineering, 202, 66–78. https://doi.org/10.1016/j.biosystemseng.2020.12.005 AND Pedersen, J., Nyord, T., Feilberg, A., & Labouriau, R. (2021). Analysis of the effect of air temperature on ammonia emission from band application of slurry. Environmental Pollution, 282, 1–25. https://doi.org/10.1016/j.envpol.2021.117055",NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Mix","Band spread or trailing hose","bsth","None",2019-08-29,"",205,371,2180,2184
"AU","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19I.F:SLU2.P:9.T:untreated.R:3.R2:.T:2019-08-29 12:10:00.M:Wind tunnelNA","F","NUGA","19I","SLU2","9",3,0.2,58.4,13.5,"SE","Flat",14,NA,71,3.1,NA,0.16,NA,NA,5.95,1.39,"Yes","No","cat",NA,NA,"Slurry","None","None",NA,8.51,NA,3.55,1.9,NA,NA,NA,NA,2019-08-29 12:10:00,2019-08-29 12:10:00,"bsth",41,"m3/ha","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,3,"../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx","untreated","Wind tunnel",NA,"29-08-2019 12:10","29-08-2019 12:10","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19I.F:SLU2.P:9.T:untreated.R:3.R2:.T:2019-08-29 12:10:00","D:1.I:AU.Pr:NUGA.E:19I","","Pedersen, Johanna",77.9,NA,5.08,7.06,11.2,17.5,22.1,24.2,NA,NA,25.8,25.8,NA,5.08,7.06,11.2,17.5,22.1,24.2,NA,NA,25.8,25.8,NA,0.0652,0.0906,0.144,0.224,0.283,0.311,NA,NA,0.331,0.331,NA,0,0,0,0,0,0,NA,NA,0,0,NA,20,19.6,18.4,15.9,16,17.5,16.4,16.4,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190,1240,55,1.73,0.0165,1.29,1.73,1.73,1.73,95.2,2019-08-29 12:10:00,2019-09-02 09:46:00,"2",NA,NA,NA,NA,"Pedersen, J., Andresson, K., Feilberg, A., Delin, S., Hafner, S., & Nyord, T. (2020). The effect of manure exposed surface area on ammonia emission from untreated, separated, and digested cattle manure. Biosystems Engineering, 202, 66–78. https://doi.org/10.1016/j.biosystemseng.2020.12.005 AND Pedersen, J., Nyord, T., Feilberg, A., & Labouriau, R. (2021). Analysis of the effect of air temperature on ammonia emission from band application of slurry. Environmental Pollution, 282, 1–25. https://doi.org/10.1016/j.envpol.2021.117055",NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Cattle","Band spread or trailing hose","bsth","None",2019-08-29,"",205,371,2181,2185
"AU","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19B.F:semi-field.P:8.T:TH.R:2.R2:.T:2019-02-25 16:47:00.M:Wind tunnelNA","C","NUGA","19B","semi-field","8",2,0.2,56.5,9.58,"DK","Flat",18,31,49,2.5,NA,0.23,NA,NA,7.25,1.29,"Yes","No","pig",NA,NA,"Slurry","None","None",NA,2.27,NA,2.01,1.11,NA,NA,1.37,7.98,2019-02-25 16:47:00,2019-02-25 16:47:00,"bsth",45,"m3/ha","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,3,"../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx","TH","Wind tunnel",NA,"25-02-2019 16:47","25-02-2019 16:47","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19B.F:semi-field.P:8.T:TH.R:2.R2:.T:2019-02-25 16:47:00","D:1.I:AU.Pr:NUGA.E:19B","","Pedersen, Johanna",50,NA,0.579,0.814,1.25,2.02,2.52,2.86,2.95,NA,2.97,2.97,NA,0.579,0.814,1.25,2.02,2.52,2.86,2.95,NA,2.97,2.97,NA,0.0116,0.0163,0.0251,0.0404,0.0504,0.0573,0.059,NA,0.0596,0.0596,NA,0,0,0,0,0,0,0,NA,0,0,NA,7.54,6.7,5.89,7.07,6.9,7.16,6.34,6.12,6.12,NA,7.16,6.45,5.53,5.73,5.38,5.32,4.95,4.84,4.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,244,40,2.6,0.00297,0.149,2.6,2.6,2.6,104,2019-02-25 16:47:00,2019-03-01 22:12:00,"2","0.05",NA,NA,NA,"Pedersen, J., Nyord, T., Feilberg, A., & Labouriau, R. (2021). Analysis of the effect of air temperature on ammonia emission from band application of slurry. Environmental Pollution, 282, 1–25. https://doi.org/10.1016/j.envpol.2021.117055",NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Pig","Band spread or trailing hose","bsth","None",2019-02-25,"",205,368,2159,2163
"AU","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19B.F:semi-field.P:9.T:Bo.R:3.R2:.T:2019-02-25 16:59:00.M:Wind tunnelNA","C","NUGA","19B","semi-field","9",3,0.2,56.5,9.58,"DK","Flat",18,31,49,2.5,NA,0.23,NA,NA,7.25,1.29,"Yes","No","pig",NA,NA,"Slurry","None","None",NA,2.27,NA,2.01,1.11,NA,NA,1.37,7.98,2019-02-25 16:59:00,2019-02-25 16:59:00,"ts",45,"m3/ha","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,3,"../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx","Bo","Wind tunnel",NA,"25-02-2019 16:59","25-02-2019 16:59","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19B.F:semi-field.P:9.T:Bo.R:3.R2:.T:2019-02-25 16:59:00","D:1.I:AU.Pr:NUGA.E:19B","","Pedersen, Johanna",50,NA,0.626,0.849,1.29,1.96,2.38,2.63,2.7,NA,2.7,2.7,NA,0.626,0.849,1.29,1.96,2.38,2.63,2.7,NA,2.7,2.7,NA,0.0125,0.017,0.0258,0.0392,0.0476,0.0526,0.054,NA,0.054,0.054,NA,0,0,0,0,0,0,0,NA,0,0,NA,7.3,6.41,5.73,7.16,7.05,7.25,6.36,6.13,6.13,NA,7.05,6.28,5.44,5.75,5.38,5.32,4.94,4.84,4.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,284,40,2.6,0.00344,0.172,2.6,2.6,2.6,104,2019-02-25 16:59:00,2019-03-01 22:24:00,"2","0.05",NA,NA,NA,"Pedersen, J., Nyord, T., Feilberg, A., & Labouriau, R. (2021). Analysis of the effect of air temperature on ammonia emission from band application of slurry. Environmental Pollution, 282, 1–25. https://doi.org/10.1016/j.envpol.2021.117055",NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Pig","Trailing shoe","ts","None",2019-02-25,"",205,368,2160,2164
"AU","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19C.F:semi-field.P:1.T:TH.R:1.R2:.T:2019-03-07 12:12:00.M:Wind tunnelNA","C","NUGA","19C","semi-field","1",1,0.2,56.5,9.58,"DK","Flat",9,24,65,2.5,NA,0.2,NA,NA,6.28,1.34,"Yes","No","pig",NA,NA,"Slurry","None","None",NA,2.09,NA,1.89,1.14,NA,NA,2.42,7.78,2019-03-07 12:12:00,2019-03-07 12:12:00,"bsth",45,"m3/ha","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,3,"../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx","TH","Wind tunnel",NA,"07-03-2019 12:12","07-03-2019 12:12","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19C.F:semi-field.P:1.T:TH.R:1.R2:.T:2019-03-07 12:12:00","D:1.I:AU.Pr:NUGA.E:19C","","Pedersen, Johanna",51.3,0.194,0.639,0.785,1.08,1.48,1.96,2.27,NA,NA,2.45,2.45,0.194,0.639,0.785,1.08,1.48,1.96,2.27,NA,NA,2.45,2.45,0.00378,0.0125,0.0153,0.0211,0.0288,0.0381,0.0443,NA,NA,0.0477,0.0477,0,0,0,0,0,0,0,NA,NA,0,0,8.8,8.18,7.05,6.42,5.61,4.85,4.57,3.64,3.64,3.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1350,1440,92,1,0.00378,0.194,1,1,1,92,2019-03-07 12:12:00,2019-03-11 06:12:00,"2",NA,NA,NA,NA,"Pedersen, J., Nyord, T., Feilberg, A., & Labouriau, R. (2021). Analysis of the effect of air temperature on ammonia emission from band application of slurry. Environmental Pollution, 282, 1–25. https://doi.org/10.1016/j.envpol.2021.117055",NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Pig","Band spread or trailing hose","bsth","None",2019-03-07,"",205,369,2161,2165
"AU","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19C.F:semi-field.P:2.T:TH.R:2.R2:.T:2019-03-07 12:24:00.M:Wind tunnelNA","C","NUGA","19C","semi-field","2",2,0.2,56.5,9.58,"DK","Flat",9,24,65,2.5,NA,0.2,NA,NA,6.28,1.34,"Yes","No","pig",NA,NA,"Slurry","None","None",NA,2.09,NA,1.89,1.14,NA,NA,2.42,7.78,2019-03-07 12:24:00,2019-03-07 12:24:00,"bsth",45,"m3/ha","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,3,"../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx","TH","Wind tunnel",NA,"07-03-2019 12:24","07-03-2019 12:24","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19C.F:semi-field.P:2.T:TH.R:2.R2:.T:2019-03-07 12:24:00","D:1.I:AU.Pr:NUGA.E:19C","","Pedersen, Johanna",51.3,0.162,0.473,0.573,0.768,1.02,1.25,1.35,NA,NA,1.36,1.36,0.162,0.473,0.573,0.768,1.02,1.25,1.35,NA,NA,1.36,1.36,0.00317,0.00923,0.0112,0.015,0.0198,0.0244,0.0263,NA,NA,0.0266,0.0266,0,0,0,0,0,0,0,NA,NA,0,0,8.8,8.18,7.05,6.42,5.61,4.85,4.58,3.65,3.65,3.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1440,1540,92,1,0.00317,0.162,1,1,1,92,2019-03-07 12:24:00,2019-03-11 06:24:00,"2",NA,NA,NA,NA,"Pedersen, J., Nyord, T., Feilberg, A., & Labouriau, R. (2021). Analysis of the effect of air temperature on ammonia emission from band application of slurry. Environmental Pollution, 282, 1–25. https://doi.org/10.1016/j.envpol.2021.117055",NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Pig","Band spread or trailing hose","bsth","None",2019-03-07,"",205,369,2162,2166
"AU","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19C.F:semi-field.P:4.T:TH.R:3.R2:.T:2019-03-07 12:48:00.M:Wind tunnelNA","C","NUGA","19C","semi-field","4",3,0.2,56.5,9.58,"DK","Flat",9,24,65,2.5,NA,0.2,NA,NA,6.28,1.34,"Yes","No","pig",NA,NA,"Slurry","None","None",NA,2.09,NA,1.89,1.14,NA,NA,2.42,7.78,2019-03-07 12:48:00,2019-03-07 12:48:00,"bsth",45,"m3/ha","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,3,"../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx","TH","Wind tunnel",NA,"07-03-2019 12:48","07-03-2019 12:48","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19C.F:semi-field.P:4.T:TH.R:3.R2:.T:2019-03-07 12:48:00","D:1.I:AU.Pr:NUGA.E:19C","","Pedersen, Johanna",51.3,0.17,0.543,0.692,0.98,1.37,1.78,2.04,NA,NA,2.09,2.09,0.17,0.543,0.692,0.98,1.37,1.78,2.04,NA,NA,2.09,2.09,0.00332,0.0106,0.0135,0.0191,0.0266,0.0346,0.0397,NA,NA,0.0407,0.0407,0,0,0,0,0,0,0,NA,NA,0,0,8.4,7.1,6.52,6.15,5.48,4.8,4.53,3.53,3.53,3.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1540,1630,91,1,0.00332,0.17,1,1,1,91,2019-03-07 12:48:00,2019-03-11 06:48:00,"2",NA,NA,NA,NA,"Pedersen, J., Nyord, T., Feilberg, A., & Labouriau, R. (2021). Analysis of the effect of air temperature on ammonia emission from band application of slurry. Environmental Pollution, 282, 1–25. https://doi.org/10.1016/j.envpol.2021.117055",NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Pig","Band spread or trailing hose","bsth","None",2019-03-07,"",205,369,2163,2167
"AU","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19H.F:SLU1.P:1.T:untreated.R:1.R2:.T:2019-08-22 10:58:00.M:Wind tunnelNA","E","NUGA","19H","SLU1","1",1,0.2,58.3,13.1,"SE","Flat",43,NA,11,3.1,NA,0.21,NA,NA,6.11,1.11,"Yes","No","cat",NA,NA,"Slurry","None","None",NA,8.69,NA,3.75,1.95,NA,NA,NA,NA,2019-08-22 10:58:00,2019-08-22 10:58:00,"bsth",35,"m3/ha","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,3,"../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx","untreated","Wind tunnel",NA,"22-08-2019 10:58","22-08-2019 10:58","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19H.F:SLU1.P:1.T:untreated.R:1.R2:.T:2019-08-22 10:58:00","D:1.I:AU.Pr:NUGA.E:19H","","Pedersen, Johanna",68.2,NA,4.6,6.84,11.5,17.5,24.5,26.5,NA,NA,27.8,27.8,NA,4.6,6.84,11.5,17.5,24.5,26.5,NA,NA,27.8,27.8,NA,0.0673,0.1,0.168,0.257,0.359,0.388,NA,NA,0.408,0.408,NA,0,0,0,0,0,0,NA,NA,0,0,NA,18.6,18.8,18.4,15.7,16.5,16.3,16.8,16.8,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,418,54,1.73,0.0137,0.937,1.73,1.73,1.73,93.4,2019-08-22 10:58:00,2019-08-26 06:49:00,"2",NA,NA,NA,NA,"Pedersen, J., Andresson, K., Feilberg, A., Delin, S., Hafner, S., & Nyord, T. (2020). The effect of manure exposed surface area on ammonia emission from untreated, separated, and digested cattle manure. Biosystems Engineering, 202, 66–78. https://doi.org/10.1016/j.biosystemseng.2020.12.005",NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Cattle","Band spread or trailing hose","bsth","None",2019-08-22,"",205,370,2164,2168
"AU","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19H.F:SLU1.P:10.T:untreated.R:3.R2:.T:2019-08-22 12:10:00.M:Wind tunnelNA","E","NUGA","19H","SLU1","10",3,0.2,58.3,13.1,"SE","Flat",43,NA,11,3.1,NA,0.21,NA,NA,6.11,1.11,"Yes","No","cat",NA,NA,"Slurry","None","None",NA,8.69,NA,3.75,1.95,NA,NA,NA,NA,2019-08-22 12:10:00,2019-08-22 12:10:00,"bsth",42,"m3/ha","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,3,"../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx","untreated","Wind tunnel",NA,"22-08-2019 12:10","22-08-2019 12:10","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_5_2_211012_JP_19BCHI.xlsx.E:19H.F:SLU1.P:10.T:untreated.R:3.R2:.T:2019-08-22 12:10:00","D:1.I:AU.Pr:NUGA.E:19H","","Pedersen, Johanna",81.9,NA,5.02,7.11,11.1,16.3,22.7,24.9,NA,NA,26.3,26.3,NA,5.02,7.11,11.1,16.3,22.7,24.9,NA,NA,26.3,26.3,NA,0.0613,0.0868,0.136,0.199,0.278,0.304,NA,NA,0.321,0.321,NA,0,0,0,0,0,0,NA,NA,0,0,NA,19.2,19.2,18,15.7,16.5,16.4,16.9,16.9,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,743,796,54,1.73,0.0146,1.19,1.73,1.73,1.73,93.4,2019-08-22 12:10:00,2019-08-26 08:01:00,"2",NA,NA,NA,NA,"Pedersen, J., Andresson, K., Feilberg, A., Delin, S., Hafner, S., & Nyord, T. (2020). The effect of manure exposed surface area on ammonia emission from untreated, separated, and digested cattle manure. Biosystems Engineering, 202, 66–78. https://doi.org/10.1016/j.biosystemseng.2020.12.005",NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Cattle","Band spread or trailing hose","bsth","None",2019-08-22,"",205,370,2165,2169
