"inst","eid","pid","pmid","database","proj","exper","exper2","institute","country","file","first.row.in.file","last.row.in.file","pub.id","pub.info","lat","long","topo","field","plot","plot.area","treat","rep","rep2","n.ints","t.start.p","t.end.p","dt1","dt.min","dt.max","ct.min","ct.max","meas.tech","meas.tech2","meas.tech.orig","j.NH31","j.rel1","e.1","e.4","e.6","e.12","e.24","e.48","e.72","e.96","e.final","e.rel.1","e.rel.4","e.rel.6","e.rel.12","e.rel.24","e.rel.48","e.rel.72","e.rel.96","e.rel.final","clay","silt","sand","oc","soil.type","soil.type2","soil.water","soil.moist","soil.ph","soil.dens","crop.res","till","air.temp.6","air.temp.12","air.temp.24","air.temp.48","air.temp.72","air.temp.mn","air.temp.z","soil.temp.6","soil.temp.12","soil.temp.24","soil.temp.72","soil.temp.48","soil.temp.mn","soil.temp.z","rad.6","rad.12","rad.24","rad.48","rad.72","rad.mn","wind.6","wind.12","wind.24","wind.48","wind.72","wind.mn","wind.z","wind.2m.6","wind.2m.12","wind.2m.24","wind.2m.48","wind.2m.72","wind.2m.mn","wind.loc","rain.1","rain.6","rain.12","rain.24","rain.48","rain.72","rain.tot","rain.rate.1","rain.rate.6","rain.rate.12","rain.rate.24","rain.rate.48","rain.rate.72","rain.rate.mn","rh.6","rh.12","rh.24","rh.48","rh.72","rh.mn","far.loc","man.source","man.source.orig","man.bed","man.con","man.trt1","man.trt2","man.stor","man.dm","man.tkn","man.tan","acid","man.tic","man.ua","man.ph","man.freeNH3","man.eq.gasNH3","date.start","app.start","app.start.orig","app.method","app.method2","app.method.orig","app.rate","tan.app","incorp","incorp.orig","time.incorp","man.area","dist.inj","furrow.z","furrow.w","crop","crop.orig","crop.z","crop.area","lai","notes","flag"
"105",90,419,419,1,"NW251","6A",21,"IGER","UK","ALFAM1.xlsx",4975,4986,NA,NA,NA,NA,NA,NA,"4",NA,"1","1",2,12,1998-05-26 10:09:00,1998-06-05 09:14:00,2.05,2.05,24.617,2.05,233.78,"wt","wt","Wind tunnel",4.2059,0.13973,NA,14.165,19.478,23.154,30.04,35.691,38.748,40.363,42.619,NA,0.4706,0.64712,0.76924,0.998,1.1857,1.2873,1.341,1.4159,NA,NA,NA,NA,"clay","clay",NA,"dry",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370.87,370.87,170.41,174.83,174.9,202.04,1.0324,1.0324,1.0009,0.9853,0.98691,0.94999,0.25,1.7375,1.7375,1.6844,1.6582,1.6609,1.5988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cat","Cattle","Straw","solid","none","none",NA,20.77,25.6,0.86,FALSE,NA,NA,8.52,NA,NA,"1998-05-26",NA,NA,"bc","bc","Broadcast",35,30.1,"none","None",NA,NA,NA,NA,NA,"grass","Grass",11.9,NA,NA,"",""
"105",90,420,420,1,"NW251","6A",21,"IGER","UK","ALFAM1.xlsx",4987,4998,NA,NA,NA,NA,NA,NA,"5",NA,"2","2",3,12,1998-05-26 10:18:00,1998-06-05 09:14:00,1.9,1.9,24.617,1.9,233.63,"wt","wt","Wind tunnel",1.3251,0.044023,NA,6.456,9.7886,13.117,19.275,23.898,26.266,27.038,27.685,NA,0.21449,0.32521,0.4358,0.64036,0.79395,0.87261,0.89825,0.91977,NA,NA,NA,NA,"clay","clay",NA,"dry",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371.6,371.6,169.26,174.28,174.54,201.95,0.97334,0.97334,0.95587,0.98327,1.0062,1.0128,0.25,1.638,1.638,1.6087,1.6548,1.6933,1.7044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cat","Cattle","Straw","solid","none","none",NA,20.77,25.6,0.86,FALSE,NA,NA,8.52,NA,NA,"1998-05-26",NA,NA,"bc","bc","Broadcast",35,30.1,"none","None",NA,NA,NA,NA,NA,"grass","Grass",11.9,NA,NA,"",""
"105",90,421,421,1,"NW251","6A",21,"IGER","UK","ALFAM1.xlsx",4999,5010,NA,NA,NA,NA,NA,NA,"6",NA,"2","2",4,12,1998-05-26 10:26:00,1998-06-05 09:14:00,1.7667,1.7667,24.617,1.7667,233.5,"wt","wt","Wind tunnel",3.148,0.10458,NA,11.514,15.984,20.498,28.681,33.383,35.196,35.556,36.941,NA,0.38254,0.53105,0.68099,0.95287,1.1091,1.1693,1.1813,1.2273,NA,NA,NA,NA,"clay","clay",NA,"dry",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372.28,372.28,168.23,173.78,174.22,201.87,1.0832,1.0832,1.141,1.1608,1.188,1.2615,0.25,1.8229,1.8229,1.9202,1.9535,1.9993,2.1231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cat","Cattle","Straw","solid","none","none",NA,20.77,25.6,0.86,FALSE,NA,NA,8.52,NA,NA,"1998-05-26",NA,NA,"bc","bc","Broadcast",35,30.1,"none","None",NA,NA,NA,NA,NA,"grass","Grass",11.9,NA,NA,"",""
"105",90,422,422,1,"NW251","6A",21,"IGER","UK","ALFAM1.xlsx",5011,5022,NA,NA,NA,NA,NA,NA,"7",NA,"1","1",3,12,1998-05-26 10:18:00,1998-06-05 09:14:00,1.9,1.9,24.617,1.9,233.63,"wt","wt","Wind tunnel",7.8849,0.26196,NA,20.533,25.196,29.208,36.577,41.29,43.559,44.588,46.079,NA,0.68217,0.83706,0.97037,1.2152,1.3718,1.4472,1.4813,1.5308,NA,NA,NA,NA,"clay","clay",NA,"dry",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371.6,371.6,169.26,174.28,174.54,201.95,1.0634,1.0634,1.0534,1.0668,1.0954,1.3378,0.25,1.7896,1.7896,1.7728,1.7955,1.8434,2.2514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cat","Cattle","Straw","solid","none","none",NA,20.77,25.6,0.86,FALSE,NA,NA,8.52,NA,NA,"1998-05-26",NA,NA,"bc","bc","Broadcast",35,30.1,"none","None",NA,NA,NA,NA,NA,"grass","Grass",11.9,NA,NA,"",""
"105",90,423,423,1,"NW251","6A",21,"IGER","UK","ALFAM1.xlsx",5023,5034,NA,NA,NA,NA,NA,NA,"8",NA,"1","1",4,12,1998-05-26 10:26:00,1998-06-05 09:14:00,1.7667,1.7667,24.617,1.7667,233.5,"wt","wt","Wind tunnel",6.4271,0.21352,NA,20.208,26.712,31.519,40.209,44.862,46.885,48.223,50.371,NA,0.67134,0.88745,1.0472,1.3359,1.4905,1.5576,1.6021,1.6735,NA,NA,NA,NA,"clay","clay",NA,"dry",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372.28,372.28,168.23,173.78,174.22,201.87,1.11,1.11,1.1401,1.0639,1.0419,1.0323,0.25,1.868,1.868,1.9187,1.7905,1.7535,1.7374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cat","Cattle","Straw","solid","none","none",NA,20.77,25.6,0.86,FALSE,NA,NA,8.52,NA,NA,"1998-05-26",NA,NA,"bc","bc","Broadcast",35,30.1,"none","None",NA,NA,NA,NA,NA,"grass","Grass",11.9,NA,NA,"",""
"105",91,424,424,1,"NW251","7A",22,"IGER","UK","ALFAM1.xlsx",5035,5040,NA,NA,NA,NA,NA,NA,"1",NA,"1","1",1,6,1997-09-15 10:06:00,1997-09-19 09:26:00,1.9,1.9,24.15,1.9,93.967,"wt","wt","Wind tunnel",1.7855,0.048519,NA,6.61,9.3204,11.432,15.232,16.83,18.453,NA,19.782,NA,0.17962,0.25327,0.31064,0.41389,0.45735,0.50143,NA,0.53755,NA,NA,NA,NA,"clay","clay",NA,"wet",5.16,NA,NA,"No",19.867,19.867,13.917,NA,NA,NA,0,14.333,14.333,13.562,NA,NA,NA,0.03,358.33,358.33,127.72,151.38,159.55,147.77,1.1467,1.1467,1.194,1.1919,1.1608,1.1503,0.25,1.8874,1.8874,1.9653,1.962,1.9107,1.8935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cat","Cattle","Sawdust","slurry","none","none",NA,8.52,2.82,0.92,FALSE,NA,NA,7.23,0.0049262,0.0025589,"1997-09-15",NA,NA,"bc","bc","Broadcast",40,36.8,"none","None",NA,NA,NA,NA,NA,"grass","Grass",6.4,NA,NA,"",""
"105",91,425,425,1,"NW251","7A",22,"IGER","UK","ALFAM1.xlsx",5041,5046,NA,NA,NA,NA,NA,NA,"2",NA,"2","2",1,6,1997-09-15 10:06:00,1997-09-19 09:26:00,1.9,1.9,24.15,1.9,93.967,"wt","wt","Wind tunnel",1.299,0.035299,NA,5.0425,7.2324,9.3504,13.172,14.964,17.144,NA,18.71,NA,0.13703,0.19654,0.25409,0.35792,0.40662,0.46587,NA,0.50843,NA,NA,NA,NA,"clay","clay",NA,"wet",5.16,NA,NA,"No",19.867,19.867,13.917,NA,NA,NA,0,14.333,14.333,13.562,NA,NA,NA,0.03,358.33,358.33,127.72,151.38,159.55,147.77,1.0167,1.0167,0.98928,0.96915,0.93559,1.0447,0.25,1.7788,1.7788,1.7308,1.6956,1.6369,1.8277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cat","Cattle","Sawdust","slurry","none","none",NA,8.52,2.82,0.92,FALSE,NA,NA,7.23,0.0049262,0.0025589,"1997-09-15",NA,NA,"bc","bc","Broadcast",40,36.8,"none","None",NA,NA,NA,NA,NA,"grass","Grass",15.6,NA,NA,"",""
"105",91,426,426,1,"NW251","7A",22,"IGER","UK","ALFAM1.xlsx",5047,5052,NA,NA,NA,NA,NA,NA,"3",NA,"4","4",1,6,1997-09-15 09:51:00,1997-09-19 09:26:00,2.15,2.15,24.15,2.15,94.217,"wt","wt","Wind tunnel",1.3884,0.04036,NA,4.9938,7.1153,7.6253,8.55,8.7408,8.9568,NA,8.5236,NA,0.14517,0.20684,0.22167,0.24855,0.25409,0.26037,NA,0.24778,NA,NA,NA,NA,"clay","clay",NA,"wet",5.16,NA,NA,"No",19.839,19.839,13.975,NA,NA,NA,0,14.303,14.303,13.562,NA,NA,NA,0.03,362.23,362.23,131.27,152.99,160.59,148.58,1.0045,1.0045,1.0012,0.98528,0.96663,0.95981,0.25,1.7574,1.7574,1.7516,1.7238,1.6912,1.6793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cat","Cattle","Sawdust","slurry","none","none",NA,2.91,1.43,0.86,FALSE,NA,NA,7.04,0.0028437,0.0014771,"1997-09-15",NA,NA,"bc","bc","Broadcast",40,34.4,"none","None",NA,NA,NA,NA,NA,"grass","Grass",15.6,NA,NA,"",""
"105",91,427,427,1,"NW251","7A",22,"IGER","UK","ALFAM1.xlsx",5053,5058,NA,NA,NA,NA,NA,NA,"4",NA,"3","3",1,6,1997-09-15 09:51:00,1997-09-19 09:26:00,2.15,2.15,24.15,2.15,94.217,"wt","wt","Wind tunnel",2.3465,0.068212,NA,6.7875,8.6326,9.6386,11.491,12.399,13.04,NA,12.973,NA,0.19731,0.25094,0.28019,0.33406,0.36043,0.37906,NA,0.37713,NA,NA,NA,NA,"clay","clay",NA,"wet",5.16,NA,NA,"No",19.839,19.839,13.975,NA,NA,NA,0,14.303,14.303,13.562,NA,NA,NA,0.03,362.23,362.23,131.27,152.99,160.59,148.58,1.2334,1.2334,1.2309,1.1948,1.1864,1.1848,0.25,2.0302,2.0302,2.0261,1.9666,1.9528,1.9501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cat","Cattle","Sawdust","slurry","none","none",NA,2.91,1.43,0.86,FALSE,NA,NA,7.04,0.0028437,0.0014771,"1997-09-15",NA,NA,"bc","bc","Broadcast",40,34.4,"none","None",NA,NA,NA,NA,NA,"grass","Grass",6.4,NA,NA,"",""
"105",91,428,428,1,"NW251","7A",22,"IGER","UK","ALFAM1.xlsx",5059,5064,NA,NA,NA,NA,NA,NA,"5",NA,"4","4",2,6,1997-09-15 09:58:00,1997-09-19 09:26:00,2.0333,2.0333,24.15,2.0333,94.1,"wt","wt","Wind tunnel",3.3117,0.09627,NA,8.0744,9.342,9.9871,11.156,11.572,11.909,NA,12.232,NA,0.23472,0.27157,0.29032,0.32429,0.3364,0.3462,NA,0.35558,NA,NA,NA,NA,"clay","clay",NA,"wet",5.16,NA,NA,"No",19.851,19.851,13.948,NA,NA,NA,0,14.317,14.317,13.562,NA,NA,NA,0.03,360.45,360.45,129.63,152.24,160.1,148.2,1.0705,1.0705,1.0701,1.0701,1.043,1.0448,0.25,1.8728,1.8728,1.8722,1.8721,1.8248,1.8279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cat","Cattle","Sawdust","slurry","none","none",NA,2.91,1.43,0.86,FALSE,NA,NA,7.04,0.0028437,0.0014771,"1997-09-15",NA,NA,"bc","bc","Broadcast",40,34.4,"none","None",NA,NA,NA,NA,NA,"grass","Grass",15.6,NA,NA,"",""
"105",91,429,429,1,"NW251","7A",22,"IGER","UK","ALFAM1.xlsx",5065,5070,NA,NA,NA,NA,NA,NA,"6",NA,"1","1",2,6,1997-09-15 10:13:00,1997-09-19 09:26:00,1.7833,1.7833,24.15,1.7833,93.85,"wt","wt","Wind tunnel",1.8205,0.04947,NA,5.8026,7.7315,9.2178,11.872,13.052,14.226,NA,14.779,NA,0.15768,0.21009,0.25048,0.32261,0.3547,0.38659,NA,0.40161,NA,NA,NA,NA,"clay","clay",NA,"wet",5.16,NA,NA,"No",19.881,19.881,13.889,NA,NA,NA,0,14.349,14.349,13.561,NA,NA,NA,0.03,356.4,356.4,126.04,150.62,159.06,147.39,0.82236,0.82236,0.85062,0.84003,0.82984,0.82216,0.25,1.3536,1.3536,1.4001,1.3827,1.366,1.3533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cat","Cattle","Sawdust","slurry","none","none",NA,8.52,2.82,0.92,FALSE,NA,NA,7.23,0.0049262,0.0025589,"1997-09-15",NA,NA,"bc","bc","Broadcast",40,36.8,"none","None",NA,NA,NA,NA,NA,"grass","Grass",6.4,NA,NA,"",""
"105",91,430,430,1,"NW251","7A",22,"IGER","UK","ALFAM1.xlsx",5071,5076,NA,NA,NA,NA,NA,NA,"7",NA,"2","2",2,6,1997-09-15 10:13:00,1997-09-19 09:26:00,1.7833,1.7833,24.15,1.7833,93.85,"wt","wt","Wind tunnel",1.5879,0.043149,NA,6.4391,9.1909,11.713,16.167,17.473,19.317,NA,20.376,NA,0.17498,0.24976,0.31828,0.43933,0.47482,0.52491,NA,0.55371,NA,NA,NA,NA,"clay","clay",NA,"wet",5.16,NA,NA,"No",19.881,19.881,13.889,NA,NA,NA,0,14.349,14.349,13.561,NA,NA,NA,0.03,356.4,356.4,126.04,150.62,159.06,147.39,1.0992,1.0992,1.1599,1.1445,1.1159,1.0963,0.25,1.923,1.923,2.0292,2.0024,1.9523,1.9181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cat","Cattle","Sawdust","slurry","none","none",NA,8.52,2.82,0.92,FALSE,NA,NA,7.23,0.0049262,0.0025589,"1997-09-15",NA,NA,"bc","bc","Broadcast",40,36.8,"none","None",NA,NA,NA,NA,NA,"grass","Grass",15.6,NA,NA,"",""
"105",91,431,431,1,"NW251","7A",22,"IGER","UK","ALFAM1.xlsx",5077,5082,NA,NA,NA,NA,NA,NA,"8",NA,"3","3",2,6,1997-09-15 09:58:00,1997-09-19 09:26:00,2.0333,2.0333,24.15,2.0333,94.1,"wt","wt","Wind tunnel",1.6536,0.04807,NA,4.6735,5.9137,6.5605,7.7282,8.095,8.7366,NA,9.572,NA,0.13586,0.17191,0.19072,0.22466,0.23532,0.25397,NA,0.27826,NA,NA,NA,NA,"clay","clay",NA,"wet",5.16,NA,NA,"No",19.851,19.851,13.948,NA,NA,NA,0,14.317,14.317,13.562,NA,NA,NA,0.03,360.45,360.45,129.63,152.24,160.1,148.2,0.92789,0.92789,0.93688,1.0304,0.99651,0.97944,0.25,1.5273,1.5273,1.5422,1.6961,1.6403,1.6122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cat","Cattle","Sawdust","slurry","none","none",NA,2.91,1.43,0.86,FALSE,NA,NA,7.04,0.0028437,0.0014771,"1997-09-15",NA,NA,"bc","bc","Broadcast",40,34.4,"none","None",NA,NA,NA,NA,NA,"grass","Grass",6.4,NA,NA,"",""
"105",92,432,432,1,"NW251","7B",23,"IGER","UK","ALFAM1.xlsx",5083,5088,NA,NA,NA,NA,NA,NA,"1",NA,"2","2",1,6,1998-09-29 14:26:00,1998-10-03 14:15:00,1.6167,1.6167,26.65,1.6167,94.717,"wt","wt","Wind tunnel",2.1997,0.045076,NA,6.1285,8.2869,14.762,24.439,29.106,31.253,NA,31.796,NA,0.12558,0.16981,0.3025,0.5008,0.59643,0.64043,NA,0.65155,NA,NA,NA,NA,"loam","loam",NA,NA,NA,NA,NA,"No",13.32,13.32,12.27,12.569,12.48,12.12,0,14.2,14.2,13.469,13.409,13.474,13.125,0.03,54.33,54.33,12.376,39.475,53.656,64.445,1.2,1.2,1.2731,1.2647,1.2479,1.2344,0.25,2.2055,2.2055,2.3397,2.3244,2.2935,2.2688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cat","Cattle","Sawdust","slurry","none","none",NA,7.3,2.36,1.22,FALSE,NA,NA,7.38,0.0056872,0.002248,"1998-09-29",NA,NA,"bc","bc","Broadcast",40,48.8,"none","None",NA,NA,NA,NA,NA,"grass","Grass",20.9,NA,NA,"",""
"105",92,433,433,1,"NW251","7B",23,"IGER","UK","ALFAM1.xlsx",5089,5094,NA,NA,NA,NA,NA,NA,"2",NA,"1","1",1,6,1998-09-29 14:26:00,1998-10-03 14:15:00,1.6167,1.6167,26.65,1.6167,94.717,"wt","wt","Wind tunnel",2.0929,0.042887,NA,5.6382,7.5302,13.206,22.989,28.419,31.189,NA,32.406,NA,0.11554,0.15431,0.27062,0.4711,0.58236,0.63911,NA,0.66406,NA,NA,NA,NA,"loam","loam",NA,NA,NA,NA,NA,"No",13.32,13.32,12.27,12.569,12.48,12.12,0,14.2,14.2,13.469,13.409,13.474,13.125,0.03,54.33,54.33,12.376,39.475,53.656,64.445,1.16,1.16,1.1783,1.1822,1.1738,1.1615,0.25,1.9094,1.9094,1.9394,1.9458,1.9322,1.9119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cat","Cattle","Sawdust","slurry","none","none",NA,7.3,2.36,1.22,FALSE,NA,NA,7.38,0.0056872,0.002248,"1998-09-29",NA,NA,"bc","bc","Broadcast",40,48.8,"none","None",NA,NA,NA,NA,NA,"grass","Grass",5.9,NA,NA,"",""
"105",92,434,434,1,"NW251","7B",23,"IGER","UK","ALFAM1.xlsx",5095,5100,NA,NA,NA,NA,NA,NA,"3",NA,"4","4",1,6,1998-09-29 14:31:00,1998-10-03 14:15:00,1.5333,1.5333,26.65,1.5333,94.633,"wt","wt","Wind tunnel",5.1805,0.12574,NA,9.3264,10.448,13.812,17.951,18.884,19.428,NA,19.621,NA,0.22637,0.25359,0.33524,0.43569,0.45837,0.47157,NA,0.47624,NA,NA,NA,NA,"loam","loam",NA,NA,NA,NA,NA,"No",13.32,13.32,12.265,12.568,12.478,12.118,0,14.2,14.2,13.466,13.408,13.473,13.124,0.03,54.33,54.33,12.187,39.446,53.655,64.454,1.07,1.07,1.1159,1.1341,1.125,1.1208,0.25,1.9666,1.9666,2.0509,2.0843,2.0677,2.0599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cat","Cattle","Sawdust","slurry","none","none",NA,1.56,1.41,1.03,FALSE,NA,NA,7.59,0.0075032,0.0029658,"1998-09-29",NA,NA,"bc","bc","Broadcast",40,41.2,"none","None",NA,NA,NA,NA,NA,"grass","Grass",20.9,NA,NA,"",""
"105",92,435,435,1,"NW251","7B",23,"IGER","UK","ALFAM1.xlsx",5101,5106,NA,NA,NA,NA,NA,NA,"4",NA,"3","3",1,6,1998-09-29 14:31:00,1998-10-03 14:15:00,1.5333,1.5333,26.65,1.5333,94.633,"wt","wt","Wind tunnel",2.8237,0.068536,NA,5.352,6.181,8.668,11.602,12.708,12.673,NA,12.496,NA,0.12991,0.15003,0.21039,0.28159,0.30845,0.30759,NA,0.30331,NA,NA,NA,NA,"loam","loam",NA,NA,NA,NA,NA,"No",13.32,13.32,12.265,12.568,12.478,12.118,0,14.2,14.2,13.466,13.408,13.473,13.124,0.03,54.33,54.33,12.187,39.446,53.655,64.454,1.19,1.19,1.1992,1.1984,1.184,1.1659,0.25,1.9588,1.9588,1.9738,1.9726,1.9488,1.9192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cat","Cattle","Sawdust","slurry","none","none",NA,1.56,1.41,1.03,FALSE,NA,NA,7.59,0.0075032,0.0029658,"1998-09-29",NA,NA,"bc","bc","Broadcast",40,41.2,"none","None",NA,NA,NA,NA,NA,"grass","Grass",5.9,NA,NA,"",""
"105",92,436,436,1,"NW251","7B",23,"IGER","UK","ALFAM1.xlsx",5107,5112,NA,NA,NA,NA,NA,NA,"5",NA,"2","2",2,6,1998-09-29 14:34:00,1998-10-03 14:15:00,1.4833,1.4833,26.65,1.4833,94.583,"wt","wt","Wind tunnel",0.3481,0.0071332,NA,2.0244,3.2228,6.8181,12.44,15.818,18.495,NA,19.381,NA,0.041482,0.066039,0.13971,0.25492,0.32415,0.37901,NA,0.39715,NA,NA,NA,NA,"loam","loam",NA,NA,NA,NA,NA,"No",13.32,13.32,12.262,12.567,12.478,12.118,0,14.2,14.2,13.464,13.407,13.472,13.123,0.03,54.33,54.33,12.073,39.428,53.655,64.459,1.19,1.19,1.1992,1.1942,1.1814,1.1782,0.25,2.1871,2.1871,2.204,2.1949,2.1712,2.1654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cat","Cattle","Sawdust","slurry","none","none",NA,7.3,2.36,1.22,FALSE,NA,NA,7.38,0.0056872,0.002248,"1998-09-29",NA,NA,"bc","bc","Broadcast",40,48.8,"none","None",NA,NA,NA,NA,NA,"grass","Grass",20.9,NA,NA,"",""
"105",92,437,437,1,"NW251","7B",23,"IGER","UK","ALFAM1.xlsx",5113,5118,NA,NA,NA,NA,NA,NA,"6",NA,"3","3",2,6,1998-09-29 14:34:00,1998-10-03 14:15:00,1.4833,1.4833,26.65,1.4833,94.583,"wt","wt","Wind tunnel",2.8242,0.068549,NA,5.0171,5.6751,7.6491,10.118,12.018,12.831,NA,13.189,NA,0.12178,0.13775,0.18566,0.24559,0.2917,0.31141,NA,0.32013,NA,NA,NA,NA,"loam","loam",NA,NA,NA,NA,NA,"No",13.32,13.32,12.262,12.567,12.478,12.118,0,14.2,14.2,13.464,13.407,13.472,13.123,0.03,54.33,54.33,12.073,39.428,53.655,64.459,1.18,1.18,1.318,1.3429,1.3155,1.3167,0.25,1.9423,1.9423,2.1694,2.2104,2.1652,2.1673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cat","Cattle","Sawdust","slurry","none","none",NA,1.56,1.41,1.03,FALSE,NA,NA,7.59,0.0075032,0.0029658,"1998-09-29",NA,NA,"bc","bc","Broadcast",40,41.2,"none","None",NA,NA,NA,NA,NA,"grass","Grass",5.9,NA,NA,"",""
"105",92,438,438,1,"NW251","7B",23,"IGER","UK","ALFAM1.xlsx",5119,5124,NA,NA,NA,NA,NA,NA,"7",NA,"4","4",2,6,1998-09-29 14:39:00,1998-10-03 14:15:00,1.4,1.4,26.65,1.4,94.5,"wt","wt","Wind tunnel",4.042,0.098107,NA,7.4631,8.851,13.015,18.207,19.199,19.699,NA,19.372,NA,0.18115,0.21483,0.3159,0.44192,0.46599,0.47812,NA,0.4702,NA,NA,NA,NA,"loam","loam",NA,NA,NA,NA,NA,"No",13.32,13.32,12.257,12.566,12.477,12.117,0,14.2,14.2,13.461,13.406,13.47,13.122,0.03,54.33,54.33,11.882,39.399,53.654,64.468,0.78,0.78,1.0018,0.99182,0.99491,0.99634,0.25,1.4336,1.4336,1.8412,1.8229,1.8285,1.8312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cat","Cattle","Sawdust","slurry","none","none",NA,1.56,1.41,1.03,FALSE,NA,NA,7.59,0.0075032,0.0029658,"1998-09-29",NA,NA,"bc","bc","Broadcast",40,41.2,"none","None",NA,NA,NA,NA,NA,"grass","Grass",20.9,NA,NA,"",""
"105",92,439,439,1,"NW251","7B",23,"IGER","UK","ALFAM1.xlsx",5125,5130,NA,NA,NA,NA,NA,NA,"8",NA,"1","1",2,6,1998-09-29 14:39:00,1998-10-03 14:15:00,1.4,1.4,26.65,1.4,94.5,"wt","wt","Wind tunnel",0.7068,0.014484,NA,2.9946,4.537,9.1642,16.222,19.619,21.526,NA,22.221,NA,0.061365,0.092972,0.18779,0.33242,0.40204,0.44111,NA,0.45535,NA,NA,NA,NA,"loam","loam",NA,NA,NA,NA,NA,"No",13.32,13.32,12.257,12.566,12.477,12.117,0,14.2,14.2,13.461,13.406,13.47,13.122,0.03,54.33,54.33,11.882,39.399,53.654,64.468,1.19,1.19,1.2362,1.2235,1.2147,1.2105,0.25,1.9588,1.9588,2.0348,2.014,1.9994,1.9926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cat","Cattle","Sawdust","slurry","none","none",NA,7.3,2.36,1.22,FALSE,NA,NA,7.38,0.0056872,0.002248,"1998-09-29",NA,NA,"bc","bc","Broadcast",40,48.8,"none","None",NA,NA,NA,NA,NA,"grass","Grass",5.9,NA,NA,"",""
