Start;End;SoilTemp
22/05/2001 10:00;22/05/2001 10:30;27.606
22/05/2001 10:30;22/05/2001 11:00;28.294
22/05/2001 11:00;22/05/2001 11:30;30.178
22/05/2001 11:30;22/05/2001 12:00;29.242
22/05/2001 12:30;22/05/2001 13:00;20.514
22/05/2001 13:00;22/05/2001 13:30;21.592
22/05/2001 13:30;22/05/2001 14:00;21.576
22/05/2001 14:00;22/05/2001 14:30;21.992
22/05/2001 14:30;22/05/2001 15:00;21.74
22/05/2001 15:00;22/05/2001 15:30;21.504
22/05/2001 15:30;22/05/2001 16:00;21.366
22/05/2001 16:00;22/05/2001 16:30;20.92
22/05/2001 16:30;22/05/2001 17:00;19.97
22/05/2001 17:00;22/05/2001 17:30;18.884
22/05/2001 17:30;22/05/2001 18:00;18.472
22/05/2001 18:00;22/05/2001 18:30;17.938
22/05/2001 18:30;22/05/2001 19:00;17.264
22/05/2001 19:00;22/05/2001 19:30;16.436
22/05/2001 19:30;22/05/2001 20:00;15.72
22/05/2001 20:00;22/05/2001 20:30;15.082
22/05/2001 20:30;22/05/2001 21:00;14.588
22/05/2001 21:00;22/05/2001 21:30;14.228
22/05/2001 21:30;22/05/2001 22:00;13.86
22/05/2001 22:00;22/05/2001 22:30;13.572
22/05/2001 22:30;22/05/2001 23:00;13.298
22/05/2001 23:00;22/05/2001 23:30;12.906
22/05/2001 23:30;23/05/2001 00:00;12.588
23/05/2001 00:00;23/05/2001 00:30;11.904
23/05/2001 00:30;23/05/2001 01:00;11.452
23/05/2001 01:00;23/05/2001 01:30;11.112
23/05/2001 01:30;23/05/2001 02:00;10.816
23/05/2001 02:00;23/05/2001 02:30;10.526
23/05/2001 02:30;23/05/2001 03:00;10.34
23/05/2001 03:00;23/05/2001 03:30;10.152
23/05/2001 03:30;23/05/2001 04:00;9.96
23/05/2001 04:00;23/05/2001 04:30;9.638
23/05/2001 04:30;23/05/2001 05:00;9.572
23/05/2001 05:00;23/05/2001 05:30;9.414
23/05/2001 05:30;23/05/2001 06:00;9.62
23/05/2001 06:00;23/05/2001 06:30;10.162
23/05/2001 06:30;23/05/2001 07:00;10.792
23/05/2001 07:00;23/05/2001 07:30;11.408
23/05/2001 07:30;23/05/2001 08:00;12.176
23/05/2001 08:00;23/05/2001 08:30;12.83
23/05/2001 08:30;23/05/2001 09:00;13.442
23/05/2001 09:00;23/05/2001 09:30;14.458
23/05/2001 09:30;23/05/2001 10:00;15.45
23/05/2001 10:00;23/05/2001 10:30;16.18
23/05/2001 10:30;23/05/2001 11:00;17.716
23/05/2001 11:00;23/05/2001 11:30;17.878
23/05/2001 11:30;23/05/2001 12:00;18.206
