Start;End;AirTemp
19/05/2001 15:00;19/05/2001 16:00;31.1
19/05/2001 16:00;19/05/2001 17:00;30.63
19/05/2001 17:00;19/05/2001 18:00;29.36
19/05/2001 18:00;19/05/2001 19:00;26.63
19/05/2001 19:00;19/05/2001 20:00;24.71
19/05/2001 20:00;19/05/2001 21:00;21.59
19/05/2001 21:00;19/05/2001 22:00;18.4
19/05/2001 22:00;19/05/2001 23:00;15.65
19/05/2001 23:00;20/05/2001 00:00;13.2
20/05/2001 00:00;20/05/2001 01:00;11.54
20/05/2001 01:00;20/05/2001 02:00;10.13
20/05/2001 02:00;20/05/2001 03:00;9.26
20/05/2001 03:00;20/05/2001 04:00;9.16
20/05/2001 04:00;20/05/2001 05:00;9.32
20/05/2001 05:00;20/05/2001 06:00;9.26
20/05/2001 06:00;20/05/2001 07:00;9.03
20/05/2001 07:00;20/05/2001 08:00;12.48
20/05/2001 08:00;20/05/2001 09:00;18.64
20/05/2001 09:00;20/05/2001 10:00;23.53
20/05/2001 10:00;20/05/2001 11:00;27.02
20/05/2001 11:00;20/05/2001 12:00;28.43
20/05/2001 12:00;20/05/2001 13:00;29.88
20/05/2001 13:00;20/05/2001 14:00;30.54
20/05/2001 14:00;20/05/2001 15:00;30.52
20/05/2001 15:00;20/05/2001 16:00;30.09
20/05/2001 16:00;20/05/2001 17:00;29.4
20/05/2001 17:00;20/05/2001 18:00;28.51
20/05/2001 18:00;20/05/2001 19:00;27.53
20/05/2001 19:00;20/05/2001 20:00;25.19
20/05/2001 20:00;20/05/2001 21:00;21.13
20/05/2001 21:00;20/05/2001 22:00;16.69
20/05/2001 22:00;20/05/2001 23:00;14.01
20/05/2001 23:00;21/05/2001 00:00;13.5
21/05/2001 00:00;21/05/2001 01:00;13.5
21/05/2001 01:00;21/05/2001 02:00;14.78
21/05/2001 02:00;21/05/2001 03:00;16.06
21/05/2001 03:00;21/05/2001 04:00;16.07
21/05/2001 04:00;21/05/2001 05:00;15.79
21/05/2001 05:00;21/05/2001 06:00;14.91
21/05/2001 06:00;21/05/2001 07:00;14.15
21/05/2001 07:00;21/05/2001 08:00;13.9
21/05/2001 08:00;21/05/2001 09:00;13.6
21/05/2001 09:00;21/05/2001 10:00;12.54
21/05/2001 10:00;21/05/2001 11:00;13.06
21/05/2001 11:00;21/05/2001 12:00;15.61
21/05/2001 12:00;21/05/2001 13:00;17.48
21/05/2001 13:00;21/05/2001 14:00;19.22
21/05/2001 14:00;21/05/2001 15:00;20
21/05/2001 15:00;21/05/2001 16:00;19.73
21/05/2001 16:00;21/05/2001 17:00;18.87
21/05/2001 17:00;21/05/2001 18:00;18.06
21/05/2001 18:00;21/05/2001 19:00;17.05
21/05/2001 19:00;21/05/2001 20:00;15.16
21/05/2001 20:00;21/05/2001 21:00;11.58
21/05/2001 21:00;21/05/2001 22:00;8.37
21/05/2001 22:00;21/05/2001 23:00;6.394
21/05/2001 23:00;22/05/2001 00:00;4.81
22/05/2001 00:00;22/05/2001 01:00;3.158
22/05/2001 01:00;22/05/2001 02:00;1.649
22/05/2001 02:00;22/05/2001 03:00;0.544
22/05/2001 03:00;22/05/2001 04:00;-0.25
22/05/2001 04:00;22/05/2001 05:00;-0.843
22/05/2001 05:00;22/05/2001 06:00;-1.027
22/05/2001 06:00;22/05/2001 07:00;0.175
22/05/2001 07:00;22/05/2001 08:00;4.299
22/05/2001 08:00;22/05/2001 09:00;7.15
22/05/2001 09:00;22/05/2001 10:00;9.61
22/05/2001 10:00;22/05/2001 11:00;11.91
22/05/2001 11:00;22/05/2001 12:00;13.62
22/05/2001 12:00;22/05/2001 13:00;14.36
22/05/2001 13:00;22/05/2001 14:00;17.05
22/05/2001 14:00;22/05/2001 15:00;20.64
22/05/2001 15:00;22/05/2001 16:00;17.14
22/05/2001 16:00;22/05/2001 17:00;14.8
22/05/2001 17:00;22/05/2001 18:00;14.74
22/05/2001 18:00;22/05/2001 19:00;13.35
22/05/2001 19:00;22/05/2001 20:00;12.3
22/05/2001 20:00;22/05/2001 21:00;11.44
22/05/2001 21:00;22/05/2001 22:00;10.59
22/05/2001 22:00;22/05/2001 23:00;9.7
22/05/2001 23:00;23/05/2001 00:00;9
23/05/2001 00:00;23/05/2001 01:00;8.49
23/05/2001 01:00;23/05/2001 02:00;8.04
23/05/2001 02:00;23/05/2001 03:00;7.84
23/05/2001 03:00;23/05/2001 04:00;7.81
23/05/2001 04:00;23/05/2001 05:00;7.65
23/05/2001 05:00;23/05/2001 06:00;7.52
23/05/2001 06:00;23/05/2001 07:00;7.66
23/05/2001 07:00;23/05/2001 08:00;7.95
23/05/2001 08:00;23/05/2001 09:00;8.31
23/05/2001 09:00;23/05/2001 10:00;8.57
23/05/2001 10:00;23/05/2001 11:00;9.22
23/05/2001 11:00;23/05/2001 12:00;9.75
23/05/2001 12:00;23/05/2001 13:00;11.61
23/05/2001 13:00;23/05/2001 14:00;14.19
23/05/2001 14:00;23/05/2001 15:00;15.31
23/05/2001 15:00;23/05/2001 16:00;15.72
23/05/2001 16:00;23/05/2001 17:00;15.56
23/05/2001 17:00;23/05/2001 18:00;14.85
23/05/2001 18:00;23/05/2001 19:00;13.56
23/05/2001 19:00;23/05/2001 20:00;11.66
23/05/2001 20:00;23/05/2001 21:00;9.3
23/05/2001 21:00;23/05/2001 22:00;7.97
23/05/2001 22:00;23/05/2001 23:00;7.8
23/05/2001 23:00;24/05/2001 00:00;7.71
24/05/2001 00:00;24/05/2001 01:00;7.53
24/05/2001 01:00;24/05/2001 02:00;7.03
24/05/2001 02:00;24/05/2001 03:00;6.456
24/05/2001 03:00;24/05/2001 04:00;6.401
24/05/2001 04:00;24/05/2001 05:00;6.27
24/05/2001 05:00;24/05/2001 06:00;6.107
24/05/2001 06:00;24/05/2001 07:00;6.571
24/05/2001 07:00;24/05/2001 08:00;7.25
24/05/2001 08:00;24/05/2001 09:00;8.13
24/05/2001 09:00;24/05/2001 10:00;9.04
24/05/2001 10:00;24/05/2001 11:00;10.21
24/05/2001 11:00;24/05/2001 12:00;12.44
24/05/2001 12:00;24/05/2001 13:00;13.15
24/05/2001 13:00;24/05/2001 14:00;13.1
24/05/2001 14:00;24/05/2001 15:00;13.15
24/05/2001 15:00;24/05/2001 16:00;13.19
24/05/2001 16:00;24/05/2001 17:00;13.33
24/05/2001 17:00;24/05/2001 18:00;13.14
24/05/2001 18:00;24/05/2001 19:00;12.86
24/05/2001 19:00;24/05/2001 20:00;12.31
24/05/2001 20:00;24/05/2001 21:00;11.19
24/05/2001 21:00;24/05/2001 22:00;10.14
24/05/2001 22:00;24/05/2001 23:00;9.69
24/05/2001 23:00;25/05/2001 00:00;9.35
25/05/2001 00:00;25/05/2001 01:00;9.2
25/05/2001 01:00;25/05/2001 02:00;8.85
25/05/2001 02:00;25/05/2001 03:00;8.55
25/05/2001 03:00;25/05/2001 04:00;8.42
25/05/2001 04:00;25/05/2001 05:00;8.51
25/05/2001 05:00;25/05/2001 06:00;8.61
25/05/2001 06:00;25/05/2001 07:00;8.73
25/05/2001 07:00;25/05/2001 08:00;8.98
25/05/2001 08:00;25/05/2001 09:00;9.51
25/05/2001 09:00;25/05/2001 10:00;9.81
25/05/2001 10:00;25/05/2001 11:00;10.34
25/05/2001 11:00;25/05/2001 12:00;10.66
25/05/2001 12:00;25/05/2001 13:00;11
25/05/2001 13:00;25/05/2001 14:00;11.5
25/05/2001 14:00;25/05/2001 15:00;11.65
25/05/2001 15:00;25/05/2001 16:00;12.19
25/05/2001 16:00;25/05/2001 17:00;12.04
25/05/2001 17:00;25/05/2001 18:00;11.68
25/05/2001 18:00;25/05/2001 19:00;11.44
25/05/2001 19:00;25/05/2001 20:00;11.3
25/05/2001 20:00;25/05/2001 21:00;10.78
25/05/2001 21:00;25/05/2001 22:00;10.55
25/05/2001 22:00;25/05/2001 23:00;10.05
25/05/2001 23:00;26/05/2001 00:00;9.88
26/05/2001 00:00;26/05/2001 01:00;10.05
26/05/2001 01:00;26/05/2001 02:00;10.27
26/05/2001 02:00;26/05/2001 03:00;10.12
26/05/2001 03:00;26/05/2001 04:00;9.69
26/05/2001 04:00;26/05/2001 05:00;9.35
26/05/2001 05:00;26/05/2001 06:00;8.9
26/05/2001 06:00;26/05/2001 07:00;8.71
26/05/2001 07:00;26/05/2001 08:00;10.49
26/05/2001 08:00;26/05/2001 09:00;12.78
26/05/2001 09:00;26/05/2001 10:00;14.85
26/05/2001 10:00;26/05/2001 11:00;14.84
26/05/2001 11:00;26/05/2001 12:00;15.54
26/05/2001 12:00;26/05/2001 13:00;16.69
26/05/2001 13:00;26/05/2001 14:00;16.82
26/05/2001 14:00;26/05/2001 15:00;17.03
26/05/2001 15:00;26/05/2001 16:00;17.36
26/05/2001 16:00;26/05/2001 17:00;17.34
26/05/2001 17:00;26/05/2001 18:00;16.83
26/05/2001 18:00;26/05/2001 19:00;15.96
26/05/2001 19:00;26/05/2001 20:00;14.86
26/05/2001 20:00;26/05/2001 21:00;13.63
26/05/2001 21:00;26/05/2001 22:00;12.95
26/05/2001 22:00;26/05/2001 23:00;12.41
26/05/2001 23:00;27/05/2001 00:00;12.1
27/05/2001 00:00;27/05/2001 01:00;11.95
27/05/2001 01:00;27/05/2001 02:00;11.76
27/05/2001 02:00;27/05/2001 03:00;11.56
27/05/2001 03:00;27/05/2001 04:00;11.34
27/05/2001 04:00;27/05/2001 05:00;11.17
27/05/2001 05:00;27/05/2001 06:00;11.02
27/05/2001 06:00;27/05/2001 07:00;11.2
27/05/2001 07:00;27/05/2001 08:00;12.31
27/05/2001 08:00;27/05/2001 09:00;14.94
27/05/2001 09:00;27/05/2001 10:00;16.8
27/05/2001 10:00;27/05/2001 11:00;18.79
27/05/2001 11:00;27/05/2001 12:00;21.01
27/05/2001 12:00;27/05/2001 13:00;21.84
27/05/2001 13:00;27/05/2001 14:00;24.23
27/05/2001 14:00;27/05/2001 15:00;24.76
27/05/2001 15:00;27/05/2001 16:00;25.2
27/05/2001 16:00;27/05/2001 17:00;24.74
27/05/2001 17:00;27/05/2001 18:00;23.79
27/05/2001 18:00;27/05/2001 19:00;22.68
27/05/2001 19:00;27/05/2001 20:00;20.91
27/05/2001 20:00;27/05/2001 21:00;17.29
27/05/2001 21:00;27/05/2001 22:00;14.14
27/05/2001 22:00;27/05/2001 23:00;12.53
27/05/2001 23:00;28/05/2001 00:00;11.93
28/05/2001 00:00;28/05/2001 01:00;11.28
28/05/2001 01:00;28/05/2001 02:00;10.63
28/05/2001 02:00;28/05/2001 03:00;10.02
28/05/2001 03:00;28/05/2001 04:00;9.82
28/05/2001 04:00;28/05/2001 05:00;9.22
28/05/2001 05:00;28/05/2001 06:00;9
28/05/2001 06:00;28/05/2001 07:00;9.56
28/05/2001 07:00;28/05/2001 08:00;11.88
28/05/2001 08:00;28/05/2001 09:00;15.44
28/05/2001 09:00;28/05/2001 10:00;17.84
28/05/2001 10:00;28/05/2001 11:00;20.12
28/05/2001 11:00;28/05/2001 12:00;22.36
28/05/2001 12:00;28/05/2001 13:00;25
28/05/2001 13:00;28/05/2001 14:00;25.32
28/05/2001 14:00;28/05/2001 15:00;24.28
28/05/2001 15:00;28/05/2001 16:00;24.28
28/05/2001 16:00;28/05/2001 17:00;23.22
28/05/2001 17:00;28/05/2001 18:00;21
28/05/2001 18:00;28/05/2001 19:00;17.87
28/05/2001 19:00;28/05/2001 20:00;16.24
28/05/2001 20:00;28/05/2001 21:00;15.25
28/05/2001 21:00;28/05/2001 22:00;14.45
28/05/2001 22:00;28/05/2001 23:00;14
28/05/2001 23:00;29/05/2001 00:00;13.69
29/05/2001 00:00;29/05/2001 01:00;13.46
29/05/2001 01:00;29/05/2001 02:00;13.24
29/05/2001 02:00;29/05/2001 03:00;12.83
29/05/2001 03:00;29/05/2001 04:00;12.25
29/05/2001 04:00;29/05/2001 05:00;11.88
29/05/2001 05:00;29/05/2001 06:00;11.7
29/05/2001 06:00;29/05/2001 07:00;11.69
29/05/2001 07:00;29/05/2001 08:00;12.09
29/05/2001 08:00;29/05/2001 09:00;12.71
29/05/2001 09:00;29/05/2001 10:00;13.13
29/05/2001 10:00;29/05/2001 11:00;13.48
29/05/2001 11:00;29/05/2001 12:00;14.43
29/05/2001 12:00;29/05/2001 13:00;17.43
29/05/2001 13:00;29/05/2001 14:00;18.36
29/05/2001 14:00;29/05/2001 15:00;16.85
29/05/2001 15:00;29/05/2001 16:00;17.56
29/05/2001 16:00;29/05/2001 17:00;18.52
29/05/2001 17:00;29/05/2001 18:00;19.26
29/05/2001 18:00;29/05/2001 19:00;17.77
29/05/2001 19:00;29/05/2001 20:00;15.11
29/05/2001 20:00;29/05/2001 21:00;13.42
29/05/2001 21:00;29/05/2001 22:00;12.41
29/05/2001 22:00;29/05/2001 23:00;11.82
29/05/2001 23:00;30/05/2001 00:00;11.38
30/05/2001 00:00;30/05/2001 01:00;11.05
30/05/2001 01:00;30/05/2001 02:00;10.66
30/05/2001 02:00;30/05/2001 03:00;10.29
30/05/2001 03:00;30/05/2001 04:00;10.02
30/05/2001 04:00;30/05/2001 05:00;9.82
30/05/2001 05:00;30/05/2001 06:00;9.67
30/05/2001 06:00;30/05/2001 07:00;9.6
30/05/2001 07:00;30/05/2001 08:00;9.68
30/05/2001 08:00;30/05/2001 09:00;9.84
30/05/2001 09:00;30/05/2001 10:00;10.05
30/05/2001 10:00;30/05/2001 11:00;10.53
30/05/2001 11:00;30/05/2001 12:00;11.1
30/05/2001 12:00;30/05/2001 13:00;12.02
30/05/2001 13:00;30/05/2001 14:00;12.84
30/05/2001 14:00;30/05/2001 15:00;13.53
30/05/2001 15:00;30/05/2001 16:00;13.34
30/05/2001 16:00;30/05/2001 17:00;13.26
30/05/2001 17:00;30/05/2001 18:00;13.19
30/05/2001 18:00;30/05/2001 19:00;13.07
30/05/2001 19:00;30/05/2001 20:00;12.7
30/05/2001 20:00;30/05/2001 21:00;12.11
30/05/2001 21:00;30/05/2001 22:00;11.63
30/05/2001 22:00;30/05/2001 23:00;11.23
30/05/2001 23:00;31/05/2001 00:00;10.86
31/05/2001 00:00;31/05/2001 01:00;10.61
31/05/2001 01:00;31/05/2001 02:00;10.52
31/05/2001 02:00;31/05/2001 03:00;10.43
31/05/2001 03:00;31/05/2001 04:00;10.35
31/05/2001 04:00;31/05/2001 05:00;10.28
31/05/2001 05:00;31/05/2001 06:00;10.29
31/05/2001 06:00;31/05/2001 07:00;10.5
31/05/2001 07:00;31/05/2001 08:00;10.97
31/05/2001 08:00;31/05/2001 09:00;11.67
31/05/2001 09:00;31/05/2001 10:00;12.41
31/05/2001 10:00;31/05/2001 11:00;13.23
31/05/2001 11:00;31/05/2001 12:00;13.99
31/05/2001 12:00;31/05/2001 13:00;15.35
31/05/2001 13:00;31/05/2001 14:00;19
31/05/2001 14:00;31/05/2001 15:00;21.2
31/05/2001 15:00;31/05/2001 16:00;22.35
31/05/2001 16:00;31/05/2001 17:00;22.62
31/05/2001 17:00;31/05/2001 18:00;20.69
31/05/2001 18:00;31/05/2001 19:00;20.01
31/05/2001 19:00;31/05/2001 20:00;18.7
31/05/2001 20:00;31/05/2001 21:00;15.44
31/05/2001 21:00;31/05/2001 22:00;13.38
31/05/2001 22:00;31/05/2001 23:00;12.01
31/05/2001 23:00;01/06/2001 00:00;10.99
01/06/2001 00:00;01/06/2001 01:00;10.61
01/06/2001 01:00;01/06/2001 02:00;10.77
01/06/2001 02:00;01/06/2001 03:00;10.81
01/06/2001 03:00;01/06/2001 04:00;10.74
01/06/2001 04:00;01/06/2001 05:00;10.66
01/06/2001 05:00;01/06/2001 06:00;10.41
01/06/2001 06:00;01/06/2001 07:00;10.26
01/06/2001 07:00;01/06/2001 08:00;10.18
01/06/2001 08:00;01/06/2001 09:00;10.29
01/06/2001 09:00;01/06/2001 10:00;10.42
01/06/2001 10:00;01/06/2001 11:00;10.46
01/06/2001 11:00;01/06/2001 12:00;10.06
01/06/2001 12:00;01/06/2001 13:00;10.04
01/06/2001 13:00;01/06/2001 14:00;10.29
01/06/2001 14:00;01/06/2001 15:00;10.15
01/06/2001 15:00;01/06/2001 16:00;10.12
01/06/2001 16:00;01/06/2001 17:00;10.08
01/06/2001 17:00;01/06/2001 18:00;9.9
01/06/2001 18:00;01/06/2001 19:00;9.71
01/06/2001 19:00;01/06/2001 20:00;9.59
01/06/2001 20:00;01/06/2001 21:00;9.49
01/06/2001 21:00;01/06/2001 22:00;9.42
01/06/2001 22:00;01/06/2001 23:00;9.28
01/06/2001 23:00;02/06/2001 00:00;9.04
02/06/2001 00:00;02/06/2001 01:00;8.72
02/06/2001 01:00;02/06/2001 02:00;8.44
02/06/2001 02:00;02/06/2001 03:00;8.16
02/06/2001 03:00;02/06/2001 04:00;7.89
02/06/2001 04:00;02/06/2001 05:00;6.74
02/06/2001 05:00;02/06/2001 06:00;5.48
02/06/2001 06:00;02/06/2001 07:00;5.309
02/06/2001 07:00;02/06/2001 08:00;7.29
02/06/2001 08:00;02/06/2001 09:00;10.59
02/06/2001 09:00;02/06/2001 10:00;13.75
02/06/2001 10:00;02/06/2001 11:00;16.46
02/06/2001 11:00;02/06/2001 12:00;18.45
02/06/2001 12:00;02/06/2001 13:00;19.33
02/06/2001 13:00;02/06/2001 14:00;18.92
02/06/2001 14:00;02/06/2001 15:00;19.46
02/06/2001 15:00;02/06/2001 16:00;19.69
02/06/2001 16:00;02/06/2001 17:00;19.04
02/06/2001 17:00;02/06/2001 18:00;18.06
02/06/2001 18:00;02/06/2001 19:00;16.88
02/06/2001 19:00;02/06/2001 20:00;15.26
02/06/2001 20:00;02/06/2001 21:00;13.26
02/06/2001 21:00;02/06/2001 22:00;11.47
02/06/2001 22:00;02/06/2001 23:00;8.92
02/06/2001 23:00;03/06/2001 00:00;6.376
03/06/2001 00:00;03/06/2001 01:00;5.303
03/06/2001 01:00;03/06/2001 02:00;4.878
03/06/2001 02:00;03/06/2001 03:00;4.242
03/06/2001 03:00;03/06/2001 04:00;4.245
03/06/2001 04:00;03/06/2001 05:00;3.198
03/06/2001 05:00;03/06/2001 06:00;2.424
03/06/2001 06:00;03/06/2001 07:00;2.788
03/06/2001 07:00;03/06/2001 08:00;5.332
03/06/2001 08:00;03/06/2001 09:00;9.17
03/06/2001 09:00;03/06/2001 10:00;12.81
03/06/2001 10:00;03/06/2001 11:00;15.07
03/06/2001 11:00;03/06/2001 12:00;16.77
03/06/2001 12:00;03/06/2001 13:00;18.07
03/06/2001 13:00;03/06/2001 14:00;18.82
03/06/2001 14:00;03/06/2001 15:00;19.33
03/06/2001 15:00;03/06/2001 16:00;19.75
03/06/2001 16:00;03/06/2001 17:00;19.7
03/06/2001 17:00;03/06/2001 18:00;19.23
03/06/2001 18:00;03/06/2001 19:00;18.39
03/06/2001 19:00;03/06/2001 20:00;16.7
03/06/2001 20:00;03/06/2001 21:00;13.43
03/06/2001 21:00;03/06/2001 22:00;9.69
03/06/2001 22:00;03/06/2001 23:00;6.841
03/06/2001 23:00;04/06/2001 00:00;5.309
04/06/2001 00:00;04/06/2001 01:00;4.131
04/06/2001 01:00;04/06/2001 02:00;3.733
04/06/2001 02:00;04/06/2001 03:00;2.854
04/06/2001 03:00;04/06/2001 04:00;1.999
04/06/2001 04:00;04/06/2001 05:00;1.175
04/06/2001 05:00;04/06/2001 06:00;0.839
04/06/2001 06:00;04/06/2001 07:00;1.702
04/06/2001 07:00;04/06/2001 08:00;4.882
04/06/2001 08:00;04/06/2001 09:00;9.7
04/06/2001 09:00;04/06/2001 10:00;14.38
04/06/2001 10:00;04/06/2001 11:00;18
04/06/2001 11:00;04/06/2001 12:00;20.4
04/06/2001 12:00;04/06/2001 13:00;22.18
04/06/2001 13:00;04/06/2001 14:00;23.18
04/06/2001 14:00;04/06/2001 15:00;23.61
04/06/2001 15:00;04/06/2001 16:00;24.35
04/06/2001 16:00;04/06/2001 17:00;24.15
04/06/2001 17:00;04/06/2001 18:00;23.86
04/06/2001 18:00;04/06/2001 19:00;23.24
04/06/2001 19:00;04/06/2001 20:00;21.77
04/06/2001 20:00;04/06/2001 21:00;17.72
04/06/2001 21:00;04/06/2001 22:00;13.6
04/06/2001 22:00;04/06/2001 23:00;11.06
04/06/2001 23:00;05/06/2001 00:00;9.23
05/06/2001 00:00;05/06/2001 01:00;7.81
05/06/2001 01:00;05/06/2001 02:00;6.811
05/06/2001 02:00;05/06/2001 03:00;5.957
05/06/2001 03:00;05/06/2001 04:00;5.325
05/06/2001 04:00;05/06/2001 05:00;4.753
05/06/2001 05:00;05/06/2001 06:00;4.571
05/06/2001 06:00;05/06/2001 07:00;6.002
05/06/2001 07:00;05/06/2001 08:00;9.1
05/06/2001 08:00;05/06/2001 09:00;13.78
05/06/2001 09:00;05/06/2001 10:00;16.91
05/06/2001 10:00;05/06/2001 11:00;17.95
05/06/2001 11:00;05/06/2001 12:00;18.47
05/06/2001 12:00;05/06/2001 13:00;16.84
05/06/2001 13:00;05/06/2001 14:00;14.83
05/06/2001 14:00;05/06/2001 15:00;14.47
05/06/2001 15:00;05/06/2001 16:00;14.35
05/06/2001 16:00;05/06/2001 17:00;14.52
05/06/2001 17:00;05/06/2001 18:00;14.58
05/06/2001 18:00;05/06/2001 19:00;14.51
05/06/2001 19:00;05/06/2001 20:00;14.61
05/06/2001 20:00;05/06/2001 21:00;14.41
05/06/2001 21:00;05/06/2001 22:00;14.03
05/06/2001 22:00;05/06/2001 23:00;13.8
05/06/2001 23:00;06/06/2001 00:00;13.76
06/06/2001 00:00;06/06/2001 01:00;13.59
06/06/2001 01:00;06/06/2001 02:00;13.39
06/06/2001 02:00;06/06/2001 03:00;13.14
06/06/2001 03:00;06/06/2001 04:00;12.84
06/06/2001 04:00;06/06/2001 05:00;12.4
06/06/2001 05:00;06/06/2001 06:00;12.02
06/06/2001 06:00;06/06/2001 07:00;11.54
06/06/2001 07:00;06/06/2001 08:00;11.77
06/06/2001 08:00;06/06/2001 09:00;14.16
06/06/2001 09:00;06/06/2001 10:00;17.34
06/06/2001 10:00;06/06/2001 11:00;20.3
06/06/2001 11:00;06/06/2001 12:00;22.44
06/06/2001 12:00;06/06/2001 13:00;23.8
06/06/2001 13:00;06/06/2001 14:00;24.64
06/06/2001 14:00;06/06/2001 15:00;24.89
06/06/2001 15:00;06/06/2001 16:00;24.55
06/06/2001 16:00;06/06/2001 17:00;24.3
06/06/2001 17:00;06/06/2001 18:00;23.7
06/06/2001 18:00;06/06/2001 19:00;22.57
06/06/2001 19:00;06/06/2001 20:00;20.89
06/06/2001 20:00;06/06/2001 21:00;18.7
06/06/2001 21:00;06/06/2001 22:00;15.45
06/06/2001 22:00;06/06/2001 23:00;13.52
06/06/2001 23:00;07/06/2001 00:00;11.98
07/06/2001 00:00;07/06/2001 01:00;10.42
07/06/2001 01:00;07/06/2001 02:00;9.93
