Start;End;SoilTemp
15/05/2003 08:00;15/05/2003 09:00;11.25
15/05/2003 09:00;15/05/2003 10:00;10.24666667
15/05/2003 10:00;15/05/2003 11:00;11.68833333
15/05/2003 11:00;15/05/2003 12:00;13.09666667
15/05/2003 12:00;15/05/2003 13:00;14.01666667
15/05/2003 13:00;15/05/2003 14:00;14
15/05/2003 14:00;15/05/2003 15:00;13.605
15/05/2003 15:00;15/05/2003 16:00;12.88
15/05/2003 16:00;15/05/2003 17:00;12.20833333
15/05/2003 17:00;15/05/2003 18:00;11.21
15/05/2003 18:00;15/05/2003 19:00;10.41833333
15/05/2003 19:00;15/05/2003 20:00;9.241666667
15/05/2003 20:00;15/05/2003 21:00;8.596666667
15/05/2003 21:00;15/05/2003 22:00;8.225
15/05/2003 22:00;15/05/2003 23:00;7.868333333
15/05/2003 23:00;16/05/2003 00:00;7.4495
16/05/2003 00:00;16/05/2003 01:00;7.200333333
16/05/2003 01:00;16/05/2003 02:00;6.814
16/05/2003 02:00;16/05/2003 03:00;6.3125
16/05/2003 03:00;16/05/2003 04:00;6.0805
16/05/2003 04:00;16/05/2003 05:00;5.870333333
16/05/2003 05:00;16/05/2003 06:00;5.962666667
16/05/2003 06:00;16/05/2003 07:00;7.156
16/05/2003 07:00;16/05/2003 08:00;8.51
16/05/2003 08:00;16/05/2003 09:00;10.05833333
16/05/2003 09:00;16/05/2003 10:00;11.565
16/05/2003 10:00;16/05/2003 11:00;13.36333333
16/05/2003 11:00;16/05/2003 12:00;14.805
16/05/2003 12:00;16/05/2003 13:00;15.91333333
16/05/2003 13:00;16/05/2003 14:00;16.20166667
16/05/2003 14:00;16/05/2003 15:00;15.80666667
16/05/2003 15:00;16/05/2003 16:00;15.495
16/05/2003 16:00;16/05/2003 17:00;14.95333333
16/05/2003 17:00;16/05/2003 18:00;14.01666667
16/05/2003 18:00;16/05/2003 19:00;13.18333333
16/05/2003 19:00;16/05/2003 20:00;11.85666667
16/05/2003 20:00;16/05/2003 21:00;10.62166667
16/05/2003 21:00;16/05/2003 22:00;9.74
16/05/2003 22:00;16/05/2003 23:00;9.053333333
16/05/2003 23:00;17/05/2003 00:00;8.788333333
17/05/2003 00:00;17/05/2003 01:00;8.523333333
17/05/2003 01:00;17/05/2003 02:00;8.061666667
17/05/2003 02:00;17/05/2003 03:00;7.741333333
17/05/2003 03:00;17/05/2003 04:00;7.134833333
17/05/2003 04:00;17/05/2003 05:00;6.6055
17/05/2003 05:00;17/05/2003 06:00;6.445333333
17/05/2003 06:00;17/05/2003 07:00;7.65
17/05/2003 07:00;17/05/2003 08:00;9.323333333
17/05/2003 08:00;17/05/2003 09:00;11.5
17/05/2003 09:00;17/05/2003 10:00;13.74833333
17/05/2003 10:00;17/05/2003 11:00;15.91
17/05/2003 11:00;17/05/2003 12:00;17.71166667
17/05/2003 12:00;17/05/2003 13:00;18.82
17/05/2003 13:00;17/05/2003 14:00;18.82
17/05/2003 14:00;17/05/2003 15:00;18.43333333
17/05/2003 15:00;17/05/2003 16:00;18.335
17/05/2003 16:00;17/05/2003 17:00;17.71166667
17/05/2003 17:00;17/05/2003 18:00;16.30166667
17/05/2003 18:00;17/05/2003 19:00;15.55166667
17/05/2003 19:00;17/05/2003 20:00;14.035
17/05/2003 20:00;17/05/2003 21:00;12.64
17/05/2003 21:00;17/05/2003 22:00;11.78833333
17/05/2003 22:00;17/05/2003 23:00;11.22166667
17/05/2003 23:00;18/05/2003 00:00;10.48333333
18/05/2003 00:00;18/05/2003 01:00;9.918333333
18/05/2003 01:00;18/05/2003 02:00;9.451666667
18/05/2003 02:00;18/05/2003 03:00;8.91
18/05/2003 03:00;18/05/2003 04:00;8.581666667
18/05/2003 04:00;18/05/2003 05:00;8.093333333
18/05/2003 05:00;18/05/2003 06:00;7.96
18/05/2003 06:00;18/05/2003 07:00;9.321666667
18/05/2003 07:00;18/05/2003 08:00;11.39666667
18/05/2003 08:00;18/05/2003 09:00;13.175
18/05/2003 09:00;18/05/2003 10:00;15.37333333
18/05/2003 10:00;18/05/2003 11:00;17.61333333
18/05/2003 11:00;18/05/2003 12:00;19.81666667
18/05/2003 12:00;18/05/2003 13:00;21.48833333
18/05/2003 13:00;18/05/2003 14:00;22.38166667
18/05/2003 14:00;18/05/2003 15:00;21.65833333
18/05/2003 15:00;18/05/2003 16:00;20.575
18/05/2003 16:00;18/05/2003 17:00;19.475
18/05/2003 17:00;18/05/2003 18:00;17.895
18/05/2003 18:00;18/05/2003 19:00;17.09666667
18/05/2003 19:00;18/05/2003 20:00;15.56
18/05/2003 20:00;18/05/2003 21:00;14.085
18/05/2003 21:00;18/05/2003 22:00;13.15
18/05/2003 22:00;18/05/2003 23:00;12.56666667
18/05/2003 23:00;19/05/2003 00:00;11.75833333
19/05/2003 00:00;19/05/2003 01:00;11.34666667
19/05/2003 01:00;19/05/2003 02:00;10.585
19/05/2003 02:00;19/05/2003 03:00;9.961666667
19/05/2003 03:00;19/05/2003 04:00;9.353333333
19/05/2003 04:00;19/05/2003 05:00;8.858333333
19/05/2003 05:00;19/05/2003 06:00;8.738333333
19/05/2003 06:00;19/05/2003 07:00;10.39
19/05/2003 07:00;19/05/2003 08:00;12.66333333
19/05/2003 08:00;19/05/2003 09:00;14.49833333
19/05/2003 09:00;19/05/2003 10:00;16.61833333
19/05/2003 10:00;19/05/2003 11:00;19.025
19/05/2003 11:00;19/05/2003 12:00;21.16
19/05/2003 12:00;19/05/2003 13:00;22.57
19/05/2003 13:00;19/05/2003 14:00;23.21666667
19/05/2003 14:00;19/05/2003 15:00;22.78
19/05/2003 15:00;19/05/2003 16:00;22.07333333
19/05/2003 16:00;19/05/2003 17:00;20.91833333
19/05/2003 17:00;19/05/2003 18:00;18.46666667
19/05/2003 18:00;19/05/2003 19:00;17.93333333
19/05/2003 19:00;19/05/2003 20:00;17.32666667
19/05/2003 20:00;19/05/2003 21:00;16.15666667
19/05/2003 21:00;19/05/2003 22:00;14.97666667
19/05/2003 22:00;19/05/2003 23:00;14.17833333
19/05/2003 23:00;20/05/2003 00:00;13.745
20/05/2003 00:00;20/05/2003 01:00;13.23833333
20/05/2003 01:00;20/05/2003 02:00;12.65166667
20/05/2003 02:00;20/05/2003 03:00;12.28166667
20/05/2003 03:00;20/05/2003 04:00;11.88
20/05/2003 04:00;20/05/2003 05:00;11.53833333
20/05/2003 05:00;20/05/2003 06:00;11.25666667
20/05/2003 06:00;20/05/2003 07:00;12.43666667
20/05/2003 07:00;20/05/2003 08:00;14.71666667
20/05/2003 08:00;20/05/2003 09:00;15.6
20/05/2003 09:00;20/05/2003 10:00;17.895
20/05/2003 10:00;20/05/2003 11:00;20.08
20/05/2003 11:00;20/05/2003 12:00;21.83833333
20/05/2003 12:00;20/05/2003 13:00;23.57333333
20/05/2003 13:00;20/05/2003 14:00;24.22166667
20/05/2003 14:00;20/05/2003 15:00;23.365
20/05/2003 15:00;20/05/2003 16:00;22.795
20/05/2003 16:00;20/05/2003 17:00;21.53333333
20/05/2003 17:00;20/05/2003 18:00;19.64
20/05/2003 18:00;20/05/2003 19:00;18.79
20/05/2003 19:00;20/05/2003 20:00;17.53
20/05/2003 20:00;20/05/2003 21:00;16.04166667
20/05/2003 21:00;20/05/2003 22:00;15.48666667
20/05/2003 22:00;20/05/2003 23:00;14.94666667
20/05/2003 23:00;21/05/2003 00:00;14.70333333
21/05/2003 00:00;21/05/2003 01:00;14.35166667
21/05/2003 01:00;21/05/2003 02:00;14.72166667
21/05/2003 02:00;21/05/2003 03:00;14.68333333
21/05/2003 03:00;21/05/2003 04:00;14.40166667
21/05/2003 04:00;21/05/2003 05:00;14.23166667
21/05/2003 05:00;21/05/2003 06:00;14.11333333
21/05/2003 06:00;21/05/2003 07:00;13.93166667
21/05/2003 07:00;21/05/2003 08:00;14.08666667
21/05/2003 08:00;21/05/2003 09:00;13.955
21/05/2003 09:00;21/05/2003 10:00;14.14333333
21/05/2003 10:00;21/05/2003 11:00;15.18833333
21/05/2003 11:00;21/05/2003 12:00;17.555
21/05/2003 12:00;21/05/2003 13:00;19.44
21/05/2003 13:00;21/05/2003 14:00;19.92833333
21/05/2003 14:00;21/05/2003 15:00;19.12
21/05/2003 15:00;21/05/2003 16:00;17.935
21/05/2003 16:00;21/05/2003 17:00;15.965
21/05/2003 17:00;21/05/2003 18:00;14.295
21/05/2003 18:00;21/05/2003 19:00;13.465
21/05/2003 19:00;21/05/2003 20:00;12.49
21/05/2003 20:00;21/05/2003 21:00;11.49333333
21/05/2003 21:00;21/05/2003 22:00;10.70666667
21/05/2003 22:00;21/05/2003 23:00;9.926666667
21/05/2003 23:00;22/05/2003 00:00;9.22
22/05/2003 00:00;22/05/2003 01:00;8.39
22/05/2003 01:00;22/05/2003 02:00;7.581166667
22/05/2003 02:00;22/05/2003 03:00;7.075666667
22/05/2003 03:00;22/05/2003 04:00;6.539833333
22/05/2003 04:00;22/05/2003 05:00;6.310833333
22/05/2003 05:00;22/05/2003 06:00;6.655833333
22/05/2003 06:00;22/05/2003 07:00;7.92
22/05/2003 07:00;22/05/2003 08:00;8.681666667
22/05/2003 08:00;22/05/2003 09:00;9.376666667
22/05/2003 09:00;22/05/2003 10:00;10.6
22/05/2003 10:00;22/05/2003 11:00;11.74166667
22/05/2003 11:00;22/05/2003 12:00;13.215
22/05/2003 12:00;22/05/2003 13:00;13.82666667
22/05/2003 13:00;22/05/2003 14:00;13.97833333
22/05/2003 14:00;22/05/2003 15:00;13.605
22/05/2003 15:00;22/05/2003 16:00;13.19166667
22/05/2003 16:00;22/05/2003 17:00;12.795
22/05/2003 17:00;22/05/2003 18:00;12.04833333
22/05/2003 18:00;22/05/2003 19:00;11.49333333
22/05/2003 19:00;22/05/2003 20:00;10.84
22/05/2003 20:00;22/05/2003 21:00;10.5
22/05/2003 21:00;22/05/2003 22:00;10.14166667
22/05/2003 22:00;22/05/2003 23:00;9.78
22/05/2003 23:00;23/05/2003 00:00;9.48
23/05/2003 00:00;23/05/2003 01:00;9.118333333
23/05/2003 01:00;23/05/2003 02:00;8.935
23/05/2003 02:00;23/05/2003 03:00;8.97
23/05/2003 03:00;23/05/2003 04:00;8.938333333
23/05/2003 04:00;23/05/2003 05:00;8.878333333
23/05/2003 05:00;23/05/2003 06:00;8.763333333
23/05/2003 06:00;23/05/2003 07:00;8.71
23/05/2003 07:00;23/05/2003 08:00;8.956666667
23/05/2003 08:00;23/05/2003 09:00;9.22
23/05/2003 09:00;23/05/2003 10:00;9.135
23/05/2003 10:00;23/05/2003 11:00;9.345
23/05/2003 11:00;23/05/2003 12:00;10.07833333
23/05/2003 12:00;23/05/2003 13:00;11.73833333
23/05/2003 13:00;23/05/2003 14:00;12.38
23/05/2003 14:00;23/05/2003 15:00;12.73333333
23/05/2003 15:00;23/05/2003 16:00;12.58
23/05/2003 16:00;23/05/2003 17:00;12.06
23/05/2003 17:00;23/05/2003 18:00;10.57666667
23/05/2003 18:00;23/05/2003 19:00;10.06166667
23/05/2003 19:00;23/05/2003 20:00;9.738333333
23/05/2003 20:00;23/05/2003 21:00;9.511666667
23/05/2003 21:00;23/05/2003 22:00;9.26
23/05/2003 22:00;23/05/2003 23:00;8.886666667
23/05/2003 23:00;24/05/2003 00:00;8.413333333
24/05/2003 00:00;24/05/2003 01:00;8.378333333
24/05/2003 01:00;24/05/2003 02:00;8.156666667
