Start;End;SolRad
07/06/2001 14:00;07/06/2001 15:00;0.517
07/06/2001 15:00;07/06/2001 16:00;0.535
07/06/2001 16:00;07/06/2001 17:00;0.399
07/06/2001 17:00;07/06/2001 18:00;0.37
07/06/2001 18:00;07/06/2001 19:00;0.169
07/06/2001 19:00;07/06/2001 20:00;0.082
07/06/2001 20:00;07/06/2001 21:00;0.009
07/06/2001 21:00;07/06/2001 22:00;0
07/06/2001 22:00;07/06/2001 23:00;0
07/06/2001 23:00;08/06/2001 00:00;0
08/06/2001 00:00;08/06/2001 01:00;0
08/06/2001 01:00;08/06/2001 02:00;0
08/06/2001 02:00;08/06/2001 03:00;0
08/06/2001 03:00;08/06/2001 04:00;0
08/06/2001 04:00;08/06/2001 05:00;0
08/06/2001 05:00;08/06/2001 06:00;0.034
08/06/2001 06:00;08/06/2001 07:00;0.074
08/06/2001 07:00;08/06/2001 08:00;0.158
08/06/2001 08:00;08/06/2001 09:00;0.271
08/06/2001 09:00;08/06/2001 10:00;0.507
08/06/2001 10:00;08/06/2001 11:00;0.746
08/06/2001 11:00;08/06/2001 12:00;0.826
08/06/2001 12:00;08/06/2001 13:00;0.852
08/06/2001 13:00;08/06/2001 14:00;0.808
08/06/2001 14:00;08/06/2001 15:00;0.796
08/06/2001 15:00;08/06/2001 16:00;0.752
08/06/2001 16:00;08/06/2001 17:00;0.513
08/06/2001 17:00;08/06/2001 18:00;0.345
08/06/2001 18:00;08/06/2001 19:00;0.244
08/06/2001 19:00;08/06/2001 20:00;0.074
08/06/2001 20:00;08/06/2001 21:00;0.007
08/06/2001 21:00;08/06/2001 22:00;0
08/06/2001 22:00;08/06/2001 23:00;0
08/06/2001 23:00;09/06/2001 00:00;0
09/06/2001 00:00;09/06/2001 01:00;0
09/06/2001 01:00;09/06/2001 02:00;0
09/06/2001 02:00;09/06/2001 03:00;0
09/06/2001 03:00;09/06/2001 04:00;0
09/06/2001 04:00;09/06/2001 05:00;0
09/06/2001 05:00;09/06/2001 06:00;0.027
09/06/2001 06:00;09/06/2001 07:00;0.052
09/06/2001 07:00;09/06/2001 08:00;0.057
09/06/2001 08:00;09/06/2001 09:00;0.059
09/06/2001 09:00;09/06/2001 10:00;0.046
09/06/2001 10:00;09/06/2001 11:00;0.078
09/06/2001 11:00;09/06/2001 12:00;0.149
09/06/2001 12:00;09/06/2001 13:00;0.561
09/06/2001 13:00;09/06/2001 14:00;0.522
09/06/2001 14:00;09/06/2001 15:00;0.28
09/06/2001 15:00;09/06/2001 16:00;0.502
09/06/2001 16:00;09/06/2001 17:00;0.118
09/06/2001 17:00;09/06/2001 18:00;0.114
09/06/2001 18:00;09/06/2001 19:00;0.278
09/06/2001 19:00;09/06/2001 20:00;0.083
09/06/2001 20:00;09/06/2001 21:00;0.006
09/06/2001 21:00;09/06/2001 22:00;0
09/06/2001 22:00;09/06/2001 23:00;0
09/06/2001 23:00;10/06/2001 00:00;0
10/06/2001 00:00;10/06/2001 01:00;0
10/06/2001 01:00;10/06/2001 02:00;0
10/06/2001 02:00;10/06/2001 03:00;0
10/06/2001 03:00;10/06/2001 04:00;0
10/06/2001 04:00;10/06/2001 05:00;0
10/06/2001 05:00;10/06/2001 06:00;0.008
10/06/2001 06:00;10/06/2001 07:00;0.032
10/06/2001 07:00;10/06/2001 08:00;0.295
10/06/2001 08:00;10/06/2001 09:00;0.445
10/06/2001 09:00;10/06/2001 10:00;0.642
10/06/2001 10:00;10/06/2001 11:00;0.782
10/06/2001 11:00;10/06/2001 12:00;0.772
10/06/2001 12:00;10/06/2001 13:00;0.899
10/06/2001 13:00;10/06/2001 14:00;0.746
10/06/2001 14:00;10/06/2001 15:00;0.633
10/06/2001 15:00;10/06/2001 16:00;0.54
10/06/2001 16:00;10/06/2001 17:00;0.565
10/06/2001 17:00;10/06/2001 18:00;0.337
10/06/2001 18:00;10/06/2001 19:00;0.258
10/06/2001 19:00;10/06/2001 20:00;0.102
10/06/2001 20:00;10/06/2001 21:00;0.006
10/06/2001 21:00;10/06/2001 22:00;0
10/06/2001 22:00;10/06/2001 23:00;0
10/06/2001 23:00;11/06/2001 00:00;0
11/06/2001 00:00;11/06/2001 01:00;0
11/06/2001 01:00;11/06/2001 02:00;0
11/06/2001 02:00;11/06/2001 03:00;0
11/06/2001 03:00;11/06/2001 04:00;0
11/06/2001 04:00;11/06/2001 05:00;0
11/06/2001 05:00;11/06/2001 06:00;0.016
11/06/2001 06:00;11/06/2001 07:00;0.032
11/06/2001 07:00;11/06/2001 08:00;0.04
11/06/2001 08:00;11/06/2001 09:00;0.032
11/06/2001 09:00;11/06/2001 10:00;0.05
11/06/2001 10:00;11/06/2001 11:00;0.054
11/06/2001 11:00;11/06/2001 12:00;0.055
11/06/2001 12:00;11/06/2001 13:00;0.076
11/06/2001 13:00;11/06/2001 14:00;0.039
11/06/2001 14:00;11/06/2001 15:00;0.048
11/06/2001 15:00;11/06/2001 16:00;0.032
11/06/2001 16:00;11/06/2001 17:00;0.026
11/06/2001 17:00;11/06/2001 18:00;0.032
11/06/2001 18:00;11/06/2001 19:00;0.035
11/06/2001 19:00;11/06/2001 20:00;0.011
11/06/2001 20:00;11/06/2001 21:00;0.002
11/06/2001 21:00;11/06/2001 22:00;0
11/06/2001 22:00;11/06/2001 23:00;0
11/06/2001 23:00;12/06/2001 00:00;0
12/06/2001 00:00;12/06/2001 01:00;0
12/06/2001 01:00;12/06/2001 02:00;0
12/06/2001 02:00;12/06/2001 03:00;0
12/06/2001 03:00;12/06/2001 04:00;0
12/06/2001 04:00;12/06/2001 05:00;0
12/06/2001 05:00;12/06/2001 06:00;0.025
12/06/2001 06:00;12/06/2001 07:00;0.106
12/06/2001 07:00;12/06/2001 08:00;0.263
12/06/2001 08:00;12/06/2001 09:00;0.483
12/06/2001 09:00;12/06/2001 10:00;0.613
12/06/2001 10:00;12/06/2001 11:00;0.739
12/06/2001 11:00;12/06/2001 12:00;0.864
12/06/2001 12:00;12/06/2001 13:00;0.892
12/06/2001 13:00;12/06/2001 14:00;0.876
12/06/2001 14:00;12/06/2001 15:00;0.818
12/06/2001 15:00;12/06/2001 16:00;0.714
12/06/2001 16:00;12/06/2001 17:00;0.583
12/06/2001 17:00;12/06/2001 18:00;0.428
12/06/2001 18:00;12/06/2001 19:00;0.263
12/06/2001 19:00;12/06/2001 20:00;0.113
12/06/2001 20:00;12/06/2001 21:00;0.014
12/06/2001 21:00;12/06/2001 22:00;0
12/06/2001 22:00;12/06/2001 23:00;0
12/06/2001 23:00;13/06/2001 00:00;0
13/06/2001 00:00;13/06/2001 01:00;0
13/06/2001 01:00;13/06/2001 02:00;0
13/06/2001 02:00;13/06/2001 03:00;0
13/06/2001 03:00;13/06/2001 04:00;0
13/06/2001 04:00;13/06/2001 05:00;0.002
13/06/2001 05:00;13/06/2001 06:00;0.054
13/06/2001 06:00;13/06/2001 07:00;0.204
13/06/2001 07:00;13/06/2001 08:00;0.369
13/06/2001 08:00;13/06/2001 09:00;0.534
13/06/2001 09:00;13/06/2001 10:00;0.661
13/06/2001 10:00;13/06/2001 11:00;0.774
13/06/2001 11:00;13/06/2001 12:00;0.848
13/06/2001 12:00;13/06/2001 13:00;0.86
13/06/2001 13:00;13/06/2001 14:00;0.746
13/06/2001 14:00;13/06/2001 15:00;0.711
13/06/2001 15:00;13/06/2001 16:00;0.619
13/06/2001 16:00;13/06/2001 17:00;0.392
13/06/2001 17:00;13/06/2001 18:00;0.217
13/06/2001 18:00;13/06/2001 19:00;0.103
13/06/2001 19:00;13/06/2001 20:00;0.038
13/06/2001 20:00;13/06/2001 21:00;0.004
13/06/2001 21:00;13/06/2001 22:00;0
13/06/2001 22:00;13/06/2001 23:00;0
13/06/2001 23:00;14/06/2001 00:00;0
14/06/2001 00:00;14/06/2001 01:00;0
14/06/2001 01:00;14/06/2001 02:00;0
14/06/2001 02:00;14/06/2001 03:00;0
14/06/2001 03:00;14/06/2001 04:00;0
14/06/2001 04:00;14/06/2001 05:00;0
14/06/2001 05:00;14/06/2001 06:00;0.005
14/06/2001 06:00;14/06/2001 07:00;0.018
14/06/2001 07:00;14/06/2001 08:00;0.043
14/06/2001 08:00;14/06/2001 09:00;0.07
14/06/2001 09:00;14/06/2001 10:00;0.14
14/06/2001 10:00;14/06/2001 11:00;0.158
14/06/2001 11:00;14/06/2001 12:00;0.172
14/06/2001 12:00;14/06/2001 13:00;0.13
14/06/2001 13:00;14/06/2001 14:00;0.136
14/06/2001 14:00;14/06/2001 15:00;0.108
14/06/2001 15:00;14/06/2001 16:00;0.111
14/06/2001 16:00;14/06/2001 17:00;0.103
14/06/2001 17:00;14/06/2001 18:00;0.088
14/06/2001 18:00;14/06/2001 19:00;0.056
14/06/2001 19:00;14/06/2001 20:00;0.02
14/06/2001 20:00;14/06/2001 21:00;0.004
14/06/2001 21:00;14/06/2001 22:00;0
14/06/2001 22:00;14/06/2001 23:00;0
14/06/2001 23:00;15/06/2001 00:00;0
15/06/2001 00:00;15/06/2001 01:00;0
15/06/2001 01:00;15/06/2001 02:00;0
15/06/2001 02:00;15/06/2001 03:00;0
15/06/2001 03:00;15/06/2001 04:00;0
15/06/2001 04:00;15/06/2001 05:00;0
15/06/2001 05:00;15/06/2001 06:00;0.01
15/06/2001 06:00;15/06/2001 07:00;0.044
15/06/2001 07:00;15/06/2001 08:00;0.169
15/06/2001 08:00;15/06/2001 09:00;0.186
15/06/2001 09:00;15/06/2001 10:00;0.341
15/06/2001 10:00;15/06/2001 11:00;0.08
15/06/2001 11:00;15/06/2001 12:00;0.21
15/06/2001 12:00;15/06/2001 13:00;0.492
15/06/2001 13:00;15/06/2001 14:00;0.8
15/06/2001 14:00;15/06/2001 15:00;0.613
15/06/2001 15:00;15/06/2001 16:00;0.722
15/06/2001 16:00;15/06/2001 17:00;0.567
15/06/2001 17:00;15/06/2001 18:00;0.278
15/06/2001 18:00;15/06/2001 19:00;0.098
15/06/2001 19:00;15/06/2001 20:00;0.045
15/06/2001 20:00;15/06/2001 21:00;0.015
15/06/2001 21:00;15/06/2001 22:00;0
15/06/2001 22:00;15/06/2001 23:00;0
15/06/2001 23:00;16/06/2001 00:00;0
16/06/2001 00:00;16/06/2001 01:00;0
16/06/2001 01:00;16/06/2001 02:00;0
16/06/2001 02:00;16/06/2001 03:00;0
16/06/2001 03:00;16/06/2001 04:00;0
16/06/2001 04:00;16/06/2001 05:00;0.001
16/06/2001 05:00;16/06/2001 06:00;0.06
16/06/2001 06:00;16/06/2001 07:00;0.204
16/06/2001 07:00;16/06/2001 08:00;0.361
16/06/2001 08:00;16/06/2001 09:00;0.52
16/06/2001 09:00;16/06/2001 10:00;0.66
16/06/2001 10:00;16/06/2001 11:00;0.77
16/06/2001 11:00;16/06/2001 12:00;0.842
16/06/2001 12:00;16/06/2001 13:00;0.871
16/06/2001 13:00;16/06/2001 14:00;0.858
16/06/2001 14:00;16/06/2001 15:00;0.802
16/06/2001 15:00;16/06/2001 16:00;0.706
16/06/2001 16:00;16/06/2001 17:00;0.554
16/06/2001 17:00;16/06/2001 18:00;0.423
16/06/2001 18:00;16/06/2001 19:00;0.262
16/06/2001 19:00;16/06/2001 20:00;0.113
16/06/2001 20:00;16/06/2001 21:00;0.015
16/06/2001 21:00;16/06/2001 22:00;0
16/06/2001 22:00;16/06/2001 23:00;0
16/06/2001 23:00;17/06/2001 00:00;0
17/06/2001 00:00;17/06/2001 01:00;0
17/06/2001 01:00;17/06/2001 02:00;0
17/06/2001 02:00;17/06/2001 03:00;0
17/06/2001 03:00;17/06/2001 04:00;0
17/06/2001 04:00;17/06/2001 05:00;0.001
17/06/2001 05:00;17/06/2001 06:00;0.053
17/06/2001 06:00;17/06/2001 07:00;0.198
17/06/2001 07:00;17/06/2001 08:00;0.36
17/06/2001 08:00;17/06/2001 09:00;0.526
17/06/2001 09:00;17/06/2001 10:00;0.66
17/06/2001 10:00;17/06/2001 11:00;0.772
17/06/2001 11:00;17/06/2001 12:00;0.838
17/06/2001 12:00;17/06/2001 13:00;0.873
17/06/2001 13:00;17/06/2001 14:00;0.859
17/06/2001 14:00;17/06/2001 15:00;0.803
17/06/2001 15:00;17/06/2001 16:00;0.704
17/06/2001 16:00;17/06/2001 17:00;0.587
17/06/2001 17:00;17/06/2001 18:00;0.398
17/06/2001 18:00;17/06/2001 19:00;0.196
17/06/2001 19:00;17/06/2001 20:00;0.051
17/06/2001 20:00;17/06/2001 21:00;0.01
17/06/2001 21:00;17/06/2001 22:00;0
17/06/2001 22:00;17/06/2001 23:00;0
17/06/2001 23:00;18/06/2001 00:00;0
18/06/2001 00:00;18/06/2001 01:00;0
18/06/2001 01:00;18/06/2001 02:00;0
18/06/2001 02:00;18/06/2001 03:00;0
18/06/2001 03:00;18/06/2001 04:00;0
18/06/2001 04:00;18/06/2001 05:00;0
18/06/2001 05:00;18/06/2001 06:00;0.053
18/06/2001 06:00;18/06/2001 07:00;0.196
18/06/2001 07:00;18/06/2001 08:00;0.335
18/06/2001 08:00;18/06/2001 09:00;0.509
18/06/2001 09:00;18/06/2001 10:00;0.652
18/06/2001 10:00;18/06/2001 11:00;0.755
18/06/2001 11:00;18/06/2001 12:00;0.841
18/06/2001 12:00;18/06/2001 13:00;0.744
18/06/2001 13:00;18/06/2001 14:00;0.798
18/06/2001 14:00;18/06/2001 15:00;0.806
18/06/2001 15:00;18/06/2001 16:00;0.653
18/06/2001 16:00;18/06/2001 17:00;0.572
18/06/2001 17:00;18/06/2001 18:00;0.391
18/06/2001 18:00;18/06/2001 19:00;0.253
18/06/2001 19:00;18/06/2001 20:00;0.111
18/06/2001 20:00;18/06/2001 21:00;0.013
18/06/2001 21:00;18/06/2001 22:00;0
18/06/2001 22:00;18/06/2001 23:00;0
18/06/2001 23:00;19/06/2001 00:00;0
19/06/2001 00:00;19/06/2001 01:00;0
19/06/2001 01:00;19/06/2001 02:00;0
19/06/2001 02:00;19/06/2001 03:00;0
19/06/2001 03:00;19/06/2001 04:00;0
19/06/2001 04:00;19/06/2001 05:00;0
19/06/2001 05:00;19/06/2001 06:00;0.02
19/06/2001 06:00;19/06/2001 07:00;0.1
19/06/2001 07:00;19/06/2001 08:00;0.126
19/06/2001 08:00;19/06/2001 09:00;0.127
19/06/2001 09:00;19/06/2001 10:00;0.186
19/06/2001 10:00;19/06/2001 11:00;0.29
19/06/2001 11:00;19/06/2001 12:00;0.205
19/06/2001 12:00;19/06/2001 13:00;0.21
19/06/2001 13:00;19/06/2001 14:00;0.238
19/06/2001 14:00;19/06/2001 15:00;0.099
19/06/2001 15:00;19/06/2001 16:00;0.138
19/06/2001 16:00;19/06/2001 17:00;0.467
19/06/2001 17:00;19/06/2001 18:00;0.416
19/06/2001 18:00;19/06/2001 19:00;0.278
19/06/2001 19:00;19/06/2001 20:00;0.104
19/06/2001 20:00;19/06/2001 21:00;0.016
19/06/2001 21:00;19/06/2001 22:00;0
19/06/2001 22:00;19/06/2001 23:00;0
19/06/2001 23:00;20/06/2001 00:00;0
20/06/2001 00:00;20/06/2001 01:00;0
20/06/2001 01:00;20/06/2001 02:00;0
20/06/2001 02:00;20/06/2001 03:00;0
20/06/2001 03:00;20/06/2001 04:00;0
20/06/2001 04:00;20/06/2001 05:00;0.002
20/06/2001 05:00;20/06/2001 06:00;0.07
20/06/2001 06:00;20/06/2001 07:00;0.218
20/06/2001 07:00;20/06/2001 08:00;0.37
20/06/2001 08:00;20/06/2001 09:00;0.529
20/06/2001 09:00;20/06/2001 10:00;0.671
20/06/2001 10:00;20/06/2001 11:00;0.784
20/06/2001 11:00;20/06/2001 12:00;0.854
20/06/2001 12:00;20/06/2001 13:00;0.884
20/06/2001 13:00;20/06/2001 14:00;0.868
20/06/2001 14:00;20/06/2001 15:00;0.811
20/06/2001 15:00;20/06/2001 16:00;0.715
20/06/2001 16:00;20/06/2001 17:00;0.589
20/06/2001 17:00;20/06/2001 18:00;0.434
20/06/2001 18:00;20/06/2001 19:00;0.272
20/06/2001 19:00;20/06/2001 20:00;0.121
20/06/2001 20:00;20/06/2001 21:00;0.016
20/06/2001 21:00;20/06/2001 22:00;0
20/06/2001 22:00;20/06/2001 23:00;0
20/06/2001 23:00;21/06/2001 00:00;0
21/06/2001 00:00;21/06/2001 01:00;0
21/06/2001 01:00;21/06/2001 02:00;0
21/06/2001 02:00;21/06/2001 03:00;0
21/06/2001 03:00;21/06/2001 04:00;0
21/06/2001 04:00;21/06/2001 05:00;0.001
21/06/2001 05:00;21/06/2001 06:00;0.06
21/06/2001 06:00;21/06/2001 07:00;0.208
21/06/2001 07:00;21/06/2001 08:00;0.358
21/06/2001 08:00;21/06/2001 09:00;0.517
21/06/2001 09:00;21/06/2001 10:00;0.658
21/06/2001 10:00;21/06/2001 11:00;0.768
21/06/2001 11:00;21/06/2001 12:00;0.842
21/06/2001 12:00;21/06/2001 13:00;0.876
21/06/2001 13:00;21/06/2001 14:00;0.864
21/06/2001 14:00;21/06/2001 15:00;0.807
21/06/2001 15:00;21/06/2001 16:00;0.714
21/06/2001 16:00;21/06/2001 17:00;0.584
21/06/2001 17:00;21/06/2001 18:00;0.423
21/06/2001 18:00;21/06/2001 19:00;0.249
21/06/2001 19:00;21/06/2001 20:00;0.091
21/06/2001 20:00;21/06/2001 21:00;0.011
21/06/2001 21:00;21/06/2001 22:00;0
21/06/2001 22:00;21/06/2001 23:00;0
21/06/2001 23:00;22/06/2001 00:00;0
22/06/2001 00:00;22/06/2001 01:00;0
22/06/2001 01:00;22/06/2001 02:00;0
22/06/2001 02:00;22/06/2001 03:00;0
22/06/2001 03:00;22/06/2001 04:00;0
22/06/2001 04:00;22/06/2001 05:00;0.002
22/06/2001 05:00;22/06/2001 06:00;0.052
22/06/2001 06:00;22/06/2001 07:00;0.137
22/06/2001 07:00;22/06/2001 08:00;0.348
22/06/2001 08:00;22/06/2001 09:00;0.344
22/06/2001 09:00;22/06/2001 10:00;0.693
22/06/2001 10:00;22/06/2001 11:00;0.664
22/06/2001 11:00;22/06/2001 12:00;0.83
22/06/2001 12:00;22/06/2001 13:00;0.883
22/06/2001 13:00;22/06/2001 14:00;0.863
22/06/2001 14:00;22/06/2001 15:00;0.815
22/06/2001 15:00;22/06/2001 16:00;0.715
22/06/2001 16:00;22/06/2001 17:00;0.581
22/06/2001 17:00;22/06/2001 18:00;0.426
22/06/2001 18:00;22/06/2001 19:00;0.26
22/06/2001 19:00;22/06/2001 20:00;0.078
22/06/2001 20:00;22/06/2001 21:00;0.006
22/06/2001 21:00;22/06/2001 22:00;0
22/06/2001 22:00;22/06/2001 23:00;0
22/06/2001 23:00;23/06/2001 00:00;0
23/06/2001 00:00;23/06/2001 01:00;0
23/06/2001 01:00;23/06/2001 02:00;0
23/06/2001 02:00;23/06/2001 03:00;0
23/06/2001 03:00;23/06/2001 04:00;0
23/06/2001 04:00;23/06/2001 05:00;0.001
23/06/2001 05:00;23/06/2001 06:00;0.039
23/06/2001 06:00;23/06/2001 07:00;0.152
23/06/2001 07:00;23/06/2001 08:00;0.3
23/06/2001 08:00;23/06/2001 09:00;0.284
23/06/2001 09:00;23/06/2001 10:00;0.33
23/06/2001 10:00;23/06/2001 11:00;0.55
23/06/2001 11:00;23/06/2001 12:00;0.742
23/06/2001 12:00;23/06/2001 13:00;0.71
23/06/2001 13:00;23/06/2001 14:00;0.763
23/06/2001 14:00;23/06/2001 15:00;0.617
23/06/2001 15:00;23/06/2001 16:00;0.405
23/06/2001 16:00;23/06/2001 17:00;0.493
23/06/2001 17:00;23/06/2001 18:00;0.37
23/06/2001 18:00;23/06/2001 19:00;0.197
23/06/2001 19:00;23/06/2001 20:00;0.098
23/06/2001 20:00;23/06/2001 21:00;0.012
23/06/2001 21:00;23/06/2001 22:00;360
23/06/2001 22:00;23/06/2001 23:00;360
23/06/2001 23:00;24/06/2001 00:00;0
24/06/2001 00:00;24/06/2001 01:00;0
24/06/2001 01:00;24/06/2001 02:00;0
24/06/2001 02:00;24/06/2001 03:00;0
24/06/2001 03:00;24/06/2001 04:00;0
24/06/2001 04:00;24/06/2001 05:00;0
24/06/2001 05:00;24/06/2001 06:00;0.035
24/06/2001 06:00;24/06/2001 07:00;0.136
24/06/2001 07:00;24/06/2001 08:00;0.262
24/06/2001 08:00;24/06/2001 09:00;0.406
24/06/2001 09:00;24/06/2001 10:00;0.554
24/06/2001 10:00;24/06/2001 11:00;0.677
24/06/2001 11:00;24/06/2001 12:00;0.77
24/06/2001 12:00;24/06/2001 13:00;0.825
24/06/2001 13:00;24/06/2001 14:00;0.808
24/06/2001 14:00;24/06/2001 15:00;0.764
24/06/2001 15:00;24/06/2001 16:00;0.677
24/06/2001 16:00;24/06/2001 17:00;0.541
24/06/2001 17:00;24/06/2001 18:00;0.411
24/06/2001 18:00;24/06/2001 19:00;0.221
24/06/2001 19:00;24/06/2001 20:00;0.098
24/06/2001 20:00;24/06/2001 21:00;0.012
24/06/2001 21:00;24/06/2001 22:00;360
24/06/2001 22:00;24/06/2001 23:00;360
24/06/2001 23:00;25/06/2001 00:00;360
25/06/2001 00:00;25/06/2001 01:00;0
25/06/2001 01:00;25/06/2001 02:00;0
25/06/2001 02:00;25/06/2001 03:00;0
25/06/2001 03:00;25/06/2001 04:00;0
25/06/2001 04:00;25/06/2001 05:00;0.002
25/06/2001 05:00;25/06/2001 06:00;0.051
25/06/2001 06:00;25/06/2001 07:00;0.126
25/06/2001 07:00;25/06/2001 08:00;0.304
25/06/2001 08:00;25/06/2001 09:00;0.454
25/06/2001 09:00;25/06/2001 10:00;0.588
25/06/2001 10:00;25/06/2001 11:00;0.638
25/06/2001 11:00;25/06/2001 12:00;0.734
25/06/2001 12:00;25/06/2001 13:00;0.822
25/06/2001 13:00;25/06/2001 14:00;0.818
25/06/2001 14:00;25/06/2001 15:00;0.75
25/06/2001 15:00;25/06/2001 16:00;0.634
25/06/2001 16:00;25/06/2001 17:00;0.361
25/06/2001 17:00;25/06/2001 18:00;0.274
25/06/2001 18:00;25/06/2001 19:00;0.21
25/06/2001 19:00;25/06/2001 20:00;0.09
25/06/2001 20:00;25/06/2001 21:00;0.008
25/06/2001 21:00;25/06/2001 22:00;360
25/06/2001 22:00;25/06/2001 23:00;360
25/06/2001 23:00;26/06/2001 00:00;360
26/06/2001 00:00;26/06/2001 01:00;360
26/06/2001 01:00;26/06/2001 02:00;360
26/06/2001 02:00;26/06/2001 03:00;360
26/06/2001 03:00;26/06/2001 04:00;360
26/06/2001 04:00;26/06/2001 05:00;0
26/06/2001 05:00;26/06/2001 06:00;0.037
26/06/2001 06:00;26/06/2001 07:00;0.149
26/06/2001 07:00;26/06/2001 08:00;0.289
26/06/2001 08:00;26/06/2001 09:00;0.449
26/06/2001 09:00;26/06/2001 10:00;0.595
26/06/2001 10:00;26/06/2001 11:00;0.712
26/06/2001 11:00;26/06/2001 12:00;0.794
26/06/2001 12:00;26/06/2001 13:00;0.838
26/06/2001 13:00;26/06/2001 14:00;0.83
26/06/2001 14:00;26/06/2001 15:00;0.767
26/06/2001 15:00;26/06/2001 16:00;0.611
26/06/2001 16:00;26/06/2001 17:00;0.506
26/06/2001 17:00;26/06/2001 18:00;0.389
26/06/2001 18:00;26/06/2001 19:00;0.225
26/06/2001 19:00;26/06/2001 20:00;0.102
26/06/2001 20:00;26/06/2001 21:00;0.012
26/06/2001 21:00;26/06/2001 22:00;360
26/06/2001 22:00;26/06/2001 23:00;360
26/06/2001 23:00;27/06/2001 00:00;360
27/06/2001 00:00;27/06/2001 01:00;360
27/06/2001 01:00;27/06/2001 02:00;0
27/06/2001 02:00;27/06/2001 03:00;0
27/06/2001 03:00;27/06/2001 04:00;0
27/06/2001 04:00;27/06/2001 05:00;0.001
27/06/2001 05:00;27/06/2001 06:00;0.034
27/06/2001 06:00;27/06/2001 07:00;0.148
27/06/2001 07:00;27/06/2001 08:00;0.293
27/06/2001 08:00;27/06/2001 09:00;0.444
27/06/2001 09:00;27/06/2001 10:00;0.588
27/06/2001 10:00;27/06/2001 11:00;0.699
27/06/2001 11:00;27/06/2001 12:00;0.682
27/06/2001 12:00;27/06/2001 13:00;0.716
27/06/2001 13:00;27/06/2001 14:00;0.793
27/06/2001 14:00;27/06/2001 15:00;0.67
27/06/2001 15:00;27/06/2001 16:00;0.626
27/06/2001 16:00;27/06/2001 17:00;0.54
27/06/2001 17:00;27/06/2001 18:00;0.392
27/06/2001 18:00;27/06/2001 19:00;0.336
27/06/2001 19:00;27/06/2001 20:00;0.117
27/06/2001 20:00;27/06/2001 21:00;0.009
27/06/2001 21:00;27/06/2001 22:00;0
27/06/2001 22:00;27/06/2001 23:00;0
27/06/2001 23:00;28/06/2001 00:00;0
28/06/2001 00:00;28/06/2001 01:00;0
28/06/2001 01:00;28/06/2001 02:00;0
28/06/2001 02:00;28/06/2001 03:00;0
28/06/2001 03:00;28/06/2001 04:00;0
28/06/2001 04:00;28/06/2001 05:00;0
28/06/2001 05:00;28/06/2001 06:00;0.047
28/06/2001 06:00;28/06/2001 07:00;0.176
28/06/2001 07:00;28/06/2001 08:00;0.339
28/06/2001 08:00;28/06/2001 09:00;0.472
28/06/2001 09:00;28/06/2001 10:00;0.63
28/06/2001 10:00;28/06/2001 11:00;0.746
28/06/2001 11:00;28/06/2001 12:00;0.785
28/06/2001 12:00;28/06/2001 13:00;0.755
28/06/2001 13:00;28/06/2001 14:00;0.707
28/06/2001 14:00;28/06/2001 15:00;0.345
28/06/2001 15:00;28/06/2001 16:00;0.397
28/06/2001 16:00;28/06/2001 17:00;0.485
28/06/2001 17:00;28/06/2001 18:00;0.425
28/06/2001 18:00;28/06/2001 19:00;0.268
28/06/2001 19:00;28/06/2001 20:00;0.111
28/06/2001 20:00;28/06/2001 21:00;0.017
28/06/2001 21:00;28/06/2001 22:00;0
28/06/2001 22:00;28/06/2001 23:00;0
28/06/2001 23:00;29/06/2001 00:00;0
29/06/2001 00:00;29/06/2001 01:00;0
29/06/2001 01:00;29/06/2001 02:00;0
29/06/2001 02:00;29/06/2001 03:00;0
29/06/2001 03:00;29/06/2001 04:00;0
29/06/2001 04:00;29/06/2001 05:00;0
29/06/2001 05:00;29/06/2001 06:00;0.036
29/06/2001 06:00;29/06/2001 07:00;0.148
29/06/2001 07:00;29/06/2001 08:00;0.32
29/06/2001 08:00;29/06/2001 09:00;0.437
29/06/2001 09:00;29/06/2001 10:00;0.585
29/06/2001 10:00;29/06/2001 11:00;0.727
29/06/2001 11:00;29/06/2001 12:00;0.814
29/06/2001 12:00;29/06/2001 13:00;0.792
29/06/2001 13:00;29/06/2001 14:00;0.792
29/06/2001 14:00;29/06/2001 15:00;0.62
29/06/2001 15:00;29/06/2001 16:00;0.511
29/06/2001 16:00;29/06/2001 17:00;0.505
29/06/2001 17:00;29/06/2001 18:00;0.41
29/06/2001 18:00;29/06/2001 19:00;0.164
29/06/2001 19:00;29/06/2001 20:00;0.034
29/06/2001 20:00;29/06/2001 21:00;0.006
29/06/2001 21:00;29/06/2001 22:00;0
29/06/2001 22:00;29/06/2001 23:00;0
29/06/2001 23:00;30/06/2001 00:00;0
30/06/2001 00:00;30/06/2001 01:00;0
30/06/2001 01:00;30/06/2001 02:00;0
30/06/2001 02:00;30/06/2001 03:00;0
30/06/2001 03:00;30/06/2001 04:00;0
30/06/2001 04:00;30/06/2001 05:00;0
30/06/2001 05:00;30/06/2001 06:00;0.01
30/06/2001 06:00;30/06/2001 07:00;0.101
30/06/2001 07:00;30/06/2001 08:00;0.254
30/06/2001 08:00;30/06/2001 09:00;0.412
30/06/2001 09:00;30/06/2001 10:00;0.557
30/06/2001 10:00;30/06/2001 11:00;0.702
30/06/2001 11:00;30/06/2001 12:00;0.282
30/06/2001 12:00;30/06/2001 13:00;0.44
