Start Shift;End Shift;AirTemp
28/08/2005 13:00;28/08/2005 13:30;20.65
28/08/2005 13:30;28/08/2005 14:00;20.95
28/08/2005 14:00;28/08/2005 14:30;22.24
28/08/2005 14:30;28/08/2005 15:00;22.79
28/08/2005 15:00;28/08/2005 15:30;23.52
28/08/2005 15:30;28/08/2005 16:00;23.97
28/08/2005 16:00;28/08/2005 16:30;23.79
28/08/2005 16:30;28/08/2005 17:00;23.95
28/08/2005 17:00;28/08/2005 17:30;24.2
28/08/2005 17:30;28/08/2005 18:00;24.16
28/08/2005 18:00;28/08/2005 18:30;23.92
28/08/2005 18:30;28/08/2005 19:00;23.08
28/08/2005 19:00;28/08/2005 19:30;22.24
28/08/2005 19:30;28/08/2005 20:00;21.04
28/08/2005 20:00;28/08/2005 20:30;20.27
28/08/2005 20:30;28/08/2005 21:00;19.91
28/08/2005 21:00;28/08/2005 21:30;19.75
28/08/2005 21:30;28/08/2005 22:00;19.48
28/08/2005 22:00;28/08/2005 22:30;19.18
28/08/2005 22:30;28/08/2005 23:00;18.68
28/08/2005 23:00;28/08/2005 23:30;19.02
28/08/2005 23:30;29/08/2005 00:00;19.37
29/08/2005 00:00;29/08/2005 00:30;18.29
29/08/2005 00:30;29/08/2005 01:00;17.69
29/08/2005 01:00;29/08/2005 01:30;17.39
29/08/2005 01:30;29/08/2005 02:00;17.7
29/08/2005 02:00;29/08/2005 02:30;17.08
29/08/2005 02:30;29/08/2005 03:00;16.25
29/08/2005 03:00;29/08/2005 03:30;15.78
29/08/2005 03:30;29/08/2005 04:00;15.27
29/08/2005 04:00;29/08/2005 04:30;15.01
29/08/2005 04:30;29/08/2005 05:00;14.81
29/08/2005 05:00;29/08/2005 05:30;14.96
29/08/2005 05:30;29/08/2005 06:00;15.85
29/08/2005 06:00;29/08/2005 06:30;16.55
29/08/2005 06:30;29/08/2005 07:00;17.15
29/08/2005 07:00;29/08/2005 07:30;17.78
29/08/2005 07:30;29/08/2005 08:00;18.47
29/08/2005 08:00;29/08/2005 08:30;19.32
29/08/2005 08:30;29/08/2005 09:00;20.57
29/08/2005 09:00;29/08/2005 09:30;21.8
29/08/2005 09:30;29/08/2005 10:00;23.42
29/08/2005 10:00;29/08/2005 10:30;25.5
29/08/2005 10:30;29/08/2005 11:00;25.86
29/08/2005 11:00;29/08/2005 11:30;26.52
29/08/2005 11:30;29/08/2005 12:00;27.68
29/08/2005 12:00;29/08/2005 12:30;28.22
29/08/2005 12:30;29/08/2005 13:00;28.74
29/08/2005 13:00;29/08/2005 13:30;29.13
29/08/2005 13:30;29/08/2005 14:00;28.7
29/08/2005 14:00;29/08/2005 14:30;28.29
29/08/2005 14:30;29/08/2005 15:00;27.06
29/08/2005 15:00;29/08/2005 15:30;24.15
29/08/2005 15:30;29/08/2005 16:00;21.02
29/08/2005 16:00;29/08/2005 16:30;22.9
29/08/2005 16:30;29/08/2005 17:00;25
29/08/2005 17:00;29/08/2005 17:30;25.77
29/08/2005 17:30;29/08/2005 18:00;24.64
29/08/2005 18:00;29/08/2005 18:30;24.19
29/08/2005 18:30;29/08/2005 19:00;22.98
29/08/2005 19:00;29/08/2005 19:30;22.39
29/08/2005 19:30;29/08/2005 20:00;21.77
29/08/2005 20:00;29/08/2005 20:30;21.23
29/08/2005 20:30;29/08/2005 21:00;20.66
29/08/2005 21:00;29/08/2005 21:30;20.17
29/08/2005 21:30;29/08/2005 22:00;19.94
29/08/2005 22:00;29/08/2005 22:30;20.42
29/08/2005 22:30;29/08/2005 23:00;20.89
29/08/2005 23:00;29/08/2005 23:30;20.97
29/08/2005 23:30;30/08/2005 00:00;20.74
30/08/2005 00:00;30/08/2005 00:30;20.38
30/08/2005 00:30;30/08/2005 01:00;19.53
30/08/2005 01:00;30/08/2005 01:30;19.27
30/08/2005 01:30;30/08/2005 02:00;19.07
30/08/2005 02:00;30/08/2005 02:30;19.07
30/08/2005 02:30;30/08/2005 03:00;19.02
30/08/2005 03:00;30/08/2005 03:30;18.91
30/08/2005 03:30;30/08/2005 04:00;18.83
30/08/2005 04:00;30/08/2005 04:30;18.9
30/08/2005 04:30;30/08/2005 05:00;18.66
30/08/2005 05:00;30/08/2005 05:30;18.15
30/08/2005 05:30;30/08/2005 06:00;17.66
30/08/2005 06:00;30/08/2005 06:30;17.07
30/08/2005 06:30;30/08/2005 07:00;16.81
30/08/2005 07:00;30/08/2005 07:30;16.55
30/08/2005 07:30;30/08/2005 08:00;16.38
30/08/2005 08:00;30/08/2005 08:30;16.66
30/08/2005 08:30;30/08/2005 09:00;16.72
30/08/2005 09:00;30/08/2005 09:30;16.93
30/08/2005 09:30;30/08/2005 10:00;16.93
30/08/2005 10:00;30/08/2005 10:30;17.23
30/08/2005 10:30;30/08/2005 11:00;17.89
30/08/2005 11:00;30/08/2005 11:30;18.16
30/08/2005 11:30;30/08/2005 12:00;18.58
30/08/2005 12:00;30/08/2005 12:30;19
30/08/2005 12:30;30/08/2005 13:00;19.41
30/08/2005 13:00;30/08/2005 13:30;20.06
30/08/2005 13:30;30/08/2005 14:00;20.29
30/08/2005 14:00;30/08/2005 14:30;21.94
30/08/2005 14:30;30/08/2005 15:00;22.73
30/08/2005 15:00;30/08/2005 15:30;22.76
30/08/2005 15:30;30/08/2005 16:00;22.76
30/08/2005 16:00;30/08/2005 16:30;22.3
30/08/2005 16:30;30/08/2005 17:00;21.33
30/08/2005 17:00;30/08/2005 17:30;19.62
30/08/2005 17:30;30/08/2005 18:00;18.2
30/08/2005 18:00;30/08/2005 18:30;17.09
30/08/2005 18:30;30/08/2005 19:00;16.65
30/08/2005 19:00;30/08/2005 19:30;16.24
30/08/2005 19:30;30/08/2005 20:00;15.91
30/08/2005 20:00;30/08/2005 20:30;15.68
30/08/2005 20:30;30/08/2005 21:00;15.53
30/08/2005 21:00;30/08/2005 21:30;15.49
30/08/2005 21:30;30/08/2005 22:00;15.51
30/08/2005 22:00;30/08/2005 22:30;15.58
30/08/2005 22:30;30/08/2005 23:00;15.71
30/08/2005 23:00;30/08/2005 23:30;15.45
30/08/2005 23:30;31/08/2005 00:00;15.24
31/08/2005 00:00;31/08/2005 00:30;15.17
31/08/2005 00:30;31/08/2005 01:00;15.12
31/08/2005 01:00;31/08/2005 01:30;15.02
31/08/2005 01:30;31/08/2005 02:00;15.03
31/08/2005 02:00;31/08/2005 02:30;15.07
31/08/2005 02:30;31/08/2005 03:00;15.09
31/08/2005 03:00;31/08/2005 03:30;15.07
31/08/2005 03:30;31/08/2005 04:00;15.05
31/08/2005 04:00;31/08/2005 04:30;15.09
31/08/2005 04:30;31/08/2005 05:00;15.16
31/08/2005 05:00;31/08/2005 05:30;15.12
31/08/2005 05:30;31/08/2005 06:00;15.03
31/08/2005 06:00;31/08/2005 06:30;15.04
31/08/2005 06:30;31/08/2005 07:00;15.03
31/08/2005 07:00;31/08/2005 07:30;14.99
31/08/2005 07:30;31/08/2005 08:00;14.84
31/08/2005 08:00;31/08/2005 08:30;14.8
31/08/2005 08:30;31/08/2005 09:00;14.89
31/08/2005 09:00;31/08/2005 09:30;15.07
31/08/2005 09:30;31/08/2005 10:00;15.24
31/08/2005 10:00;31/08/2005 10:30;15.34
31/08/2005 10:30;31/08/2005 11:00;15.36
31/08/2005 11:00;31/08/2005 11:30;15.36
31/08/2005 11:30;31/08/2005 12:00;15.48
31/08/2005 12:00;31/08/2005 12:30;15.64
31/08/2005 12:30;31/08/2005 13:00;15.8
31/08/2005 13:00;31/08/2005 13:30;16.14
31/08/2005 13:30;31/08/2005 14:00;16.44
31/08/2005 14:00;31/08/2005 14:30;16.41
31/08/2005 14:30;31/08/2005 15:00;16.45
31/08/2005 15:00;31/08/2005 15:30;16.72
31/08/2005 15:30;31/08/2005 16:00;16.91
31/08/2005 16:00;31/08/2005 16:30;17.39
31/08/2005 16:30;31/08/2005 17:00;17.91
31/08/2005 17:00;31/08/2005 17:30;19.8
31/08/2005 17:30;31/08/2005 18:00;21.68
31/08/2005 18:00;31/08/2005 18:30;21.92
31/08/2005 18:30;31/08/2005 19:00;22.04
31/08/2005 19:00;31/08/2005 19:30;22.21
31/08/2005 19:30;31/08/2005 20:00;22.39
31/08/2005 20:00;31/08/2005 20:30;21.7
31/08/2005 20:30;31/08/2005 21:00;20.51
31/08/2005 21:00;31/08/2005 21:30;19.53
31/08/2005 21:30;31/08/2005 22:00;18.91
31/08/2005 22:00;31/08/2005 22:30;18.58
31/08/2005 22:30;31/08/2005 23:00;18.27
31/08/2005 23:00;31/08/2005 23:30;18.11
31/08/2005 23:30;01/09/2005 00:00;18.04
01/09/2005 00:00;01/09/2005 00:30;17.98
01/09/2005 00:30;01/09/2005 01:00;18.02
01/09/2005 01:00;01/09/2005 01:30;18.03
01/09/2005 01:30;01/09/2005 02:00;17.99
01/09/2005 02:00;01/09/2005 02:30;18.11
01/09/2005 02:30;01/09/2005 03:00;18.13
01/09/2005 03:00;01/09/2005 03:30;18.21
01/09/2005 03:30;01/09/2005 04:00;18.18
01/09/2005 04:00;01/09/2005 04:30;18.03
01/09/2005 04:30;01/09/2005 05:00;17.87
01/09/2005 05:00;01/09/2005 05:30;17.65
01/09/2005 05:30;01/09/2005 06:00;17.51
01/09/2005 06:00;01/09/2005 06:30;17.48
01/09/2005 06:30;01/09/2005 07:00;17.71
01/09/2005 07:00;01/09/2005 07:30;18
01/09/2005 07:30;01/09/2005 08:00;18.67
01/09/2005 08:00;01/09/2005 08:30;19.26
01/09/2005 08:30;01/09/2005 09:00;19.8
01/09/2005 09:00;01/09/2005 09:30;20.08
01/09/2005 09:30;01/09/2005 10:00;20.19
01/09/2005 10:00;01/09/2005 10:30;20.59
01/09/2005 10:30;01/09/2005 11:00;21.31
01/09/2005 11:00;01/09/2005 11:30;21.62
01/09/2005 11:30;01/09/2005 12:00;21.31
01/09/2005 12:00;01/09/2005 12:30;21.68
01/09/2005 12:30;01/09/2005 13:00;22.49
01/09/2005 13:00;01/09/2005 13:30;23.25
01/09/2005 13:30;01/09/2005 14:00;22.6
01/09/2005 14:00;01/09/2005 14:30;23.14
01/09/2005 14:30;01/09/2005 15:00;23.12
01/09/2005 15:00;01/09/2005 15:30;23.02
01/09/2005 15:30;01/09/2005 16:00;22.7
01/09/2005 16:00;01/09/2005 16:30;22.61
01/09/2005 16:30;01/09/2005 17:00;22.2
01/09/2005 17:00;01/09/2005 17:30;21.8
01/09/2005 17:30;01/09/2005 18:00;22.57
01/09/2005 18:00;01/09/2005 18:30;21.83
01/09/2005 18:30;01/09/2005 19:00;21
01/09/2005 19:00;01/09/2005 19:30;19.87
01/09/2005 19:30;01/09/2005 20:00;19.4
01/09/2005 20:00;01/09/2005 20:30;19.01
01/09/2005 20:30;01/09/2005 21:00;18.83
01/09/2005 21:00;01/09/2005 21:30;18.77
01/09/2005 21:30;01/09/2005 22:00;18.55
01/09/2005 22:00;01/09/2005 22:30;18.11
01/09/2005 22:30;01/09/2005 23:00;17.7
01/09/2005 23:00;01/09/2005 23:30;17.62
01/09/2005 23:30;02/09/2005 00:00;17.83
02/09/2005 00:00;02/09/2005 00:30;17.93
02/09/2005 00:30;02/09/2005 01:00;18.03
02/09/2005 01:00;02/09/2005 01:30;17.89
02/09/2005 01:30;02/09/2005 02:00;17.62
02/09/2005 02:00;02/09/2005 02:30;17.43
02/09/2005 02:30;02/09/2005 03:00;17.61
02/09/2005 03:00;02/09/2005 03:30;17.84
02/09/2005 03:30;02/09/2005 04:00;17.9
02/09/2005 04:00;02/09/2005 04:30;17.73
02/09/2005 04:30;02/09/2005 05:00;17.34
02/09/2005 05:00;02/09/2005 05:30;16.81
02/09/2005 05:30;02/09/2005 06:00;16.55
02/09/2005 06:00;02/09/2005 06:30;16.31
02/09/2005 06:30;02/09/2005 07:00;16.44
02/09/2005 07:00;02/09/2005 07:30;17.25
02/09/2005 07:30;02/09/2005 08:00;18.11
02/09/2005 08:00;02/09/2005 08:30;19.05
02/09/2005 08:30;02/09/2005 09:00;19.91
02/09/2005 09:00;02/09/2005 09:30;20.78
02/09/2005 09:30;02/09/2005 10:00;21.38
02/09/2005 10:00;02/09/2005 10:30;22.05
02/09/2005 10:30;02/09/2005 11:00;23
02/09/2005 11:00;02/09/2005 11:30;23.45
02/09/2005 11:30;02/09/2005 12:00;23.68
02/09/2005 12:00;02/09/2005 12:30;24.17
02/09/2005 12:30;02/09/2005 13:00;24.46
02/09/2005 13:00;02/09/2005 13:30;24.53
02/09/2005 13:30;02/09/2005 14:00;23.21
02/09/2005 14:00;02/09/2005 14:30;24.49
02/09/2005 14:30;02/09/2005 15:00;24.66
02/09/2005 15:00;02/09/2005 15:30;25.04
02/09/2005 15:30;02/09/2005 16:00;25.57
02/09/2005 16:00;02/09/2005 16:30;24.39
02/09/2005 16:30;02/09/2005 17:00;24.21
02/09/2005 17:00;02/09/2005 17:30;23.83
02/09/2005 17:30;02/09/2005 18:00;22.32
02/09/2005 18:00;02/09/2005 18:30;19.9
02/09/2005 18:30;02/09/2005 19:00;16.23
02/09/2005 19:00;02/09/2005 19:30;16.09
02/09/2005 19:30;02/09/2005 20:00;15.76
02/09/2005 20:00;02/09/2005 20:30;15.65
02/09/2005 20:30;02/09/2005 21:00;15.51
02/09/2005 21:00;02/09/2005 21:30;15.39
02/09/2005 21:30;02/09/2005 22:00;15.23
02/09/2005 22:00;02/09/2005 22:30;15.19
02/09/2005 22:30;02/09/2005 23:00;14.96
02/09/2005 23:00;02/09/2005 23:30;14.79
02/09/2005 23:30;03/09/2005 00:00;14.57
03/09/2005 00:00;03/09/2005 00:30;14.6
03/09/2005 00:30;03/09/2005 01:00;14.35
03/09/2005 01:00;03/09/2005 01:30;14.07
03/09/2005 01:30;03/09/2005 02:00;14.04
03/09/2005 02:00;03/09/2005 02:30;13.89
03/09/2005 02:30;03/09/2005 03:00;13.73
03/09/2005 03:00;03/09/2005 03:30;13.77
03/09/2005 03:30;03/09/2005 04:00;13.64
03/09/2005 04:00;03/09/2005 04:30;13.57
03/09/2005 04:30;03/09/2005 05:00;13.42
03/09/2005 05:00;03/09/2005 05:30;13.15
03/09/2005 05:30;03/09/2005 06:00;13.11
03/09/2005 06:00;03/09/2005 06:30;13.22
03/09/2005 06:30;03/09/2005 07:00;13.27
03/09/2005 07:00;03/09/2005 07:30;13.81
03/09/2005 07:30;03/09/2005 08:00;14.64
03/09/2005 08:00;03/09/2005 08:30;15.36
03/09/2005 08:30;03/09/2005 09:00;16.11
03/09/2005 09:00;03/09/2005 09:30;16.8
03/09/2005 09:30;03/09/2005 10:00;17.34
03/09/2005 10:00;03/09/2005 10:30;17.04
03/09/2005 10:30;03/09/2005 11:00;17.43
03/09/2005 11:00;03/09/2005 11:30;18.04
03/09/2005 11:30;03/09/2005 12:00;19.03
03/09/2005 12:00;03/09/2005 12:30;19.22
03/09/2005 12:30;03/09/2005 13:00;19.31
03/09/2005 13:00;03/09/2005 13:30;19.58
03/09/2005 13:30;03/09/2005 14:00;19.92
03/09/2005 14:00;03/09/2005 14:30;20.19
03/09/2005 14:30;03/09/2005 15:00;20.4
03/09/2005 15:00;03/09/2005 15:30;20.94
03/09/2005 15:30;03/09/2005 16:00;21.25
03/09/2005 16:00;03/09/2005 16:30;21.54
03/09/2005 16:30;03/09/2005 17:00;21.09
03/09/2005 17:00;03/09/2005 17:30;21.99
03/09/2005 17:30;03/09/2005 18:00;21.55
03/09/2005 18:00;03/09/2005 18:30;21.95
03/09/2005 18:30;03/09/2005 19:00;20.77
03/09/2005 19:00;03/09/2005 19:30;19.22
03/09/2005 19:30;03/09/2005 20:00;17.88
03/09/2005 20:00;03/09/2005 20:30;17.16
03/09/2005 20:30;03/09/2005 21:00;16.57
03/09/2005 21:00;03/09/2005 21:30;16.01
03/09/2005 21:30;03/09/2005 22:00;15.37
03/09/2005 22:00;03/09/2005 22:30;14.99
03/09/2005 22:30;03/09/2005 23:00;14.75
03/09/2005 23:00;03/09/2005 23:30;14.73
03/09/2005 23:30;04/09/2005 00:00;14.28
04/09/2005 00:00;04/09/2005 00:30;13.73
04/09/2005 00:30;04/09/2005 01:00;12.7
04/09/2005 01:00;04/09/2005 01:30;11.84
04/09/2005 01:30;04/09/2005 02:00;12.34
04/09/2005 02:00;04/09/2005 02:30;12.55
04/09/2005 02:30;04/09/2005 03:00;12.91
04/09/2005 03:00;04/09/2005 03:30;13.09
04/09/2005 03:30;04/09/2005 04:00;13.13
04/09/2005 04:00;04/09/2005 04:30;13.32
04/09/2005 04:30;04/09/2005 05:00;12.92
04/09/2005 05:00;04/09/2005 05:30;12.42
04/09/2005 05:30;04/09/2005 06:00;11.97
04/09/2005 06:00;04/09/2005 06:30;11.38
04/09/2005 06:30;04/09/2005 07:00;10.78
04/09/2005 07:00;04/09/2005 07:30;11.96
04/09/2005 07:30;04/09/2005 08:00;13.18
04/09/2005 08:00;04/09/2005 08:30;14.08
04/09/2005 08:30;04/09/2005 09:00;14.98
04/09/2005 09:00;04/09/2005 09:30;15.46
04/09/2005 09:30;04/09/2005 10:00;16.22
04/09/2005 10:00;04/09/2005 10:30;16.78
04/09/2005 10:30;04/09/2005 11:00;17.08
04/09/2005 11:00;04/09/2005 11:30;17.24
04/09/2005 11:30;04/09/2005 12:00;17.37
04/09/2005 12:00;04/09/2005 12:30;17.95
04/09/2005 12:30;04/09/2005 13:00;18.43
04/09/2005 13:00;04/09/2005 13:30;19.39
04/09/2005 13:30;04/09/2005 14:00;19.09
04/09/2005 14:00;04/09/2005 14:30;19.76
04/09/2005 14:30;04/09/2005 15:00;19.36
04/09/2005 15:00;04/09/2005 15:30;19.73
04/09/2005 15:30;04/09/2005 16:00;19.59
04/09/2005 16:00;04/09/2005 16:30;19.85
04/09/2005 16:30;04/09/2005 17:00;19.73
04/09/2005 17:00;04/09/2005 17:30;19.56
04/09/2005 17:30;04/09/2005 18:00;19.19
04/09/2005 18:00;04/09/2005 18:30;18.6
04/09/2005 18:30;04/09/2005 19:00;17.53
04/09/2005 19:00;04/09/2005 19:30;15.82
04/09/2005 19:30;04/09/2005 20:00;14.7
04/09/2005 20:00;04/09/2005 20:30;14.06
04/09/2005 20:30;04/09/2005 21:00;13.32
04/09/2005 21:00;04/09/2005 21:30;13.08
04/09/2005 21:30;04/09/2005 22:00;12.99
04/09/2005 22:00;04/09/2005 22:30;12.6
04/09/2005 22:30;04/09/2005 23:00;11.75
04/09/2005 23:00;04/09/2005 23:30;11.12
04/09/2005 23:30;05/09/2005 00:00;10.44
05/09/2005 00:00;05/09/2005 00:30;9.92
05/09/2005 00:30;05/09/2005 01:00;9.34
05/09/2005 01:00;05/09/2005 01:30;8.92
05/09/2005 01:30;05/09/2005 02:00;9.11
05/09/2005 02:00;05/09/2005 02:30;8.53
05/09/2005 02:30;05/09/2005 03:00;8.19
05/09/2005 03:00;05/09/2005 03:30;7.83
05/09/2005 03:30;05/09/2005 04:00;7.58
05/09/2005 04:00;05/09/2005 04:30;7.12
05/09/2005 04:30;05/09/2005 05:00;7.06
05/09/2005 05:00;05/09/2005 05:30;7.14
05/09/2005 05:30;05/09/2005 06:00;6.774
05/09/2005 06:00;05/09/2005 06:30;6.606
05/09/2005 06:30;05/09/2005 07:00;7.12
05/09/2005 07:00;05/09/2005 07:30;8.49
05/09/2005 07:30;05/09/2005 08:00;10.71
05/09/2005 08:00;05/09/2005 08:30;11.32
05/09/2005 08:30;05/09/2005 09:00;12.09
05/09/2005 09:00;05/09/2005 09:30;14.21
05/09/2005 09:30;05/09/2005 10:00;15
05/09/2005 10:00;05/09/2005 10:30;16.13
05/09/2005 10:30;05/09/2005 11:00;16.25
05/09/2005 11:00;05/09/2005 11:30;16.88
05/09/2005 11:30;05/09/2005 12:00;17.7
05/09/2005 12:00;05/09/2005 12:30;18.51
05/09/2005 12:30;05/09/2005 13:00;19.17
05/09/2005 13:00;05/09/2005 13:30;19.44
05/09/2005 13:30;05/09/2005 14:00;19.98
05/09/2005 14:00;05/09/2005 14:30;20.52
05/09/2005 14:30;05/09/2005 15:00;20.83
05/09/2005 15:00;05/09/2005 15:30;20.98
05/09/2005 15:30;05/09/2005 16:00;21.09
05/09/2005 16:00;05/09/2005 16:30;20.88
05/09/2005 16:30;05/09/2005 17:00;21.04
05/09/2005 17:00;05/09/2005 17:30;20.75
05/09/2005 17:30;05/09/2005 18:00;20.19
05/09/2005 18:00;05/09/2005 18:30;19.57
05/09/2005 18:30;05/09/2005 19:00;18.36
05/09/2005 19:00;05/09/2005 19:30;16.24
05/09/2005 19:30;05/09/2005 20:00;14.83
05/09/2005 20:00;05/09/2005 20:30;14.08
05/09/2005 20:30;05/09/2005 21:00;13.36
05/09/2005 21:00;05/09/2005 21:30;12.59
05/09/2005 21:30;05/09/2005 22:00;11.73
05/09/2005 22:00;05/09/2005 22:30;11.56
05/09/2005 22:30;05/09/2005 23:00;11.32
05/09/2005 23:00;05/09/2005 23:30;11.24
05/09/2005 23:30;06/09/2005 00:00;10.69
06/09/2005 00:00;06/09/2005 00:30;10.24
06/09/2005 00:30;06/09/2005 01:00;9.97
06/09/2005 01:00;06/09/2005 01:30;9.83
06/09/2005 01:30;06/09/2005 02:00;10.23
06/09/2005 02:00;06/09/2005 02:30;10.18
06/09/2005 02:30;06/09/2005 03:00;9.69
06/09/2005 03:00;06/09/2005 03:30;9.15
06/09/2005 03:30;06/09/2005 04:00;8.54
06/09/2005 04:00;06/09/2005 04:30;8.24
06/09/2005 04:30;06/09/2005 05:00;8.21
06/09/2005 05:00;06/09/2005 05:30;7.65
06/09/2005 05:30;06/09/2005 06:00;7.44
06/09/2005 06:00;06/09/2005 06:30;7.51
06/09/2005 06:30;06/09/2005 07:00;8.47
06/09/2005 07:00;06/09/2005 07:30;9.9
06/09/2005 07:30;06/09/2005 08:00;11.8
06/09/2005 08:00;06/09/2005 08:30;12.95
06/09/2005 08:30;06/09/2005 09:00;14.81
06/09/2005 09:00;06/09/2005 09:30;16.73
06/09/2005 09:30;06/09/2005 10:00;17.91
06/09/2005 10:00;06/09/2005 10:30;18.98
06/09/2005 10:30;06/09/2005 11:00;19.95
06/09/2005 11:00;06/09/2005 11:30;21
06/09/2005 11:30;06/09/2005 12:00;21.69
06/09/2005 12:00;06/09/2005 12:30;22.39
06/09/2005 12:30;06/09/2005 13:00;22.85
06/09/2005 13:00;06/09/2005 13:30;23.47
06/09/2005 13:30;06/09/2005 14:00;23.91
06/09/2005 14:00;06/09/2005 14:30;24.24
06/09/2005 14:30;06/09/2005 15:00;24.45
06/09/2005 15:00;06/09/2005 15:30;24.54
06/09/2005 15:30;06/09/2005 16:00;24.83
