Start Shift;End Shift;SoilTemp
29/08/2005 16:00;29/08/2005 16:30;22.55
29/08/2005 16:30;29/08/2005 17:00;23.44
29/08/2005 17:00;29/08/2005 17:30;23.51
29/08/2005 17:30;29/08/2005 18:00;23.23
29/08/2005 18:00;29/08/2005 18:30;22.93
29/08/2005 18:30;29/08/2005 19:00;22.53
29/08/2005 19:00;29/08/2005 19:30;22.10
29/08/2005 19:30;29/08/2005 20:00;21.72
29/08/2005 20:00;29/08/2005 20:30;21.35
29/08/2005 20:30;29/08/2005 21:00;20.96
29/08/2005 21:00;29/08/2005 21:30;20.67
29/08/2005 21:30;29/08/2005 22:00;20.36
29/08/2005 22:00;29/08/2005 22:30;20.25
29/08/2005 22:30;29/08/2005 23:00;20.21
29/08/2005 23:00;29/08/2005 23:30;20.16
29/08/2005 23:30;30/08/2005 00:00;20.08
30/08/2005 00:00;30/08/2005 00:30;19.95
30/08/2005 00:30;30/08/2005 01:00;19.70
30/08/2005 01:00;30/08/2005 01:30;19.51
30/08/2005 01:30;30/08/2005 02:00;19.35
30/08/2005 02:00;30/08/2005 02:30;19.26
30/08/2005 02:30;30/08/2005 03:00;19.26
30/08/2005 03:00;30/08/2005 03:30;19.21
30/08/2005 03:30;30/08/2005 04:00;19.14
30/08/2005 04:00;30/08/2005 04:30;19.16
30/08/2005 04:30;30/08/2005 05:00;19.10
30/08/2005 05:00;30/08/2005 05:30;18.89
30/08/2005 05:30;30/08/2005 06:00;18.62
30/08/2005 06:00;30/08/2005 06:30;18.31
30/08/2005 06:30;30/08/2005 07:00;18.07
30/08/2005 07:00;30/08/2005 07:30;18.00
30/08/2005 07:30;30/08/2005 08:00;18.02
30/08/2005 08:00;30/08/2005 08:30;18.28
30/08/2005 08:30;30/08/2005 09:00;18.36
30/08/2005 09:00;30/08/2005 09:30;18.44
30/08/2005 09:30;30/08/2005 10:00;18.40
30/08/2005 10:00;30/08/2005 10:30;18.31
30/08/2005 10:30;30/08/2005 11:00;19.10
30/08/2005 11:00;30/08/2005 11:30;19.45
30/08/2005 11:30;30/08/2005 12:00;20.12
30/08/2005 12:00;30/08/2005 12:30;20.56
30/08/2005 12:30;30/08/2005 13:00;20.76
30/08/2005 13:00;30/08/2005 13:30;20.88
30/08/2005 13:30;30/08/2005 14:00;20.86
30/08/2005 14:00;30/08/2005 14:30;22.08
30/08/2005 14:30;30/08/2005 15:00;23.16
30/08/2005 15:00;30/08/2005 15:30;23.11
30/08/2005 15:30;30/08/2005 16:00;22.35
30/08/2005 16:00;30/08/2005 16:30;22.28
30/08/2005 16:30;30/08/2005 17:00;22.07
30/08/2005 17:00;30/08/2005 17:30;21.47
30/08/2005 17:30;30/08/2005 18:00;20.51
30/08/2005 18:00;30/08/2005 18:30;19.49
30/08/2005 18:30;30/08/2005 19:00;18.77
30/08/2005 19:00;30/08/2005 19:30;18.31
30/08/2005 19:30;30/08/2005 20:00;17.85
30/08/2005 20:00;30/08/2005 20:30;17.32
30/08/2005 20:30;30/08/2005 21:00;16.98
30/08/2005 21:00;30/08/2005 21:30;16.88
30/08/2005 21:30;30/08/2005 22:00;16.76
30/08/2005 22:00;30/08/2005 22:30;16.71
30/08/2005 22:30;30/08/2005 23:00;16.68
30/08/2005 23:00;30/08/2005 23:30;16.56
30/08/2005 23:30;31/08/2005 00:00;16.38
31/08/2005 00:00;31/08/2005 00:30;16.26
31/08/2005 00:30;31/08/2005 01:00;16.17
31/08/2005 01:00;31/08/2005 01:30;16.08
31/08/2005 01:30;31/08/2005 02:00;16.00
31/08/2005 02:00;31/08/2005 02:30;15.98
31/08/2005 02:30;31/08/2005 03:00;15.95
31/08/2005 03:00;31/08/2005 03:30;15.91
31/08/2005 03:30;31/08/2005 04:00;15.86
31/08/2005 04:00;31/08/2005 04:30;15.85
31/08/2005 04:30;31/08/2005 05:00;15.86
31/08/2005 05:00;31/08/2005 05:30;15.83
31/08/2005 05:30;31/08/2005 06:00;15.79
31/08/2005 06:00;31/08/2005 06:30;15.77
31/08/2005 06:30;31/08/2005 07:00;15.75
31/08/2005 07:00;31/08/2005 07:30;15.75
31/08/2005 07:30;31/08/2005 08:00;15.72
31/08/2005 08:00;31/08/2005 08:30;15.69
31/08/2005 08:30;31/08/2005 09:00;15.73
31/08/2005 09:00;31/08/2005 09:30;15.81
31/08/2005 09:30;31/08/2005 10:00;15.96
31/08/2005 10:00;31/08/2005 10:30;16.05
31/08/2005 10:30;31/08/2005 11:00;16.13
31/08/2005 11:00;31/08/2005 11:30;16.12
31/08/2005 11:30;31/08/2005 12:00;16.13
31/08/2005 12:00;31/08/2005 12:30;16.13
31/08/2005 12:30;31/08/2005 13:00;16.23
31/08/2005 13:00;31/08/2005 13:30;16.33
31/08/2005 13:30;31/08/2005 14:00;16.49
31/08/2005 14:00;31/08/2005 14:30;16.53
31/08/2005 14:30;31/08/2005 15:00;16.54
31/08/2005 15:00;31/08/2005 15:30;16.64
31/08/2005 15:30;31/08/2005 16:00;16.76
31/08/2005 16:00;31/08/2005 16:30;16.99
31/08/2005 16:30;31/08/2005 17:00;17.25
31/08/2005 17:00;31/08/2005 17:30;17.90
31/08/2005 17:30;31/08/2005 18:00;18.96
31/08/2005 18:00;31/08/2005 18:30;19.54
31/08/2005 18:30;31/08/2005 19:00;19.92
31/08/2005 19:00;31/08/2005 19:30;20.15
31/08/2005 19:30;31/08/2005 20:00;20.39
31/08/2005 20:00;31/08/2005 20:30;20.27
31/08/2005 20:30;31/08/2005 21:00;19.83
31/08/2005 21:00;31/08/2005 21:30;19.30
31/08/2005 21:30;31/08/2005 22:00;18.90
31/08/2005 22:00;31/08/2005 22:30;18.62
31/08/2005 22:30;31/08/2005 23:00;18.38
31/08/2005 23:00;31/08/2005 23:30;18.17
31/08/2005 23:30;01/09/2005 00:00;18.00
01/09/2005 00:00;01/09/2005 00:30;17.84
01/09/2005 00:30;01/09/2005 01:00;17.73
01/09/2005 01:00;01/09/2005 01:30;17.65
01/09/2005 01:30;01/09/2005 02:00;17.58
01/09/2005 02:00;01/09/2005 02:30;17.52
01/09/2005 02:30;01/09/2005 03:00;17.54
01/09/2005 03:00;01/09/2005 03:30;17.56
01/09/2005 03:30;01/09/2005 04:00;17.52
01/09/2005 04:00;01/09/2005 04:30;17.45
01/09/2005 04:30;01/09/2005 05:00;17.31
01/09/2005 05:00;01/09/2005 05:30;18.45
01/09/2005 05:30;01/09/2005 06:00;18.17
01/09/2005 06:00;01/09/2005 06:30;17.76
01/09/2005 06:30;01/09/2005 07:00;19.24
01/09/2005 07:00;01/09/2005 07:30;19.02
01/09/2005 07:30;01/09/2005 08:00;19.95
01/09/2005 08:00;01/09/2005 08:30;20.80
01/09/2005 08:30;01/09/2005 09:00;21.66
01/09/2005 09:00;01/09/2005 09:30;22.17
01/09/2005 09:30;01/09/2005 10:00;22.22
01/09/2005 10:00;01/09/2005 10:30;22.27
01/09/2005 10:30;01/09/2005 11:00;20.84
01/09/2005 11:00;01/09/2005 11:30;21.30
01/09/2005 11:30;01/09/2005 12:00;20.62
01/09/2005 12:00;01/09/2005 12:30;20.73
01/09/2005 12:30;01/09/2005 13:00;21.65
01/09/2005 13:00;01/09/2005 13:30;22.78
01/09/2005 13:30;01/09/2005 14:00;21.79
01/09/2005 14:00;01/09/2005 14:30;22.28
01/09/2005 14:30;01/09/2005 15:00;21.84
01/09/2005 15:00;01/09/2005 15:30;21.54
01/09/2005 15:30;01/09/2005 16:00;20.99
01/09/2005 16:00;01/09/2005 16:30;20.72
01/09/2005 16:30;01/09/2005 17:00;20.31
01/09/2005 17:00;01/09/2005 17:30;19.89
01/09/2005 17:30;01/09/2005 18:00;20.11
01/09/2005 18:00;01/09/2005 18:30;19.56
01/09/2005 18:30;01/09/2005 19:00;18.92
01/09/2005 19:00;01/09/2005 19:30;18.28
01/09/2005 19:30;01/09/2005 20:00;17.87
01/09/2005 20:00;01/09/2005 20:30;17.58
01/09/2005 20:30;01/09/2005 21:00;17.38
01/09/2005 21:00;01/09/2005 21:30;17.24
01/09/2005 21:30;01/09/2005 22:00;17.11
01/09/2005 22:00;01/09/2005 22:30;16.95
01/09/2005 22:30;01/09/2005 23:00;16.78
01/09/2005 23:00;01/09/2005 23:30;16.68
01/09/2005 23:30;02/09/2005 00:00;16.68
02/09/2005 00:00;02/09/2005 00:30;16.67
02/09/2005 00:30;02/09/2005 01:00;16.65
02/09/2005 01:00;02/09/2005 01:30;16.60
02/09/2005 01:30;02/09/2005 02:00;16.53
02/09/2005 02:00;02/09/2005 02:30;16.48
02/09/2005 02:30;02/09/2005 03:00;16.54
02/09/2005 03:00;02/09/2005 03:30;16.65
02/09/2005 03:30;02/09/2005 04:00;16.73
02/09/2005 04:00;02/09/2005 04:30;16.72
02/09/2005 04:30;02/09/2005 05:00;16.58
02/09/2005 05:00;02/09/2005 05:30;16.34
02/09/2005 05:30;02/09/2005 06:00;16.20
02/09/2005 06:00;02/09/2005 06:30;16.07
02/09/2005 06:30;02/09/2005 07:00;16.12
02/09/2005 07:00;02/09/2005 07:30;16.45
02/09/2005 07:30;02/09/2005 08:00;16.98
02/09/2005 08:00;02/09/2005 08:30;17.86
02/09/2005 08:30;02/09/2005 09:00;18.70
02/09/2005 09:00;02/09/2005 09:30;19.64
02/09/2005 09:30;02/09/2005 10:00;20.56
02/09/2005 10:00;02/09/2005 10:30;21.35
02/09/2005 10:30;02/09/2005 11:00;22.22
02/09/2005 11:00;02/09/2005 11:30;22.55
02/09/2005 11:30;02/09/2005 12:00;22.80
02/09/2005 12:00;02/09/2005 12:30;22.92
02/09/2005 12:30;02/09/2005 13:00;22.83
02/09/2005 13:00;02/09/2005 13:30;22.59
02/09/2005 13:30;02/09/2005 14:00;21.27
02/09/2005 14:00;02/09/2005 14:30;22.71
02/09/2005 14:30;02/09/2005 15:00;23.27
02/09/2005 15:00;02/09/2005 15:30;23.44
02/09/2005 15:30;02/09/2005 16:00;23.29
02/09/2005 16:00;02/09/2005 16:30;21.88
02/09/2005 16:30;02/09/2005 17:00;21.19
02/09/2005 17:00;02/09/2005 17:30;20.52
02/09/2005 17:30;02/09/2005 18:00;19.79
02/09/2005 18:00;02/09/2005 18:30;18.70
02/09/2005 18:30;02/09/2005 19:00;17.74
02/09/2005 19:00;02/09/2005 19:30;17.41
02/09/2005 19:30;02/09/2005 20:00;16.93
02/09/2005 20:00;02/09/2005 20:30;16.56
02/09/2005 20:30;02/09/2005 21:00;16.29
02/09/2005 21:00;02/09/2005 21:30;16.07
02/09/2005 21:30;02/09/2005 22:00;15.86
02/09/2005 22:00;02/09/2005 22:30;15.68
02/09/2005 22:30;02/09/2005 23:00;15.44
02/09/2005 23:00;02/09/2005 23:30;15.21
02/09/2005 23:30;03/09/2005 00:00;15.00
03/09/2005 00:00;03/09/2005 00:30;14.84
03/09/2005 00:30;03/09/2005 01:00;14.68
03/09/2005 01:00;03/09/2005 01:30;14.52
03/09/2005 01:30;03/09/2005 02:00;14.40
03/09/2005 02:00;03/09/2005 02:30;14.26
03/09/2005 02:30;03/09/2005 03:00;14.15
03/09/2005 03:00;03/09/2005 03:30;14.23
03/09/2005 03:30;03/09/2005 04:00;14.13
03/09/2005 04:00;03/09/2005 04:30;14.05
03/09/2005 04:30;03/09/2005 05:00;13.97
03/09/2005 05:00;03/09/2005 05:30;13.71
03/09/2005 05:30;03/09/2005 06:00;13.58
03/09/2005 06:00;03/09/2005 06:30;13.55
03/09/2005 06:30;03/09/2005 07:00;13.59
03/09/2005 07:00;03/09/2005 07:30;13.89
03/09/2005 07:30;03/09/2005 08:00;14.46
03/09/2005 08:00;03/09/2005 08:30;15.25
03/09/2005 08:30;03/09/2005 09:00;16.27
03/09/2005 09:00;03/09/2005 09:30;17.29
03/09/2005 09:30;03/09/2005 10:00;18.09
03/09/2005 10:00;03/09/2005 10:30;17.55
03/09/2005 10:30;03/09/2005 11:00;17.68
03/09/2005 11:00;03/09/2005 11:30;18.19
03/09/2005 11:30;03/09/2005 12:00;19.61
03/09/2005 12:00;03/09/2005 12:30;19.71
03/09/2005 12:30;03/09/2005 13:00;19.72
03/09/2005 13:00;03/09/2005 13:30;19.96
03/09/2005 13:30;03/09/2005 14:00;20.37
03/09/2005 14:00;03/09/2005 14:30;20.70
03/09/2005 14:30;03/09/2005 15:00;20.33
03/09/2005 15:00;03/09/2005 15:30;20.63
03/09/2005 15:30;03/09/2005 16:00;20.66
03/09/2005 16:00;03/09/2005 16:30;20.62
03/09/2005 16:30;03/09/2005 17:00;19.89
03/09/2005 17:00;03/09/2005 17:30;20.14
03/09/2005 17:30;03/09/2005 18:00;19.67
03/09/2005 18:00;03/09/2005 18:30;19.61
03/09/2005 18:30;03/09/2005 19:00;18.85
03/09/2005 19:00;03/09/2005 19:30;18.03
03/09/2005 19:30;03/09/2005 20:00;17.28
03/09/2005 20:00;03/09/2005 20:30;16.74
03/09/2005 20:30;03/09/2005 21:00;16.35
03/09/2005 21:00;03/09/2005 21:30;15.97
03/09/2005 21:30;03/09/2005 22:00;15.57
03/09/2005 22:00;03/09/2005 22:30;15.30
03/09/2005 22:30;03/09/2005 23:00;15.01
03/09/2005 23:00;03/09/2005 23:30;14.89
03/09/2005 23:30;04/09/2005 00:00;14.65
04/09/2005 00:00;04/09/2005 00:30;14.36
04/09/2005 00:30;04/09/2005 01:00;13.80
04/09/2005 01:00;04/09/2005 01:30;13.35
04/09/2005 01:30;04/09/2005 02:00;13.32
04/09/2005 02:00;04/09/2005 02:30;13.29
04/09/2005 02:30;04/09/2005 03:00;13.34
04/09/2005 03:00;04/09/2005 03:30;13.34
04/09/2005 03:30;04/09/2005 04:00;13.32
04/09/2005 04:00;04/09/2005 04:30;13.34
04/09/2005 04:30;04/09/2005 05:00;13.19
04/09/2005 05:00;04/09/2005 05:30;12.83
04/09/2005 05:30;04/09/2005 06:00;12.49
04/09/2005 06:00;04/09/2005 06:30;12.07
04/09/2005 06:30;04/09/2005 07:00;11.80
04/09/2005 07:00;04/09/2005 07:30;12.18
04/09/2005 07:30;04/09/2005 08:00;12.89
04/09/2005 08:00;04/09/2005 08:30;13.89
04/09/2005 08:30;04/09/2005 09:00;15.18
04/09/2005 09:00;04/09/2005 09:30;16.39
04/09/2005 09:30;04/09/2005 10:00;17.48
04/09/2005 10:00;04/09/2005 10:30;18.61
04/09/2005 10:30;04/09/2005 11:00;18.99
04/09/2005 11:00;04/09/2005 11:30;18.79
04/09/2005 11:30;04/09/2005 12:00;18.99
04/09/2005 12:00;04/09/2005 12:30;19.72
04/09/2005 12:30;04/09/2005 13:00;20.30
04/09/2005 13:00;04/09/2005 13:30;22.38
04/09/2005 13:30;04/09/2005 14:00;21.57
04/09/2005 14:00;04/09/2005 14:30;22.01
04/09/2005 14:30;04/09/2005 15:00;21.11
04/09/2005 15:00;04/09/2005 15:30;21.43
04/09/2005 15:30;04/09/2005 16:00;20.77
04/09/2005 16:00;04/09/2005 16:30;20.65
04/09/2005 16:30;04/09/2005 17:00;20.03
04/09/2005 17:00;04/09/2005 17:30;19.31
04/09/2005 17:30;04/09/2005 18:00;18.44
04/09/2005 18:00;04/09/2005 18:30;17.41
04/09/2005 18:30;04/09/2005 19:00;16.55
04/09/2005 19:00;04/09/2005 19:30;15.56
04/09/2005 19:30;04/09/2005 20:00;14.87
04/09/2005 20:00;04/09/2005 20:30;14.39
04/09/2005 20:30;04/09/2005 21:00;13.97
04/09/2005 21:00;04/09/2005 21:30;13.65
04/09/2005 21:30;04/09/2005 22:00;13.44
04/09/2005 22:00;04/09/2005 22:30;13.15
04/09/2005 22:30;04/09/2005 23:00;12.69
04/09/2005 23:00;04/09/2005 23:30;12.31
04/09/2005 23:30;05/09/2005 00:00;11.94
05/09/2005 00:00;05/09/2005 00:30;11.61
05/09/2005 00:30;05/09/2005 01:00;11.22
05/09/2005 01:00;05/09/2005 01:30;10.90
05/09/2005 01:30;05/09/2005 02:00;10.77
05/09/2005 02:00;05/09/2005 02:30;10.47
05/09/2005 02:30;05/09/2005 03:00;10.21
05/09/2005 03:00;05/09/2005 03:30;9.97
05/09/2005 03:30;05/09/2005 04:00;9.71
05/09/2005 04:00;05/09/2005 04:30;9.37
05/09/2005 04:30;05/09/2005 05:00;9.17
05/09/2005 05:00;05/09/2005 05:30;9.04
05/09/2005 05:30;05/09/2005 06:00;8.82
05/09/2005 06:00;05/09/2005 06:30;8.69
05/09/2005 06:30;05/09/2005 07:00;8.81
05/09/2005 07:00;05/09/2005 07:30;9.36
05/09/2005 07:30;05/09/2005 08:00;10.29
05/09/2005 08:00;05/09/2005 08:30;11.35
05/09/2005 08:30;05/09/2005 09:00;12.87
05/09/2005 09:00;05/09/2005 09:30;14.38
05/09/2005 09:30;05/09/2005 10:00;15.78
05/09/2005 10:00;05/09/2005 10:30;17.09
05/09/2005 10:30;05/09/2005 11:00;18.34
05/09/2005 11:00;05/09/2005 11:30;19.53
05/09/2005 11:30;05/09/2005 12:00;20.51
05/09/2005 12:00;05/09/2005 12:30;21.15
05/09/2005 12:30;05/09/2005 13:00;21.70
05/09/2005 13:00;05/09/2005 13:30;21.96
05/09/2005 13:30;05/09/2005 14:00;22.05
05/09/2005 14:00;05/09/2005 14:30;22.26
05/09/2005 14:30;05/09/2005 15:00;22.29
05/09/2005 15:00;05/09/2005 15:30;21.99
05/09/2005 15:30;05/09/2005 16:00;21.72
05/09/2005 16:00;05/09/2005 16:30;21.30
05/09/2005 16:30;05/09/2005 17:00;20.78
05/09/2005 17:00;05/09/2005 17:30;19.91
05/09/2005 17:30;05/09/2005 18:00;18.77
05/09/2005 18:00;05/09/2005 18:30;17.71
05/09/2005 18:30;05/09/2005 19:00;16.78
05/09/2005 19:00;05/09/2005 19:30;15.86
05/09/2005 19:30;05/09/2005 20:00;15.14
05/09/2005 20:00;05/09/2005 20:30;14.62
05/09/2005 20:30;05/09/2005 21:00;14.17
05/09/2005 21:00;05/09/2005 21:30;13.74
05/09/2005 21:30;05/09/2005 22:00;13.29
05/09/2005 22:00;05/09/2005 22:30;12.97
05/09/2005 22:30;05/09/2005 23:00;12.67
05/09/2005 23:00;05/09/2005 23:30;12.49
05/09/2005 23:30;06/09/2005 00:00;12.21
06/09/2005 00:00;06/09/2005 00:30;11.89
06/09/2005 00:30;06/09/2005 01:00;11.64
06/09/2005 01:00;06/09/2005 01:30;11.46
06/09/2005 01:30;06/09/2005 02:00;11.38
06/09/2005 02:00;06/09/2005 02:30;11.19
06/09/2005 02:30;06/09/2005 03:00;10.95
06/09/2005 03:00;06/09/2005 03:30;10.69
06/09/2005 03:30;06/09/2005 04:00;10.37
06/09/2005 04:00;06/09/2005 04:30;10.10
06/09/2005 04:30;06/09/2005 05:00;9.88
06/09/2005 05:00;06/09/2005 05:30;9.64
06/09/2005 05:30;06/09/2005 06:00;9.47
06/09/2005 06:00;06/09/2005 06:30;9.37
06/09/2005 06:30;06/09/2005 07:00;9.67
06/09/2005 07:00;06/09/2005 07:30;10.31
06/09/2005 07:30;06/09/2005 08:00;11.18
06/09/2005 08:00;06/09/2005 08:30;12.88
06/09/2005 08:30;06/09/2005 09:00;16.34
06/09/2005 09:00;06/09/2005 09:30;20.94
06/09/2005 09:30;06/09/2005 10:00;21.96
06/09/2005 10:00;06/09/2005 10:30;23.68
06/09/2005 10:30;06/09/2005 11:00;21.64
06/09/2005 11:00;06/09/2005 11:30;19.07
06/09/2005 11:30;06/09/2005 12:00;19.85
06/09/2005 12:00;06/09/2005 12:30;20.46
06/09/2005 12:30;06/09/2005 13:00;20.95
06/09/2005 13:00;06/09/2005 13:30;21.42
06/09/2005 13:30;06/09/2005 14:00;21.84
06/09/2005 14:00;06/09/2005 14:30;22.19
06/09/2005 14:30;06/09/2005 15:00;22.19
06/09/2005 15:00;06/09/2005 15:30;22.02
06/09/2005 15:30;06/09/2005 16:00;21.86
06/09/2005 16:00;06/09/2005 16:30;21.71
06/09/2005 16:30;06/09/2005 17:00;21.16
