Start;End;AirTemp
20/05/2002 13:00;20/05/2002 14:00;21.26
20/05/2002 14:00;20/05/2002 15:00;20.27
20/05/2002 15:00;20/05/2002 16:00;20.28
20/05/2002 16:00;20/05/2002 17:00;18.31
20/05/2002 17:00;20/05/2002 18:00;16.88
20/05/2002 18:00;20/05/2002 19:00;15.03
20/05/2002 19:00;20/05/2002 20:00;13.22
20/05/2002 20:00;20/05/2002 21:00;12.02
20/05/2002 21:00;20/05/2002 22:00;10.76
20/05/2002 22:00;20/05/2002 23:00;10.41
20/05/2002 23:00;21/05/2002 00:00;9.89
21/05/2002 00:00;21/05/2002 01:00;9.03
21/05/2002 01:00;21/05/2002 02:00;8.27
21/05/2002 02:00;21/05/2002 03:00;7.42
21/05/2002 03:00;21/05/2002 04:00;6.792
21/05/2002 04:00;21/05/2002 05:00;6.284
21/05/2002 05:00;21/05/2002 06:00;6.113
21/05/2002 06:00;21/05/2002 07:00;6.763
21/05/2002 07:00;21/05/2002 08:00;10.27
21/05/2002 08:00;21/05/2002 09:00;12.6
21/05/2002 09:00;21/05/2002 10:00;13.8
21/05/2002 10:00;21/05/2002 11:00;17.57
21/05/2002 11:00;21/05/2002 12:00;20.31
21/05/2002 12:00;21/05/2002 13:00;19.64
21/05/2002 13:00;21/05/2002 14:00;16.08
21/05/2002 14:00;21/05/2002 15:00;16.95
21/05/2002 15:00;21/05/2002 16:00;17.48
21/05/2002 16:00;21/05/2002 17:00;17.84
21/05/2002 17:00;21/05/2002 18:00;15.71
21/05/2002 18:00;21/05/2002 19:00;14.12
21/05/2002 19:00;21/05/2002 20:00;13.32
21/05/2002 20:00;21/05/2002 21:00;12.05
21/05/2002 21:00;21/05/2002 22:00;10.4
21/05/2002 22:00;21/05/2002 23:00;9.1
21/05/2002 23:00;22/05/2002 00:00;8.15
22/05/2002 00:00;22/05/2002 01:00;7.53
22/05/2002 01:00;22/05/2002 02:00;6.727
22/05/2002 02:00;22/05/2002 03:00;6.114
22/05/2002 03:00;22/05/2002 04:00;5.872
22/05/2002 04:00;22/05/2002 05:00;5.633
22/05/2002 05:00;22/05/2002 06:00;5.496
22/05/2002 06:00;22/05/2002 07:00;6.34
22/05/2002 07:00;22/05/2002 08:00;9.96
22/05/2002 08:00;22/05/2002 09:00;13.62
22/05/2002 09:00;22/05/2002 10:00;16.99
22/05/2002 10:00;22/05/2002 11:00;19.65
22/05/2002 11:00;22/05/2002 12:00;21.61
22/05/2002 12:00;22/05/2002 13:00;22.82
22/05/2002 13:00;22/05/2002 14:00;23.74
22/05/2002 14:00;22/05/2002 15:00;24.05
22/05/2002 15:00;22/05/2002 16:00;23.93
22/05/2002 16:00;22/05/2002 17:00;22.54
22/05/2002 17:00;22/05/2002 18:00;21.03
22/05/2002 18:00;22/05/2002 19:00;20.15
22/05/2002 19:00;22/05/2002 20:00;19.12
22/05/2002 20:00;22/05/2002 21:00;17.72
22/05/2002 21:00;22/05/2002 22:00;16.43
22/05/2002 22:00;22/05/2002 23:00;15.48
22/05/2002 23:00;23/05/2002 00:00;14.61
23/05/2002 00:00;23/05/2002 01:00;13.75
23/05/2002 01:00;23/05/2002 02:00;12.85
23/05/2002 02:00;23/05/2002 03:00;12.15
23/05/2002 03:00;23/05/2002 04:00;11.68
23/05/2002 04:00;23/05/2002 05:00;11.31
23/05/2002 05:00;23/05/2002 06:00;10.93
23/05/2002 06:00;23/05/2002 07:00;11.47
23/05/2002 07:00;23/05/2002 08:00;14.25
23/05/2002 08:00;23/05/2002 09:00;17.3
23/05/2002 09:00;23/05/2002 10:00;21.13
23/05/2002 10:00;23/05/2002 11:00;22.58
23/05/2002 11:00;23/05/2002 12:00;23.68
23/05/2002 12:00;23/05/2002 13:00;24.91
23/05/2002 13:00;23/05/2002 14:00;25.9
23/05/2002 14:00;23/05/2002 15:00;26.22
23/05/2002 15:00;23/05/2002 16:00;26.12
23/05/2002 16:00;23/05/2002 17:00;25.6
23/05/2002 17:00;23/05/2002 18:00;24.56
23/05/2002 18:00;23/05/2002 19:00;23.84
23/05/2002 19:00;23/05/2002 20:00;22.91
23/05/2002 20:00;23/05/2002 21:00;20.85
23/05/2002 21:00;23/05/2002 22:00;18.87
23/05/2002 22:00;23/05/2002 23:00;17.47
23/05/2002 23:00;24/05/2002 00:00;15.49
24/05/2002 00:00;24/05/2002 01:00;13.81
24/05/2002 01:00;24/05/2002 02:00;13.52
24/05/2002 02:00;24/05/2002 03:00;14.29
24/05/2002 03:00;24/05/2002 04:00;15.31
24/05/2002 04:00;24/05/2002 05:00;16.17
24/05/2002 05:00;24/05/2002 06:00;17.89
24/05/2002 06:00;24/05/2002 07:00;18.74
24/05/2002 07:00;24/05/2002 08:00;19.12
24/05/2002 08:00;24/05/2002 09:00;18.49
24/05/2002 09:00;24/05/2002 10:00;17.91
24/05/2002 10:00;24/05/2002 11:00;17.95
24/05/2002 11:00;24/05/2002 12:00;18.2
24/05/2002 12:00;24/05/2002 13:00;18.64
24/05/2002 13:00;24/05/2002 14:00;18.03
24/05/2002 14:00;24/05/2002 15:00;17.89
24/05/2002 15:00;24/05/2002 16:00;17.46
24/05/2002 16:00;24/05/2002 17:00;17.08
24/05/2002 17:00;24/05/2002 18:00;16.83
24/05/2002 18:00;24/05/2002 19:00;15.52
24/05/2002 19:00;24/05/2002 20:00;14.42
24/05/2002 20:00;24/05/2002 21:00;13.69
24/05/2002 21:00;24/05/2002 22:00;11.28
24/05/2002 22:00;24/05/2002 23:00;8.69
24/05/2002 23:00;25/05/2002 00:00;6.552
25/05/2002 00:00;25/05/2002 01:00;4.397
25/05/2002 01:00;25/05/2002 02:00;3.165
25/05/2002 02:00;25/05/2002 03:00;2.794
25/05/2002 03:00;25/05/2002 04:00;2.335
25/05/2002 04:00;25/05/2002 05:00;1.796
25/05/2002 05:00;25/05/2002 06:00;1.765
25/05/2002 06:00;25/05/2002 07:00;2.511
25/05/2002 07:00;25/05/2002 08:00;7.11
25/05/2002 08:00;25/05/2002 09:00;11.48
25/05/2002 09:00;25/05/2002 10:00;14.68
25/05/2002 10:00;25/05/2002 11:00;17.1
25/05/2002 11:00;25/05/2002 12:00;18.98
25/05/2002 12:00;25/05/2002 13:00;20.24
25/05/2002 13:00;25/05/2002 14:00;21.35
25/05/2002 14:00;25/05/2002 15:00;21.81
25/05/2002 15:00;25/05/2002 16:00;21.52
25/05/2002 16:00;25/05/2002 17:00;20.18
25/05/2002 17:00;25/05/2002 18:00;18.18
25/05/2002 18:00;25/05/2002 19:00;16.7
25/05/2002 19:00;25/05/2002 20:00;15.22
25/05/2002 20:00;25/05/2002 21:00;12.48
25/05/2002 21:00;25/05/2002 22:00;9.69
25/05/2002 22:00;25/05/2002 23:00;8.24
25/05/2002 23:00;26/05/2002 00:00;7.96
26/05/2002 00:00;26/05/2002 01:00;7.34
26/05/2002 01:00;26/05/2002 02:00;7.68
26/05/2002 02:00;26/05/2002 03:00;8.34
26/05/2002 03:00;26/05/2002 04:00;8.77
26/05/2002 04:00;26/05/2002 05:00;9.38
26/05/2002 05:00;26/05/2002 06:00;9.54
26/05/2002 06:00;26/05/2002 07:00;9.82
26/05/2002 07:00;26/05/2002 08:00;10.12
26/05/2002 08:00;26/05/2002 09:00;10.78
26/05/2002 09:00;26/05/2002 10:00;11.72
26/05/2002 10:00;26/05/2002 11:00;12.85
26/05/2002 11:00;26/05/2002 12:00;14.76
26/05/2002 12:00;26/05/2002 13:00;17.26
26/05/2002 13:00;26/05/2002 14:00;19.01
26/05/2002 14:00;26/05/2002 15:00;20.6
26/05/2002 15:00;26/05/2002 16:00;21.53
26/05/2002 16:00;26/05/2002 17:00;21.03
26/05/2002 17:00;26/05/2002 18:00;19.92
26/05/2002 18:00;26/05/2002 19:00;18.67
26/05/2002 19:00;26/05/2002 20:00;17.04
26/05/2002 20:00;26/05/2002 21:00;14.71
26/05/2002 21:00;26/05/2002 22:00;12.37
26/05/2002 22:00;26/05/2002 23:00;10.79
26/05/2002 23:00;27/05/2002 00:00;9.76
27/05/2002 00:00;27/05/2002 01:00;9.27
27/05/2002 01:00;27/05/2002 02:00;9.09
27/05/2002 02:00;27/05/2002 03:00;9.42
27/05/2002 03:00;27/05/2002 04:00;9.11
27/05/2002 04:00;27/05/2002 05:00;8.63
27/05/2002 05:00;27/05/2002 06:00;8.99
27/05/2002 06:00;27/05/2002 07:00;10.77
27/05/2002 07:00;27/05/2002 08:00;14.29
27/05/2002 08:00;27/05/2002 09:00;17.22
27/05/2002 09:00;27/05/2002 10:00;18.38
27/05/2002 10:00;27/05/2002 11:00;17.61
27/05/2002 11:00;27/05/2002 12:00;17.37
27/05/2002 12:00;27/05/2002 13:00;16.77
27/05/2002 13:00;27/05/2002 14:00;16.86
27/05/2002 14:00;27/05/2002 15:00;16.36
27/05/2002 15:00;27/05/2002 16:00;15.75
27/05/2002 16:00;27/05/2002 17:00;15.66
27/05/2002 17:00;27/05/2002 18:00;16.55
27/05/2002 18:00;27/05/2002 19:00;17.21
27/05/2002 19:00;27/05/2002 20:00;16.74
27/05/2002 20:00;27/05/2002 21:00;14.92
27/05/2002 21:00;27/05/2002 22:00;12.92
27/05/2002 22:00;27/05/2002 23:00;11.26
27/05/2002 23:00;28/05/2002 00:00;10.44
28/05/2002 00:00;28/05/2002 01:00;10.06
28/05/2002 01:00;28/05/2002 02:00;9.68
28/05/2002 02:00;28/05/2002 03:00;10.18
28/05/2002 03:00;28/05/2002 04:00;10.95
28/05/2002 04:00;28/05/2002 05:00;11.59
28/05/2002 05:00;28/05/2002 06:00;11.79
28/05/2002 06:00;28/05/2002 07:00;12.19
28/05/2002 07:00;28/05/2002 08:00;13.56
28/05/2002 08:00;28/05/2002 09:00;17.13
28/05/2002 09:00;28/05/2002 10:00;21.8
28/05/2002 10:00;28/05/2002 11:00;25.35
28/05/2002 11:00;28/05/2002 12:00;27.36
28/05/2002 12:00;28/05/2002 13:00;28.94
28/05/2002 13:00;28/05/2002 14:00;29.57
28/05/2002 14:00;28/05/2002 15:00;29.33
28/05/2002 15:00;28/05/2002 16:00;28.52
28/05/2002 16:00;28/05/2002 17:00;26.79
28/05/2002 17:00;28/05/2002 18:00;24.72
28/05/2002 18:00;28/05/2002 19:00;23.08
28/05/2002 19:00;28/05/2002 20:00;21.54
28/05/2002 20:00;28/05/2002 21:00;19.06
28/05/2002 21:00;28/05/2002 22:00;16.31
28/05/2002 22:00;28/05/2002 23:00;14.27
28/05/2002 23:00;29/05/2002 00:00;13.52
29/05/2002 00:00;29/05/2002 01:00;13.8
29/05/2002 01:00;29/05/2002 02:00;13.7
29/05/2002 02:00;29/05/2002 03:00;13.12
29/05/2002 03:00;29/05/2002 04:00;12.85
29/05/2002 04:00;29/05/2002 05:00;13.81
29/05/2002 05:00;29/05/2002 06:00;14.54
29/05/2002 06:00;29/05/2002 07:00;15.63
29/05/2002 07:00;29/05/2002 08:00;15.79
29/05/2002 08:00;29/05/2002 09:00;16.02
29/05/2002 09:00;29/05/2002 10:00;17.1
29/05/2002 10:00;29/05/2002 11:00;20.12
29/05/2002 11:00;29/05/2002 12:00;24.71
29/05/2002 12:00;29/05/2002 13:00;27.68
29/05/2002 13:00;29/05/2002 15:00;29.4
29/05/2002 15:00;29/05/2002 16:00;28.28
29/05/2002 16:00;29/05/2002 17:00;27.12
29/05/2002 17:00;29/05/2002 18:00;25.91
29/05/2002 18:00;29/05/2002 19:00;24.39
29/05/2002 19:00;29/05/2002 20:00;22.69
29/05/2002 20:00;29/05/2002 21:00;20.79
29/05/2002 21:00;29/05/2002 22:00;19.72
29/05/2002 22:00;29/05/2002 23:00;18.41
29/05/2002 23:00;30/05/2002 00:00;16.87
30/05/2002 00:00;30/05/2002 01:00;15.51
30/05/2002 01:00;30/05/2002 02:00;14.55
30/05/2002 02:00;30/05/2002 03:00;14.15
30/05/2002 03:00;30/05/2002 04:00;14.5
30/05/2002 04:00;30/05/2002 05:00;15.3
30/05/2002 05:00;30/05/2002 06:00;16.02
30/05/2002 06:00;30/05/2002 07:00;16.35
30/05/2002 07:00;30/05/2002 08:00;17.19
30/05/2002 08:00;30/05/2002 09:00;17.92
30/05/2002 09:00;30/05/2002 10:00;18.28
30/05/2002 10:00;30/05/2002 11:00;18.89
30/05/2002 11:00;30/05/2002 12:00;19.91
30/05/2002 12:00;30/05/2002 13:00;20.74
30/05/2002 13:00;30/05/2002 14:00;22.26
30/05/2002 14:00;30/05/2002 15:00;21.5
30/05/2002 15:00;30/05/2002 16:00;22.06
30/05/2002 16:00;30/05/2002 17:00;21.02
30/05/2002 17:00;30/05/2002 18:00;20.62
30/05/2002 18:00;30/05/2002 19:00;20.61
30/05/2002 19:00;30/05/2002 20:00;20.14
30/05/2002 20:00;30/05/2002 21:00;19.3
30/05/2002 21:00;30/05/2002 22:00;18.69
30/05/2002 22:00;30/05/2002 23:00;18.26
30/05/2002 23:00;31/05/2002 00:00;17.91
31/05/2002 00:00;31/05/2002 01:00;17.37
31/05/2002 01:00;31/05/2002 02:00;16.59
31/05/2002 02:00;31/05/2002 03:00;16.49
31/05/2002 03:00;31/05/2002 04:00;16.76
31/05/2002 04:00;31/05/2002 05:00;16.93
31/05/2002 05:00;31/05/2002 06:00;16.87
31/05/2002 06:00;31/05/2002 07:00;17
31/05/2002 07:00;31/05/2002 08:00;17.31
31/05/2002 08:00;31/05/2002 09:00;17.57
31/05/2002 09:00;31/05/2002 10:00;18.16
31/05/2002 10:00;31/05/2002 11:00;18.46
31/05/2002 11:00;31/05/2002 12:00;19.48
31/05/2002 12:00;31/05/2002 13:00;21.99
31/05/2002 13:00;31/05/2002 14:00;23.84
31/05/2002 14:00;31/05/2002 15:00;23.34
31/05/2002 15:00;31/05/2002 16:00;20.15
31/05/2002 16:00;31/05/2002 17:00;19.16
31/05/2002 17:00;31/05/2002 18:00;19.27
31/05/2002 18:00;31/05/2002 19:00;19.38
31/05/2002 19:00;31/05/2002 20:00;18.39
31/05/2002 20:00;31/05/2002 21:00;17.12
31/05/2002 21:00;31/05/2002 22:00;16.22
31/05/2002 22:00;31/05/2002 23:00;15.75
31/05/2002 23:00;01/06/2002 00:00;15.36
01/06/2002 00:00;01/06/2002 01:00;14.75
01/06/2002 01:00;01/06/2002 02:00;13.99
01/06/2002 02:00;01/06/2002 03:00;13.08
01/06/2002 03:00;01/06/2002 04:00;12.98
01/06/2002 04:00;01/06/2002 05:00;12.87
01/06/2002 05:00;01/06/2002 06:00;12.45
01/06/2002 06:00;01/06/2002 07:00;12.49
01/06/2002 07:00;01/06/2002 08:00;13.52
01/06/2002 08:00;01/06/2002 09:00;15.43
01/06/2002 09:00;01/06/2002 10:00;18.24
01/06/2002 10:00;01/06/2002 11:00;19.42
01/06/2002 11:00;01/06/2002 12:00;20.15
01/06/2002 12:00;01/06/2002 13:00;19.41
01/06/2002 13:00;01/06/2002 14:00;17.53
01/06/2002 14:00;01/06/2002 15:00;17.25
01/06/2002 15:00;01/06/2002 16:00;17.96
01/06/2002 16:00;01/06/2002 17:00;17.66
01/06/2002 17:00;01/06/2002 18:00;16.56
01/06/2002 18:00;01/06/2002 19:00;15.56
01/06/2002 19:00;01/06/2002 20:00;14.09
01/06/2002 20:00;01/06/2002 21:00;12.64
01/06/2002 21:00;01/06/2002 22:00;11.03
01/06/2002 22:00;01/06/2002 23:00;9.24
01/06/2002 23:00;02/06/2002 00:00;7.64
02/06/2002 00:00;02/06/2002 01:00;6.6
02/06/2002 01:00;02/06/2002 02:00;6.359
02/06/2002 02:00;02/06/2002 03:00;6.5
02/06/2002 03:00;02/06/2002 04:00;5.984
02/06/2002 04:00;02/06/2002 05:00;5.185
02/06/2002 05:00;02/06/2002 06:00;4.764
02/06/2002 06:00;02/06/2002 07:00;5.43
02/06/2002 07:00;02/06/2002 08:00;7.29
02/06/2002 08:00;02/06/2002 09:00;8.87
02/06/2002 09:00;02/06/2002 10:00;8.86
02/06/2002 10:00;02/06/2002 11:00;8.86
02/06/2002 11:00;02/06/2002 12:00;8.81
02/06/2002 12:00;02/06/2002 13:00;10.07
02/06/2002 13:00;02/06/2002 14:00;11.51
02/06/2002 14:00;02/06/2002 15:00;11.4
02/06/2002 15:00;02/06/2002 16:00;12.24
02/06/2002 16:00;02/06/2002 17:00;11.68
02/06/2002 17:00;02/06/2002 18:00;10.89
02/06/2002 18:00;02/06/2002 19:00;9.76
02/06/2002 19:00;02/06/2002 20:00;8.53
02/06/2002 20:00;02/06/2002 21:00;7.41
02/06/2002 21:00;02/06/2002 22:00;6.509
02/06/2002 22:00;02/06/2002 23:00;5.915
02/06/2002 23:00;03/06/2002 00:00;5.496
03/06/2002 00:00;03/06/2002 01:00;4.785
03/06/2002 01:00;03/06/2002 02:00;4.442
03/06/2002 02:00;03/06/2002 03:00;4.349
03/06/2002 03:00;03/06/2002 04:00;3.368
03/06/2002 04:00;03/06/2002 05:00;2.948
03/06/2002 05:00;03/06/2002 06:00;2.649
03/06/2002 06:00;03/06/2002 07:00;2.731
03/06/2002 07:00;03/06/2002 08:00;5.28
03/06/2002 08:00;03/06/2002 09:00;7.15
03/06/2002 09:00;03/06/2002 10:00;7.57
03/06/2002 10:00;03/06/2002 11:00;9.36
03/06/2002 11:00;03/06/2002 12:00;12.24
03/06/2002 12:00;03/06/2002 13:00;13.99
03/06/2002 13:00;03/06/2002 14:00;15.16
03/06/2002 14:00;03/06/2002 15:00;15.7
03/06/2002 15:00;03/06/2002 16:00;15.39
03/06/2002 16:00;03/06/2002 17:00;14.03
03/06/2002 17:00;03/06/2002 18:00;12.34
03/06/2002 18:00;03/06/2002 19:00;10.93
03/06/2002 19:00;03/06/2002 20:00;9.56
03/06/2002 20:00;03/06/2002 21:00;7.47
03/06/2002 21:00;03/06/2002 22:00;5.319
03/06/2002 22:00;03/06/2002 23:00;3.592
03/06/2002 23:00;04/06/2002 00:00;2.502
04/06/2002 00:00;04/06/2002 01:00;1.616
04/06/2002 01:00;04/06/2002 02:00;1.337
04/06/2002 02:00;04/06/2002 03:00;0.921
04/06/2002 03:00;04/06/2002 04:00;0.075
04/06/2002 04:00;04/06/2002 05:00;-0.608
04/06/2002 05:00;04/06/2002 06:00;-0.838
04/06/2002 06:00;04/06/2002 07:00;0.006
04/06/2002 07:00;04/06/2002 08:00;4.129
04/06/2002 08:00;04/06/2002 09:00;8.53
04/06/2002 09:00;04/06/2002 10:00;12.11
04/06/2002 10:00;04/06/2002 11:00;15.82
04/06/2002 11:00;04/06/2002 12:00;17.22
04/06/2002 12:00;04/06/2002 13:00;18.26
04/06/2002 13:00;04/06/2002 14:00;20.62
04/06/2002 14:00;04/06/2002 15:00;20.78
04/06/2002 15:00;04/06/2002 16:00;20.69
04/06/2002 16:00;04/06/2002 17:00;19.02
04/06/2002 17:00;04/06/2002 18:00;17.54
04/06/2002 18:00;04/06/2002 19:00;16.69
04/06/2002 19:00;04/06/2002 20:00;15.4
04/06/2002 20:00;04/06/2002 21:00;13.87
04/06/2002 21:00;04/06/2002 22:00;12.65
04/06/2002 22:00;04/06/2002 23:00;11.92
04/06/2002 23:00;05/06/2002 00:00;11.33
05/06/2002 00:00;05/06/2002 01:00;10.58
