Start Shift;End Shift;Radiation
06/09/2005 21:30;06/09/2005 22:00;0
06/09/2005 22:00;06/09/2005 22:30;0
06/09/2005 22:30;06/09/2005 23:00;0
06/09/2005 23:00;06/09/2005 23:30;0
06/09/2005 23:30;07/09/2005 00:00;0
07/09/2005 00:00;07/09/2005 00:30;0
07/09/2005 00:30;07/09/2005 01:00;0
07/09/2005 01:00;07/09/2005 01:30;0
07/09/2005 01:30;07/09/2005 02:00;0
07/09/2005 02:00;07/09/2005 02:30;0
07/09/2005 02:30;07/09/2005 03:00;0
07/09/2005 03:00;07/09/2005 03:30;0
07/09/2005 03:30;07/09/2005 04:00;0
07/09/2005 04:00;07/09/2005 04:30;0
07/09/2005 04:30;07/09/2005 05:00;0
07/09/2005 05:00;07/09/2005 05:30;0
07/09/2005 05:30;07/09/2005 06:00;0
07/09/2005 06:00;07/09/2005 06:30;0.013
07/09/2005 06:30;07/09/2005 07:00;0.064
07/09/2005 07:00;07/09/2005 07:30;0.131
07/09/2005 07:30;07/09/2005 08:00;0.206
07/09/2005 08:00;07/09/2005 08:30;0.285
07/09/2005 08:30;07/09/2005 09:00;0.373
07/09/2005 09:00;07/09/2005 09:30;0.447
07/09/2005 09:30;07/09/2005 10:00;0.516
07/09/2005 10:00;07/09/2005 10:30;0.577
07/09/2005 10:30;07/09/2005 11:00;0.634
07/09/2005 11:00;07/09/2005 11:30;0.68
07/09/2005 11:30;07/09/2005 12:00;0.713
07/09/2005 12:00;07/09/2005 12:30;0.731
07/09/2005 12:30;07/09/2005 13:00;0.73
07/09/2005 13:00;07/09/2005 13:30;0.632
07/09/2005 13:30;07/09/2005 14:00;0.599
07/09/2005 14:00;07/09/2005 14:30;0.378
07/09/2005 14:30;07/09/2005 15:00;0.499
07/09/2005 15:00;07/09/2005 15:30;0.581
07/09/2005 15:30;07/09/2005 16:00;0.511
07/09/2005 16:00;07/09/2005 16:30;0.408
07/09/2005 16:30;07/09/2005 17:00;0.347
07/09/2005 17:00;07/09/2005 17:30;0.252
07/09/2005 17:30;07/09/2005 18:00;0.17
07/09/2005 18:00;07/09/2005 18:30;0.088
07/09/2005 18:30;07/09/2005 19:00;0.027
07/09/2005 19:00;07/09/2005 19:30;0.002
07/09/2005 19:30;07/09/2005 20:00;0
07/09/2005 20:00;07/09/2005 20:30;0
07/09/2005 20:30;07/09/2005 21:00;0
07/09/2005 21:00;07/09/2005 21:30;0
07/09/2005 21:30;07/09/2005 22:00;0
07/09/2005 22:00;07/09/2005 22:30;0
07/09/2005 22:30;07/09/2005 23:00;0
07/09/2005 23:00;07/09/2005 23:30;0
07/09/2005 23:30;08/09/2005 00:00;0
08/09/2005 00:00;08/09/2005 00:30;0
08/09/2005 00:30;08/09/2005 01:00;0
08/09/2005 01:00;08/09/2005 01:30;0
08/09/2005 01:30;08/09/2005 02:00;0
08/09/2005 02:00;08/09/2005 02:30;0
08/09/2005 02:30;08/09/2005 03:00;0
08/09/2005 03:00;08/09/2005 03:30;0
08/09/2005 03:30;08/09/2005 04:00;0
08/09/2005 04:00;08/09/2005 04:30;0
08/09/2005 04:30;08/09/2005 05:00;0
08/09/2005 05:00;08/09/2005 05:30;0
08/09/2005 05:30;08/09/2005 06:00;0
08/09/2005 06:00;08/09/2005 06:30;0.003
08/09/2005 06:30;08/09/2005 07:00;0.036
08/09/2005 07:00;08/09/2005 07:30;0.084
08/09/2005 07:30;08/09/2005 08:00;0.129
08/09/2005 08:00;08/09/2005 08:30;0.132
08/09/2005 08:30;08/09/2005 09:00;0.126
08/09/2005 09:00;08/09/2005 09:30;0.183
08/09/2005 09:30;08/09/2005 10:00;0.205
08/09/2005 10:00;08/09/2005 10:30;0.158
08/09/2005 10:30;08/09/2005 11:00;0.091
08/09/2005 11:00;08/09/2005 11:30;0.017
08/09/2005 11:30;08/09/2005 12:00;0.055
08/09/2005 12:00;08/09/2005 12:30;0.092
08/09/2005 12:30;08/09/2005 13:00;0.112
08/09/2005 13:00;08/09/2005 13:30;0.182
08/09/2005 13:30;08/09/2005 14:00;0.184
08/09/2005 14:00;08/09/2005 14:30;0.056
08/09/2005 14:30;08/09/2005 15:00;0.031
08/09/2005 15:00;08/09/2005 15:30;0.05
08/09/2005 15:30;08/09/2005 16:00;0.057
08/09/2005 16:00;08/09/2005 16:30;0.033
08/09/2005 16:30;08/09/2005 17:00;0.019
08/09/2005 17:00;08/09/2005 17:30;0.018
08/09/2005 17:30;08/09/2005 18:00;0.016
08/09/2005 18:00;08/09/2005 18:30;0.009
08/09/2005 18:30;08/09/2005 19:00;0.003
08/09/2005 19:00;08/09/2005 19:30;0.001
08/09/2005 19:30;08/09/2005 20:00;0
08/09/2005 20:00;08/09/2005 20:30;0
08/09/2005 20:30;08/09/2005 21:00;0
08/09/2005 21:00;08/09/2005 21:30;0
08/09/2005 21:30;08/09/2005 22:00;0
08/09/2005 22:00;08/09/2005 22:30;0
08/09/2005 22:30;08/09/2005 23:00;0
08/09/2005 23:00;08/09/2005 23:30;0
08/09/2005 23:30;09/09/2005 00:00;0
09/09/2005 00:00;09/09/2005 00:30;0
09/09/2005 00:30;09/09/2005 01:00;0
09/09/2005 01:00;09/09/2005 01:30;0
09/09/2005 01:30;09/09/2005 02:00;0
09/09/2005 02:00;09/09/2005 02:30;0
09/09/2005 02:30;09/09/2005 03:00;0
09/09/2005 03:00;09/09/2005 03:30;0
09/09/2005 03:30;09/09/2005 04:00;0
09/09/2005 04:00;09/09/2005 04:30;0
09/09/2005 04:30;09/09/2005 05:00;0
09/09/2005 05:00;09/09/2005 05:30;0
09/09/2005 05:30;09/09/2005 06:00;0
09/09/2005 06:00;09/09/2005 06:30;0.001
09/09/2005 06:30;09/09/2005 07:00;0.012
09/09/2005 07:00;09/09/2005 07:30;0.027
09/09/2005 07:30;09/09/2005 08:00;0.027
09/09/2005 08:00;09/09/2005 08:30;0.048
09/09/2005 08:30;09/09/2005 09:00;0.068
09/09/2005 09:00;09/09/2005 09:30;0.109
09/09/2005 09:30;09/09/2005 10:00;0.52
09/09/2005 10:00;09/09/2005 10:30;0.575
09/09/2005 10:30;09/09/2005 11:00;0.557
09/09/2005 11:00;09/09/2005 11:30;0.587
09/09/2005 11:30;09/09/2005 12:00;0.583
09/09/2005 12:00;09/09/2005 12:30;0.611
09/09/2005 12:30;09/09/2005 13:00;0.502
09/09/2005 13:00;09/09/2005 13:30;0.655
09/09/2005 13:30;09/09/2005 14:00;0.558
09/09/2005 14:00;09/09/2005 14:30;0.669
09/09/2005 14:30;09/09/2005 15:00;0.489
09/09/2005 15:00;09/09/2005 15:30;0.613
09/09/2005 15:30;09/09/2005 16:00;0.301
09/09/2005 16:00;09/09/2005 16:30;0.276
09/09/2005 16:30;09/09/2005 17:00;0.187
09/09/2005 17:00;09/09/2005 17:30;0.244
09/09/2005 17:30;09/09/2005 18:00;0.116
09/09/2005 18:00;09/09/2005 18:30;0.104
09/09/2005 18:30;09/09/2005 19:00;0.02
09/09/2005 19:00;09/09/2005 19:30;0.002
09/09/2005 19:30;09/09/2005 20:00;0
09/09/2005 20:00;09/09/2005 20:30;0
09/09/2005 20:30;09/09/2005 21:00;0
09/09/2005 21:00;09/09/2005 21:30;0
09/09/2005 21:30;09/09/2005 22:00;0
09/09/2005 22:00;09/09/2005 22:30;0
09/09/2005 22:30;09/09/2005 23:00;0
09/09/2005 23:00;09/09/2005 23:30;0
09/09/2005 23:30;10/09/2005 00:00;0
10/09/2005 00:00;10/09/2005 00:30;0
10/09/2005 00:30;10/09/2005 01:00;0
10/09/2005 01:00;10/09/2005 01:30;0
10/09/2005 01:30;10/09/2005 02:00;0
10/09/2005 02:00;10/09/2005 02:30;0
10/09/2005 02:30;10/09/2005 03:00;0
10/09/2005 03:00;10/09/2005 03:30;0
10/09/2005 03:30;10/09/2005 04:00;0
10/09/2005 04:00;10/09/2005 04:30;0
10/09/2005 04:30;10/09/2005 05:00;0
10/09/2005 05:00;10/09/2005 05:30;0
10/09/2005 05:30;10/09/2005 06:00;0
10/09/2005 06:00;10/09/2005 06:30;0.011
10/09/2005 06:30;10/09/2005 07:00;0.069
10/09/2005 07:00;10/09/2005 07:30;0.139
10/09/2005 07:30;10/09/2005 08:00;0.218
10/09/2005 08:00;10/09/2005 08:30;0.307
10/09/2005 08:30;10/09/2005 09:00;0.39
10/09/2005 09:00;10/09/2005 09:30;0.47
10/09/2005 09:30;10/09/2005 10:00;0.543
10/09/2005 10:00;10/09/2005 10:30;0.604
10/09/2005 10:30;10/09/2005 11:00;0.588
10/09/2005 11:00;10/09/2005 11:30;0.734
10/09/2005 11:30;10/09/2005 12:00;0.768
10/09/2005 12:00;10/09/2005 12:30;0.794
10/09/2005 12:30;10/09/2005 13:00;0.767
10/09/2005 13:00;10/09/2005 13:30;0.621
10/09/2005 13:30;10/09/2005 14:00;0.61
10/09/2005 14:00;10/09/2005 14:30;0.719
10/09/2005 14:30;10/09/2005 15:00;0.682
10/09/2005 15:00;10/09/2005 15:30;0.632
10/09/2005 15:30;10/09/2005 16:00;0.427
10/09/2005 16:00;10/09/2005 16:30;0.45
10/09/2005 16:30;10/09/2005 17:00;0.32
10/09/2005 17:00;10/09/2005 17:30;0.286
10/09/2005 17:30;10/09/2005 18:00;0.182
10/09/2005 18:00;10/09/2005 18:30;0.077
10/09/2005 18:30;10/09/2005 19:00;0.021
10/09/2005 19:00;10/09/2005 19:30;0.002
10/09/2005 19:30;10/09/2005 20:00;0
10/09/2005 20:00;10/09/2005 20:30;0
10/09/2005 20:30;10/09/2005 21:00;0
10/09/2005 21:00;10/09/2005 21:30;0
10/09/2005 21:30;10/09/2005 22:00;0
10/09/2005 22:00;10/09/2005 22:30;0
10/09/2005 22:30;10/09/2005 23:00;0
10/09/2005 23:00;10/09/2005 23:30;0
10/09/2005 23:30;11/09/2005 00:00;0
11/09/2005 00:00;11/09/2005 00:30;0
11/09/2005 00:30;11/09/2005 01:00;0
11/09/2005 01:00;11/09/2005 01:30;0
11/09/2005 01:30;11/09/2005 02:00;0
11/09/2005 02:00;11/09/2005 02:30;0
11/09/2005 02:30;11/09/2005 03:00;0
11/09/2005 03:00;11/09/2005 03:30;0
11/09/2005 03:30;11/09/2005 04:00;0
11/09/2005 04:00;11/09/2005 04:30;0
11/09/2005 04:30;11/09/2005 05:00;0
11/09/2005 05:00;11/09/2005 05:30;0
11/09/2005 05:30;11/09/2005 06:00;0
11/09/2005 06:00;11/09/2005 06:30;0.012
11/09/2005 06:30;11/09/2005 07:00;0.076
11/09/2005 07:00;11/09/2005 07:30;0.142
11/09/2005 07:30;11/09/2005 08:00;0.177
11/09/2005 08:00;11/09/2005 08:30;0.278
11/09/2005 08:30;11/09/2005 09:00;0.36
11/09/2005 09:00;11/09/2005 09:30;0.426
11/09/2005 09:30;11/09/2005 10:00;0.506
11/09/2005 10:00;11/09/2005 10:30;0.586
11/09/2005 10:30;11/09/2005 11:00;0.639
11/09/2005 11:00;11/09/2005 11:30;0.627
11/09/2005 11:30;11/09/2005 12:00;0.416
11/09/2005 12:00;11/09/2005 12:30;0.494
11/09/2005 12:30;11/09/2005 13:00;0.397
11/09/2005 13:00;11/09/2005 13:30;0.357
11/09/2005 13:30;11/09/2005 14:00;0.487
11/09/2005 14:00;11/09/2005 14:30;0.32
11/09/2005 14:30;11/09/2005 15:00;0.183
11/09/2005 15:00;11/09/2005 15:30;0.194
11/09/2005 15:30;11/09/2005 16:00;0.167
11/09/2005 16:00;11/09/2005 16:30;0.331
11/09/2005 16:30;11/09/2005 17:00;0.213
11/09/2005 17:00;11/09/2005 17:30;0.154
11/09/2005 17:30;11/09/2005 18:00;0.083
11/09/2005 18:00;11/09/2005 18:30;0.044
11/09/2005 18:30;11/09/2005 19:00;0.023
11/09/2005 19:00;11/09/2005 19:30;0.004
11/09/2005 19:30;11/09/2005 20:00;0
11/09/2005 20:00;11/09/2005 20:30;0
11/09/2005 20:30;11/09/2005 21:00;0
11/09/2005 21:00;11/09/2005 21:30;0
11/09/2005 21:30;11/09/2005 22:00;0
11/09/2005 22:00;11/09/2005 22:30;0
11/09/2005 22:30;11/09/2005 23:00;0
11/09/2005 23:00;11/09/2005 23:30;0
11/09/2005 23:30;12/09/2005 00:00;0
12/09/2005 00:00;12/09/2005 00:30;0
12/09/2005 00:30;12/09/2005 01:00;0
12/09/2005 01:00;12/09/2005 01:30;0
12/09/2005 01:30;12/09/2005 02:00;0
12/09/2005 02:00;12/09/2005 02:30;0
12/09/2005 02:30;12/09/2005 03:00;0
12/09/2005 03:00;12/09/2005 03:30;0
12/09/2005 03:30;12/09/2005 04:00;0
12/09/2005 04:00;12/09/2005 04:30;0
12/09/2005 04:30;12/09/2005 05:00;0
12/09/2005 05:00;12/09/2005 05:30;0
12/09/2005 05:30;12/09/2005 06:00;0
12/09/2005 06:00;12/09/2005 06:30;0.004
12/09/2005 06:30;12/09/2005 07:00;0.03
12/09/2005 07:00;12/09/2005 07:30;0.079
12/09/2005 07:30;12/09/2005 08:00;0.16
12/09/2005 08:00;12/09/2005 08:30;0.259
12/09/2005 08:30;12/09/2005 09:00;0.352
12/09/2005 09:00;12/09/2005 09:30;0.436
12/09/2005 09:30;12/09/2005 10:00;0.514
12/09/2005 10:00;12/09/2005 10:30;0.581
12/09/2005 10:30;12/09/2005 11:00;0.634
12/09/2005 11:00;12/09/2005 11:30;0.678
12/09/2005 11:30;12/09/2005 12:00;0.707
12/09/2005 12:00;12/09/2005 12:30;0.72
12/09/2005 12:30;12/09/2005 13:00;0.725
12/09/2005 13:00;12/09/2005 13:30;0.716
12/09/2005 13:30;12/09/2005 14:00;0.692
12/09/2005 14:00;12/09/2005 14:30;0.656
12/09/2005 14:30;12/09/2005 15:00;0.61
12/09/2005 15:00;12/09/2005 15:30;0.554
12/09/2005 15:30;12/09/2005 16:00;0.488
12/09/2005 16:00;12/09/2005 16:30;0.415
12/09/2005 16:30;12/09/2005 17:00;0.335
12/09/2005 17:00;12/09/2005 17:30;0.25
12/09/2005 17:30;12/09/2005 18:00;0.169
12/09/2005 18:00;12/09/2005 18:30;0.093
12/09/2005 18:30;12/09/2005 19:00;0.02
12/09/2005 19:00;12/09/2005 19:30;0.001
12/09/2005 19:30;12/09/2005 20:00;0
12/09/2005 20:00;12/09/2005 20:30;0
12/09/2005 20:30;12/09/2005 21:00;0
12/09/2005 21:00;12/09/2005 21:30;0
12/09/2005 21:30;12/09/2005 22:00;0
12/09/2005 22:00;12/09/2005 22:30;0
12/09/2005 22:30;12/09/2005 23:00;0
12/09/2005 23:00;12/09/2005 23:30;0
12/09/2005 23:30;13/09/2005 00:00;0
13/09/2005 00:00;13/09/2005 00:30;0
13/09/2005 00:30;13/09/2005 01:00;0
13/09/2005 01:00;13/09/2005 01:30;0
13/09/2005 01:30;13/09/2005 02:00;0
13/09/2005 02:00;13/09/2005 02:30;0
13/09/2005 02:30;13/09/2005 03:00;0
13/09/2005 03:00;13/09/2005 03:30;0
13/09/2005 03:30;13/09/2005 04:00;0
13/09/2005 04:00;13/09/2005 04:30;0
13/09/2005 04:30;13/09/2005 05:00;0
13/09/2005 05:00;13/09/2005 05:30;0
13/09/2005 05:30;13/09/2005 06:00;0
13/09/2005 06:00;13/09/2005 06:30;0.003
13/09/2005 06:30;13/09/2005 07:00;0.013
13/09/2005 07:00;13/09/2005 07:30;0.019
13/09/2005 07:30;13/09/2005 08:00;0.036
13/09/2005 08:00;13/09/2005 08:30;0.102
13/09/2005 08:30;13/09/2005 09:00;0.202
13/09/2005 09:00;13/09/2005 09:30;0.222
13/09/2005 09:30;13/09/2005 10:00;0.158
13/09/2005 10:00;13/09/2005 10:30;0.159
13/09/2005 10:30;13/09/2005 11:00;0.184
13/09/2005 11:00;13/09/2005 11:30;0.223
13/09/2005 11:30;13/09/2005 12:00;0.272
13/09/2005 12:00;13/09/2005 12:30;0.406
13/09/2005 12:30;13/09/2005 13:00;0.414
13/09/2005 13:00;13/09/2005 13:30;0.44
13/09/2005 13:30;13/09/2005 14:00;0.529
13/09/2005 14:00;13/09/2005 14:30;0.578
13/09/2005 14:30;13/09/2005 15:00;0.53
13/09/2005 15:00;13/09/2005 15:30;0.44
13/09/2005 15:30;13/09/2005 16:00;0.378
13/09/2005 16:00;13/09/2005 16:30;0.311
13/09/2005 16:30;13/09/2005 17:00;0.22
13/09/2005 17:00;13/09/2005 17:30;0.175
13/09/2005 17:30;13/09/2005 18:00;0.109
13/09/2005 18:00;13/09/2005 18:30;0.047
13/09/2005 18:30;13/09/2005 19:00;0.012
13/09/2005 19:00;13/09/2005 19:30;0.001
13/09/2005 19:30;13/09/2005 20:00;0
13/09/2005 20:00;13/09/2005 20:30;0
13/09/2005 20:30;13/09/2005 21:00;0
13/09/2005 21:00;13/09/2005 21:30;0
13/09/2005 21:30;13/09/2005 22:00;0
13/09/2005 22:00;13/09/2005 22:30;0
13/09/2005 22:30;13/09/2005 23:00;0
13/09/2005 23:00;13/09/2005 23:30;0
13/09/2005 23:30;14/09/2005 00:00;0
14/09/2005 00:00;14/09/2005 00:30;0
14/09/2005 00:30;14/09/2005 01:00;0
14/09/2005 01:00;14/09/2005 01:30;0
14/09/2005 01:30;14/09/2005 02:00;0
14/09/2005 02:00;14/09/2005 02:30;0
14/09/2005 02:30;14/09/2005 03:00;0
14/09/2005 03:00;14/09/2005 03:30;0
14/09/2005 03:30;14/09/2005 04:00;0
14/09/2005 04:00;14/09/2005 04:30;0
14/09/2005 04:30;14/09/2005 05:00;0
14/09/2005 05:00;14/09/2005 05:30;0
14/09/2005 05:30;14/09/2005 06:00;0
14/09/2005 06:00;14/09/2005 06:30;0.004
14/09/2005 06:30;14/09/2005 07:00;0.031
14/09/2005 07:00;14/09/2005 07:30;0.065
14/09/2005 07:30;14/09/2005 08:00;0.146
14/09/2005 08:00;14/09/2005 08:30;0.233
14/09/2005 08:30;14/09/2005 09:00;0.305
14/09/2005 09:00;14/09/2005 09:30;0.386
14/09/2005 09:30;14/09/2005 10:00;0.445
14/09/2005 10:00;14/09/2005 10:30;0.41
14/09/2005 10:30;14/09/2005 11:00;0.569
14/09/2005 11:00;14/09/2005 11:30;0.61
14/09/2005 11:30;14/09/2005 12:00;0.597
14/09/2005 12:00;14/09/2005 12:30;0.635
14/09/2005 12:30;14/09/2005 13:00;0.655
14/09/2005 13:00;14/09/2005 13:30;0.653
14/09/2005 13:30;14/09/2005 14:00;0.639
14/09/2005 14:00;14/09/2005 14:30;0.472
14/09/2005 14:30;14/09/2005 15:00;0.558
14/09/2005 15:00;14/09/2005 15:30;0.455
14/09/2005 15:30;14/09/2005 16:00;0.43
14/09/2005 16:00;14/09/2005 16:30;0.353
14/09/2005 16:30;14/09/2005 17:00;0.269
14/09/2005 17:00;14/09/2005 17:30;0.19
14/09/2005 17:30;14/09/2005 18:00;0.115
14/09/2005 18:00;14/09/2005 18:30;0.05
14/09/2005 18:30;14/09/2005 19:00;0.009
14/09/2005 19:00;14/09/2005 19:30;0
14/09/2005 19:30;14/09/2005 20:00;0
14/09/2005 20:00;14/09/2005 20:30;0
14/09/2005 20:30;14/09/2005 21:00;0
14/09/2005 21:00;14/09/2005 21:30;0
14/09/2005 21:30;14/09/2005 22:00;0
14/09/2005 22:00;14/09/2005 22:30;0
14/09/2005 22:30;14/09/2005 23:00;0
14/09/2005 23:00;14/09/2005 23:30;0
14/09/2005 23:30;15/09/2005 00:00;0
15/09/2005 00:00;15/09/2005 00:30;0
15/09/2005 00:30;15/09/2005 01:00;0
15/09/2005 01:00;15/09/2005 01:30;0
15/09/2005 01:30;15/09/2005 02:00;0
15/09/2005 02:00;15/09/2005 02:30;0
15/09/2005 02:30;15/09/2005 03:00;0
15/09/2005 03:00;15/09/2005 03:30;0
15/09/2005 03:30;15/09/2005 04:00;0
15/09/2005 04:00;15/09/2005 04:30;0
15/09/2005 04:30;15/09/2005 05:00;0
15/09/2005 05:00;15/09/2005 05:30;0
15/09/2005 05:30;15/09/2005 06:00;0
15/09/2005 06:00;15/09/2005 06:30;0.001
15/09/2005 06:30;15/09/2005 07:00;0.007
15/09/2005 07:00;15/09/2005 07:30;0.026
15/09/2005 07:30;15/09/2005 08:00;0.081
15/09/2005 08:00;15/09/2005 08:30;0.101
15/09/2005 08:30;15/09/2005 09:00;0.264
15/09/2005 09:00;15/09/2005 09:30;0.205
15/09/2005 09:30;15/09/2005 10:00;0.194
15/09/2005 10:00;15/09/2005 10:30;0.281
15/09/2005 10:30;15/09/2005 11:00;0.57
15/09/2005 11:00;15/09/2005 11:30;0.275
15/09/2005 11:30;15/09/2005 12:00;0.409
15/09/2005 12:00;15/09/2005 12:30;0.241
15/09/2005 12:30;15/09/2005 13:00;0.188
15/09/2005 13:00;15/09/2005 13:30;0.177
15/09/2005 13:30;15/09/2005 14:00;0.111
15/09/2005 14:00;15/09/2005 14:30;0.271
15/09/2005 14:30;15/09/2005 15:00;0.541
15/09/2005 15:00;15/09/2005 15:30;0.059
15/09/2005 15:30;15/09/2005 16:00;0.142
15/09/2005 16:00;15/09/2005 16:30;0.34
15/09/2005 16:30;15/09/2005 17:00;0.2
15/09/2005 17:00;15/09/2005 17:30;0.102
15/09/2005 17:30;15/09/2005 18:00;0.041
15/09/2005 18:00;15/09/2005 18:30;0.021
15/09/2005 18:30;15/09/2005 19:00;0.005
15/09/2005 19:00;15/09/2005 19:30;0
15/09/2005 19:30;15/09/2005 20:00;0
15/09/2005 20:00;15/09/2005 20:30;0
15/09/2005 20:30;15/09/2005 21:00;0
15/09/2005 21:00;15/09/2005 21:30;0
15/09/2005 21:30;15/09/2005 22:00;0
15/09/2005 22:00;15/09/2005 22:30;0
15/09/2005 22:30;15/09/2005 23:00;0
15/09/2005 23:00;15/09/2005 23:30;0
15/09/2005 23:30;16/09/2005 00:00;0
16/09/2005 00:00;16/09/2005 00:30;0
16/09/2005 00:30;16/09/2005 01:00;0
16/09/2005 01:00;16/09/2005 01:30;0
16/09/2005 01:30;16/09/2005 02:00;0
16/09/2005 02:00;16/09/2005 02:30;0
16/09/2005 02:30;16/09/2005 03:00;0
16/09/2005 03:00;16/09/2005 03:30;0
16/09/2005 03:30;16/09/2005 04:00;0
16/09/2005 04:00;16/09/2005 04:30;0
16/09/2005 04:30;16/09/2005 05:00;0
16/09/2005 05:00;16/09/2005 05:30;0
16/09/2005 05:30;16/09/2005 06:00;0
16/09/2005 06:00;16/09/2005 06:30;0.002
16/09/2005 06:30;16/09/2005 07:00;0.02
16/09/2005 07:00;16/09/2005 07:30;0.06
16/09/2005 07:30;16/09/2005 08:00;0.138
16/09/2005 08:00;16/09/2005 08:30;0.152
