Start Shift;End Shift;SoilTemp
11/05/2004 09:00;11/05/2004 09:30;14.98533333
11/05/2004 09:30;11/05/2004 10:00;15.93333333
11/05/2004 10:00;11/05/2004 10:30;17.908
11/05/2004 10:30;11/05/2004 11:00;18.64266667
11/05/2004 11:00;11/05/2004 11:30;19.33266667
11/05/2004 11:30;11/05/2004 12:00;19.94466667
11/05/2004 12:00;11/05/2004 12:30;20.23
11/05/2004 12:30;11/05/2004 13:00;20.31066667
11/05/2004 13:00;11/05/2004 13:30;20.628
11/05/2004 13:30;11/05/2004 14:00;20.64066667
11/05/2004 14:00;11/05/2004 14:30;20.488
11/05/2004 14:30;11/05/2004 15:00;20.33933333
11/05/2004 15:00;11/05/2004 15:30;19.77666667
11/05/2004 15:30;11/05/2004 16:00;19.384
11/05/2004 16:00;11/05/2004 16:30;18.91
11/05/2004 16:30;11/05/2004 17:00;18.50733333
11/05/2004 17:00;11/05/2004 17:30;17.996
11/05/2004 17:30;11/05/2004 18:00;17.268
11/05/2004 18:00;11/05/2004 18:30;16.53533333
11/05/2004 18:30;11/05/2004 19:00;15.662
11/05/2004 19:00;11/05/2004 19:30;14.732
11/05/2004 19:30;11/05/2004 20:00;13.43
11/05/2004 20:00;11/05/2004 20:30;12.12933333
11/05/2004 20:30;11/05/2004 21:00;11.09266667
11/05/2004 21:00;11/05/2004 21:30;10.01533333
11/05/2004 21:30;11/05/2004 22:00;9.222666667
11/05/2004 22:00;11/05/2004 22:30;8.579333333
11/05/2004 22:30;11/05/2004 23:00;8.069333333
11/05/2004 23:00;11/05/2004 23:30;7.6194
11/05/2004 23:30;12/05/2004 00:00;7.1552
12/05/2004 00:00;12/05/2004 00:30;6.745666667
12/05/2004 00:30;12/05/2004 01:00;6.448666667
12/05/2004 01:00;12/05/2004 01:30;6.067466667
12/05/2004 01:30;12/05/2004 02:00;5.787066667
12/05/2004 02:00;12/05/2004 02:30;5.540133333
12/05/2004 02:30;12/05/2004 03:00;5.401266667
12/05/2004 03:00;12/05/2004 03:30;5.078866667
12/05/2004 03:30;12/05/2004 04:00;4.774533333
12/05/2004 04:00;12/05/2004 04:30;4.545733333
12/05/2004 04:30;12/05/2004 05:00;4.316933333
12/05/2004 05:00;12/05/2004 05:30;4.2328
12/05/2004 05:30;12/05/2004 06:00;4.3302
12/05/2004 06:00;12/05/2004 06:30;4.822533333
12/05/2004 06:30;12/05/2004 07:00;5.786066667
12/05/2004 07:00;12/05/2004 07:30;6.908933333
12/05/2004 07:30;12/05/2004 08:00;8.292
12/05/2004 08:00;12/05/2004 08:30;10.39266667
12/05/2004 08:30;12/05/2004 09:00;11.724
12/05/2004 09:00;12/05/2004 09:30;12.68466667
12/05/2004 09:30;12/05/2004 10:00;14.10866667
12/05/2004 10:00;12/05/2004 10:30;15.27533333
12/05/2004 10:30;12/05/2004 11:00;16.49333333
12/05/2004 11:00;12/05/2004 11:30;17.11333333
12/05/2004 11:30;12/05/2004 12:00;18.446
12/05/2004 12:00;12/05/2004 12:30;19.538
12/05/2004 12:30;12/05/2004 13:00;19.726
12/05/2004 13:00;12/05/2004 13:30;21.53533333
12/05/2004 13:30;12/05/2004 14:00;22.734
12/05/2004 14:00;12/05/2004 14:30;21.12466667
12/05/2004 14:30;12/05/2004 15:00;19.95733333
12/05/2004 15:00;12/05/2004 15:30;17.96866667
12/05/2004 15:30;12/05/2004 16:00;16.70666667
12/05/2004 16:00;12/05/2004 16:30;16.31733333
12/05/2004 16:30;12/05/2004 17:00;15.61133333
12/05/2004 17:00;12/05/2004 17:30;15
12/05/2004 17:30;12/05/2004 18:00;13.51733333
12/05/2004 18:00;12/05/2004 18:30;12.14466667
12/05/2004 18:30;12/05/2004 19:00;11.162
12/05/2004 19:00;12/05/2004 19:30;10.57466667
12/05/2004 19:30;12/05/2004 20:00;10.13266667
12/05/2004 20:00;12/05/2004 20:30;9.772
12/05/2004 20:30;12/05/2004 21:00;9.429333333
12/05/2004 21:00;12/05/2004 21:30;8.987333333
12/05/2004 21:30;12/05/2004 22:00;8.704666667
12/05/2004 22:00;12/05/2004 22:30;8.505333333
12/05/2004 22:30;12/05/2004 23:00;8.366666667
12/05/2004 23:00;12/05/2004 23:30;8.014
12/05/2004 23:30;13/05/2004 00:00;7.659333333
13/05/2004 00:00;13/05/2004 00:30;7.436666667
13/05/2004 00:30;13/05/2004 01:00;7.261733333
13/05/2004 01:00;13/05/2004 01:30;7.088266667
13/05/2004 01:30;13/05/2004 02:00;6.949733333
13/05/2004 02:00;13/05/2004 02:30;6.844266667
13/05/2004 02:30;13/05/2004 03:00;6.770466667
13/05/2004 03:00;13/05/2004 03:30;6.666066667
13/05/2004 03:30;13/05/2004 04:00;6.5328
13/05/2004 04:00;13/05/2004 04:30;6.4628
13/05/2004 04:30;13/05/2004 05:00;6.392733333
13/05/2004 05:00;13/05/2004 05:30;6.294
13/05/2004 05:30;13/05/2004 06:00;6.2314
13/05/2004 06:00;13/05/2004 06:30;6.078866667
13/05/2004 06:30;13/05/2004 07:00;5.934133333
13/05/2004 07:00;13/05/2004 07:30;5.9628
13/05/2004 07:30;13/05/2004 08:00;6.106333333
13/05/2004 08:00;13/05/2004 08:30;6.3022
13/05/2004 08:30;13/05/2004 09:00;6.266933333
13/05/2004 09:00;13/05/2004 09:30;6.4822
13/05/2004 09:30;13/05/2004 10:00;7.2504
13/05/2004 10:00;13/05/2004 10:30;6.825866667
13/05/2004 10:30;13/05/2004 11:00;6.619733333
13/05/2004 11:00;13/05/2004 11:30;7.430533333
13/05/2004 11:30;13/05/2004 12:00;7.652666667
13/05/2004 12:00;13/05/2004 12:30;7.816
13/05/2004 12:30;13/05/2004 13:00;7.954666667
13/05/2004 13:00;13/05/2004 13:30;8.742
13/05/2004 13:30;13/05/2004 14:00;10.13733333
13/05/2004 14:00;13/05/2004 14:30;9.858666667
13/05/2004 14:30;13/05/2004 15:00;8.746666667
13/05/2004 15:00;13/05/2004 15:30;8.819333333
13/05/2004 15:30;13/05/2004 16:00;8.587878788
13/05/2004 16:00;13/05/2004 16:30;7.839242424
13/05/2004 16:30;13/05/2004 17:00;7.137833333
13/05/2004 17:00;13/05/2004 17:30;6.860833333
13/05/2004 17:30;13/05/2004 18:00;6.814454545
13/05/2004 18:00;13/05/2004 18:30;7.092393939
13/05/2004 18:30;13/05/2004 19:00;7.332393939
13/05/2004 19:00;13/05/2004 19:30;6.847863636
13/05/2004 19:30;13/05/2004 20:00;6.382833333
13/05/2004 20:00;13/05/2004 20:30;6.064409091
13/05/2004 20:30;13/05/2004 21:00;5.849015152
13/05/2004 21:00;13/05/2004 21:30;5.750893939
13/05/2004 21:30;13/05/2004 22:00;5.754151515
13/05/2004 22:00;13/05/2004 22:30;5.669484848
13/05/2004 22:30;13/05/2004 23:00;5.674787879
13/05/2004 23:00;13/05/2004 23:30;5.664848485
13/05/2004 23:30;14/05/2004 00:00;5.645363636
14/05/2004 00:00;14/05/2004 00:30;5.594848485
14/05/2004 00:30;14/05/2004 01:00;5.615015152
14/05/2004 01:00;14/05/2004 01:30;5.667348485
14/05/2004 01:30;14/05/2004 02:00;5.735409091
14/05/2004 02:00;14/05/2004 02:30;5.698575758
14/05/2004 02:30;14/05/2004 03:00;5.684530303
14/05/2004 03:00;14/05/2004 03:30;5.651530303
14/05/2004 03:30;14/05/2004 04:00;5.663575758
14/05/2004 04:00;14/05/2004 04:30;5.644893939
14/05/2004 04:30;14/05/2004 05:00;5.645787879
14/05/2004 05:00;14/05/2004 05:30;5.638469697
14/05/2004 05:30;14/05/2004 06:00;5.71780303
14/05/2004 06:00;14/05/2004 06:30;5.938439394
14/05/2004 06:30;14/05/2004 07:00;6.268272727
14/05/2004 07:00;14/05/2004 07:30;6.804590909
14/05/2004 07:30;14/05/2004 08:00;7.816666667
14/05/2004 08:00;14/05/2004 08:30;9.333333333
14/05/2004 08:30;14/05/2004 09:00;10.54621212
14/05/2004 09:00;14/05/2004 09:30;12.19666667
14/05/2004 09:30;14/05/2004 10:00;13.66727273
14/05/2004 10:00;14/05/2004 10:30;15.12333333
14/05/2004 10:30;14/05/2004 11:00;16.10969697
14/05/2004 11:00;14/05/2004 11:30;17.24909091
14/05/2004 11:30;14/05/2004 12:00;18.33833333
