Start;End;AirTemp
19/05/2003 03:00;19/05/2003 04:00;5.937
19/05/2003 04:00;19/05/2003 05:00;5.16
19/05/2003 05:00;19/05/2003 06:00;4.965
19/05/2003 06:00;19/05/2003 07:00;8.3
19/05/2003 07:00;19/05/2003 08:00;15.5
19/05/2003 08:00;19/05/2003 09:00;19.94
19/05/2003 09:00;19/05/2003 10:00;21.84
19/05/2003 10:00;19/05/2003 11:00;24.1
19/05/2003 11:00;19/05/2003 12:00;26.15
19/05/2003 12:00;19/05/2003 13:00;27.5
19/05/2003 13:00;19/05/2003 14:00;28.21
19/05/2003 14:00;19/05/2003 15:00;28.92
19/05/2003 15:00;19/05/2003 16:00;29.26
19/05/2003 16:00;19/05/2003 17:00;28.9
19/05/2003 17:00;19/05/2003 18:00;26.4
19/05/2003 18:00;19/05/2003 19:00;23.98
19/05/2003 19:00;19/05/2003 20:00;22.73
19/05/2003 20:00;19/05/2003 21:00;20.66
19/05/2003 21:00;19/05/2003 22:00;17.74
19/05/2003 22:00;19/05/2003 23:00;14.68
19/05/2003 23:00;20/05/2003 00:00;13.35
20/05/2003 00:00;20/05/2003 01:00;12.54
20/05/2003 01:00;20/05/2003 02:00;11.61
20/05/2003 02:00;20/05/2003 03:00;10.88
20/05/2003 03:00;20/05/2003 04:00;10.28
20/05/2003 04:00;20/05/2003 05:00;9.83
20/05/2003 05:00;20/05/2003 06:00;9.24
20/05/2003 06:00;20/05/2003 07:00;11.59
20/05/2003 07:00;20/05/2003 08:00;18.13
20/05/2003 08:00;20/05/2003 09:00;21.21
20/05/2003 09:00;20/05/2003 10:00;23.73
20/05/2003 10:00;20/05/2003 11:00;25.88
20/05/2003 11:00;20/05/2003 12:00;26.96
20/05/2003 12:00;20/05/2003 13:00;27.73
20/05/2003 13:00;20/05/2003 14:00;28.25
20/05/2003 14:00;20/05/2003 15:00;28.3
20/05/2003 15:00;20/05/2003 16:00;28.53
20/05/2003 16:00;20/05/2003 17:00;28.43
20/05/2003 17:00;20/05/2003 18:00;27.19
20/05/2003 18:00;20/05/2003 19:00;24.94
20/05/2003 19:00;20/05/2003 20:00;22.64
20/05/2003 20:00;20/05/2003 21:00;18.73
20/05/2003 21:00;20/05/2003 22:00;16.43
20/05/2003 22:00;20/05/2003 23:00;14.81
20/05/2003 23:00;21/05/2003 00:00;14.42
21/05/2003 00:00;21/05/2003 01:00;14.17
21/05/2003 01:00;21/05/2003 02:00;15.32
21/05/2003 02:00;21/05/2003 03:00;16.61
21/05/2003 03:00;21/05/2003 04:00;16.64
21/05/2003 04:00;21/05/2003 05:00;16.27
21/05/2003 05:00;21/05/2003 06:00;15.11
21/05/2003 06:00;21/05/2003 07:00;14.4
21/05/2003 07:00;21/05/2003 08:00;14.32
21/05/2003 08:00;21/05/2003 09:00;14.44
21/05/2003 09:00;21/05/2003 10:00;14.16
21/05/2003 10:00;21/05/2003 11:00;15.12
21/05/2003 11:00;21/05/2003 12:00;16.42
21/05/2003 12:00;21/05/2003 13:00;17.58
21/05/2003 13:00;21/05/2003 14:00;18.34
21/05/2003 14:00;21/05/2003 15:00;18.69
21/05/2003 15:00;21/05/2003 16:00;18.84
21/05/2003 16:00;21/05/2003 17:00;18.84
21/05/2003 17:00;21/05/2003 18:00;17.92
21/05/2003 18:00;21/05/2003 19:00;15.66
21/05/2003 19:00;21/05/2003 20:00;13.45
21/05/2003 20:00;21/05/2003 21:00;11.04
21/05/2003 21:00;21/05/2003 22:00;9.79
21/05/2003 22:00;21/05/2003 23:00;8.58
21/05/2003 23:00;22/05/2003 00:00;7.21
22/05/2003 00:00;22/05/2003 01:00;5.603
22/05/2003 01:00;22/05/2003 02:00;2.957
22/05/2003 02:00;22/05/2003 03:00;1.501
22/05/2003 03:00;22/05/2003 04:00;0.603
22/05/2003 04:00;22/05/2003 05:00;0.03
22/05/2003 05:00;22/05/2003 06:00;0.779
22/05/2003 06:00;22/05/2003 07:00;4.232
22/05/2003 07:00;22/05/2003 08:00;8.09
22/05/2003 08:00;22/05/2003 09:00;10.29
22/05/2003 09:00;22/05/2003 10:00;12
22/05/2003 10:00;22/05/2003 11:00;12.9
22/05/2003 11:00;22/05/2003 12:00;13.68
22/05/2003 12:00;22/05/2003 13:00;14.1
22/05/2003 13:00;22/05/2003 14:00;14.4
22/05/2003 14:00;22/05/2003 15:00;14.5
22/05/2003 15:00;22/05/2003 16:00;14.44
22/05/2003 16:00;22/05/2003 17:00;14.58
22/05/2003 17:00;22/05/2003 18:00;14.04
22/05/2003 18:00;22/05/2003 19:00;13.35
22/05/2003 19:00;22/05/2003 20:00;12.16
22/05/2003 20:00;22/05/2003 21:00;11.64
22/05/2003 21:00;22/05/2003 22:00;11.12
22/05/2003 22:00;22/05/2003 23:00;10.5
22/05/2003 23:00;23/05/2003 00:00;9.85
23/05/2003 00:00;23/05/2003 01:00;9.23
23/05/2003 01:00;23/05/2003 02:00;8.81
23/05/2003 02:00;23/05/2003 03:00;8.94
23/05/2003 03:00;23/05/2003 04:00;9.14
23/05/2003 04:00;23/05/2003 05:00;9.18
23/05/2003 05:00;23/05/2003 06:00;9.11
23/05/2003 06:00;23/05/2003 07:00;9.06
23/05/2003 07:00;23/05/2003 08:00;9.17
23/05/2003 08:00;23/05/2003 09:00;9.55
23/05/2003 09:00;23/05/2003 10:00;9.62
23/05/2003 10:00;23/05/2003 11:00;9.83
23/05/2003 11:00;23/05/2003 12:00;10.53
23/05/2003 12:00;23/05/2003 13:00;12.71
23/05/2003 13:00;23/05/2003 14:00;13.52
23/05/2003 14:00;23/05/2003 15:00;13.72
23/05/2003 15:00;23/05/2003 16:00;13.82
23/05/2003 16:00;23/05/2003 17:00;13.71
23/05/2003 17:00;23/05/2003 18:00;12.08
23/05/2003 18:00;23/05/2003 19:00;10.5
23/05/2003 19:00;23/05/2003 20:00;9.84
23/05/2003 20:00;23/05/2003 21:00;9.62
23/05/2003 21:00;23/05/2003 22:00;9.43
23/05/2003 22:00;23/05/2003 23:00;8.94
23/05/2003 23:00;24/05/2003 00:00;7.91
24/05/2003 00:00;24/05/2003 01:00;7.6
24/05/2003 01:00;24/05/2003 02:00;7.7
24/05/2003 02:00;24/05/2003 03:00;7.08
24/05/2003 03:00;24/05/2003 04:00;7.5
24/05/2003 04:00;24/05/2003 05:00;7.76
24/05/2003 05:00;24/05/2003 06:00;7.82
24/05/2003 06:00;24/05/2003 07:00;8.41
24/05/2003 07:00;24/05/2003 08:00;9.06
24/05/2003 08:00;24/05/2003 09:00;9.75
24/05/2003 09:00;24/05/2003 10:00;10.58
24/05/2003 10:00;24/05/2003 11:00;11.89
24/05/2003 11:00;24/05/2003 12:00;12.75
24/05/2003 12:00;24/05/2003 13:00;12.72
24/05/2003 13:00;24/05/2003 14:00;12.53
24/05/2003 14:00;24/05/2003 15:00;12.51
24/05/2003 15:00;24/05/2003 16:00;13.08
24/05/2003 16:00;24/05/2003 17:00;13.3
24/05/2003 17:00;24/05/2003 18:00;13.14
24/05/2003 18:00;24/05/2003 19:00;12.92
24/05/2003 19:00;24/05/2003 20:00;12.27
24/05/2003 20:00;24/05/2003 21:00;11.54
24/05/2003 21:00;24/05/2003 22:00;11.16
24/05/2003 22:00;24/05/2003 23:00;10.89
24/05/2003 23:00;25/05/2003 00:00;10.62
25/05/2003 00:00;25/05/2003 01:00;10.62
25/05/2003 01:00;25/05/2003 02:00;10.1
25/05/2003 02:00;25/05/2003 03:00;9.55
25/05/2003 03:00;25/05/2003 04:00;9.24
25/05/2003 04:00;25/05/2003 05:00;8.98
25/05/2003 05:00;25/05/2003 06:00;8.98
25/05/2003 06:00;25/05/2003 07:00;9.13
25/05/2003 07:00;25/05/2003 08:00;9.47
25/05/2003 08:00;25/05/2003 09:00;10.08
25/05/2003 09:00;25/05/2003 10:00;10.6
25/05/2003 10:00;25/05/2003 11:00;11.08
25/05/2003 11:00;25/05/2003 12:00;11.32
25/05/2003 12:00;25/05/2003 13:00;12.5
25/05/2003 13:00;25/05/2003 14:00;13.11
25/05/2003 14:00;25/05/2003 15:00;13.14
25/05/2003 15:00;25/05/2003 16:00;13.21
25/05/2003 16:00;25/05/2003 17:00;12.86
25/05/2003 17:00;25/05/2003 18:00;12.43
25/05/2003 18:00;25/05/2003 19:00;12.08
25/05/2003 19:00;25/05/2003 20:00;11.98
25/05/2003 20:00;25/05/2003 21:00;11.84
25/05/2003 21:00;25/05/2003 22:00;11.65
25/05/2003 22:00;25/05/2003 23:00;10.98
25/05/2003 23:00;26/05/2003 00:00;10.67
26/05/2003 00:00;26/05/2003 01:00;11.02
26/05/2003 01:00;26/05/2003 02:00;11.13
26/05/2003 02:00;26/05/2003 03:00;10.95
26/05/2003 03:00;26/05/2003 04:00;10.52
26/05/2003 04:00;26/05/2003 05:00;10.5
26/05/2003 05:00;26/05/2003 06:00;10.44
26/05/2003 06:00;26/05/2003 07:00;10.57
26/05/2003 07:00;26/05/2003 08:00;14.02
26/05/2003 08:00;26/05/2003 09:00;15.1
26/05/2003 09:00;26/05/2003 10:00;16.09
26/05/2003 10:00;26/05/2003 11:00;16.7
26/05/2003 11:00;26/05/2003 12:00;17.15
26/05/2003 12:00;26/05/2003 13:00;17.57
26/05/2003 13:00;26/05/2003 14:00;17.24
26/05/2003 14:00;26/05/2003 15:00;17.5
26/05/2003 15:00;26/05/2003 16:00;18.24
26/05/2003 16:00;26/05/2003 17:00;18.18
26/05/2003 17:00;26/05/2003 18:00;16.87
26/05/2003 18:00;26/05/2003 19:00;15.5
26/05/2003 19:00;26/05/2003 20:00;14.37
26/05/2003 20:00;26/05/2003 21:00;13.16
26/05/2003 21:00;26/05/2003 22:00;12.32
26/05/2003 22:00;26/05/2003 23:00;11.96
26/05/2003 23:00;27/05/2003 00:00;11.71
27/05/2003 00:00;27/05/2003 01:00;11.58
27/05/2003 01:00;27/05/2003 02:00;11.5
27/05/2003 02:00;27/05/2003 03:00;11.38
27/05/2003 03:00;27/05/2003 04:00;11.16
27/05/2003 04:00;27/05/2003 05:00;10.89
27/05/2003 05:00;27/05/2003 06:00;10.91
27/05/2003 06:00;27/05/2003 07:00;11.37
27/05/2003 07:00;27/05/2003 08:00;12.62
27/05/2003 08:00;27/05/2003 09:00;14.92
27/05/2003 09:00;27/05/2003 10:00;16.78
27/05/2003 10:00;27/05/2003 11:00;18.56
27/05/2003 11:00;27/05/2003 12:00;20.99
27/05/2003 12:00;27/05/2003 13:00;22.44
27/05/2003 13:00;27/05/2003 14:00;21.73
27/05/2003 14:00;27/05/2003 15:00;21.75
27/05/2003 15:00;27/05/2003 16:00;22.85
27/05/2003 16:00;27/05/2003 17:00;23.05
27/05/2003 17:00;27/05/2003 18:00;22.97
27/05/2003 18:00;27/05/2003 19:00;20.63
27/05/2003 19:00;27/05/2003 20:00;17.11
27/05/2003 20:00;27/05/2003 21:00;14.31
27/05/2003 21:00;27/05/2003 22:00;12.55
27/05/2003 22:00;27/05/2003 23:00;11.82
27/05/2003 23:00;28/05/2003 00:00;11.07
28/05/2003 00:00;28/05/2003 01:00;10.32
28/05/2003 01:00;28/05/2003 02:00;9.53
28/05/2003 02:00;28/05/2003 03:00;9.11
28/05/2003 03:00;28/05/2003 04:00;8.63
28/05/2003 04:00;28/05/2003 05:00;7.99
28/05/2003 05:00;28/05/2003 06:00;8.43
28/05/2003 06:00;28/05/2003 07:00;11.15
28/05/2003 07:00;28/05/2003 08:00;14.56
28/05/2003 08:00;28/05/2003 09:00;18.12
28/05/2003 09:00;28/05/2003 10:00;18.79
28/05/2003 10:00;28/05/2003 11:00;20.65
28/05/2003 11:00;28/05/2003 12:00;21.98
28/05/2003 12:00;28/05/2003 13:00;22.85
28/05/2003 13:00;28/05/2003 14:00;23.35
28/05/2003 14:00;28/05/2003 15:00;23.16
28/05/2003 15:00;28/05/2003 16:00;23.41
28/05/2003 16:00;28/05/2003 17:00;23.21
28/05/2003 17:00;28/05/2003 18:00;21.12
28/05/2003 18:00;28/05/2003 19:00;17.58
28/05/2003 19:00;28/05/2003 20:00;15.9
28/05/2003 20:00;28/05/2003 21:00;14.89
28/05/2003 21:00;28/05/2003 22:00;14.33
28/05/2003 22:00;28/05/2003 23:00;14.09
28/05/2003 23:00;29/05/2003 00:00;13.74
29/05/2003 00:00;29/05/2003 01:00;13.53
29/05/2003 01:00;29/05/2003 02:00;13.27
29/05/2003 02:00;29/05/2003 03:00;12.5
29/05/2003 03:00;29/05/2003 04:00;12.18
29/05/2003 04:00;29/05/2003 05:00;11.98
29/05/2003 05:00;29/05/2003 06:00;11.98
29/05/2003 06:00;29/05/2003 07:00;12.35
29/05/2003 07:00;29/05/2003 08:00;12.91
29/05/2003 08:00;29/05/2003 09:00;13.52
29/05/2003 09:00;29/05/2003 10:00;14.74
29/05/2003 10:00;29/05/2003 11:00;16.82
29/05/2003 11:00;29/05/2003 12:00;18.62
29/05/2003 12:00;29/05/2003 13:00;19.77
29/05/2003 13:00;29/05/2003 14:00;19.99
29/05/2003 14:00;29/05/2003 15:00;20.71
29/05/2003 15:00;29/05/2003 16:00;20.59
29/05/2003 16:00;29/05/2003 17:00;18.92
29/05/2003 17:00;29/05/2003 18:00;16.07
29/05/2003 18:00;29/05/2003 19:00;13.84
29/05/2003 19:00;29/05/2003 20:00;12.6
29/05/2003 20:00;29/05/2003 21:00;11.85
29/05/2003 21:00;29/05/2003 22:00;11.39
29/05/2003 22:00;29/05/2003 23:00;11.12
29/05/2003 23:00;30/05/2003 00:00;11.06
30/05/2003 00:00;30/05/2003 01:00;10.96
30/05/2003 01:00;30/05/2003 02:00;10.72
30/05/2003 02:00;30/05/2003 03:00;10.55
30/05/2003 03:00;30/05/2003 04:00;10.44
30/05/2003 04:00;30/05/2003 05:00;10.21
30/05/2003 05:00;30/05/2003 06:00;9.94
30/05/2003 06:00;30/05/2003 07:00;9.89
30/05/2003 07:00;30/05/2003 08:00;9.98
30/05/2003 08:00;30/05/2003 09:00;10.4
30/05/2003 09:00;30/05/2003 10:00;10.74
30/05/2003 10:00;30/05/2003 11:00;11.27
30/05/2003 11:00;30/05/2003 12:00;11.88
30/05/2003 12:00;30/05/2003 13:00;12.91
30/05/2003 13:00;30/05/2003 14:00;13.46
30/05/2003 14:00;30/05/2003 15:00;12.96
30/05/2003 15:00;30/05/2003 16:00;12.56
30/05/2003 16:00;30/05/2003 17:00;12.72
30/05/2003 17:00;30/05/2003 18:00;12.11
30/05/2003 18:00;30/05/2003 19:00;11.92
30/05/2003 19:00;30/05/2003 20:00;11.61
30/05/2003 20:00;30/05/2003 21:00;11.25
30/05/2003 21:00;30/05/2003 22:00;11
30/05/2003 22:00;30/05/2003 23:00;10.9
30/05/2003 23:00;31/05/2003 00:00;10.88
31/05/2003 00:00;31/05/2003 01:00;10.82
31/05/2003 01:00;31/05/2003 02:00;10.78
31/05/2003 02:00;31/05/2003 03:00;10.77
31/05/2003 03:00;31/05/2003 04:00;10.8
31/05/2003 04:00;31/05/2003 05:00;10.82
31/05/2003 05:00;31/05/2003 06:00;10.85
31/05/2003 06:00;31/05/2003 07:00;11.17
31/05/2003 07:00;31/05/2003 08:00;11.87
31/05/2003 08:00;31/05/2003 09:00;12.72
31/05/2003 09:00;31/05/2003 10:00;14.26
31/05/2003 10:00;31/05/2003 11:00;15.58
31/05/2003 11:00;31/05/2003 12:00;17.74
31/05/2003 12:00;31/05/2003 13:00;18.81
31/05/2003 13:00;31/05/2003 14:00;19.27
31/05/2003 14:00;31/05/2003 15:00;20.22
31/05/2003 15:00;31/05/2003 16:00;21.57
31/05/2003 16:00;31/05/2003 17:00;22.14
31/05/2003 17:00;31/05/2003 18:00;22.37
31/05/2003 18:00;31/05/2003 19:00;20.21
31/05/2003 19:00;31/05/2003 20:00;17.82
31/05/2003 20:00;31/05/2003 21:00;15.14
31/05/2003 21:00;31/05/2003 22:00;12.73
31/05/2003 22:00;31/05/2003 23:00;11.54
31/05/2003 23:00;01/06/2003 00:00;11.07
01/06/2003 00:00;01/06/2003 01:00;10.83
01/06/2003 01:00;01/06/2003 02:00;10.76
01/06/2003 02:00;01/06/2003 03:00;10.6
01/06/2003 03:00;01/06/2003 04:00;10.75
01/06/2003 04:00;01/06/2003 05:00;10.98
01/06/2003 05:00;01/06/2003 06:00;10.94
01/06/2003 06:00;01/06/2003 07:00;10.77
01/06/2003 07:00;01/06/2003 08:00;10.55
01/06/2003 08:00;01/06/2003 09:00;10.7
01/06/2003 09:00;01/06/2003 10:00;11.49
01/06/2003 10:00;01/06/2003 11:00;12
01/06/2003 11:00;01/06/2003 12:00;11.22
01/06/2003 12:00;01/06/2003 13:00;11.1
01/06/2003 13:00;01/06/2003 14:00;11.52
01/06/2003 14:00;01/06/2003 15:00;11.48
01/06/2003 15:00;01/06/2003 16:00;11.25
01/06/2003 16:00;01/06/2003 17:00;10.93
01/06/2003 17:00;01/06/2003 18:00;10.78
01/06/2003 18:00;01/06/2003 19:00;10.7
01/06/2003 19:00;01/06/2003 20:00;10.58
01/06/2003 20:00;01/06/2003 21:00;10.39
01/06/2003 21:00;01/06/2003 22:00;10.03
01/06/2003 22:00;01/06/2003 23:00;9.61
01/06/2003 23:00;02/06/2003 00:00;9.42
02/06/2003 00:00;02/06/2003 01:00;9.28
02/06/2003 01:00;02/06/2003 02:00;9.15
02/06/2003 02:00;02/06/2003 03:00;8.67
02/06/2003 03:00;02/06/2003 04:00;7.55
02/06/2003 04:00;02/06/2003 05:00;5.988
02/06/2003 05:00;02/06/2003 06:00;5.278
02/06/2003 06:00;02/06/2003 07:00;7.8
02/06/2003 07:00;02/06/2003 08:00;12.36
02/06/2003 08:00;02/06/2003 09:00;15.52
02/06/2003 09:00;02/06/2003 10:00;17.69
02/06/2003 10:00;02/06/2003 11:00;18.7
02/06/2003 11:00;02/06/2003 12:00;18.78
02/06/2003 12:00;02/06/2003 13:00;18.85
02/06/2003 13:00;02/06/2003 14:00;19.11
02/06/2003 14:00;02/06/2003 15:00;18.93
02/06/2003 15:00;02/06/2003 16:00;18.62
02/06/2003 16:00;02/06/2003 17:00;17.72
02/06/2003 17:00;02/06/2003 18:00;17.25
02/06/2003 18:00;02/06/2003 19:00;15.88
02/06/2003 19:00;02/06/2003 20:00;14.86
02/06/2003 20:00;02/06/2003 21:00;13.56
02/06/2003 21:00;02/06/2003 22:00;12.36
02/06/2003 22:00;02/06/2003 23:00;10.42
02/06/2003 23:00;03/06/2003 00:00;9.04
03/06/2003 00:00;03/06/2003 01:00;8.15
03/06/2003 01:00;03/06/2003 02:00;7.26
03/06/2003 02:00;03/06/2003 03:00;5.651
03/06/2003 03:00;03/06/2003 04:00;4.344
03/06/2003 04:00;03/06/2003 05:00;3.399
03/06/2003 05:00;03/06/2003 06:00;2.635
03/06/2003 06:00;03/06/2003 07:00;5.03
03/06/2003 07:00;03/06/2003 08:00;10.14
03/06/2003 08:00;03/06/2003 09:00;14.11
03/06/2003 09:00;03/06/2003 10:00;16.55
03/06/2003 10:00;03/06/2003 11:00;17.44
03/06/2003 11:00;03/06/2003 12:00;18.04
03/06/2003 12:00;03/06/2003 13:00;18.34
03/06/2003 13:00;03/06/2003 14:00;18.51
03/06/2003 14:00;03/06/2003 15:00;18.94
03/06/2003 15:00;03/06/2003 16:00;19.36
03/06/2003 16:00;03/06/2003 17:00;19.63
03/06/2003 17:00;03/06/2003 18:00;19.06
03/06/2003 18:00;03/06/2003 19:00;17.34
03/06/2003 19:00;03/06/2003 20:00;16.17
03/06/2003 20:00;03/06/2003 21:00;14.58
03/06/2003 21:00;03/06/2003 22:00;12.65
03/06/2003 22:00;03/06/2003 23:00;9.95
03/06/2003 23:00;04/06/2003 00:00;7.56
04/06/2003 00:00;04/06/2003 01:00;5.466
04/06/2003 01:00;04/06/2003 02:00;4.492
04/06/2003 02:00;04/06/2003 03:00;3.865
04/06/2003 03:00;04/06/2003 04:00;3.246
04/06/2003 04:00;04/06/2003 05:00;2.035
04/06/2003 05:00;04/06/2003 06:00;1.989
04/06/2003 06:00;04/06/2003 07:00;5.163
04/06/2003 07:00;04/06/2003 08:00;10.34
04/06/2003 08:00;04/06/2003 09:00;15.02
04/06/2003 09:00;04/06/2003 10:00;17.89
04/06/2003 10:00;04/06/2003 11:00;19.45
04/06/2003 11:00;04/06/2003 12:00;20.26
04/06/2003 12:00;04/06/2003 13:00;20.71
04/06/2003 13:00;04/06/2003 14:00;21.08
04/06/2003 14:00;04/06/2003 15:00;21.77
04/06/2003 15:00;04/06/2003 16:00;22.57
04/06/2003 16:00;04/06/2003 17:00;23.17
04/06/2003 17:00;04/06/2003 18:00;22.72
04/06/2003 18:00;04/06/2003 19:00;20.1
04/06/2003 19:00;04/06/2003 20:00;17.18
04/06/2003 20:00;04/06/2003 21:00;13.94
04/06/2003 21:00;04/06/2003 22:00;11.84
04/06/2003 22:00;04/06/2003 23:00;10.46
04/06/2003 23:00;05/06/2003 00:00;9.7
05/06/2003 00:00;05/06/2003 01:00;8.83
05/06/2003 01:00;05/06/2003 02:00;7.88
05/06/2003 02:00;05/06/2003 03:00;7.12
05/06/2003 03:00;05/06/2003 04:00;6.593
05/06/2003 04:00;05/06/2003 05:00;5.978
05/06/2003 05:00;05/06/2003 06:00;6.462
05/06/2003 06:00;05/06/2003 07:00;9.16
05/06/2003 07:00;05/06/2003 08:00;14.6
05/06/2003 08:00;05/06/2003 09:00;17.17
05/06/2003 09:00;05/06/2003 10:00;19.48
05/06/2003 10:00;05/06/2003 11:00;19.84
05/06/2003 11:00;05/06/2003 12:00;20
05/06/2003 12:00;05/06/2003 13:00;18.89
05/06/2003 13:00;05/06/2003 14:00;15.89
05/06/2003 14:00;05/06/2003 15:00;14.93
05/06/2003 15:00;05/06/2003 16:00;14.95
05/06/2003 16:00;05/06/2003 17:00;15.03
05/06/2003 17:00;05/06/2003 18:00;15.13
05/06/2003 18:00;05/06/2003 19:00;15.24
05/06/2003 19:00;05/06/2003 20:00;15.15
05/06/2003 20:00;05/06/2003 21:00;14.77
05/06/2003 21:00;05/06/2003 22:00;14.33
05/06/2003 22:00;05/06/2003 23:00;14.01
05/06/2003 23:00;06/06/2003 00:00;13.79
06/06/2003 00:00;06/06/2003 01:00;13.65
06/06/2003 01:00;06/06/2003 02:00;13.41
06/06/2003 02:00;06/06/2003 03:00;13.24
06/06/2003 03:00;06/06/2003 04:00;12.93
06/06/2003 04:00;06/06/2003 05:00;12.82
06/06/2003 05:00;06/06/2003 06:00;12.63
06/06/2003 06:00;06/06/2003 07:00;12.46
06/06/2003 07:00;06/06/2003 08:00;15.23
06/06/2003 08:00;06/06/2003 09:00;18.56
06/06/2003 09:00;06/06/2003 10:00;20.53
06/06/2003 10:00;06/06/2003 11:00;22.13
06/06/2003 11:00;06/06/2003 12:00;23.13
06/06/2003 12:00;06/06/2003 13:00;23.06
06/06/2003 13:00;06/06/2003 14:00;23.27
06/06/2003 14:00;06/06/2003 15:00;23.25
06/06/2003 15:00;06/06/2003 16:00;23.61
06/06/2003 16:00;06/06/2003 17:00;23.78
06/06/2003 17:00;06/06/2003 18:00;23.4
06/06/2003 18:00;06/06/2003 19:00;21.82
06/06/2003 19:00;06/06/2003 20:00;20.36
06/06/2003 20:00;06/06/2003 21:00;18.62
