23-05-2001 09:34;23-05-2001 10:04
23-05-2001 10:04;23-05-2001 10:34
23-05-2001 10:34;23-05-2001 11:04
23-05-2001 11:04;23-05-2001 12:04
23-05-2001 12:04;23-05-2001 13:04
23-05-2001 13:04;23-05-2001 15:05
23-05-2001 15:05;23-05-2001 17:08
23-05-2001 17:08;23-05-2001 21:05
23-05-2001 21:05;24-05-2001 07:17
24-05-2001 07:17;24-05-2001 12:12
24-05-2001 12:12;24-05-2001 16:28
24-05-2001 16:28;25-05-2001 07:07
25-05-2001 07:07;25-05-2001 13:06
25-05-2001 13:06;25-05-2001 17:34
25-05-2001 17:34;26-05-2001 06:12
26-05-2001 06:12;26-05-2001 12:28
26-05-2001 12:28;26-05-2001 18:50
26-05-2001 18:50;27-05-2001 05:47
27-05-2001 05:47;27-05-2001 17:09
27-05-2001 17:09;28-05-2001 09:26
28-05-2001 09:26;28-05-2001 13:52
28-05-2001 13:52;29-05-2001 12:19
29-05-2001 12:19;30-05-2001 09:19
30-05-2001 09:19;31-05-2001 11:00
