Start;End;SoilTemp
23/05/2001 10:00;23/05/2001 10:30;22.988
23/05/2001 10:30;23/05/2001 11:00;23.392
23/05/2001 11:00;23/05/2001 11:30;24.168
23/05/2001 11:30;23/05/2001 12:00;25.474
23/05/2001 12:00;23/05/2001 12:30;26.04
23/05/2001 12:30;23/05/2001 13:00;26.066
23/05/2001 13:00;23/05/2001 13:30;26.574
23/05/2001 13:30;23/05/2001 14:00;27.342
23/05/2001 14:00;23/05/2001 14:30;27.292
23/05/2001 14:30;23/05/2001 15:00;26.926
23/05/2001 15:00;23/05/2001 15:30;27.248
23/05/2001 15:30;23/05/2001 16:00;26.96
23/05/2001 16:00;23/05/2001 16:30;26.024
23/05/2001 16:30;23/05/2001 17:00;25.244
23/05/2001 17:00;23/05/2001 17:30;24.832
23/05/2001 17:30;23/05/2001 18:00;24.566
23/05/2001 18:00;23/05/2001 18:30;24.206
23/05/2001 18:30;23/05/2001 19:00;23.832
23/05/2001 19:00;23/05/2001 19:30;23.38
23/05/2001 19:30;23/05/2001 20:00;22.892
23/05/2001 20:00;23/05/2001 20:30;22.472
23/05/2001 20:30;23/05/2001 21:00;22.204
23/05/2001 21:00;23/05/2001 21:30;21.856
23/05/2001 21:30;23/05/2001 22:00;21.518
23/05/2001 22:00;23/05/2001 22:30;21.162
23/05/2001 22:30;23/05/2001 23:00;20.824
23/05/2001 23:00;23/05/2001 23:30;20.494
23/05/2001 23:30;24/05/2001 00:00;20.264
24/05/2001 00:00;24/05/2001 00:30;20.004
24/05/2001 00:30;24/05/2001 01:00;19.776
24/05/2001 01:00;24/05/2001 01:30;19.49
24/05/2001 01:30;24/05/2001 02:00;19.236
24/05/2001 02:00;24/05/2001 02:30;19.018
24/05/2001 02:30;24/05/2001 03:00;18.82
24/05/2001 03:00;24/05/2001 03:30;18.652
24/05/2001 03:30;24/05/2001 04:00;18.47
24/05/2001 04:00;24/05/2001 04:30;18.28
24/05/2001 04:30;24/05/2001 05:00;18.23
24/05/2001 05:00;24/05/2001 05:30;18.232
24/05/2001 05:30;24/05/2001 06:00;18.43
24/05/2001 06:00;24/05/2001 06:30;18.782
24/05/2001 06:30;24/05/2001 07:00;19.186
24/05/2001 07:00;24/05/2001 07:30;19.568
24/05/2001 07:30;24/05/2001 08:00;19.932
24/05/2001 08:00;24/05/2001 08:30;20.512
24/05/2001 08:30;24/05/2001 09:00;21.122
24/05/2001 09:00;24/05/2001 09:30;21.918
24/05/2001 09:30;24/05/2001 10:00;22.72
24/05/2001 10:00;24/05/2001 10:30;23.222
24/05/2001 10:30;24/05/2001 11:00;23.67
24/05/2001 11:00;24/05/2001 11:30;24.894
24/05/2001 11:30;24/05/2001 12:00;25.926
24/05/2001 12:00;24/05/2001 12:30;26.712
24/05/2001 12:30;24/05/2001 13:00;27.28
24/05/2001 13:00;24/05/2001 13:30;27.578
24/05/2001 13:30;24/05/2001 14:00;27.506
24/05/2001 14:00;24/05/2001 14:30;27.5
24/05/2001 14:30;24/05/2001 15:00;27.27
24/05/2001 15:00;24/05/2001 15:30;27.02
24/05/2001 15:30;24/05/2001 16:00;26.206
24/05/2001 16:00;24/05/2001 16:30;24.576
24/05/2001 16:30;24/05/2001 17:00;23.456
24/05/2001 17:00;24/05/2001 17:30;22.802
24/05/2001 17:30;24/05/2001 18:00;22.356
24/05/2001 18:00;24/05/2001 18:30;21.972
24/05/2001 18:30;24/05/2001 19:00;21.584
24/05/2001 19:00;24/05/2001 19:30;21.14
24/05/2001 19:30;24/05/2001 20:00;20.758
24/05/2001 20:00;24/05/2001 20:30;20.422
24/05/2001 20:30;24/05/2001 21:00;20.162
24/05/2001 21:00;24/05/2001 21:30;19.982
24/05/2001 21:30;24/05/2001 22:00;19.748
24/05/2001 22:00;24/05/2001 22:30;19.504
24/05/2001 22:30;24/05/2001 23:00;19.276
24/05/2001 23:00;24/05/2001 23:30;19.046
24/05/2001 23:30;25/05/2001 00:00;18.83
25/05/2001 00:00;25/05/2001 00:30;18.62
25/05/2001 00:30;25/05/2001 01:00;18.414
25/05/2001 01:00;25/05/2001 01:30;18.232
25/05/2001 01:30;25/05/2001 02:00;18.07
25/05/2001 02:00;25/05/2001 02:30;17.918
25/05/2001 02:30;25/05/2001 03:00;17.734
25/05/2001 03:00;25/05/2001 03:30;17.522
25/05/2001 03:30;25/05/2001 04:00;17.334
25/05/2001 04:00;25/05/2001 04:30;17.186
25/05/2001 04:30;25/05/2001 05:00;17.156
25/05/2001 05:00;25/05/2001 05:30;17.238
25/05/2001 05:30;25/05/2001 06:00;17.594
25/05/2001 06:00;25/05/2001 06:30;18.114
25/05/2001 06:30;25/05/2001 07:00;18.628
25/05/2001 07:00;25/05/2001 07:30;19.158
25/05/2001 07:30;25/05/2001 08:00;19.762
25/05/2001 08:00;25/05/2001 08:30;20.538
25/05/2001 08:30;25/05/2001 09:00;21.384
25/05/2001 09:00;25/05/2001 09:30;22.384
25/05/2001 09:30;25/05/2001 10:00;23.396
25/05/2001 10:00;25/05/2001 10:30;24.024
25/05/2001 10:30;25/05/2001 11:00;24.682
25/05/2001 11:00;25/05/2001 11:30;25.698
25/05/2001 11:30;25/05/2001 12:00;26.398
25/05/2001 12:00;25/05/2001 12:30;23.4
25/05/2001 12:30;25/05/2001 13:00;24.476
25/05/2001 13:00;25/05/2001 13:30;25.716
25/05/2001 13:30;25/05/2001 14:00;26.904
25/05/2001 14:00;25/05/2001 14:30;27.112
25/05/2001 14:30;25/05/2001 15:00;27.244
25/05/2001 15:00;25/05/2001 15:30;27.232
25/05/2001 15:30;25/05/2001 16:00;26.51
25/05/2001 16:00;25/05/2001 16:30;25.026
25/05/2001 16:30;25/05/2001 17:00;24.112
25/05/2001 17:00;25/05/2001 17:30;23.446
25/05/2001 17:30;25/05/2001 18:00;23.018
25/05/2001 18:00;25/05/2001 18:30;22.666
25/05/2001 18:30;25/05/2001 19:00;22.226
25/05/2001 19:00;25/05/2001 19:30;21.594
25/05/2001 19:30;25/05/2001 20:00;20.936
25/05/2001 20:00;25/05/2001 20:30;20.324
25/05/2001 20:30;25/05/2001 21:00;19.832
25/05/2001 21:00;25/05/2001 21:30;19.368
25/05/2001 21:30;25/05/2001 22:00;19.068
25/05/2001 22:00;25/05/2001 22:30;18.816
25/05/2001 22:30;25/05/2001 23:00;18.404
25/05/2001 23:00;25/05/2001 23:30;18.098
25/05/2001 23:30;26/05/2001 00:00;17.782
26/05/2001 00:00;26/05/2001 00:30;17.548
26/05/2001 00:30;26/05/2001 01:00;17.314
26/05/2001 01:00;26/05/2001 01:30;17.074
26/05/2001 01:30;26/05/2001 02:00;16.836
26/05/2001 02:00;26/05/2001 02:30;16.622
26/05/2001 02:30;26/05/2001 03:00;16.362
26/05/2001 03:00;26/05/2001 03:30;16.122
26/05/2001 03:30;26/05/2001 04:00;15.94
26/05/2001 04:00;26/05/2001 04:30;15.818
26/05/2001 04:30;26/05/2001 05:00;15.75
26/05/2001 05:00;26/05/2001 05:30;15.832
26/05/2001 05:30;26/05/2001 06:00;16.324
26/05/2001 06:00;26/05/2001 06:30;17.034
26/05/2001 06:30;26/05/2001 07:00;17.466
26/05/2001 07:00;26/05/2001 07:30;18.084
26/05/2001 07:30;26/05/2001 08:00;19.004
26/05/2001 08:00;26/05/2001 08:30;19.814
26/05/2001 08:30;26/05/2001 09:00;20.614
26/05/2001 09:00;26/05/2001 09:30;21.562
26/05/2001 09:30;26/05/2001 10:00;22.378
26/05/2001 10:00;26/05/2001 10:30;23.414
26/05/2001 10:30;26/05/2001 11:00;23.368
26/05/2001 11:00;26/05/2001 11:30;23.83
26/05/2001 11:30;26/05/2001 12:00;24.168
26/05/2001 12:00;26/05/2001 12:30;24.582
26/05/2001 12:30;26/05/2001 13:00;26.016
26/05/2001 13:00;26/05/2001 13:30;26.786
26/05/2001 13:30;26/05/2001 14:00;27.326
26/05/2001 14:00;26/05/2001 14:30;27.778
26/05/2001 14:30;26/05/2001 15:00;27.762
26/05/2001 15:00;26/05/2001 15:30;27.56
26/05/2001 15:30;26/05/2001 16:00;26.934
26/05/2001 16:00;26/05/2001 16:30;25.892
26/05/2001 16:30;26/05/2001 17:00;25.138
26/05/2001 17:00;26/05/2001 17:30;24.534
26/05/2001 17:30;26/05/2001 18:00;24.082
26/05/2001 18:00;26/05/2001 18:30;23.598
26/05/2001 18:30;26/05/2001 19:00;23.162
26/05/2001 19:00;26/05/2001 19:30;22.648
26/05/2001 19:30;26/05/2001 20:00;22.184
26/05/2001 20:00;26/05/2001 20:30;21.778
26/05/2001 20:30;26/05/2001 21:00;21.298
26/05/2001 21:00;26/05/2001 21:30;20.994
26/05/2001 21:30;26/05/2001 22:00;20.92
26/05/2001 22:00;26/05/2001 22:30;20.78
26/05/2001 22:30;26/05/2001 23:00;20.59
26/05/2001 23:00;26/05/2001 23:30;20.246
26/05/2001 23:30;27/05/2001 00:00;19.896
27/05/2001 00:00;27/05/2001 00:30;19.63
27/05/2001 00:30;27/05/2001 01:00;19.438
27/05/2001 01:00;27/05/2001 01:30;19.346
27/05/2001 01:30;27/05/2001 02:00;19.232
27/05/2001 02:00;27/05/2001 02:30;19.196
27/05/2001 02:30;27/05/2001 03:00;19.092
27/05/2001 03:00;27/05/2001 03:30;18.95
27/05/2001 03:30;27/05/2001 04:00;18.808
27/05/2001 04:00;27/05/2001 04:30;18.63
27/05/2001 04:30;27/05/2001 05:00;18.478
27/05/2001 05:00;27/05/2001 05:30;18.368
27/05/2001 05:30;27/05/2001 06:00;18.34
27/05/2001 06:00;27/05/2001 06:30;18.3
27/05/2001 06:30;27/05/2001 07:00;18.372
27/05/2001 07:00;27/05/2001 07:30;18.564
27/05/2001 07:30;27/05/2001 08:00;18.988
27/05/2001 08:00;27/05/2001 08:30;19.666
27/05/2001 08:30;27/05/2001 09:00;20.222
27/05/2001 09:00;27/05/2001 09:30;20.962
27/05/2001 09:30;27/05/2001 10:00;21.09
27/05/2001 10:00;27/05/2001 10:30;21.02
27/05/2001 10:30;27/05/2001 11:00;20.62
27/05/2001 11:00;27/05/2001 11:30;20.54
27/05/2001 11:30;27/05/2001 12:00;20.108
27/05/2001 12:00;27/05/2001 12:30;19.788
27/05/2001 12:30;27/05/2001 13:00;19.696
27/05/2001 13:00;27/05/2001 13:30;19.828
27/05/2001 13:30;27/05/2001 14:00;20.19
27/05/2001 14:00;27/05/2001 14:30;20.2
27/05/2001 14:30;27/05/2001 15:00;20.468
27/05/2001 15:00;27/05/2001 15:30;20.6
27/05/2001 15:30;27/05/2001 16:00;20.362
27/05/2001 16:00;27/05/2001 16:30;20.212
27/05/2001 16:30;27/05/2001 17:00;20.046
27/05/2001 17:00;27/05/2001 17:30;19.79
27/05/2001 17:30;27/05/2001 18:00;19.424
27/05/2001 18:00;27/05/2001 18:30;19.002
27/05/2001 18:30;27/05/2001 19:00;18.616
27/05/2001 19:00;27/05/2001 19:30;18.226
27/05/2001 19:30;27/05/2001 20:00;17.978
27/05/2001 20:00;27/05/2001 20:30;17.814
27/05/2001 20:30;27/05/2001 21:00;17.582
27/05/2001 21:00;27/05/2001 21:30;17.402
27/05/2001 21:30;27/05/2001 22:00;17.272
27/05/2001 22:00;27/05/2001 22:30;17.16
27/05/2001 22:30;27/05/2001 23:00;17.026
27/05/2001 23:00;27/05/2001 23:30;16.804
27/05/2001 23:30;28/05/2001 00:00;16.5625
28/05/2001 00:00;28/05/2001 00:30;16.588
28/05/2001 00:30;28/05/2001 01:00;16.566
28/05/2001 01:00;28/05/2001 01:30;16.578
28/05/2001 01:30;28/05/2001 02:00;16.562
28/05/2001 02:00;28/05/2001 02:30;16.532
28/05/2001 02:30;28/05/2001 03:00;16.48
28/05/2001 03:00;28/05/2001 03:30;16.456
28/05/2001 03:30;28/05/2001 04:00;16.414
28/05/2001 04:00;28/05/2001 04:30;16.392
