30/04/1997 10:30;30/04/1997 14:06
30/04/1997 14:06;30/04/1997 16:42
30/04/1997 16:42;30/04/1997 23:30
30/04/1997 23:30;01/05/1997 10:30
01/05/1997 10:30;01/05/1997 15:06
01/05/1997 15:06;01/05/1997 19:54
01/05/1997 19:54;02/05/1997 10:06
02/05/1997 10:06;02/05/1997 13:54
02/05/1997 13:54;02/05/1997 17:42
02/05/1997 17:42;03/05/1997 09:18
03/05/1997 09:18;03/05/1997 13:30
03/05/1997 13:30;03/05/1997 16:42
03/05/1997 16:42;04/05/1997 09:54
04/05/1997 09:54;04/05/1997 12:42
04/05/1997 12:42;04/05/1997 17:54
04/05/1997 17:54;05/05/1997 08:06
05/05/1997 08:06;05/05/1997 17:42
05/05/1997 17:42;06/05/1997 09:18
06/05/1997 09:18;06/05/1997 18:42
06/05/1997 18:42;07/05/1997 09:30
07/05/1997 09:30;07/05/1997 16:42
07/05/1997 16:42;08/05/1997 10:06
